id,url,place_type,name,full_name,country_code,country,bounding_box.coordinates,tweet_id,Club_Name,Centroids,Longitude,Latitude,bounding_box.type,contained_within,full_text,clean_text,polarity,subjectivity,sentiment,neg,neu,pos,compound,Latitude-Longitude
000c69ad123213a8,https://api.twitter.com/1.1/geo/id/000c69ad123213a8.json,admin,Kampala,"Kampala, Uganda",UG,Uganda,"[[32.4166234, 0.1648531], [32.7216969, 0.1648531], [32.7216969, 0.4136818], [32.4166234, 0.4136818]]",1.6335279436106547e+18,Arsenal,"[32.56916015, 0.28926745]",32.56916015,0.28926745,Polygon,[],"#Arsenal vintage vibes all the way 1998 to 2004. Available in player's original only.

Price - 75k
Branding - 10k

To buy call or WhatsApp 0702736792

We can deliver to your location 😉. https://t.co/eHVXY2FLxz",vintage vibes all way 1998 2004 available players original only price 75k branding 10k buy call or whatsapp 0702736792 we can deliver your location,0.25833333333333336,0.7166666666666667,positive,,,,,"0.28926745, 32.56916015"
000c69ad123213a8,https://api.twitter.com/1.1/geo/id/000c69ad123213a8.json,admin,Kampala,"Kampala, Uganda",UG,Uganda,"[[32.4166234, 0.1648531], [32.7216969, 0.1648531], [32.7216969, 0.4136818], [32.4166234, 0.4136818]]",1.6335279436106547e+18,Arsenal,"[32.56916015, 0.28926745]",32.56916015,0.28926745,Polygon,[],@sethbamy Crystal Palace,crystal palace,0.0,0.0,neutral,0.0,1.0,0.0,0.0,"0.28926745, 32.56916015"
000c69ad123213a8,https://api.twitter.com/1.1/geo/id/000c69ad123213a8.json,admin,Kampala,"Kampala, Uganda",UG,Uganda,"[[32.4166234, 0.1648531], [32.7216969, 0.1648531], [32.7216969, 0.4136818], [32.4166234, 0.4136818]]",1.6335279436106547e+18,Arsenal,"[32.56916015, 0.28926745]",32.56916015,0.28926745,Polygon,[],@Bryankamulegey9 Crystal palace,crystal palace,0.0,0.0,neutral,0.0,1.0,0.0,0.0,"0.28926745, 32.56916015"
00d9827647c0ff5a,https://api.twitter.com/1.1/geo/id/00d9827647c0ff5a.json,admin,Dar es Salaam,"Dar es Salaam, Tanzania",TZ,Tanzania,"[[39.0081106, -7.1906489], [39.5566698, -7.1906489], [39.5566698, -6.5669735], [39.0081106, -6.5669735]]",1.633527565133439e+18,Arsenal,"[39.2823902, -6.8788111999999995]",39.2823902,-6.8788112,Polygon,[],"When I watch yanga it reminds me@of arsenal, Nabi playing w two 8s  makes us defend well and attack in balance",when i watch yanga it reminds me arsenal nabi playing w two 8s makes us defend well attack balance,0.0,0.0,positive,,,,,"-6.8788112, 39.2823902"
00d9827647c0ff5a,https://api.twitter.com/1.1/geo/id/00d9827647c0ff5a.json,admin,Dar es Salaam,"Dar es Salaam, Tanzania",TZ,Tanzania,"[[39.0081106, -7.1906489], [39.5566698, -7.1906489], [39.5566698, -6.5669735], [39.0081106, -6.5669735]]",1.633527565133439e+18,Arsenal,"[39.2823902, -6.8788111999999995]",39.2823902,-6.8788112,Polygon,[],"If Potter wins against Everton, he will win manager of the month i’m hearing",if potter wins against everton he will win manager month i m hearing,0.55,0.30000000000000004,positive,,,,,"-6.8788112, 39.2823902"
13dd0eca94d322f1,https://api.twitter.com/1.1/geo/id/13dd0eca94d322f1.json,city,Basildon,"Basildon, East",GB,United Kingdom,"[[0.3836341, 51.5463777], [0.530637, 51.5463777], [0.530637, 51.594472], [0.3836341, 51.594472]]",1.634958143343194e+18,Arsenal,"[0.45713555, 51.57042485]",0.45713555,51.57042485,Polygon,[],@briantongo @Arsenal @TeamFuloZim Yep! Something is definitely brewing there!,yep something is definitely brewing there,0.0,0.5,positive,,,,,"51.57042485, 0.45713555"
8ef32ff56ef11c22,https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json,admin,England,"England, United Kingdom",GB,United Kingdom,"[[-6.3651943, 49.8825312], [1.768926, 49.8825312], [1.768926, 55.8116485], [-6.3651943, 55.8116485]]",1.6349987510342124e+18,Arsenal,"[-2.29813415, 52.84708985]",-2.29813415,52.84708985,Polygon,[],"Arsenal won 3-0 at Craven Cottage on Sunday afternoon, thanks to goals from @biel_m04, @gabimartinelli and Martin Odegaard. Victory reestablished the Gunners ’s five-point lead over Manchester City at the top of the Premier League table.

#FULARS #CravenCottage #AFC https://t.co/iW3AdjQvfp",arsenal won 3 0 at craven cottage sunday afternoon thanks goals martin odegaard victory reestablished gunners s five point lead over manchester city at top premier league table,0.35,0.35,positive,,,,,"52.84708985, -2.29813415"
8ef32ff56ef11c22,https://api.twitter.com/1.1/geo/id/8ef32ff56ef11c22.json,admin,England,"England, United Kingdom",GB,United Kingdom,"[[-6.3651943, 49.8825312], [1.768926, 49.8825312], [1.768926, 55.8116485], [-6.3651943, 55.8116485]]",1.6349987510342124e+18,Arsenal,"[-2.29813415, 52.84708985]",-2.29813415,52.84708985,Polygon,[],"Arsenal won 3-0 at Craven Cottage on Sunday afternoon, thanks to goals from @biel_m04, @gabimartinelli and Martin Odegaard. Victory reestablished the Gunners ’s five-point lead over Manchester City at the top of the Premier League table.

#FULARS #CravenCottage #AFC https://t.co/iW3AdjQvfp",arsenal won 3 0 at craven cottage sunday afternoon thanks goals martin odegaard victory reestablished gunners s five point lead over manchester city at top premier league table,0.35,0.35,positive,,,,,"52.84708985, -2.29813415"
3b77caf94bfc81fe,https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json,city,Los Angeles,"Los Angeles, CA",US,United States,"[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]",1.634998525036761e+18,Arsenal,"[-118.4119065, 34.0207895]",-118.4119065,34.0207895,Polygon,[],"Trossard is the first player ever to assist for arsenal in the middle of march at an away game and the south side of the field with the attendance of 32,455 on a sunday!!",trossard is first player ever assist arsenal middle march at away game south side field with attendance 32 sunday,-0.05000000000000001,0.24444444444444446,neutral,0.0,1.0,0.0,0.0,"34.0207895, -118.4119065"
00ab941b685334e3,https://api.twitter.com/1.1/geo/id/00ab941b685334e3.json,city,Nashville,"Nashville, TN",US,United States,"[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]",1.6350011041939702e+18,Arsenal,"[-86.791549, 36.20000805]",-86.791549,36.20000805,Polygon,[],It’s a great day to be a #gunner @Arsenal https://t.co/SKu7M8N9E8,it s great day be,0.8,0.75,positive,,,,,"36.20000805, -86.791549"
00ab941b685334e3,https://api.twitter.com/1.1/geo/id/00ab941b685334e3.json,city,Nashville,"Nashville, TN",US,United States,"[[-87.022482, 35.9945681], [-86.560616, 35.9945681], [-86.560616, 36.405448], [-87.022482, 36.405448]]",1.6350011041939702e+18,Arsenal,"[-86.791549, 36.20000805]",-86.791549,36.20000805,Polygon,[],Will always respect Bournemouth fans for the ovation they gave him when he came off earlier this year 🫡,will always respect bournemouth fans ovation they gave him when he came off earlier this year,0.0,0.5,positive,,,,,"36.20000805, -86.791549"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],I love this! So many of our football clubs would be so much less than they are without immigrants and my club #Arsenal #Gooners led the way in welcoming black players when it wasn't the norm. #immigrationmakesbritainGREAT https://t.co/flgIxVAlJT,i love this so many our football clubs would be so much less than they are without immigrants my club led way welcoming black players when it wasnt norm,0.16666666666666669,0.4,positive,,,,,"51.38544574389945, -0.25275396881444"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],@martinkelner @GedMills why do teams sack their manager just before they are due to play Arsenal..we had the same with Everton and we got beaten..and I’m now fearing another new manager bounce…,why do teams sack their manager just before they are due play arsenal we had same with everton we got beaten i m now fearing another new manager bounce,0.0037878787878787845,0.3181818181818182,negative,,,,,"51.38544574389945, -0.25275396881444"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],"This was a huge weekend for @NUFC with Brentford, Fulham, Brighton, Liverpool, and Man Utd all dropping points around us. A good weekend to get back to winning ways. #NUFCFans #NUFC #nufc",this was huge weekend with brentford fulham brighton liverpool man utd all dropping points around us good weekend get back winning ways,0.4,0.5625,positive,,,,,"51.38544574389945, -0.25275396881444"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],"@TalkReading @lukesouthwood1 @ReadingFC Not really. I was there when he played well at Fulham. He made a brilliant last minute save, however coming for high balls was a weakness &amp; staying on his line at corners meant we conceded a few. Maybe he has matured, but I’d keep Lumley",not really i was there when he played well at fulham he made brilliant last minute save however coming high balls was weakness amp staying his line at corners meant we conceded few maybe he has matured but i d keep lumley,0.152,0.38133333333333336,positive,,,,,"51.38544574389945, -0.25275396881444"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],@AdamFFC I know 😂😂😂but ha asked who Larry was so thought I wld find one that played for Fulham 😂😂,i know but ha asked who larry was so thought i wld find one that played fulham,0.0,0.0,positive,,,,,"51.38544574389945, -0.25275396881444"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],[Southampton FC] Southampton head coach already able to look ahead to next season https://t.co/uUvstO2Nrs https://t.co/tjgmwflEoR,southampton head coach already able look ahead next season,0.25,0.3125,neutral,0.0,1.0,0.0,0.0,"51.38544574389945, -0.25275396881444"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],[Southampton FC] Bazunu heroics as Southampton take vital point at 10-man Man United https://t.co/LVwCOISBrg https://t.co/gq1qC59Wjn,bazunu heroics as southampton take vital point at 10 man man united,0.1,0.4,positive,,,,,"51.38544574389945, -0.25275396881444"
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,"[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]",1.6369447895128965e+18,Arsenal,"[-0.25275396881444, 51.38544574389945]",-0.25275396881444,51.38544574389945,Polygon,[],"On this day in 1993 West Ham beat Wolverhampton Wanderers 3-1 at Upton Park in front of 24,697.

The goals came from Trevor Morley, Julian Dicks (pen) and Matt Holmes.

Before the kick off there were tributes paid to the recently departed Bobby Moore.

 https://t.co/0UqLMYMvA0",this day 1993 west ham beat wolverhampton wanderers 3 1 at upton park front 24 697 goals came trevor morley julian dicks pen matt holmes before kick off there were tributes paid recently departed bobby moore,0.0,0.25,neutral,0.0,1.0,0.0,0.0,"51.38544574389945, -0.25275396881444"
0141c0f05451215f,https://api.twitter.com/1.1/geo/id/0141c0f05451215f.json,admin,Bailiwick of Jersey,"Bailiwick of Jersey, United Kingdom",GB,United Kingdom,"[[-2.2540718, 49.1626564], [-2.0109361, 49.1626564], [-2.0109361, 49.2625567], [-2.2540718, 49.2625567]]",1.6369416673652572e+18,Arsenal,"[-2.1325039500000003, 49.212606550000004]",-2.1325039500000003,49.21260655,Polygon,[],@talkSPORT Not even Arsenal’s best English striker 😂 https://t.co/ziUUnbIRwB,not even arsenal s best english striker,0.5,0.15,negative,,,,,"49.21260655, -2.1325039500000003"
a6c257c61f294ec1,https://api.twitter.com/1.1/geo/id/a6c257c61f294ec1.json,city,Greensboro,"Greensboro, NC",US,United States,"[[-80.0295184, 35.962623], [-79.6852086, 35.962623], [-79.6852086, 36.218171], [-80.0295184, 36.218171]]",1.636940981906862e+18,Arsenal,"[-79.85736349999999, 36.090396999999996]",-79.85736349999999,36.090397,Polygon,[],"I really like how the bass guitar sounds with a pep band. Kansas State and Providence both had it in their arsenal, in Greensboro.🎸 https://t.co/LkLr1Ck9wE",i really like how bass guitar sounds with pep band kansas state providence both had it their arsenal greensboro,0.024999999999999994,0.35,positive,,,,,"36.090397, -79.85736349999999"
c500c6f8494a90ac,https://api.twitter.com/1.1/geo/id/c500c6f8494a90ac.json,city,Cork,"Cork, Ireland",IE,Ireland,"[[-10.2254601, 51.4192154], [-7.8411533, 51.4192154], [-7.8411533, 52.3885113], [-10.2254601, 52.3885113]]",1.6444135455876465e+18,Arsenal,"[-9.0333067, 51.903863349999995]",-9.0333067,51.90386335,Polygon,[],@Wrightie7 @robertmdaws @Arsenal @touchofpowder7 @HerefordFC A few of those players around that time with few appearances,few those players around that time with few appearances,-0.2,0.1,neutral,0.0,1.0,0.0,0.0,"51.90386335, -9.0333067"
1027fcd83c280af3,https://api.twitter.com/1.1/geo/id/1027fcd83c280af3.json,city,Lagos de Moreno,"Lagos de Moreno, Jalisco",MX,Mexico,"[[-102.16888, 21.1778369], [-101.568873, 21.1778369], [-101.568873, 21.8892021], [-102.16888, 21.8892021]]",1.6349926530363187e+18,AstonVilla,"[-101.8688765, 21.533519499999997]",-101.8688765,21.5335195,Polygon,[],"#PremierLeague 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | Jornada 27 📝

@Everton 1️⃣-0 Brentford
Leeds United 2️⃣-2️⃣ Brighton &amp; Hove Albion
@SpursOfficial 3️⃣-1 Nottingham Forest

#EVEBRE #LEEBHA #TOTNFO ⚽ https://t.co/hi2gtgBQxc",jornada 27 1 0 brentford leeds united 2 2 brighton amp hove albion 3 1 nottingham forest,0.0,0.0,positive,,,,,"21.5335195, -101.8688765"
1027fcd83c280af3,https://api.twitter.com/1.1/geo/id/1027fcd83c280af3.json,city,Lagos de Moreno,"Lagos de Moreno, Jalisco",MX,Mexico,"[[-102.16888, 21.1778369], [-101.568873, 21.1778369], [-101.568873, 21.8892021], [-102.16888, 21.8892021]]",1.6349926530363187e+18,AstonVilla,"[-101.8688765, 21.533519499999997]",-101.8688765,21.5335195,Polygon,[],"#PremierLeague 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | Jornada 28 📝

Nottingham Forest 1-2️⃣ @NUFC

NFO: Dennis 26'
NEW: Isak 45+2', 90+3' (p)

#NFONEW ⚽ https://t.co/GGlLasKyTI",jornada 28 nottingham forest 1 2 nfo dennis 26 new isak 45 2 90 3 p,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,"21.5335195, -101.8688765"
1027fcd83c280af3,https://api.twitter.com/1.1/geo/id/1027fcd83c280af3.json,city,Lagos de Moreno,"Lagos de Moreno, Jalisco",MX,Mexico,"[[-102.16888, 21.1778369], [-101.568873, 21.1778369], [-101.568873, 21.8892021], [-102.16888, 21.8892021]]",1.6349926530363187e+18,AstonVilla,"[-101.8688765, 21.533519499999997]",-101.8688765,21.5335195,Polygon,[],"#PremierLeague 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | Jornada 27 📝

West Ham United 1️⃣-1️⃣ Aston Villa

WHU: Benrahma 26' (p)
AVL: Watkins 17'

#WHUAVL ⚽ https://t.co/KrCP0SlBkE",jornada 27 west ham united 1 1 aston villa whu benrahma 26 p avl watkins 17,0.0,0.0,positive,,,,,"21.5335195, -101.8688765"
315b740b108481f6,https://api.twitter.com/1.1/geo/id/315b740b108481f6.json,city,Manchester,"Manchester, England",GB,United Kingdom,"[[-2.319934, 53.343623], [-2.147026, 53.343623], [-2.147026, 53.5702824], [-2.319934, 53.5702824]]",1.6349846210322473e+18,AstonVilla,"[-2.23348, 53.4569527]",-2.23348,53.4569527,Polygon,[],Cancelo to Arsenal ? Who says no ? I love Ben White btw but I do think he’s an upgrade. He can also play LB if KT goes Newcastle. And again I love KT but cancelo over him all day. https://t.co/yEkf3I7qwB,cancelo arsenal who says no i love ben white btw but i do think he s upgrade he can also play lb if kt goes newcastle again i love kt but cancelo over him all day,0.08333333333333333,0.39999999999999997,positive,,,,,"53.4569527, -2.23348"
315b740b108481f6,https://api.twitter.com/1.1/geo/id/315b740b108481f6.json,city,Manchester,"Manchester, England",GB,United Kingdom,"[[-2.319934, 53.343623], [-2.147026, 53.343623], [-2.147026, 53.5702824], [-2.319934, 53.5702824]]",1.6349846210322473e+18,AstonVilla,"[-2.23348, 53.4569527]",-2.23348,53.4569527,Polygon,[],Benrahma penalty scant relief for West Ham as Watkins earns Aston Villa point https://t.co/rOYwjnX9G9 #Manchester #strong #instagood #england https://t.co/lYu1MYOl2j,benrahma penalty scant relief west ham as watkins earns aston villa point,0.0,0.0,positive,,,,,"53.4569527, -2.23348"
315b740b108481f6,https://api.twitter.com/1.1/geo/id/315b740b108481f6.json,city,Manchester,"Manchester, England",GB,United Kingdom,"[[-2.319934, 53.343623], [-2.147026, 53.343623], [-2.147026, 53.5702824], [-2.319934, 53.5702824]]",1.6349846210322473e+18,AstonVilla,"[-2.23348, 53.4569527]",-2.23348,53.4569527,Polygon,[],"Watching Rashy do what Rashy does against Brentford 👉🏼🙂

@ManUtd @MarcusRashford 

#Rashford https://t.co/yjfBSPIryx",watching rashy do what rashy does against brentford,0.0,0.0,neutral,0.0,1.0,0.0,0.0,"53.4569527, -2.23348"
315b740b108481f6,https://api.twitter.com/1.1/geo/id/315b740b108481f6.json,city,Manchester,"Manchester, England",GB,United Kingdom,"[[-2.319934, 53.343623], [-2.147026, 53.343623], [-2.147026, 53.5702824], [-2.319934, 53.5702824]]",1.6349846210322473e+18,AstonVilla,"[-2.23348, 53.4569527]",-2.23348,53.4569527,Polygon,[],"Manchester City.

@NikonEurope 
@ManCity 

#Manchester #NikonZ6 #City #skyscrapers #streetphotography https://t.co/I5qBxh5hEt",manchester city,0.0,0.0,neutral,0.0,1.0,0.0,0.0,"53.4569527, -2.23348"
315b740b108481f6,https://api.twitter.com/1.1/geo/id/315b740b108481f6.json,city,Manchester,"Manchester, England",GB,United Kingdom,"[[-2.319934, 53.343623], [-2.147026, 53.343623], [-2.147026, 53.5702824], [-2.319934, 53.5702824]]",1.6349846210322473e+18,AstonVilla,"[-2.23348, 53.4569527]",-2.23348,53.4569527,Polygon,[],Eddie Howe issues Newcastle United update on Alexander Isak ahead of Wolverhampton Wanderers game https://t.co/AN0nJYmSlP #Manchester #uk #fun #health https://t.co/ojkQgHy3bG,eddie howe issues newcastle united update alexander isak ahead wolverhampton wanderers game,-0.4,0.4,positive,,,,,"53.4569527, -2.23348"
00b1231d2214913c,https://api.twitter.com/1.1/geo/id/00b1231d2214913c.json,city,Abeokuta,"Abeokuta, Nigeria",NG,Nigeria,"[[3.2713206, 7.0996682], [3.4335622, 7.0996682], [3.4335622, 7.209188], [3.2713206, 7.209188]]",1.6436727758344438e+18,AstonVilla,"[3.3524414, 7.1544281000000005]",3.3524414,7.1544281000000005,Polygon,[],"Looking at how vital the manager is to the team, Unai Emery took over Aston Villa in 16th position, today they are in 7th, six points off 3rd.",looking at how vital manager is team unai emery took over aston villa 16th position today they are 7th six points off 3rd,0.05,0.2,positive,,,,,"7.1544281000000005, 3.3524414"
53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,"[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]",1.6436647230936433e+18,AstonVilla,"[-1.8906405, 52.4939665]",-1.8906405,52.4939665,Polygon,[],"The Holte Suite is set and ready to go for Aston Villa’s first @OpenIftar with @RamadanTent. ☪️

We look forward to welcoming our local community into Villa Park this evening. 💜 https://t.co/5sXipDLu9A",holte suite is set ready go aston villa s first with we look forward welcoming our local community into villa park this evening,0.15,0.27777777777777773,positive,,,,,"52.4939665, -1.8906405"
53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,"[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]",1.6436647230936433e+18,AstonVilla,"[-1.8906405, 52.4939665]",-1.8906405,52.4939665,Polygon,[],"The Holme Suite is set and ready to go for Aston Villa’s first @OpenIftar with @RamadanTent. ☪️

We look forward to welcoming our local community into Villa Park this evening. 💜 https://t.co/v4Ui0N5teo",holme suite is set ready go aston villa s first with we look forward welcoming our local community into villa park this evening,0.15,0.27777777777777773,positive,,,,,"52.4939665, -1.8906405"
53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,"[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]",1.6436622122616095e+18,AstonVilla,"[-1.8906405, 52.4939665]",-1.8906405,52.4939665,Polygon,[],"The Holte Suite is set and ready to go for Aston Villa’s first @OpenIftar with @RamadanTent. ☪️

We look forward to welcoming our local community into Villa Park this evening. 💜 https://t.co/5sXipDLu9A",holte suite is set ready go aston villa s first with we look forward welcoming our local community into villa park this evening,0.15,0.27777777777777773,positive,,,,,"52.4939665, -1.8906405"
53b67b1d1cc81a51,https://api.twitter.com/1.1/geo/id/53b67b1d1cc81a51.json,city,Birmingham,"Birmingham, England",GB,United Kingdom,"[[-2.033651, 52.381063], [-1.74763, 52.381063], [-1.74763, 52.60687], [-2.033651, 52.60687]]",1.6436622122616095e+18,AstonVilla,"[-1.8906405, 52.4939665]",-1.8906405,52.4939665,Polygon,[],"The Holme Suite is set and ready to go for Aston Villa’s first @OpenIftar with @RamadanTent. ☪️

We look forward to welcoming our local community into Villa Park this evening. 💜 https://t.co/v4Ui0N5teo",holme suite is set ready go aston villa s first with we look forward welcoming our local community into villa park this evening,0.15,0.27777777777777773,positive,,,,,"52.4939665, -1.8906405"
