created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls
Wed Mar 08 01:08:39 +0000 2023,1633273490508857345,1633273490508857345,"Sold the hottest striker in Europe then to a bitter rival because Juventus offered £5m against United's £24m. . .So do not hate Van Persie for doing what Sol Campbell did to Tottenham, at least they got justified by their actions.",False,"[0, 230]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332734591774024e+18,1633273459177402368,1.1736402668399944e+18,1173640266839994369,Chetexxx5,,,,False,0,0,False,False,en,en,recent,1173640266839994369,1173640266839994369,The 5th T!red Nigerian,Chetexxx5,Ubiquitous ,An OBIDIENT and REVolutionary GUNNER *Safety Expert *MURAL gOD *Graphic ARTist & Fine art photographer *FOUNDER: iCreate 🇳🇬 CEO: Chetalized concepts.,https://t.co/YafgJ6PlrZ,"[{'url': 'https://t.co/YafgJ6PlrZ', 'expanded_url': 'http://www.Arsenal.com', 'display_url': 'Arsenal.com', 'indices': [0, 23]}]",[],False,1113,1087,1,Mon Sep 16 16:50:39 +0000 2019,17923,,,True,False,15346,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1579103550608662528/dG6ehMv__normal.jpg,https://pbs.twimg.com/profile_images/1579103550608662528/dG6ehMv__normal.jpg,https://pbs.twimg.com/profile_banners/1173640266839994369/1653129140,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:07:42 +0000 2023,1633273250363895812,1633273250363895812,"@Garnachoto 1. REAL Madrid

2: EL MILAN 

3 :BARCELONA 

4 .. Manchester UNITED 

5- Bayer Munich 

6; liverpool

7_Arcenal 

8 Inter 
9 Juventus  

BANCAN Shastt",False,"[12, 162]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332675479686103e+18,1633267547968610304,1.6184679248045711e+18,1618467924804571136,Garnachoto,,,,False,0,0,False,False,en,en,recent,1602443924404060163,1602443924404060163,Rodrigo Duarte,Rodrigo36568632,Ciudad Autónoma de Buenos Aire,hola,,,[],False,5,412,1,Mon Dec 12 23:23:11 +0000 2022,424,,,False,False,57,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1607459686093127681/xvdbI8ZO_normal.jpg,https://pbs.twimg.com/profile_images/1607459686093127681/xvdbI8ZO_normal.jpg,https://pbs.twimg.com/profile_banners/1602443924404060163/1672083229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:07:38 +0000 2023,1633273232676495362,1633273232676495362,"@CFCDaily Joint with Barcelona, Madrid and Juventus",False,"[10, 51]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332729350319227e+18,1633272935031922688,7.942667684790272e+17,794266768479027200,CFCDaily,,,,False,0,5,False,False,en,en,recent,1546575796952760322,1546575796952760322,Lethal,CFCLethal,,Chels. #cfc,,,[],False,464,437,5,Mon Jul 11 19:23:05 +0000 2022,13802,,,False,False,3470,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631435065681911813/K85ESPEG_normal.jpg,https://pbs.twimg.com/profile_images/1631435065681911813/K85ESPEG_normal.jpg,https://pbs.twimg.com/profile_banners/1546575796952760322/1676028257,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:03:34 +0000 2023,1633272211204087810,1633272211204087810,"Real Madrid 
Juventus
AC
Bayern
Liverpool
Barca
Inter
ManUTD
Chelsea
Arsenal https://t.co/oEJP5lp6st",False,"[0, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,1,False,False,en,en,recent,1153645470520152064,1153645470520152064,Ahmed𓂆,a7mdzn,,@Adobe Certified Professional in Visual Design | I.T @AUGaza | Freelance Trainee @GazaSkyGeeks. for business📥,https://t.co/ztIcA8fnCE,"[{'url': 'https://t.co/ztIcA8fnCE', 'expanded_url': 'http://a7mdzn.com', 'display_url': 'a7mdzn.com', 'indices': [0, 23]}]",[],False,1156,760,1,Tue Jul 23 12:38:08 +0000 2019,11324,,,True,False,14213,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1600510833359986689/ZMIXZNkC_normal.jpg,https://pbs.twimg.com/profile_images/1600510833359986689/ZMIXZNkC_normal.jpg,https://pbs.twimg.com/profile_banners/1153645470520152064/1666185249,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,1.632818489340711e+18,1632818489340710912,Mon Mar 06 19:00:38 +0000 2023,1.632818489340711e+18,1632818489340710912,Rank these clubs from biggest to smallest https://t.co/jFzAijsL5F,False,"[0, 41]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.5477872981247058e+18,1547787298124705792,Hamood,sushiniesta,,@visselkobe | parody account,,[],False,2889.0,492.0,8.0,Fri Jul 15 03:37:15 +0000 2022,8950.0,,,False,False,3846.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_banners/1547787298124705792/1677609977,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,,,17.0,466.0,False,False,False,en,
Wed Mar 08 01:01:57 +0000 2023,1633271803928883202,1633271803928883202,@FCBFadi10 Then juventus did us dirty lol,False,"[11, 41]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633249454064038e+18,1633249454064037900,1.472568617346683e+18,1472568617346682884,FCBFadi10,,,,False,0,0,False,False,en,en,recent,1310511698210631680,1310511698210631680,Jackboy1800,snipergvng1800,"Lagos, Nigeria",GUA🅿️OVER WA🅿️|Messi|#TB4L|BIG 🦅| @fcbarcelona | ♊️,,,[],False,1096,1059,0,Mon Sep 28 09:28:43 +0000 2020,60539,,,True,False,22851,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618024970390573056/6vxWToG7_normal.jpg,https://pbs.twimg.com/profile_images/1618024970390573056/6vxWToG7_normal.jpg,https://pbs.twimg.com/profile_banners/1310511698210631680/1645540845,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:01:04 +0000 2023,1633271583119663104,1633271583119663104,Juventus’ secret card: https://t.co/dx7fLHSeIZ https://t.co/V9M9HVuBPI,False,"[0, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,1,False,False,en,en,recent,52722502,52722502,Gianni Delli Colli,Giannirulz27,"Montréal, Québec",Loyal Bruins/Patriots/CF Montreal/Alouettes/S.S.C. Napoli/A.S. Roma fan (yes you read that right) Proud co-host on @TheCalcioGuys,,,[],False,1025,951,10,Wed Jul 01 13:19:14 +0000 2009,51977,,,True,False,43716,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1538946885242822656/4IVdY9JV_normal.jpg,https://pbs.twimg.com/profile_images/1538946885242822656/4IVdY9JV_normal.jpg,https://pbs.twimg.com/profile_banners/52722502/1666931015,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,False,1.6332670080609157e+18,1633267008060915713,Wed Mar 08 00:42:54 +0000 2023,1.6332670080609157e+18,1633267008060915713,The secret card is set to be revealed and it seems the #FiGC will not appear in front of #CONI (@tuttosport ),False,"[0, 109]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.0223252435981025e+18,1022325243598102528,🎥 All JuveCast🎙 🏳️🏴,AllJuveCast,Canada,All Juve All the time!🎙 🎥 Podcast on Podbean/ITunes/Spotify/YouTube ||  Apparel 👕 @Striped_Hearts,https://t.co/ZRHu2bAFHW,[],False,6809.0,800.0,61.0,Thu Jul 26 03:38:26 +0000 2018,48391.0,,,True,False,42839.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1615014476855799808/vqkwvVfp_normal.jpg,https://pbs.twimg.com/profile_images/1615014476855799808/vqkwvVfp_normal.jpg,https://pbs.twimg.com/profile_banners/1022325243598102528/1630940593,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,,,1.0,15.0,False,False,,en,"[{'url': 'https://t.co/ZRHu2bAFHW', 'expanded_url': 'https://www.youtube.com/channel/UCPlnMPqIYv4Zf9ZEn4eMp6Q', 'display_url': 'youtube.com/channel/UCPlnM…', 'indices': [0, 23]}]"
Wed Mar 08 01:00:18 +0000 2023,1633271389531586561,1633271389531586561,"@sushiniesta Real Madrid 
AC Milan 
Bayern 
Man U 
Liverpool 
Juventus 
Inter 
Chelsea 
Arsenal",False,"[13, 95]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632818489340711e+18,1632818489340710912,1.5477872981247058e+18,1547787298124705792,sushiniesta,,,,False,0,0,False,False,en,en,recent,1561183884104040449,1561183884104040449,🦬🦬BM,13_95_13,"Milán, Lombardía","Hablo de NFL, fútbol y Luchitas, me creo experto en todo pero no se mucho, si te enojas es culpa tuya. • AC Milán 🇮🇹 •",,,[],False,4,110,0,Sun Aug 21 02:50:41 +0000 2022,783,,,False,False,220,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631518837349777411/JDzXsZbU_normal.jpg,https://pbs.twimg.com/profile_images/1631518837349777411/JDzXsZbU_normal.jpg,https://pbs.twimg.com/profile_banners/1561183884104040449/1665723413,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:00:06 +0000 2023,1633271338407456768,1633271338407456768,Liverpool ask to be kept informed about Juventus starâs contract situation (Kop Times) https://t.co/QELsMHSgnN,False,"[0, 112]","<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">LFC News Tweeter</a>",,,,,,,,,False,0,0,False,False,en,en,recent,15587112,15587112,LFCNews,LFCNews,,,,,[],False,3664,32,33,Thu Jul 24 19:12:45 +0000 2008,37,,,False,False,252469,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/57179285/liverpool_normal.jpg,https://pbs.twimg.com/profile_images/57179285/liverpool_normal.jpg,https://pbs.twimg.com/profile_banners/15587112/1496860176,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:54:02 +0000 2023,1633269813328977922,1633269813328977922,"@BlackYellow Lol, y'all expected a win before??
A crippled Chelsea will cook you anywhere 🤣🤣🤣🤣, ask juventus",False,"[13, 108]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633228200049361e+18,1633228200049360898,9.619302126562755e+17,961930212656275456,BlackYellow,,,,False,0,0,False,False,en,en,recent,1018585092535529472,1018585092535529472,🍃☘ nuell,temmydacute,,😐,,,[],False,5970,4872,0,Sun Jul 15 19:56:25 +0000 2018,53349,,,False,False,12911,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613432999030231042/tx_HUKpJ_normal.jpg,https://pbs.twimg.com/profile_images/1613432999030231042/tx_HUKpJ_normal.jpg,https://pbs.twimg.com/profile_banners/1018585092535529472/1673507417,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:52:51 +0000 2023,1633269516032520192,1633269516032520192,"Some of Chelsea’s European results over the last few years have been so iconic.

2-0 Dortmund
2-0 AC Milan
3-0 AC Milan
3-2 Real Madrid
4-0 Juventus
1-0 Man City
2-0 Real Madrid
2-0 Atletico Madrid
4-4 Ajax",False,"[0, 206]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,en,en,recent,3240806913,3240806913,Lucco ⭐️⭐️,CFC_Lucco,,"Known as the man with 'All the gear no idea', more commonly known as Lucco / CHAMPIONS OF EUROPE X2💙🏆",,,[],False,118,308,0,Thu May 07 18:16:41 +0000 2015,39315,,,False,False,6443,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1626253668692508672/ApY_jS6B_normal.jpg,https://pbs.twimg.com/profile_images/1626253668692508672/ApY_jS6B_normal.jpg,https://pbs.twimg.com/profile_banners/3240806913/1632953760,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:52:26 +0000 2023,1633269408318513153,1633269408318513153,"Matthijs #deLigt reinforced things at the back from Juventus, while Mazraoui and Ryan #Gravenberch from Ajax added to the squad both out wide and centrally. There was also teenager Tel, who's impressed in his brief appearances so far and is now the club's youngest-ever goalscorer",False,"[0, 280]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332694033315758e+18,1633269403331575811,1.398270298408067e+18,1398270298408067073,FCBayernGER,,,,False,0,1,False,False,en,en,recent,1398270298408067073,1398270298408067073,FC Bayern English & Germany National team,FCBayernGER,,,,,[],False,2138,2299,18,Fri May 28 13:30:09 +0000 2021,112365,,,False,False,64780,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_banners/1398270298408067073/1669122145,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:50:00 +0000 2023,1633268794922606594,1633268794922606594,"@ChelseaFC Chelsea have now progressed from five UEFA Champions League knockout stage ties after losing the first leg, the joint-most of any team in the competition's history (Barcelona, Juventus and Real Madrid also five). Comeback.",False,"[11, 233]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.63322790083627e+18,1633227900836270080,22910295.0,22910295,ChelseaFC,,,,False,0,1,False,False,en,en,recent,1339234282091384833,1339234282091384833,RICHHH WAYZZZ,RichhhWayzzz01,"Baton Rouge, LA","When you don’t know what to do, pray 🙏. @wizkidayo @chelseafc Big Fan ❤️Aries ♈️",https://t.co/oDjyqdH2Sy,"[{'url': 'https://t.co/oDjyqdH2Sy', 'expanded_url': 'http://instagram.com/richhh.wayzzz01', 'display_url': 'instagram.com/richhh.wayzzz01', 'indices': [0, 23]}]",[],False,74,434,0,Wed Dec 16 15:42:04 +0000 2020,15945,,,False,False,1230,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620889637911773184/Tx6kWJGa_normal.jpg,https://pbs.twimg.com/profile_images/1620889637911773184/Tx6kWJGa_normal.jpg,https://pbs.twimg.com/profile_banners/1339234282091384833/1671880727,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:49:45 +0000 2023,1633268733584998402,1633268733584998402,@fiago7 @Gamer_Boiiz they didn't realize that this method which was made for juventus fans could be exploited by rival fans so they stopped it,False,"[21, 142]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633084652180177e+18,1633084652180176897,1.2695741964657295e+18,1269574196465729538,fiago7,,,,False,0,0,False,False,en,en,recent,1233015819019411456,1233015819019411456,messi,10messiFh,,idk man,,,[],False,529,86,0,Thu Feb 27 13:07:42 +0000 2020,1823,,,False,False,1228,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1606268526150533120/oOEIv05L_normal.jpg,https://pbs.twimg.com/profile_images/1606268526150533120/oOEIv05L_normal.jpg,https://pbs.twimg.com/profile_banners/1233015819019411456/1677022541,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:49:25 +0000 2023,1633268650688802817,1633268650688802817,"@emaxstatman @romeoagresti Great.
Juventus is officially Over",False,"[27, 61]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331261450035978e+18,1633126145003597824,1.2753920805803581e+18,1275392080580358144,emaxstatman,,,,False,0,0,False,False,en,en,recent,3817901788,3817901788,ALE,AlexDGlondon,"Honolulu, HI",@Juventusfc supporter for life Winners are focused on Winning! Loosers are Focused on Winners!,,,[],False,1201,214,7,Tue Sep 29 20:29:25 +0000 2015,43031,,,False,False,24831,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1588905692345376768/_0eL144K_normal.jpg,https://pbs.twimg.com/profile_images/1588905692345376768/_0eL144K_normal.jpg,https://pbs.twimg.com/profile_banners/3817901788/1564563653,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:47:42 +0000 2023,1633268220114214914,1633268220114214914,"Juventus vs. Nantes: Referee Christina Unkel breaks down shocking VAR call for no penalty kick on handball
https://t.co/ebtQnfTGOU",False,"[0, 130]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1587822529636610050,1587822529636610050,Odelia Rob,rob_odelia,,,,,[],False,0,1,0,Wed Nov 02 15:02:52 +0000 2022,0,,,False,False,1547,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1587822630224027649/qi_jGrot_normal.jpg,https://pbs.twimg.com/profile_images/1587822630224027649/qi_jGrot_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:45:44 +0000 2023,1633267722950721536,1633267722950721536,"@FinBogasson11 @RonaldoW7_ 10 UCL KO goals in 5 matches from quarter finals to finals and without pens vs Bayern, Atletico and Juventus.
La Liga title too with many important goals that helped winning the title.",False,"[27, 211]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.63313295021559e+18,1633132950215589888,1.4881164082821407e+18,1488116408282140674,FinBogasson11,,,,False,0,0,False,False,en,en,recent,1371796921,1371796921,Tom Bekhor,Tomkingbekhor,ישראל,#NeverGiveUp                          Instagram - tom_bekhor,,,[],False,307,472,9,Mon Apr 22 10:17:36 +0000 2013,65694,,,True,False,35872,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1412070135213572097/655nk4Xl_normal.jpg,https://pbs.twimg.com/profile_images/1412070135213572097/655nk4Xl_normal.jpg,https://pbs.twimg.com/profile_banners/1371796921/1524909343,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:44:54 +0000 2023,1633267515379023878,1633267515379023878,"[$439.95]
[ebay] 2021-22 Topps Juventus Soccer Official Team Set 40-Set Case
Reason: Sold by Steel City Collectibles

Get the Inventory Bot app to be notified 2 minutes faster

07:42:53.9040 PM EST #Ad 

https://t.co/R7LaEfW2HI",False,"[0, 227]","<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">BotCollectibles</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1356684941585772545,1356684941585772545,"Bot Collectibles (Pokemon, Funko, ⚾️ cards, etc)",BotCollectibles,"Pittsburgh, PA",All posts are delayed vs the apps. Find us on the app stores. Part of the @BotInventory family. Tracking #PokemonCards #TradingCards #FunkoPop #amiibo and more.,https://t.co/BXYbnjXEVK,"[{'url': 'https://t.co/BXYbnjXEVK', 'expanded_url': 'http://shor.by/fGfL', 'display_url': 'shor.by/fGfL', 'indices': [0, 23]}]",[],False,6188,1,34,Tue Feb 02 19:24:52 +0000 2021,580,,,False,False,518745,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1364352711869820935/uey5IhJs_normal.png,https://pbs.twimg.com/profile_images/1364352711869820935/uey5IhJs_normal.png,https://pbs.twimg.com/profile_banners/1356684941585772545/1613684806,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
