created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Mon Mar 06 04:47:34 +0000 2023,1632603807376089091,1632603807376089091,"So far in 2023, Cittadella have gotten 15 points (4-3-2) in 9 games - the 4th best in the league.

🟢 Top 3:
Frosinone 22 (7-1-1)
Sudtirol 21 (6-3-0)
Bari 19 (6-1-2)

🔻Bottom 3:
Benevento 6 (1-3-5)
Reggina 6 (2-0-7)
Brescia 2 (0-2-7)

#SerieBKT https://t.co/BP32v3fNUp",False,"[0, 243]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,1,False,False,en,en,recent,1408610716936904705,1408610716936904705,CittaCalcioUsa,CittadellaUSA,,"Everything about AS Cittadella in English. News, podcasts, live updates, transfers, and more. 🇱🇻",https://t.co/bVK3LjU5Pm,[],False,130,117,1,Sat Jun 26 02:19:37 +0000 2021,1896,,,False,False,3519,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1408610954456158209/BGfGbn_7_normal.jpg,https://pbs.twimg.com/profile_images/1408610954456158209/BGfGbn_7_normal.jpg,https://pbs.twimg.com/profile_banners/1408610716936904705/1653353758,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/bVK3LjU5Pm', 'expanded_url': 'https://cittacalciousa.com', 'display_url': 'cittacalciousa.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 04:41:44 +0000 2023,1632602337792655360,1632602337792655360,@TweeterTeej @BarstoolBigCat @Dadjokezz Marco Benevento. Tommy Hamilton. 🔥🔥🔥,False,"[40, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6326019142431826e+18,1632601914243182592,1322375479.0,1322375479,TweeterTeej,,,,,False,0,0,False,False,en,en,recent,1272997736569278470,1272997736569278470,Dr. John A. Zoidberg,GetThyMoney,,#GG33,,[],False,22,108,0,Tue Jun 16 21:01:35 +0000 2020,281,,,False,False,1547,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1380280323238457350/bJ_tiMIx_normal.jpg,https://pbs.twimg.com/profile_images/1380280323238457350/bJ_tiMIx_normal.jpg,https://pbs.twimg.com/profile_banners/1272997736569278470/1636599674,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 00:30:02 +0000 2023,1632538996445417473,1632538996445417473,"Remaining fixtures for Cittadella:

🏠 Palermo
🏠 Perugia
✈️ Modena
🏠 Parma
✈️ Cosenza
🏠 Genoa
✈️ Bari
🏠 Benevento
✈️ Südtirol
🏠 Como

10 games left, goal is 46 points. That’s 12/30 points remaining.

#SerieBKT https://t.co/mUFn9P9oaj",False,"[0, 208]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,3,False,False,en,en,recent,1408610716936904705,1408610716936904705,CittaCalcioUsa,CittadellaUSA,,"Everything about AS Cittadella in English. News, podcasts, live updates, transfers, and more. 🇱🇻",https://t.co/bVK3LjU5Pm,[],False,130,117,1,Sat Jun 26 02:19:37 +0000 2021,1896,,,False,False,3519,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1408610954456158209/BGfGbn_7_normal.jpg,https://pbs.twimg.com/profile_images/1408610954456158209/BGfGbn_7_normal.jpg,https://pbs.twimg.com/profile_banners/1408610716936904705/1653353758,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/bVK3LjU5Pm', 'expanded_url': 'https://cittacalciousa.com', 'display_url': 'cittacalciousa.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:39:41 +0000 2023,1632526326258171904,1632526326258171904,Is This A Dream by Marco Benevento,False,"[0, 34]","<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,44573791,44573791,WZRD Playlist Log,WZRDPlaylist,www.wzrdchicago.org,"88.3FM: Unique, non-commercial, and community-oriented content online and through the airwaves! Check this account for playlist updates! @WZRDChicago for more!",https://t.co/YBXtiqjUUE,[],False,1087,188,39,Thu Jun 04 08:21:39 +0000 2009,502,,,True,False,286455,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_banners/44573791/1509231516,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/YBXtiqjUUE', 'expanded_url': 'https://linktr.ee/NEIUWZRD', 'display_url': 'linktr.ee/NEIUWZRD', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:36:11 +0000 2023,1632525444976201728,1632525444976201728,Ballad of a Broken Wing by Marco Benevento,False,"[0, 42]","<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,44573791,44573791,WZRD Playlist Log,WZRDPlaylist,www.wzrdchicago.org,"88.3FM: Unique, non-commercial, and community-oriented content online and through the airwaves! Check this account for playlist updates! @WZRDChicago for more!",https://t.co/YBXtiqjUUE,[],False,1087,188,39,Thu Jun 04 08:21:39 +0000 2009,502,,,True,False,286455,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_banners/44573791/1509231516,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/YBXtiqjUUE', 'expanded_url': 'https://linktr.ee/NEIUWZRD', 'display_url': 'linktr.ee/NEIUWZRD', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:34:41 +0000 2023,1632525068621185024,1632525068621185024,Mountain Cougars by Marco Benevento,False,"[0, 35]","<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,44573791,44573791,WZRD Playlist Log,WZRDPlaylist,www.wzrdchicago.org,"88.3FM: Unique, non-commercial, and community-oriented content online and through the airwaves! Check this account for playlist updates! @WZRDChicago for more!",https://t.co/YBXtiqjUUE,[],False,1087,188,39,Thu Jun 04 08:21:39 +0000 2009,502,,,True,False,286455,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_banners/44573791/1509231516,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/YBXtiqjUUE', 'expanded_url': 'https://linktr.ee/NEIUWZRD', 'display_url': 'linktr.ee/NEIUWZRD', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:22:51 +0000 2023,1632522090065588226,1632522090065588226,Winter Rose by Marco Benevento,False,"[0, 30]","<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,44573791,44573791,WZRD Playlist Log,WZRDPlaylist,www.wzrdchicago.org,"88.3FM: Unique, non-commercial, and community-oriented content online and through the airwaves! Check this account for playlist updates! @WZRDChicago for more!",https://t.co/YBXtiqjUUE,[],False,1087,188,39,Thu Jun 04 08:21:39 +0000 2009,502,,,True,False,286455,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_banners/44573791/1509231516,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/YBXtiqjUUE', 'expanded_url': 'https://linktr.ee/NEIUWZRD', 'display_url': 'linktr.ee/NEIUWZRD', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:14:21 +0000 2023,1632519948886069248,1632519948886069248,We Were Here by Marco Benevento,False,"[0, 31]","<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,44573791,44573791,WZRD Playlist Log,WZRDPlaylist,www.wzrdchicago.org,"88.3FM: Unique, non-commercial, and community-oriented content online and through the airwaves! Check this account for playlist updates! @WZRDChicago for more!",https://t.co/YBXtiqjUUE,[],False,1087,188,39,Thu Jun 04 08:21:39 +0000 2009,502,,,True,False,286455,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_banners/44573791/1509231516,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/YBXtiqjUUE', 'expanded_url': 'https://linktr.ee/NEIUWZRD', 'display_url': 'linktr.ee/NEIUWZRD', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:09:10 +0000 2023,1632518646248402950,1632518646248402950,At the End or the Beginning by Marco Benevento,False,"[0, 46]","<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,44573791,44573791,WZRD Playlist Log,WZRDPlaylist,www.wzrdchicago.org,"88.3FM: Unique, non-commercial, and community-oriented content online and through the airwaves! Check this account for playlist updates! @WZRDChicago for more!",https://t.co/YBXtiqjUUE,[],False,1087,188,39,Thu Jun 04 08:21:39 +0000 2009,502,,,True,False,286455,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_banners/44573791/1509231516,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/YBXtiqjUUE', 'expanded_url': 'https://linktr.ee/NEIUWZRD', 'display_url': 'linktr.ee/NEIUWZRD', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:03:51 +0000 2023,1632517306713616394,1632517306713616394,Like Me by Marco Benevento,False,"[0, 26]","<a href=""http://spinitron.com"" rel=""nofollow"">Spinitron Playlists</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,44573791,44573791,WZRD Playlist Log,WZRDPlaylist,www.wzrdchicago.org,"88.3FM: Unique, non-commercial, and community-oriented content online and through the airwaves! Check this account for playlist updates! @WZRDChicago for more!",https://t.co/YBXtiqjUUE,[],False,1087,188,39,Thu Jun 04 08:21:39 +0000 2009,502,,,True,False,286455,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_images/249385331/n1139220114_30359972_3331_normal.jpg,https://pbs.twimg.com/profile_banners/44573791/1509231516,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/YBXtiqjUUE', 'expanded_url': 'https://linktr.ee/NEIUWZRD', 'display_url': 'linktr.ee/NEIUWZRD', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:01:51 +0000 2023,1632486606295781376,1632486606295781376,The Tree at Benevento https://t.co/KYKwsB7o77,False,"[0, 45]","<a href=""https://medium.com/@GRITCULT"" rel=""nofollow"">ne0grit bot linktr.ee/grit</a>",,,,,,,,,,False,0,16,False,False,en,en,recent,956295153169334276,956295153169334276,✨Aesthetica✨,NE0GRIT,aesthetics,"just in the matrix.

@gritcult is my actual irl twin",,[],False,10225,796,91,Wed Jan 24 22:38:26 +0000 2018,16033,,,False,False,6286,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1594469520021782531/T37TziLH_normal.jpg,https://pbs.twimg.com/profile_images/1594469520021782531/T37TziLH_normal.jpg,https://pbs.twimg.com/profile_banners/956295153169334276/1646705640,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 16:37:16 +0000 2023,1632420022738878466,1632420022738878466,"Suramm fridd 😱
#Benevento 
#calcio https://t.co/PGESZGk1A1",False,"[0, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,8766212,8766212,RadioCittàBenevento,radiocitta,"Benevento, Campania",Radio Città Benevento 95.80 Fm,https://t.co/rBolqqS9tg,[],False,2093,2109,30,Sun Sep 09 15:12:35 +0000 2007,1120,,,True,False,13755,,False,False,False,E40404,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/950165224639877121/ixBUjNuA_normal.jpg,https://pbs.twimg.com/profile_images/950165224639877121/ixBUjNuA_normal.jpg,https://pbs.twimg.com/profile_banners/8766212/1664573569,E40404,000000,F5D10A,1A00EE,True,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/rBolqqS9tg', 'expanded_url': 'http://www.radiocitta.net', 'display_url': 'radiocitta.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 16:24:49 +0000 2023,1632416887098208256,1632416887098208256,"Benevento Calcio 🇮🇹

It features a witch riding a broomstick. Benevento play in the Serie B and the city itself is known as the city of the witches. https://t.co/C7ZIkE2zeH",False,"[0, 148]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6324168802488893e+18,1632416880248889344,1.3882254815483863e+18,1388225481548386309,ufcfooty,,,,,False,7,230,False,False,en,en,recent,1388225481548386309,1388225481548386309,Jogo Bonito,ufcfooty,,1️⃣🏅 ⚽️🥊🏀 🐺📈 I tweet Football (Mainly) | UFC | Basketball all in one place 0/620 🏟,,[],False,50916,182,199,Fri Apr 30 20:15:30 +0000 2021,718,,,True,False,3128,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613534096050851840/rc5MJMDn_normal.jpg,https://pbs.twimg.com/profile_images/1613534096050851840/rc5MJMDn_normal.jpg,https://pbs.twimg.com/profile_banners/1388225481548386309/1660195687,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 16:13:35 +0000 2023,1632414059487281154,1632414059487281154,"Sunday, 05032023 15:00CET #Ternana 2-2 #Benevento #SerieB https://t.co/5YRk9bDqjm",False,"[0, 81]","<a href=""http://www.footballresults247.com/"" rel=""nofollow"">Football Results</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,467837216,467837216,Footballresults,Footballresult3,Web,"Football results today, football results yesterday, league standings, league statistics. Be informed.",http://t.co/09OuqQumwd,[],False,1280,31,179,Wed Jan 18 22:13:42 +0000 2012,0,,,False,False,469419,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1764967682/twitter_football_results_normal.jpg,https://pbs.twimg.com/profile_images/1764967682/twitter_football_results_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'http://t.co/09OuqQumwd', 'expanded_url': 'http://www.footballresults247.com/', 'display_url': 'footballresults247.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 16:00:51 +0000 2023,1632410854447628288,1632410854447628288,"Resultados Finais das Partidas de Hoje:
Frosinone 3️⃣X0️⃣ Venezia
Ternana 2️⃣X2️⃣ Benevento
Südtirol 2️⃣X1️⃣ Perugia
SPAL 2️⃣X1️⃣ Cittadella
Como 1️⃣X0️⃣ Modena
Ascoli 0️⃣X1️⃣ Bari
Brescia 1️⃣X1️⃣ Cittadella",False,"[0, 207]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,4,False,False,en,en,recent,1531313981658480640,1531313981658480640,Lega B Brasil,SerieBItaliaBR,"Itaboraí, Brasil","1⁰ página brasileira sobre a Série B Italiana, temos a função de disseminar e difundir sobre tudo da Lega B em português.",,[],False,1339,2331,9,Mon May 30 16:38:16 +0000 2022,25759,,,True,False,7883,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631816376384978944/r15Z2zxC_normal.jpg,https://pbs.twimg.com/profile_images/1631816376384978944/r15Z2zxC_normal.jpg,https://pbs.twimg.com/profile_banners/1531313981658480640/1656696606,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 15:17:54 +0000 2023,1632400048175607808,1632400048175607808,@stxvie1 @redfxb Naby Keita belongs at Benevento,False,"[17, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6323999598939668e+18,1632399959893966848,1.5308952934740132e+18,1530895293474013184,ryaneades23,,,,,False,0,0,False,False,en,en,recent,1530895293474013184,1530895293474013184,®️²,ryaneades23,"Clare, Ireland",🇮🇪 • @LFC • @Official_HUFC,,[],False,29,72,0,Sun May 29 12:54:28 +0000 2022,3283,,,True,False,1637,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622588815503228929/1AmRYqH8_normal.jpg,https://pbs.twimg.com/profile_images/1622588815503228929/1AmRYqH8_normal.jpg,https://pbs.twimg.com/profile_banners/1530895293474013184/1678097509,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 15:09:29 +0000 2023,1632397931117420547,1632397931117420547,View of the Arch of Benevento in the Kingdom of Naples #piranesi #neoclassicism https://t.co/TOYY9IYjix https://t.co/yXwBfPglQf,False,"[0, 103]","<a href=""https://botfrens.com"" rel=""nofollow"">BotFrens.com</a>",,,,,,,,,,False,0,3,False,False,en,en,recent,893028771393028096,893028771393028096,Giovanni Battista Piranesi,ArtistPiranesi,"(World) Venice, Italy","Fan account of Giovanni Battista Piranesi, an Italian artist famous for his etchings of Rome and of fictitious and atmospheric ""prisons"". #artbot by @andreitr",https://t.co/XU1vhK66AE,[],False,4284,264,103,Thu Aug 03 08:40:25 +0000 2017,2,,,False,False,25213,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1183490451908657153/C46O5JwW_normal.jpg,https://pbs.twimg.com/profile_images/1183490451908657153/C46O5JwW_normal.jpg,https://pbs.twimg.com/profile_banners/893028771393028096/1571000971,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/XU1vhK66AE', 'expanded_url': 'https://en.wikipedia.org/wiki/Giovanni_Battista_Piranesi', 'display_url': 'en.wikipedia.org/wiki/Giovanni_…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 15:07:25 +0000 2023,1632397407798411264,1632397407798411264,"The last time Benevento scored 2 goals in a game it was November 27.

It's halftime in Terni right now, they already have 2!

Also, have conceded 2, as is tradition",False,"[0, 164]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,263346102,263346102,Ben Griffis,BeGriffis,"Washington, DC","Analyzing ⚽️ from around the globe | Creator, Asian Football Analysis Zone @AFA_Zone https://t.co/L8Yv1qhL4n | Views my own",https://t.co/WhxQBCnZA6,"[{'url': 'https://t.co/L8Yv1qhL4n', 'expanded_url': 'http://asianfootball.org', 'display_url': 'asianfootball.org', 'indices': [85, 108]}]",False,10682,943,139,Wed Mar 09 21:37:16 +0000 2011,18507,,,True,False,18938,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1584605117621338113/Hea5omcU_normal.jpg,https://pbs.twimg.com/profile_images/1584605117621338113/Hea5omcU_normal.jpg,https://pbs.twimg.com/profile_banners/263346102/1667871462,4A913C,000000,000000,000000,False,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/WhxQBCnZA6', 'expanded_url': 'https://linktr.ee/begriffis', 'display_url': 'linktr.ee/begriffis', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
