created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.possibly_sensitive,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Mon Mar 06 11:13:00 +0000 2023,1632700802153193474,1632700802153193474,"@GabSutton @EFL Of communication with the fanbase which most competent clubs have between board/fans, and the over reliance on players from our partnership with Udinese.

I could rant on and on, but it really is time for them to sell. Im forever grateful for everything but it’s time to go",False,"[16, 289]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632700484132774e+18,1632700484132773889,1.5606665952902185e+18,1560666595290218497,JackWFC1234,,,,,False,0,1,False,False,en,en,recent,1560666595290218497,1560666595290218497,Jack🐝,JackWFC1234,,,,[],False,219,215,1,Fri Aug 19 16:34:59 +0000 2022,1484,,,False,False,6890,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1619471347427450881/hHSN0WqM_normal.jpg,https://pbs.twimg.com/profile_images/1619471347427450881/hHSN0WqM_normal.jpg,https://pbs.twimg.com/profile_banners/1560666595290218497/1661108656,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 11:05:01 +0000 2023,1632698793383567362,1632698793383567362,"The Wexford defender started Udinese’s 0-0 draw away to Atalanta.

https://t.co/pRk2ZVkKyq",False,"[0, 90]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,9,False,False,en,en,recent,187179219,187179219,The42.ie,The42_ie,Ireland,"Great sports journalism for today's fan. For loads of extra podcasts, newsletters, discounts and to support us, join the club at https://t.co/KHWNJdOoMg.",https://t.co/eCPHJwWhrH,"[{'url': 'https://t.co/KHWNJdOoMg', 'expanded_url': 'http://members.the42.ie', 'display_url': 'members.the42.ie', 'indices': [129, 152]}]",False,85321,804,458,Sun Sep 05 14:03:15 +0000 2010,849,,,True,True,197885,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1345348452356681733/LrvPXyOY_normal.jpg,https://pbs.twimg.com/profile_images/1345348452356681733/LrvPXyOY_normal.jpg,https://pbs.twimg.com/profile_banners/187179219/1650465344,1A6B5C,BFC1B5,E5EAE0,444444,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/eCPHJwWhrH', 'expanded_url': 'http://www.the42.ie', 'display_url': 'the42.ie', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 10:58:56 +0000 2023,1632697264043966465,1632697264043966465,"I think Peresic is the only person Aght back from Udinese was ACs first choice &amp; Levy wouldn't pay the money

I think Peresic is the only person AC wanted &amp; he is not good, in fact Davies gives more than him

You probaly have 15-20 players that need moving on. https://t.co/18cq2vKmak",False,"[0, 268]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,1,False,False,en,en,recent,419031762,419031762,🏴󠁧󠁢󠁥󠁮󠁧󠁿 BANBURY YID 🇮🇱 I’m a N17 0AP,Banburyyid,"Adderbury, Banbury, England",MEHSTG Hate ENIC since 2011/12  EX-Slough Boy  I hope I die before I get old - We are the Tottenham & we are the best We are the Tottenham so FUCK ALL THE REST,,[],False,810,490,13,Tue Nov 22 21:33:34 +0000 2011,48410,,,True,False,29580,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1412518334667673602/F-C3W6hz_normal.jpg,https://pbs.twimg.com/profile_images/1412518334667673602/F-C3W6hz_normal.jpg,https://pbs.twimg.com/profile_banners/419031762/1504257229,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,1.6326947398237225e+18,1632694739823722496,Mon Mar 06 10:48:54 +0000 2023,1.6326947398237225e+18,1632694739823722496,"@Banburyyid Porro, Kulu, Bentancur, perisic. Maybe only them and you could possibly say one of Rodrigo or Kulu wasn’t his signing i possibly agree cos we don’t really know. Our biggest problem why we can’t compete is the wage bill I feel. Has to be restructured",False,"[12, 261]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6326943385882337e+18,1632694338588233729,1.5718816994320794e+18,1571881699432079368,VanGerwenBoshh,1.5718816994320794e+18,1571881699432079368,Craigo,VanGerwenBoshh,,,,[],False,135.0,148.0,0.0,Mon Sep 19 15:19:51 +0000 2022,750.0,,,False,False,266.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621341701913677826/M3qCqZY6_normal.jpg,https://pbs.twimg.com/profile_images/1621341701913677826/M3qCqZY6_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,0.0,0.0,False,False,en,,,,,,,,,,,,,,,,,,,
Mon Mar 06 08:55:14 +0000 2023,1632666135408660483,1632666135408660483,"Doherty makes La Liga debut for Atletico | Udinese start Ebosele | Nathan Collins Wolves Comeback, our latest show with @paulnealon90 &amp; @AdamCourtney33 🇮🇪

Watch here: https://t.co/zGXz5qZAZf

Podcast here: https://t.co/V7tUDZan1J https://t.co/eVRcAUqVPi",False,"[0, 234]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,3,2,False,False,en,en,recent,851453177597751296,851453177597751296,Irish Football Fan TV,irishfantv,Ireland,"YouTube channel in Ireland covering all angles of Irish Football! Link in bio 🎥
Like, follow and subscribe please.
Enquiries: info@irishfootballfantv.com",https://t.co/l3sBjyXdOh,[],False,13909,6566,58,Mon Apr 10 15:13:51 +0000 2017,12503,,,True,False,19902,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1328326959554818048/q6YGB7bh_normal.jpg,https://pbs.twimg.com/profile_images/1328326959554818048/q6YGB7bh_normal.jpg,https://pbs.twimg.com/profile_banners/851453177597751296/1672359560,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/l3sBjyXdOh', 'expanded_url': 'https://linktree.com/IFFTV', 'display_url': 'linktree.com/IFFTV', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 07:56:10 +0000 2023,1632651269113364481,1632651269113364481,"@Moussolinho @PrisonVenom In his stint as DM, Roma had a good record and impressive wins against Napoli and Milan. Smashed at Udinese  (0-4)   despite Fazio being sent off.",False,"[26, 172]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6325234483490652e+18,1632523448349065217,1.429710335515181e+18,1429710335515181056,Moussolinho,,,,,False,0,0,False,False,en,en,recent,111290142,111290142,Sant'Uffizio 🇮🇪🇨🇮,MattDynamiteM86,"Rome, Italy","Anti-Everything.
Questo profilo odia Lelio Basso. Questo profilo odia anche Ernesto Buonaiuti.
Diplomatico della cortesia. Appassionato di Web. Gufi Hater.",,[],False,1000,2499,4,Thu Feb 04 12:13:04 +0000 2010,221589,,,False,False,34777,,False,False,False,8B542B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1554606032239972352/4P7p6Hmt_normal.jpg,https://pbs.twimg.com/profile_images/1554606032239972352/4P7p6Hmt_normal.jpg,,9D582E,D9B17E,EADEAA,333333,True,True,False,False,False,False,False,regular,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 07:22:58 +0000 2023,1632642916475719680,1632642916475719680,"@_FUTWIKI_ @EASPORTSFIFA @Udinese_1896 @FutSheriff #FIFA23 PREMIUM  25% DISCOUNT 10  SPOTS LEFT

1 DAY FREE TRIAL 

We provide:

- Trading tips, filters and investments

- News on FIFA leaks, and info

https://t.co/HL1NmYOe0C

#FIFA23 #fifa23leaks #fifatrading #fifacoins",False,"[51, 271]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.632635913317806e+18,1632635913317806080,1.4471913886515446e+18,1447191388651544581,_FUTWIKI_,,,,,False,0,0,False,False,en,en,recent,1600144980680507395,1600144980680507395,Z E R O,ZeroFutTrader,,FIFA 17 Trader &  // Top 100 Trader FIFA 19 // Drop a follow to make coins // #FIFA23// #FUT // #FIFA // #FUT23// #EA Subscribe to Premium below!,https://t.co/vZPTNnI3PO,[],False,8,11,0,Tue Dec 06 15:07:54 +0000 2022,0,,,False,False,29,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628589040306888704/AJozpBiS_normal.jpg,https://pbs.twimg.com/profile_images/1628589040306888704/AJozpBiS_normal.jpg,https://pbs.twimg.com/profile_banners/1600144980680507395/1677120911,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/vZPTNnI3PO', 'expanded_url': 'https://upgrade.chat/zerofuttrader', 'display_url': 'upgrade.chat/zerofuttrader', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 03:51:32 +0000 2023,1632589705878335488,1632589705878335488,@Mirkvus1 @Udinese_1896 @siekefw11 How can i download it?,False,"[35, 57]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6325685573126595e+18,1632568557312659457,1.3900294067610092e+18,1390029406761009153,Mirkvus1,,,,,False,0,0,False,False,en,en,recent,2315686838,2315686838,Francisco Bahamondes,Soloro14,,,,[],False,13,67,0,Tue Jan 28 15:42:25 +0000 2014,275,,,False,False,144,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1403770105591443467/1iASy0cL_normal.jpg,https://pbs.twimg.com/profile_images/1403770105591443467/1iASy0cL_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 03:22:08 +0000 2023,1632582305213472770,1632582305213472770,@PokusevskiGoat @THFCHarvey18 @THFCtedddy Loan to udinese I believe,False,"[42, 67]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6324353048282153e+18,1632435304828215296,1.4186178322381988e+18,1418617832238198784,PokusevskiGoat,,,,,False,0,1,False,False,en,en,recent,2814031286,2814031286,Connor Phlegar,CPhlegar_19,"Perrysburg, OH",To Dare IsTo Do #COYS,,[],False,243,480,6,Wed Sep 17 02:07:18 +0000 2014,77544,,,True,False,15957,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1179554913434685440/NDM69o-6_normal.jpg,https://pbs.twimg.com/profile_images/1179554913434685440/NDM69o-6_normal.jpg,https://pbs.twimg.com/profile_banners/2814031286/1570070978,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 02:55:15 +0000 2023,1632575542066044930,1632575542066044930,"@TheN0xID LB on the way (bought last year and loaned back to Udinese), imo we just a need a LCB to partner Romero and a creative player other than kulu(and we have those on loan ( LoCelso, Ndombele, Gil— take your pick lol)",False,"[10, 223]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6325266345520497e+18,1632526634552049664,81727182.0,81727182,TheN0xID,,,,,False,0,0,False,False,en,en,recent,1851615110,1851615110,Ryon,_rdl007,,"Physical life is secondary,Inner peace is mandatory ✊                                              #Lilywhites #Celtics",,[],False,471,624,4,Tue Sep 10 14:12:35 +0000 2013,29212,,,True,False,17341,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1044523296501510144/-o-rsCho_normal.jpg,https://pbs.twimg.com/profile_images/1044523296501510144/-o-rsCho_normal.jpg,https://pbs.twimg.com/profile_banners/1851615110/1426122295,0084B4,000000,252429,666666,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 02:27:30 +0000 2023,1632568557312659457,1632568557312659457,For 2004-2005 @Udinese_1896 full kitpack by @siekefw11 !!!!💣🔥💣🔥💣🔥 https://t.co/nZoUCrnsXQ,False,"[0, 65]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,4,False,False,en,en,recent,1390029406761009153,1390029406761009153,Mirkvus_1981,Mirkvus1,Italia,Data Editer Pro Evolution Soccer for Pesunites - Pesteam Italy,,[],False,366,102,3,Wed May 05 19:43:47 +0000 2021,3803,,,False,False,1996,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1598316381828784130/jIBhTg3D_normal.jpg,https://pbs.twimg.com/profile_images/1598316381828784130/jIBhTg3D_normal.jpg,https://pbs.twimg.com/profile_banners/1390029406761009153/1620310464,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 00:57:31 +0000 2023,1632545912621875200,1632545912621875200,Udinese? He'd look great in the jersey also.,False,"[0, 44]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6325425414668124e+18,1632542541466812416,525717398.0,525717398,MicTuathaigh,,,,,False,0,0,False,False,en,en,recent,525717398,525717398,Michael Tuohy 🇮🇪,MicTuathaigh,"Meath, Ireland",24. Writer - Occasional Opinions. Football Writer/Analyst. Award-Winning student writer. DMs always open for writing opportunities.,https://t.co/RDrFPCCIMh,[],False,680,414,7,Thu Mar 15 20:21:07 +0000 2012,119435,,,True,False,18547,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1628446831217704960/KGA41KDf_normal.jpg,https://pbs.twimg.com/profile_images/1628446831217704960/KGA41KDf_normal.jpg,https://pbs.twimg.com/profile_banners/525717398/1670585349,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/RDrFPCCIMh', 'expanded_url': 'https://mictuohy.substack.com', 'display_url': 'mictuohy.substack.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:20:18 +0000 2023,1632521445942214656,1632521445942214656,"What upsets me most is that the douche Portugal chose as manager will not only call him up, but will also put Fernandes in the starting 11... remember, this is a player who was literally kicked out of Serie A clubs Udinese and Sampdoria because he was shit on and off the pitch.",False,"[0, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4,28,False,False,en,en,recent,1559235985673699329,1559235985673699329,Anonymous Lawyer,riffflawyer,,"Happily Married Father. Lawyer & Legal Consultant. 
Born in 🇪🇸, living in 🇨🇦. I speak 5 languages. 
Opinions expressed are solely my own.",,[],False,372,170,0,Mon Aug 15 17:50:11 +0000 2022,980,,,False,False,6651,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1559242709633830912/LMU1XDXl_normal.jpg,https://pbs.twimg.com/profile_images/1559242709633830912/LMU1XDXl_normal.jpg,https://pbs.twimg.com/profile_banners/1559235985673699329/1660624519,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:15:56 +0000 2023,1632520348372533249,1632520348372533249,"2️⃣ to talk about my experiences and offer my services as an investor  😀 ( I am at that level now)...
Your opinion is highly valued as I do prefer to be always known as an @Udinese_1896 fan, but I don't want to bother your timeline with posts You might not be interested in",False,"[0, 273]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6325191171428925e+18,1632519117142892544,506344833.0,506344833,simple_abod,,,,,False,0,0,False,False,en,en,recent,506344833,506344833,abodi only,simple_abod,Riyadh ,simple person with different way of thinking & great ambition ....... forza Udinese  & Watford #Pozzo_family...,,[],False,444,415,4,Mon Feb 27 20:18:25 +0000 2012,2815,,,True,False,21818,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/632547635547672577/KMJW1-9Z_normal.jpg,https://pbs.twimg.com/profile_images/632547635547672577/KMJW1-9Z_normal.jpg,https://pbs.twimg.com/profile_banners/506344833/1577126387,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:11:02 +0000 2023,1632519117142892544,1632519117142892544,"My dear followers, I am sorry for posting so little lately about udinese as I was super busy with my business🥲
I need your opinion now to decide if I should use this account for posting udinese news + my business updates or if I should create a new personal account 1️⃣",False,"[0, 269]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,506344833,506344833,abodi only,simple_abod,Riyadh ,simple person with different way of thinking & great ambition ....... forza Udinese  & Watford #Pozzo_family...,,[],False,444,415,4,Mon Feb 27 20:18:25 +0000 2012,2815,,,True,False,21818,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/632547635547672577/KMJW1-9Z_normal.jpg,https://pbs.twimg.com/profile_images/632547635547672577/KMJW1-9Z_normal.jpg,https://pbs.twimg.com/profile_banners/506344833/1577126387,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:49:34 +0000 2023,1632498614344773634,1632498614344773634,@Starfirooni We have to. They drew to Udinese,False,"[13, 45]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6324984358101115e+18,1632498435810111490,1.2783685233755955e+18,1278368523375595520,Starfirooni,,,,,False,0,1,False,False,en,en,recent,1236800326407270400,1236800326407270400,Fabiiio2002,fabiiio2002,In your head,kvaratskhelia enjoyer | Napoli Fan Account | I only take Ws | new part of Neymar fc|,,[],False,1034,669,4,Sun Mar 08 23:46:13 +0000 2020,4927,,,False,False,12395,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616106955746992133/MEtemK0Z_normal.jpg,https://pbs.twimg.com/profile_images/1616106955746992133/MEtemK0Z_normal.jpg,https://pbs.twimg.com/profile_banners/1236800326407270400/1663606811,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:48:04 +0000 2023,1632498237943828481,1632498237943828481,"We are Juventus. We can’t celebrate individual results against inferior teams like Nantes and Torino

We should beat shit Roma every time. We should be able to beat Napoli and Milan too 

Allegri fans treat this club like it’s Udinese. We have higher standards and want progress",False,"[0, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,7,43,False,False,en,en,recent,1323304973539659776,1323304973539659776,Nycjuventus⚜️,NycJuventus,,@juventusfc @azzurri @ScuderiaFerrari @janniksin @lorenzo1musetti @mets @nyknicks @nyjets Player comps and threads 🎥,,[],False,3442,602,32,Mon Nov 02 16:44:34 +0000 2020,85883,,,True,False,79452,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632231054965604352/dRBFLWEg_normal.jpg,https://pbs.twimg.com/profile_images/1632231054965604352/dRBFLWEg_normal.jpg,https://pbs.twimg.com/profile_banners/1323304973539659776/1667427773,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:36:36 +0000 2023,1632495349708251136,1632495349708251136,Serie A fans made udinese sound insane yet theyre 9th,False,"[0, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1359976060708880385,1359976060708880385,kenny mifsud,Kennymifsud05,,im petty,,[],False,81,129,0,Thu Feb 11 21:22:24 +0000 2021,5375,,,False,False,1771,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604073752437850113/AsKC7__5_normal.jpg,https://pbs.twimg.com/profile_images/1604073752437850113/AsKC7__5_normal.jpg,https://pbs.twimg.com/profile_banners/1359976060708880385/1671318101,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:15:57 +0000 2023,1632490155092107265,1632490155092107265,"10' Success with a really good chance for Udinese
0-0",False,"[0, 53]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1525744674580881408,1525744674580881408,Whitley FC,whitley_fc,One-Zone Arena,🦊 Whitley FC’s official twitter account! 🇸🇾🇹🇷🇺🇦,https://t.co/orYkXgfRr0,[],False,15,72,0,Sun May 15 07:47:43 +0000 2022,160,,,False,False,1667,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632455907459182593/P7XnXKav_normal.jpg,https://pbs.twimg.com/profile_images/1632455907459182593/P7XnXKav_normal.jpg,https://pbs.twimg.com/profile_banners/1525744674580881408/1678223084,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/orYkXgfRr0', 'expanded_url': 'http://WhitleyFC.com', 'display_url': 'WhitleyFC.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
