created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.profile_banner_url,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.contained_within,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Wed Mar 08 01:54:01 +0000 2023,1633284908239167488,1633284908239167488,"@SurreyPalmsWX @mufcMPB @RaiSport Wirtz going for £45-50 million would be a robbery😂 Unless he has a year on his contract left no team currently would take that. 
With his attacking quality he’d be worth much more than Pogba/Bellingham. 
Also it was 150 Euros not pounds. Fair to say Napoli want to keep him",False,"[34, 307]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332779942308413e+18,1633277994230841344,1.2736481193607537e+18,1273648119360753667,SurreyPalmsWX,,,,,False,0,0,False,False,,en,en,recent,1024964985535909889,1024964985535909889,Teets,Ttol0030,,it’s pronounced SixLack,,,[],False,53,535,1,Thu Aug 02 10:27:50 +0000 2018,22661,,,False,False,9736,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1480051022491914241/Zz14a6lb_normal.jpg,https://pbs.twimg.com/profile_images/1480051022491914241/Zz14a6lb_normal.jpg,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:53:53 +0000 2023,1633284874160287747,1633284874160287747,"@OliviaBuzaglo Napoli, AC or Inter will be perfect. Any other team will be tough",False,"[15, 80]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332554688135004e+18,1633255468813500416,54247341.0,54247341,OliviaBuzaglo,,,,,False,0,0,False,False,,en,en,recent,821440554731008000,821440554731008000,Nana,nanayeb3,"Spring Arbor, MI",Jesus| Ghana✈️U.S| Chelsea FC fan💙⚽️| JHS,,,[],False,48,165,0,Tue Jan 17 19:34:24 +0000 2017,257,,,True,False,383,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/821441090301677568/6xDZ5FPP_normal.jpg,https://pbs.twimg.com/profile_images/821441090301677568/6xDZ5FPP_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:52:39 +0000 2023,1633284564478230529,1633284564478230529,"@Muppetiers Surprised you haven’t mentioned Napoli’s Kim Min-jae as a defensive option given United have already had talks with his advisers, eh?",False,"[12, 145]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332747188109394e+18,1633274718810939393,1.2190654240729825e+18,1219065424072982528,Muppetiers,,,,,False,0,0,False,False,,en,en,recent,137581346,137581346,Grant Robbins™️💦,realmixing_desk,Six Feet from The Edge,"Better to burn out, than fade away. Fmr Hack🔥Flamethrower of opinion.👀Offer ounce of perception, pound of obscure. ASD Adv. Boss Tragic🎸#BLM #RebuildSA #MUFC",,,[],False,1202,1830,6,Tue Apr 27 04:34:59 +0000 2010,101181,,,True,False,125676,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1415867426361671681/UQZ-X3NU_normal.jpg,https://pbs.twimg.com/profile_images/1415867426361671681/UQZ-X3NU_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/137581346/1675654717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:50:59 +0000 2023,1633284143298809858,1633284143298809858,"@CFCPys How tuchel got flamed for singing koulibaly who was world class at Napoli, sterling who was really good at city and cucurella who was Brighton’s player of the season was always so weird he also signed fofana who’s been good and apparently wanted ake who’s been great",False,"[8, 274]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332725849124209e+18,1633272584912420869,4641709514.0,4641709514,CFCPys,,,,,False,0,1,False,False,,en,en,recent,1318095446347112455,1318095446347112455,Shane Lennon,shane_lennon17,,,,,[],False,23,197,0,Mon Oct 19 07:44:19 +0000 2020,26294,,,False,False,1186,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623237154859266048/_m4CqoYS_normal.jpg,https://pbs.twimg.com/profile_images/1623237154859266048/_m4CqoYS_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:50:18 +0000 2023,1633283971709558784,1633283971709558784,"@mengaorcomics Flamengo
Real
Napoli
Bucks
Kayblack
xbox
xiaomi",False,"[15, 62]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332138104156406e+18,1633213810415640578,9.554844865941914e+17,955484486594191361,mengaorcomics,,,,,False,0,0,False,False,,en,en,recent,1317717268831391744,1317717268831391744,lucas 😹,luc4szwq,Brasil,"libertários não morrem! ✊🌹
flamengo. ❤️🖤",,,[],False,49,172,0,Sun Oct 18 06:41:17 +0000 2020,612,,,False,False,1421,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616641109110702080/L0idbTlz_normal.jpg,https://pbs.twimg.com/profile_images/1616641109110702080/L0idbTlz_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1317717268831391744/1674272273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:49:27 +0000 2023,1633283757171150848,1633283757171150848,@Hernandez077 I would love the guy from Napoli too. #77,False,"[14, 55]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332799228894454e+18,1633279922889445376,46146081.0,46146081,Hernandez077,,,,,False,0,0,False,False,,en,en,recent,3016701516,3016701516,Nathaniel*.,Nathaniel_M3,,,,,[],False,385,374,0,Tue Feb 10 19:07:03 +0000 2015,92803,,,True,False,44895,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1615215727644114945/o6IR49LZ_normal.jpg,https://pbs.twimg.com/profile_images/1615215727644114945/o6IR49LZ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/3016701516/1673932428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:45:25 +0000 2023,1633282743378272257,1633282743378272257,@stoolpresidente Hope you review Via Napoli this time,False,"[17, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332284281901343e+18,1633228428190134275,43775786.0,43775786,stoolpresidente,,,,,False,0,0,False,False,,en,en,recent,177279036,177279036,Ken Jansky,kenjansky,,"Craft Beer drinker, lover of bacon, golfer, sports fan and family man. Creator of many average home brews, dad to Bud, G and Gav, husband to Julie.",,,[],False,409,2226,4,Wed Aug 11 18:38:40 +0000 2010,71144,,,True,False,6292,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1454992593255903234/FhkpHmgl_normal.jpg,https://pbs.twimg.com/profile_images/1454992593255903234/FhkpHmgl_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/177279036/1604842423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:40:12 +0000 2023,1633281428061409280,1633281428061409280,"@WestHam_Central Mind having an unbiased opinion on someone that watches serie a matches every weekend? Don't underestimate Fiorentina, and don't count Lazio out. On a good day, they can beat anyone (last league match (Napoli 0-1 Lazio) i really don't know what happened today",False,"[17, 276]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331910899086377e+18,1633191089908637697,2235039606.0,2235039606,WestHam_Central,,,,,False,0,0,False,False,,en,en,recent,1429825297860505603,1429825297860505603,Boato della Terra & War Devil fan 🇮🇹,Clannadstan,"Roma, Lazio",Inter | auspicatore del Boato della Terra | Rezeista di adamantio | 21 | tweets in 🇮🇹 🇬🇧 🇪🇦,https://t.co/EVYXZsgbH5,"[{'url': 'https://t.co/EVYXZsgbH5', 'expanded_url': 'https://myanimelist.net/profile/justasadguy', 'display_url': 'myanimelist.net/profile/justas…', 'indices': [0, 23]}]",[],False,425,2036,0,Mon Aug 23 15:18:25 +0000 2021,138574,,,True,False,29987,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630936188667166721/VA0LxdSn_normal.jpg,https://pbs.twimg.com/profile_images/1630936188667166721/VA0LxdSn_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1429825297860505603/1631621059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:39:16 +0000 2023,1633281193662726148,1633281193662726148,"Napoli have yet to decide whether or not to sign Tanguy Ndombele permanently.  ⚪ #Lufc
  ⚠️ There are clubs from England and Leeds United wants to hire the 26-year-old Frenchman. https://t.co/5fjpN9pbrj",False,"[0, 178]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,1442680759374991361,1442680759374991361,LUFCBR_ ⚪️🇧🇷,LUFCBR_,,"-Notícias sobre o leeds united 
-Perfil Brasileiro
Leeds United News.  
Unofficial Brazilian Profile.",,,[],False,5,19,0,Tue Sep 28 02:41:25 +0000 2021,5,,,False,False,275,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632003123148382209/3ruqQ1yR_normal.jpg,https://pbs.twimg.com/profile_images/1632003123148382209/3ruqQ1yR_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1442680759374991361/1677935229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:36:05 +0000 2023,1633280393045499904,1633280393045499904,@FabrizioRomano Benfica vs. Napoli Final is locked in,False,"[16, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332801617422172e+18,1633280161742217216,330262748.0,330262748,FabrizioRomano,,,,,False,0,1,False,False,,en,en,recent,808808793618444288,808808793618444288,Justin,ffsBenfica,Dolphins  ｜ OCSC｜ UConn,CT,,,[],False,1546,562,19,Tue Dec 13 23:00:18 +0000 2016,210482,,,True,False,126393,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1617538645216354304/15Tk2_dU_normal.jpg,https://pbs.twimg.com/profile_images/1617538645216354304/15Tk2_dU_normal.jpg,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/808808793618444288/1678233086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:35:28 +0000 2023,1633280240016392201,1633280240016392201,"@KvngWhillz Come back Chelsea vs Napoli in 2012, Chelsea went on and win the cup🔥🏆 . Master class, nothing like it 💙💙💪",False,"[12, 118]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6329973685796209e+18,1632997368579620864,1.5269642678277489e+18,1526964267827748870,KvngWhillz,,,,,False,0,0,False,False,,en,en,recent,3016660360,3016660360,ORLANMAH(baby) 💎🇳🇬🇳🇬,Orlah201,Lagos nigeria,Chelsea4rever💙 football lover ❤️💯,,,[],False,115,366,0,Wed Feb 04 07:12:46 +0000 2015,866,,,True,False,1372,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1623024350369615880/ffCtGWxx_normal.jpg,https://pbs.twimg.com/profile_images/1623024350369615880/ffCtGWxx_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/3016660360/1603471860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:35:09 +0000 2023,1633280158797901824,1633280158797901824,"Napoli, Barca (hopefully in a way better position financially) and Arsenal would deffo be the dark horses in the UCL next year.  (Union Berlin too, there’s just something about them I fear)",False,"[0, 189]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,2864657387,2864657387,kali,kaliyahbower,,👩🏾‍⚖️🇯🇲,,,[],False,292,272,1,Thu Nov 06 22:34:52 +0000 2014,25341,,,True,False,11516,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1628859589264384003/CHtCWYFn_normal.jpg,https://pbs.twimg.com/profile_images/1628859589264384003/CHtCWYFn_normal.jpg,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/2864657387/1673783690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:34:22 +0000 2023,1633279961795641345,1633279961795641345,"@UtdPlug @SkySportsPL He should stay, Napoli is bigger club than Man Utd",False,"[22, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633179744308015e+18,1633179744308015106,1599057055.0,1599057055,UtdPlug,,,,,False,0,0,False,False,,en,en,recent,1479088223888543747,1479088223888543747,𝖍𝖔𝖔𝖐 ⭐️⭐️,ConnorLikesCFC,"London, England",@ChelseaFC | Imagine being serious | #PotterOut #MountOut,,,[],False,18,112,0,Thu Jan 06 13:51:38 +0000 2022,1414,,,False,False,1626,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623102343628697602/-6gQGmy3_normal.jpg,https://pbs.twimg.com/profile_images/1623102343628697602/-6gQGmy3_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1479088223888543747/1665527308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:31:36 +0000 2023,1633279265784438785,1633279265784438785,"@TheEricBland I am going to save these recommendations! 

Absolute best - this little husband &amp; wife trattoria in Napoli Italy - I cannot remember the name, but I remember how to get there. 

I wonder if it’s even there anymore 🤔",False,"[14, 233]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633275657965695e+18,1633275657965694979,248174330.0,248174330,TheEricBland,,,,,False,0,0,False,False,,en,en,recent,1043528980652019712,1043528980652019712,FoxtrotLimaLima,annyFLLx2,,"If you’ve stopped by, say Hi! And you’re welcome to follow. Just here to speculate and share random thoughts. No expectations.   I am nothing",,,[],False,145,150,0,Sat Sep 22 15:54:31 +0000 2018,2383,,,False,False,2563,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618376112601456641/TMi3QS7K_normal.jpg,https://pbs.twimg.com/profile_images/1618376112601456641/TMi3QS7K_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1043528980652019712/1633220591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:30:31 +0000 2023,1633278993653702658,1633278993653702658,@FinnCFC_ You are not winning against this Napoli https://t.co/RcFMkfX6Jf,False,"[10, 49]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633266151307223e+18,1633266151307223040,1.405324194196435e+18,1405324194196434949,FinnCFC_,,,,,False,0,0,False,False,False,en,en,recent,1411992713717760005,1411992713717760005,Bert,maakjekoud,,🧐,,,[],False,22,446,1,Mon Jul 05 10:18:14 +0000 2021,2094,,,False,False,2154,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1484630823240441859/XHaQM6fO_normal.jpg,https://pbs.twimg.com/profile_images/1484630823240441859/XHaQM6fO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:26:41 +0000 2023,1633278029781692416,1633278029781692416,"I wonder who we will get in the quarter finals... As long as we avoid bayern/psg, real madrid or napoli we have a chance to qualify to semis. 👌",False,"[0, 143]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1502053787917332498,1502053787917332498,SS_CFC,ss_cfc1999,,,,,[],False,39,153,0,Thu Mar 10 22:48:44 +0000 2022,6967,,,False,False,3748,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632053380217487362/pgyWkfwK_normal.jpg,https://pbs.twimg.com/profile_images/1632053380217487362/pgyWkfwK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:26:34 +0000 2023,1633277999251353602,1633277999251353602,@marvgoathero Any of the opponents look beatable right now aside from maybe Napoli,False,"[14, 82]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332307754863985e+18,1633230775486398464,1.2455029578917888e+18,1245502957891788804,marvgoathero,,,,,False,0,1,False,False,,en,en,recent,54223180,54223180,James,JLambo84,,,,,[],False,36,348,0,Mon Jul 06 14:46:20 +0000 2009,4437,,,False,False,3018,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1333578475165380608/ru1Wujtm_normal.jpg,https://pbs.twimg.com/profile_images/1333578475165380608/ru1Wujtm_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:24:32 +0000 2023,1633277489488310272,1633277489488310272,@napoli_paul shitbag,False,"[0, 20]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,2322658810.0,2322658810,napoli_paul,,,,,False,0,0,False,False,,en,en,recent,1594478476337512448,1594478476337512448,Jeff,Devldog1986,,,,,[],False,12,40,0,Sun Nov 20 23:51:21 +0000 2022,496,,,False,False,2925,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:24:09 +0000 2023,1633277390167130113,1633277390167130113,"@CFC_Janty Lack of skill, ability and motivation as a football team, not to mention, bayern, man city, napoli",False,"[11, 109]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332398207251087e+18,1633239820725108737,1.5140455829685985e+18,1514045582968598530,CFC_Janty,,,,,False,0,0,False,False,,en,en,recent,1545416918005190656,1545416918005190656,Billy 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BillyBo98447535,,Lord Cameron Brannagan reigns supreme,,,[],False,10,281,0,Fri Jul 08 14:38:09 +0000 2022,3679,,,False,False,959,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630059891212599296/BSSYxr8O_normal.jpg,https://pbs.twimg.com/profile_images/1630059891212599296/BSSYxr8O_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1545416918005190656/1667560544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
