created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,possibly_sensitive,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.user.entities.url.urls
Wed Mar 08 00:27:03 +0000 2023,1633263019961507840,1633263019961507840,"@FunkyoClock @united6965 @clinicalkai @CFCPys @CarrieBrownTV Yea... The draw would be interesting. Honestly, any team will give us issues. Inter/Porto &amp; Milan/Spurs would be teams I hope for, coz we could win and move on into the semis, and it would really boost confidence.

Then we hope on the universe to get us thru like in 2012.",False,"[61, 337]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332606464972431e+18,1633260646497243140,4925709940.0,4925709940,FunkyoClock,,,,,False,0,1,False,False,en,en,recent,1137773306000662528,1137773306000662528,Not-Toxic Fan,sadcfc_fan,.,Chelsea & Mason Mount are after my life.,,[],False,125,60,0,Sun Jun 09 17:27:49 +0000 2019,3236,,,False,False,3693,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1291148870890725378/7Iq6DIT0_normal.jpg,https://pbs.twimg.com/profile_images/1291148870890725378/7Iq6DIT0_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:25:29 +0000 2023,1633262628108918784,1633262628108918784,"Ex-Inter Milan Defender Fabio Galante: ""Sad To See Skriniar Go, Inter Shouldn’t Regret Failing To Sign Bremer” #InterMilan #IMInter https://t.co/XY8EUGkNvH",False,"[0, 155]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,18293201,18293201,Inter Milan,intermilan,"Milan, Italy","Part of @SempreInterCom, the world’s no 1 news-site in English covering #InterMilan. NOT affiliated with @Inter_en.",https://t.co/YVpr8yaVxw,[],False,93794,1606,490,Sun Dec 21 21:24:26 +0000 2008,2548,,,False,False,59456,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1154555076075294722/hbpNcftj_normal.jpg,https://pbs.twimg.com/profile_images/1154555076075294722/hbpNcftj_normal.jpg,https://pbs.twimg.com/profile_banners/18293201/1400100812,0084B4,000000,D3DDF8,050505,True,False,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/YVpr8yaVxw', 'expanded_url': 'http://SempreInter.com', 'display_url': 'SempreInter.com', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:22:57 +0000 2023,1633261988963811333,1633261988963811333,"Benfica, Inter, Tottenham, Milan would be the teams id like to play most.",False,"[0, 73]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,61293262,61293262,CFCDP,CFCDP1,USA,CFCDP on @Youtube & @TikTok_US • @ChelseaFCinUSA supporter •,https://t.co/poAyVdKQr5,[],False,1298,1464,15,Wed Jul 29 20:54:02 +0000 2009,35427,,,True,False,29956,,False,False,False,FCEBB6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1432718929496006664/DN7QBlnh_normal.png,https://pbs.twimg.com/profile_images/1432718929496006664/DN7QBlnh_normal.png,https://pbs.twimg.com/profile_banners/61293262/1598026798,5E412F,F0A830,78C0A8,CE7834,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/poAyVdKQr5', 'expanded_url': 'https://youtube.com/channel/UCDPIzop9Y00viie-tewbETg', 'display_url': 'youtube.com/channel/UCDPIz…', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:22:08 +0000 2023,1633261782801485824,1633261782801485824,"Palermo Owners City Football Group Keen On Appointing Roberto Samaden After Leaving Inter Milan, Italian Media Report #InterMilan #FCIM https://t.co/ofrn85KvJ2",False,"[0, 159]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,479858322,479858322,SempreInter.com,SempreIntercom,Worldwide,The World's No 1 news-site in English covering #InterMilan. Part of @OneFootball & Rocket Sports Network. RT ≠ endorsements. Email: nima@sempreinter.com,https://t.co/pB1VGcTR76,[],False,31675,1223,483,Tue Jan 31 21:10:22 +0000 2012,59508,,,True,False,273831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_banners/479858322/1520266344,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/pB1VGcTR76', 'expanded_url': 'http://www.SempreInter.Com', 'display_url': 'SempreInter.Com', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:20:18 +0000 2023,1633261322035949573,1633261322035949573,"Now that we are onto the next round.. who do you all want to face? 

I'll put the scores of the matchups below. 

Benfica. 
Milan 1, Tottenham 0
Man City 1, Leipzig 1
Inter 1, Porto 0
Napoli 2, Frankfurt 0
Real Madrid 5, Liverpool 2
Bayern 1, PSG 0",False,"[0, 248]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,61293262,61293262,CFCDP,CFCDP1,USA,CFCDP on @Youtube & @TikTok_US • @ChelseaFCinUSA supporter •,https://t.co/poAyVdKQr5,[],False,1298,1464,15,Wed Jul 29 20:54:02 +0000 2009,35427,,,True,False,29956,,False,False,False,FCEBB6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1432718929496006664/DN7QBlnh_normal.png,https://pbs.twimg.com/profile_images/1432718929496006664/DN7QBlnh_normal.png,https://pbs.twimg.com/profile_banners/61293262/1598026798,5E412F,F0A830,78C0A8,CE7834,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/poAyVdKQr5', 'expanded_url': 'https://youtube.com/channel/UCDPIzop9Y00viie-tewbETg', 'display_url': 'youtube.com/channel/UCDPIz…', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:20:17 +0000 2023,1633261320308162560,1633261320308162560,"Barcelona, Inter Milan in line for Firmino https://t.co/SPTqNNAS6C",False,"[0, 66]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1609428287830335489,1609428287830335489,Latest World News,LatestWorldNew8,,,,[],False,3,0,0,Sun Jan 01 05:56:52 +0000 2023,0,,,False,False,13386,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:18:52 +0000 2023,1633260960642134019,1633260960642134019,"Barcelona, Inter Milan in line for Firmino
https://t.co/bIl8Tf3XJk",False,"[0, 66]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1499684987532197888,1499684987532197888,usa jaun news,UsaJaun,,,,[],False,5325,4859,1,Fri Mar 04 09:56:07 +0000 2022,135,,,False,False,219915,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1500147894481035265/Y73g8L6H_normal.jpg,https://pbs.twimg.com/profile_images/1500147894481035265/Y73g8L6H_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:18:05 +0000 2023,1633260765187653635,1633260765187653635,@ibzsmo3k Ac milan then Benveekha or Inter in the semi https://t.co/wl8xpEqUJY,False,"[10, 54]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332604497466327e+18,1633260449746632705,1.5447145666843648e+18,1544714566684364808,ibzsmo3k,,,,,False,0,8,False,False,en,en,recent,313529206,313529206,NB,NafeCheIs,,i wanna be a Chelsea ranger.,,[],False,2567,984,3,Wed Jun 08 20:03:21 +0000 2011,87761,,,False,False,43951,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1630245066584338434/ocNkd0CK_normal.jpg,https://pbs.twimg.com/profile_images/1630245066584338434/ocNkd0CK_normal.jpg,https://pbs.twimg.com/profile_banners/313529206/1675027263,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:17:42 +0000 2023,1633260667678457856,1633260667678457856,"@EbimeneAlasei @IFTVofficial They are worse than Napoli, Inter, Milan, Juve but if they finish outside of top4 considering points deduction for Juve then it's a failure",False,"[29, 168]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332573742479729e+18,1633257374247972864,1.5432372891025244e+18,1543237289102524418,EbimeneAlasei,,,,,False,0,0,False,False,en,en,recent,3796571073,3796571073,🇵🇱 Michał,Michael90PY,Poland,🇮🇹 AC Milan | 🐍,,[],False,94,455,3,Sun Sep 27 20:59:16 +0000 2015,3601,,,False,False,8163,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1398023972432797696/axChxwk8_normal.png,https://pbs.twimg.com/profile_images/1398023972432797696/axChxwk8_normal.png,https://pbs.twimg.com/profile_banners/3796571073/1607425893,9266CC,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:15:02 +0000 2023,1633259998162882560,1633259998162882560,"Palermo Owners City Football Group Keen On Appointing Roberto Samaden After Leaving Inter Milan, Italian Media Report #ForzaInter #Internisti #Nerazzuri #Internazionale https://t.co/GBZnRGfd5a",False,"[0, 192]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,355447677,355447677,Inter Milan Fans,InterMilanNow,,Latest Inter Milan News & Blogs. This is a fan page and NOT linked to official club #Internisti #Nerazzuri #Internazionale #ForzaInter #Inter #InterMilan,,[],False,13927,4893,78,Mon Aug 15 11:10:54 +0000 2011,44,,,False,False,59276,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_banners/355447677/1418727255,1380D9,024482,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:13:52 +0000 2023,1633259703798206466,1633259703798206466,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool’s Firmino https://t.co/LH2IjEIwJP",False,"[0, 93]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,827475631,827475631,Aftab baloch,khakisarnews,mut shahwani trible area ,This is news channel will share latest news,,[],False,1383,833,0,Sun Sep 16 17:42:07 +0000 2012,175,,,True,False,45691,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/800728160232935425/9D5xnSGW_normal.jpg,https://pbs.twimg.com/profile_images/800728160232935425/9D5xnSGW_normal.jpg,https://pbs.twimg.com/profile_banners/827475631/1479743443,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:13:46 +0000 2023,1633259678418477057,1633259678418477057,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool’s Firmino https://t.co/HdYAYPT6lw",False,"[0, 93]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1585571377486102528,1585571377486102528,Nasrullah Shah,sanzeelv,,,,[],False,17,59,1,Thu Oct 27 09:57:52 +0000 2022,3,,,False,False,39134,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:09:34 +0000 2023,1633258620841517056,1633258620841517056,"https://t.co/Ic2c3WGBKv Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino https://t.co/cnepuEcVb6 ▶️ https://t.co/qwq5GEGtOp #Sportbooks #SportsBetting #OnlineBetting",False,"[0, 186]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,2173508552,2173508552,BetFast.com,BetFastcom,,Providing real-time wagering information on upcoming sporting events.,https://t.co/z2ZDXTM6WX,[],False,11084,10692,60,Mon Nov 04 07:15:04 +0000 2013,1714,,,False,False,1336719,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/944006992418533378/EJNB4dhy_normal.jpg,https://pbs.twimg.com/profile_images/944006992418533378/EJNB4dhy_normal.jpg,https://pbs.twimg.com/profile_banners/2173508552/1419941456,4A913C,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/z2ZDXTM6WX', 'expanded_url': 'http://BetFast.com', 'display_url': 'BetFast.com', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:06:35 +0000 2023,1633257872674156545,1633257872674156545,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino https://t.co/yuTgtsUMsl https://t.co/0g3aVCU06H",False,"[0, 93]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,854813837836656640,854813837836656640,D100 News,D100News,One World Trade Center,"All the news, all in one place. Content may not represent viewpoints of D100 Radio. Please follow @D100 for official D100 Radio updates.",https://t.co/Th3RBd5HO6,[],False,8856,1,1,Wed Apr 19 21:47:55 +0000 2017,16,,,False,False,27361,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1540071731381010434/tEy43BHB_normal.jpg,https://pbs.twimg.com/profile_images/1540071731381010434/tEy43BHB_normal.jpg,https://pbs.twimg.com/profile_banners/854813837836656640/1656016456,009193,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Th3RBd5HO6', 'expanded_url': 'https://d100.news', 'display_url': 'd100.news', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:05:52 +0000 2023,1633257690351951872,1633257690351951872,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino - https://t.co/2aqf5xDiVi",False,"[0, 95]","<a href=""https://bitcoinbagri.in/"" rel=""nofollow"">scial 1</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1599003652169281537,1599003652169281537,hardik,hardik97494342,,social,,[],False,20,18,1,Sat Dec 03 11:32:52 +0000 2022,5,,,False,False,41665,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1599623519624921088/warN0RbP_normal.jpg,https://pbs.twimg.com/profile_images/1599623519624921088/warN0RbP_normal.jpg,https://pbs.twimg.com/profile_banners/1599003652169281537/1670214975,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:05:49 +0000 2023,1633257679392223232,1633257679392223232,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino - https://t.co/lQl0mNw1jl",False,"[0, 95]","<a href=""https://bitcoinbagri.in"" rel=""nofollow"">Auto bloging</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1595999509468758016,1595999509468758016,rebben,rebben02664383,,Website,,[],False,19,0,1,Fri Nov 25 04:35:20 +0000 2022,38,,,False,False,71330,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1598642142737408002/w-tjH6_E_normal.jpg,https://pbs.twimg.com/profile_images/1598642142737408002/w-tjH6_E_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:04:33 +0000 2023,1633257358523772929,1633257358523772929,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino https://t.co/obiRTnqqtd #ESPN #sports https://t.co/ranWZycV1R",False,"[0, 107]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,82956754,82956754,stacks.eth ❓,OMGStacks,Hic et ubique terrarum,@DeGodsNFT👑 @mypethooligan🐰#AKCB #supercuteNFT 🧸@projectQuantum_ #QBit 🤖🔫 #ESPN⚽️ #NFTNews 🖼️ RSS $TSLA 🚗🔋@DailyLoud 😶‍🌫️ #Takes 🗣️ @monkerejects🐒❌❌,https://t.co/ph1OCv8CMH,[],False,81214,85495,670,Fri Oct 16 19:44:58 +0000 2009,21282,,,True,False,319157,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1623449636185702405/JzdmydJZ_normal.png,https://pbs.twimg.com/profile_images/1623449636185702405/JzdmydJZ_normal.png,https://pbs.twimg.com/profile_banners/82956754/1675707445,5E5E5E,000000,000000,5F5F5F,True,False,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/ph1OCv8CMH', 'expanded_url': 'https://bit.ly/stacks_eth', 'display_url': 'bit.ly/stacks_eth', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:03:45 +0000 2023,1633257156358144004,1633257156358144004,"@CFCKaz6 Honestly Inter or Milan, Benfica are looking dangerous and we always perform against Italian sides",False,"[9, 107]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332554857961513e+18,1633255485796151298,1.2939733713409597e+18,1293973371340959744,CFCKaz6,,,,,False,0,13,False,False,en,en,recent,1565650540729614337,1565650540729614337,Karl🇸🇪,CFCKarl,"Ystad, Sverige","@ChelseaFC - @Malmo_FF - @Svenskfotboll 

•JF11🇵🇹•EF5🇦🇷•Enrique Enjoyer🇪🇸",,[],False,1429,1244,0,Fri Sep 02 10:39:19 +0000 2022,5376,,,False,False,3757,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633256148613623809/zeQUbxw9_normal.jpg,https://pbs.twimg.com/profile_images/1633256148613623809/zeQUbxw9_normal.jpg,https://pbs.twimg.com/profile_banners/1565650540729614337/1678233585,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:02:57 +0000 2023,1633256957971955712,1633256957971955712,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool’s Firmino https://t.co/PI0jeo5uVI",False,"[0, 93]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1190546110672076801,1190546110672076801,Vinod Kumar,Newswire23,Bangalore,"We provide you with the latest breaking news. Our goal is to keep you informed and up-to-date on the stories that matter most to you, whether it's breaking news",https://t.co/Pt0PWa6Nai,[],False,322,1176,2,Sat Nov 02 08:29:18 +0000 2019,144,,,False,False,12553,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1610667880353501193/CRQVsLo-_normal.jpg,https://pbs.twimg.com/profile_images/1610667880353501193/CRQVsLo-_normal.jpg,https://pbs.twimg.com/profile_banners/1190546110672076801/1672848124,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Pt0PWa6Nai', 'expanded_url': 'https://thenewswire.online/', 'display_url': 'thenewswire.online', 'indices': [0, 23]}]",,,,,,,,,,,,
Wed Mar 08 00:02:46 +0000 2023,1633256909741649922,1633256909741649922,"Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino - https://t.co/7YURON0Xua",False,"[0, 95]","<a href=""https://bitcoinbagri.in/"" rel=""nofollow"">scial 1</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1599003652169281537,1599003652169281537,hardik,hardik97494342,,social,,[],False,20,18,1,Sat Dec 03 11:32:52 +0000 2022,5,,,False,False,41665,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1599623519624921088/warN0RbP_normal.jpg,https://pbs.twimg.com/profile_images/1599623519624921088/warN0RbP_normal.jpg,https://pbs.twimg.com/profile_banners/1599003652169281537/1670214975,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
