created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.possibly_sensitive
Wed Mar 08 00:38:57 +0000 2023,1633266017614065664,1633266017614065664,Sunset Timelapse from FSWN Hamilton Genoa #flsert https://t.co/QJNfVYnySg,False,"[0, 49]","<a href=""http://www.weatherstem.com/"" rel=""nofollow"">Edward Mansouri</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1372920464746631169,1372920464746631169,FSWN Hamilton Genoa,FSWN_Genoa,"White Springs, Florida",Providing real-time weather data for Genoa Fire Department and surrounding communities,https://t.co/FdmyJuLPle,"[{'url': 'https://t.co/FdmyJuLPle', 'expanded_url': 'https://hamilton.weatherstem.com/fswngenoa', 'display_url': 'hamilton.weatherstem.com/fswngenoa', 'indices': [0, 23]}]",[],False,0,0,0,Fri Mar 19 14:39:04 +0000 2021,0,,,False,False,4788,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1372920611706699777/pXu17hxV_normal.png,https://pbs.twimg.com/profile_images/1372920611706699777/pXu17hxV_normal.png,https://pbs.twimg.com/profile_banners/1372920464746631169/1616164804,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:33:42 +0000 2023,1633264695342772224,1633264695342772224,@vblow @rickistheone @YandR_CBS some of the Genoa City crew are felons!!😊😊😝😝,False,"[32, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6317968913766482e+18,1631796891376648193,261516292.0,261516292,vblow,,,,False,0,0,False,False,,en,en,recent,553180422,553180422,Anna Maria EEE,ruffruff59,"Kansas City, MO",,,,[],False,25,249,0,Fri Apr 13 23:52:39 +0000 2012,851,,,False,False,280,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1546337800735395840/UZUq40Ov_normal.jpg,https://pbs.twimg.com/profile_images/1546337800735395840/UZUq40Ov_normal.jpg,https://pbs.twimg.com/profile_banners/553180422/1599772960,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:53:03 +0000 2023,1633254464600547333,1633254464600547333,@MissAbb37309863 Yes!! She's the Gladys Kravitz of Genoa City 🤣,False,"[17, 63]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331726616762614e+18,1633172661676261376,1.0253784641516134e+18,1025378464151613445,MissAbb37309863,,,,False,0,2,False,False,,en,en,recent,4895929805,4895929805,Jersey Girl 💚☘️🏡☘️💚,JerseyGirl1196,"New Jersey, USA","Be Kind ! Love  Cooking/Baking / Decorating 🥧🍰🍪 👩‍🍳#Bravo #YR
MS Activist, Animal lover 🐶🐱 
Winter Girl ⛄  📚 Support St Jude💗",,,[],False,3136,2670,16,Wed Feb 10 20:14:25 +0000 2016,152351,,,True,False,90237,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/833780089028435968/peEoNqCn_normal.jpg,https://pbs.twimg.com/profile_images/833780089028435968/peEoNqCn_normal.jpg,https://pbs.twimg.com/profile_banners/4895929805/1559493559,FF691F,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:44:40 +0000 2023,1633252354920177664,1633252354920177664,"@MissAbb37309863 Psychiatric Help   $.05    Contact Sharon/Lucy   Genoa City, WI",False,"[17, 80]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331706797501809e+18,1633170679750180865,1.0253784641516134e+18,1025378464151613445,MissAbb37309863,,,,False,0,0,False,False,,en,en,recent,2579937146,2579937146,Jim Hyatt,JimHyatt5,"Ankeny, Iowa",Observer of humankind  :(,,,[],False,197,516,14,Sat Jun 21 06:17:24 +0000 2014,15237,,,True,False,27979,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/480236726372155392/BS2j2Snj_normal.jpeg,https://pbs.twimg.com/profile_images/480236726372155392/BS2j2Snj_normal.jpeg,https://pbs.twimg.com/profile_banners/2579937146/1404081260,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:32:19 +0000 2023,1633249246135844864,1633249246135844864,FSWN Hamilton Genoa at sunset and it's 77.9 F. #flsert https://t.co/iGPtL1J7xR,False,"[0, 54]","<a href=""http://www.weatherstem.com/"" rel=""nofollow"">Edward Mansouri</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1372920464746631169,1372920464746631169,FSWN Hamilton Genoa,FSWN_Genoa,"White Springs, Florida",Providing real-time weather data for Genoa Fire Department and surrounding communities,https://t.co/FdmyJuLPle,"[{'url': 'https://t.co/FdmyJuLPle', 'expanded_url': 'https://hamilton.weatherstem.com/fswngenoa', 'display_url': 'hamilton.weatherstem.com/fswngenoa', 'indices': [0, 23]}]",[],False,0,0,0,Fri Mar 19 14:39:04 +0000 2021,0,,,False,False,4788,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1372920611706699777/pXu17hxV_normal.png,https://pbs.twimg.com/profile_images/1372920611706699777/pXu17hxV_normal.png,https://pbs.twimg.com/profile_banners/1372920464746631169/1616164804,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:28:39 +0000 2023,1633248324139532288,1633248324139532288,"Hey @coachshawver it was great meeting you at Genoa today.  
Can’t wait for Westerville Central basketball.",False,"[0, 107]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,1575670047757897730,1575670047757897730,Cameron Huebner,CameronCHuebner,"Westerville, OH",Westerville Central 2027 | Football | Basketball | Baseball | Track | 5’11”| 150lbs | 4.0 GPA,,,[],False,15,47,0,Fri Sep 30 02:13:50 +0000 2022,23,,,False,False,17,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1575670496087113728/4PAc4Eo9_normal.jpg,https://pbs.twimg.com/profile_images/1575670496087113728/4PAc4Eo9_normal.jpg,https://pbs.twimg.com/profile_banners/1575670047757897730/1668127460,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:18:52 +0000 2023,1633245863987298306,1633245863987298306,"@elenoftheroad @Andrew_G88 @AlexTheMenace11 @KyivIndependent Now I see it continues to get even worse...... Relatives and I combined toured England, Scotland, Wales, Republic of Ireland, core France, Brittany, Italy, Catalonia, Occitania, Venicia, Rome, Piedmont, Majorca, Tuscany, Andorra, Flanders, Wallonia, Luxembourg and Genoa.",False,"[61, 332]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332441455935324e+18,1633244145593532416,1.5186827052648899e+18,1518682705264889859,DylanGTech,,,,False,0,0,False,False,,en,en,recent,1518682705264889859,1518682705264889859,Dylan,DylanGTech,Upstate New York,"🇻🇦American Catholic.

Gen Z Software Developer from Upstate New York. Love of space and history. Rejoined Twitter, but Gab is my home https://t.co/o0G7OBJeSI",,,"[{'url': 'https://t.co/o0G7OBJeSI', 'expanded_url': 'http://gab.com/DylanG', 'display_url': 'gab.com/DylanG', 'indices': [134, 157]}]",False,99,243,1,Mon Apr 25 20:21:58 +0000 2022,10695,,,False,False,5720,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1519067194457571328/7ez53T_P_normal.jpg,https://pbs.twimg.com/profile_images/1519067194457571328/7ez53T_P_normal.jpg,https://pbs.twimg.com/profile_banners/1518682705264889859/1676316054,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:14:04 +0000 2023,1633244654731763712,1633244654731763712,@michaeldamian1 @YRInsider I hope you had a fabulous day in Genoa City! Your return is awesome! I can't wait to see the episodes you are in! #excited 😁❤️😊❤️😃❤️,False,"[27, 159]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332249021060506e+18,1633224902106050561,20186666.0,20186666,michaeldamian1,,,,False,0,0,False,False,,en,en,recent,713322409,713322409,Krista,SupporterOfMD,"Michigan, USA","❤I love God, family and friends like @michaeldamian1 & @janeendamian!❤",https://t.co/7NegvNHDzD,"[{'url': 'https://t.co/7NegvNHDzD', 'expanded_url': 'http://www.highstrungthemovie.com', 'display_url': 'highstrungthemovie.com', 'indices': [0, 23]}]",[],False,2332,4506,34,Mon Jul 23 23:28:24 +0000 2012,30051,,,True,False,26270,,False,False,False,E81C4F,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1616095846084247552/fHtrswqK_normal.jpg,https://pbs.twimg.com/profile_images/1616095846084247552/fHtrswqK_normal.jpg,https://pbs.twimg.com/profile_banners/713322409/1669324823,E81C4F,000000,7AC3EE,3D1957,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:12:21 +0000 2023,1633229121793695744,1633229121793695744,"NO. 

I want Gilardino coaching Genoa when we return to A.

Let Gasperini coaching Adamoli. https://t.co/4YTTKnNf6t",False,"[0, 91]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,True,0,1,False,False,False,en,en,recent,1256581413173895169,1256581413173895169,Sianne R.MH-Sardi,MhSardi,,"I love words, that is the reason i am writing. Introvert. Perfectionist idealist who love Photography, paintings, drawings and my husband. I won't follow trends",,,[],False,36,34,0,Sat May 02 13:49:46 +0000 2020,2366,,,False,False,11643,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621488298571997185/antRjY_s_normal.jpg,https://pbs.twimg.com/profile_images/1621488298571997185/antRjY_s_normal.jpg,https://pbs.twimg.com/profile_banners/1256581413173895169/1675427914,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,1.6332175448520663e+18,1633217544852066307,Tue Mar 07 21:26:21 +0000 2023,1.6332175448520663e+18,1633217544852066307,@alegenoatw Domanda: Avete voglia di commentare quello che ha detto Adamoli (su Gasperini al Genoa) durante il derby del lunedì?,False,"[12, 128]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332114345311887e+18,1633211434531188736,1.133095733761065e+18,1133095733761064961,alegenoatw,166248057.0,166248057,Genoa Club Toronto,genoaclubtoront,"Toronto, Canada","We represent Genoa in Canada. Since 1996 spreading the love for the grifone around the world! Also, a proud co-host of @lalanternapod",https://t.co/Uc5nVHjDiW,"[{'url': 'https://t.co/Uc5nVHjDiW', 'expanded_url': 'https://linktr.ee/genoaclubtoronto', 'display_url': 'linktr.ee/genoaclubtoron…', 'indices': [0, 23]}]",[],False,422.0,278.0,6.0,Tue Jul 13 18:06:08 +0000 2010,3591.0,,,True,False,1780.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1076811095/5352_normal.jpg,https://pbs.twimg.com/profile_images/1076811095/5352_normal.jpg,https://pbs.twimg.com/profile_banners/166248057/1582128467,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,0.0,0.0,False,False,it,
Tue Mar 07 21:58:50 +0000 2023,1633225720511213569,1633225720511213569,@mayfer Take a look at the Nvidia Orin AGX for a more apt comparison.  (also—a dual Epyc Genoa server with 12 memory channels can reach 600GB/sec+),False,"[8, 147]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6329017965272146e+18,1632901796527214592,14103325.0,14103325,mayfer,,,,False,0,2,False,False,,en,en,recent,9744062,9744062,Jason Fisher,thejasonfisher,"Seattle, WA",,,,[],False,244,2818,7,Sat Oct 27 22:59:18 +0000 2007,11036,,,True,False,484,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1621160221/jason-head-sm_normal.png,https://pbs.twimg.com/profile_images/1621160221/jason-head-sm_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:55:35 +0000 2023,1633224902106050561,1633224902106050561,"Hey everyone, how was your day so far? Guess where I am?… Yep, you guessed it Genoa city🕺@YRInsider",False,"[0, 99]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,9,170,False,False,,en,en,recent,20186666,20186666,Michael Damian,michaeldamian1,Los Angeles,"Singer Danny Y&R Dec 22, Filmmaker #FallingForChristmas @netflix 👉On @cameo https://t.co/tWfgeqlAaw",https://t.co/vdKwHqiohZ,"[{'url': 'https://t.co/vdKwHqiohZ', 'expanded_url': 'http://highstrungthemovie.com', 'display_url': 'highstrungthemovie.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/tWfgeqlAaw', 'expanded_url': 'https://v.cameo.com/Afw8lbuY76', 'display_url': 'v.cameo.com/Afw8lbuY76', 'indices': [76, 99]}]",False,42732,4203,350,Thu Feb 05 20:53:00 +0000 2009,47908,,,False,True,68472,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1459550469882265606/CndDLHKg_normal.jpg,https://pbs.twimg.com/profile_images/1459550469882265606/CndDLHKg_normal.jpg,https://pbs.twimg.com/profile_banners/20186666/1636818926,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:15:27 +0000 2023,1633214803761061888,1633214803761061888,"I can take this, it’s a bit better than Genoa deal and caps only going up https://t.co/vPzNmGOYO7",False,"[0, 73]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,0,False,False,False,en,en,recent,146295954,146295954,Tjesus Vert,Tje5u5,z u,I’m So Gone,,,[],False,768,934,19,Fri May 21 02:43:27 +0000 2010,38867,,,True,False,127789,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1624613723770966016/SheZL4jD_normal.jpg,https://pbs.twimg.com/profile_images/1624613723770966016/SheZL4jD_normal.jpg,https://pbs.twimg.com/profile_banners/146295954/1552513360,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,1.6332130293524398e+18,1633213029352439809,Tue Mar 07 21:08:24 +0000 2023,1.6332130293524398e+18,1633213029352439809,"Daniel Jones’s $40M AAV is 17.7% of the 2023 salary cap.

To compare other unrestricted free agents:
Dak Prescott 21.9%
Kirk Cousins 15.8%
Ryan Tannehill 14.9%

Seems Daniel Jones has set a new precedent for the middle class. Him and his agents won this.",False,"[0, 254]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,567428686.0,567428686,Bobby Skinner,BobbySkinner_,"Brevard County, Florida",@TalkinGiants vs. The World,https://t.co/HQhQK5EAsG,"[{'url': 'https://t.co/HQhQK5EAsG', 'expanded_url': 'https://www.youtube.com/channel/UC7ObcUyUnDoydrRpmwu4Uew/featured', 'display_url': 'youtube.com/channel/UC7Obc…', 'indices': [0, 23]}]",[],False,28498.0,1469.0,343.0,Mon Apr 30 18:10:15 +0000 2012,63412.0,,,True,False,40612.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1520805511444193281/dc1EI6Z__normal.jpg,https://pbs.twimg.com/profile_images/1520805511444193281/dc1EI6Z__normal.jpg,https://pbs.twimg.com/profile_banners/567428686/1636673656,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,False,53.0,783.0,False,False,en,
Tue Mar 07 21:08:56 +0000 2023,1633213163146473478,1633213163146473478,"@can_kerosene @RoperLou Alas, Karen, I’ll be in Genoa until June 24, and then Amsterdam, and only then London. I’ll miss you by a couple of days… I’m going to Toronto in a month, though!",False,"[24, 186]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332116457354363e+18,1633211645735436288,1.463261650622976e+18,1463261650622976002,can_kerosene,,,,False,0,2,False,False,,en,en,recent,819369228,819369228,Thiago Krause,ThiagoKrause2,"Rio de Janeiro, Brasil","Prof @historiaunirio; 2022-2023 @the_IAS. Autor https://t.co/yaLfVsInEe, escrevendo a história global de Salvador (1549-1763) com Chris Ebert.",https://t.co/bI2tx8d512,"[{'url': 'https://t.co/bI2tx8d512', 'expanded_url': 'https://www.ias.edu/scholars/thiago-nascimento-krause', 'display_url': 'ias.edu/scholars/thiag…', 'indices': [0, 23]}]","[{'url': 'https://t.co/yaLfVsInEe', 'expanded_url': 'http://bit.ly/Imperio_Disputa', 'display_url': 'bit.ly/Imperio_Disputa', 'indices': [48, 71]}]",False,30495,743,189,Wed Sep 12 11:30:00 +0000 2012,255876,,,True,False,52842,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1580010593846759424/qVczOskR_normal.jpg,https://pbs.twimg.com/profile_images/1580010593846759424/qVczOskR_normal.jpg,https://pbs.twimg.com/profile_banners/819369228/1653382973,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:29:38 +0000 2023,1633203274064052225,1633203274064052225,"Date: Fall 1956. Location: 44°24'36""N, 08°54'42""E. Event: Light cruiser Birmingham is berthed in Genoa during her service with the Royal Navy's Mediterranean Fleet as the flagship of the 1st Cruiser Squadron. Current status: Scrapped in 1960-61, lifespan of 26 years. https://t.co/KXf5oBl9rC",False,"[0, 267]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,11,94,False,False,False,en,en,recent,1352586038812815360,1352586038812815360,Warship Drama,DramaWarship,"Berlin, Germany","Reviewing my collection of naval photos. Armored frigates and corvettes, ironclads and battleships, cruisers and battlecruisers are shining here.",,,[],False,11136,7181,91,Fri Jan 22 11:57:24 +0000 2021,29632,,,False,False,5073,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1507701815982370818/iZ7Vgmcs_normal.jpg,https://pbs.twimg.com/profile_images/1507701815982370818/iZ7Vgmcs_normal.jpg,https://pbs.twimg.com/profile_banners/1352586038812815360/1665165595,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:25:27 +0000 2023,1633202221411082240,1633202221411082240,"The Italian newspaper ""La Repubblica"" - A new shipment of weapons, including attack helicopters and armored vehicles, is on its way to the Italian port of Genoa, destined for Saudi Arabia, and is likely to be used in the war on #Yemen.",False,"[0, 235]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,9,9,False,False,,en,en,recent,1022764513,1022764513,Bin Ghalib (backup account),bgh2_ac3b,sanaa,Tax expert/ chartered accountant/ political activist/ human rights defender/ resistance to the US-Saudi aggression on Yemen/ founding member of the (NTFO).,,,[],False,5229,4475,17,Wed Dec 19 19:47:50 +0000 2012,64591,,,True,False,48698,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1556379760237977601/5Gz6Rv1T_normal.jpg,https://pbs.twimg.com/profile_images/1556379760237977601/5Gz6Rv1T_normal.jpg,https://pbs.twimg.com/profile_banners/1022764513/1675170452,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:18:49 +0000 2023,1633200549595054080,1633200549595054080,"One hour retard. Underway going to Genoa, Italy #MTCatalanSea",False,"[0, 61]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,149818548,149818548,Garry Distrito Santos,gardisanph,"Binangonan, Calabarzon","@TIP1962official alumni, working at @epshipping under @TRANSGLOBALMAR
Pearl of the Orient Seas 🇵🇭",https://t.co/9QfJOhvqIH,"[{'url': 'https://t.co/9QfJOhvqIH', 'expanded_url': 'https://www.youtube.com/gardisanph', 'display_url': 'youtube.com/gardisanph', 'indices': [0, 23]}]",[],False,94,857,0,Sun May 30 09:05:44 +0000 2010,1682,,,True,False,770,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1608270235437506561/kBE5Onlt_normal.jpg,https://pbs.twimg.com/profile_images/1608270235437506561/kBE5Onlt_normal.jpg,https://pbs.twimg.com/profile_banners/149818548/1652665987,1B95E0,FFFFFF,DAECF4,663B12,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
