created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates
Tue Mar 07 21:47:23 +0000 2023,1633222841314299904,1633222841314299904,@Godbinna I'd put them into the Atalanta tier,False,"[10, 45]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633222326954197e+18,1633222326954196992,3844550853.0,3844550853,Godbinna,,,,,False,0,0,False,False,en,en,recent,781218843582664704,781218843582664704,Mo,MainManMoo,Deutschland,× HSV × Cardinals × Suns ×,,[],False,1385,1384,16,Wed Sep 28 19:47:41 +0000 2016,748958,,,True,False,84179,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1621989689396805639/N_5jPAWC_normal.jpg,https://pbs.twimg.com/profile_images/1621989689396805639/N_5jPAWC_normal.jpg,https://pbs.twimg.com/profile_banners/781218843582664704/1654120884,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:21:36 +0000 2023,1633216351950229504,1633216351950229504,Ahaaaaaaa I told y’all Lamar wasn’t coming to Atalanta. Now can the rest of y’all fans focus on what’s important for the team. Thank you TF and AS and AB https://t.co/60Y7OQwdNd,False,"[0, 153]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,1075276328,1075276328,JB,saint__XVI,"Ontario, CA",Gaming Sports Anime. Never be afraid and always know what your capable of in this world because you’ll be greater in the next. Falcons Grizzlies Hawks Wizards,https://t.co/JLeC5De3my,[],False,132,728,0,Thu Jan 10 00:31:00 +0000 2013,25033,,,True,False,3897,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1568081315429502976/fDjjAyfj_normal.jpg,https://pbs.twimg.com/profile_images/1568081315429502976/fDjjAyfj_normal.jpg,https://pbs.twimg.com/profile_banners/1075276328/1535565477,DD2E44,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/JLeC5De3my', 'expanded_url': 'https://twitch.tv/saintxvibad', 'display_url': 'twitch.tv/saintxvibad', 'indices': [0, 23]}]",False,1.6332118336488284e+18,1633211833648828416,Tue Mar 07 21:03:39 +0000 2023,1.6332118336488284e+18,1633211833648828416,"Reports: Falcons will not pursue Ravens QB Lamar Jackson
(@diannaESPN was first)

https://t.co/8ULSek0jtO",False,"[0, 105]",en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,34060848.0,34060848,Scott Bair,ScottBairNFL,The ATL,https://t.co/cCLEh4Dem7 Digital Managing Editor,https://t.co/dhzvovzjXN,"[{'url': 'https://t.co/dhzvovzjXN', 'expanded_url': 'http://atlantafalcons.com', 'display_url': 'atlantafalcons.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/cCLEh4Dem7', 'expanded_url': 'http://AtlantaFalcons.com', 'display_url': 'AtlantaFalcons.com', 'indices': [0, 23]}]",False,35635.0,894.0,1019.0,Tue Apr 21 22:04:25 +0000 2009,10667.0,,,True,True,39201.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1386721701728178177/amxmdkKa_normal.jpg,https://pbs.twimg.com/profile_images/1386721701728178177/amxmdkKa_normal.jpg,https://pbs.twimg.com/profile_banners/34060848/1659385149,000033,FFFFFF,FFFFFF,000033,True,False,False,False,False,False,False,none,[],,,,,False,74.0,335.0,False,False,False,en,,,,,,,,,,,,,,,,,
Tue Mar 07 21:21:26 +0000 2023,1633216307771625474,1633216307771625474,@Bonetti Hope we are able to see the beast we witnessed in atalanta again,False,"[9, 73]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330986430612357e+18,1633098643061235712,48052513.0,48052513,Bonetti,,,,,False,0,0,False,False,en,en,recent,1362114023303487488,1362114023303487488,imperceptibly_loud,ImperceptiblyL,,"It's not about what you want,                             
                     But what u r willing to do fr it.",,[],False,4,149,0,Wed Feb 17 18:58:03 +0000 2021,24,,,False,False,69,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633215421204811777/uEITZ8bP_normal.jpg,https://pbs.twimg.com/profile_images/1633215421204811777/uEITZ8bP_normal.jpg,https://pbs.twimg.com/profile_banners/1362114023303487488/1637208711,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:09:30 +0000 2023,1633213304645591045,1633213304645591045,"Tryna sell 2 tickets to SZA sos tour for tonight 3/7 at State Farm Arena - Atalanta ,GA..drop a dm if you’re interested",False,"[0, 119]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1628088517,1628088517,kirir💫❤️‍🔥,mudii92,,peace ✌️🕊️,,[],False,311,229,0,Sun Jul 28 15:00:07 +0000 2013,1,,,False,False,43,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1627340512519757825/88Teo1LN_normal.jpg,https://pbs.twimg.com/profile_images/1627340512519757825/88Teo1LN_normal.jpg,https://pbs.twimg.com/profile_banners/1628088517/1676823200,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:09:12 +0000 2023,1633213230225973249,1633213230225973249,"Who’s looking for 2 tickets to SZA sos tour for tonight 3/7 at State Farm Arena - Atalanta ,GA..LMK if you’re interested in them",False,"[0, 128]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1286978279476539392,1286978279476539392,three gang😤❤️‍🔥💦,gangirl193,,just a cute girl,,[],False,259,31,0,Sat Jul 25 10:56:16 +0000 2020,0,,,False,False,62,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618260496729112580/xME9Brrj_normal.jpg,https://pbs.twimg.com/profile_images/1618260496729112580/xME9Brrj_normal.jpg,https://pbs.twimg.com/profile_banners/1286978279476539392/1676918753,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:09:06 +0000 2023,1633213205253062656,1633213205253062656,"Best girls In each franchise 
Atalanta:Kenya 
Potomac : Monique 
NYC: Bethany https://t.co/qTaM2YOuKe",False,"[0, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1208620697020485633,1208620697020485633,AJ 🤍,AJdabaddie,"New Jersey, USA","Know God, Know peace. Rutgers alumna 👩🏾‍🎓 23",,[],False,285,430,0,Sun Dec 22 05:30:15 +0000 2019,46711,,,True,False,10445,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1523521283539017728/3gdhqY9C_normal.jpg,https://pbs.twimg.com/profile_images/1523521283539017728/3gdhqY9C_normal.jpg,https://pbs.twimg.com/profile_banners/1208620697020485633/1601844482,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:08:51 +0000 2023,1633213142393147396,1633213142393147396,"Selling my 2 tickets to SZA sos tour for tonight 3/7 at State Farm Arena - Atalanta ,GA..Hmu if you’re interested in them",False,"[0, 121]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,744083586060517376,744083586060517376,ur crush❤️‍🔥,ctll2037,,not your crush actually 😂,,[],False,53,97,0,Sat Jun 18 08:25:26 +0000 2016,8,,,False,False,80,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633029627349278725/lba_iNDM_normal.jpg,https://pbs.twimg.com/profile_images/1633029627349278725/lba_iNDM_normal.jpg,https://pbs.twimg.com/profile_banners/744083586060517376/1678179590,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:06:37 +0000 2023,1633212578989060096,1633212578989060096,"@P0KEJUUU @acmilan but you named the worst italian coaches in football history …
 I was talking about the good ones  that play football like him,
 Thiago Motta from Bologna , Palladino from Monza ,Gasperini from atalanta , Dionisi from Sassuolo and Zanetti from Empoli … all way better than pioli",False,"[19, 296]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331837493651907e+18,1633183749365190656,1.2619232237692477e+18,1261923223769247744,P0KEJUUU,,,,,False,0,0,False,False,en,en,recent,1616257395868540930,1616257395868540930,@piolipeggiorediSerieA,footballfan077,,🗣 : 🇮🇹🇬🇧 🇪🇸| Lotto per il meglio del Milan / pioliout /inter&juve merda,,[],False,3,61,0,Fri Jan 20 02:13:02 +0000 2023,430,,,False,False,674,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616258807939620865/Qpsi7Crn_normal.jpg,https://pbs.twimg.com/profile_images/1616258807939620865/Qpsi7Crn_normal.jpg,https://pbs.twimg.com/profile_banners/1616257395868540930/1674221906,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:02:24 +0000 2023,1633211521445552129,1633211521445552129,@Am_Creezy I even fear backing Napoli against Atalanta,False,"[11, 54]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332112318918574e+18,1633211231891857410,978965904.0,978965904,Am_Creezy,,,,,False,0,0,False,False,en,en,recent,3335739028,3335739028,Sir Agirembabazi,benj_amin11,Layibi Gulu city ,Electrical engineer • Electrical Metering • Family • Husband• Dad Denver• @arsenal & ManUtd opponents 😂 • @sckitimba in @kaggwaLeague • Bigona Sheema finest,https://t.co/PYWEKxO8Bw,[],False,21811,3670,17,Fri Jun 19 22:45:40 +0000 2015,268190,,,True,False,217088,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1485286320419356674/q_bmCnqe_normal.jpg,https://pbs.twimg.com/profile_images/1485286320419356674/q_bmCnqe_normal.jpg,https://pbs.twimg.com/profile_banners/3335739028/1678090676,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/PYWEKxO8Bw', 'expanded_url': 'http://instagram.com/agirembabazi_benjamin', 'display_url': 'instagram.com/agirembabazi_b…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:02:22 +0000 2023,1633211509080743937,1633211509080743937,@ClownWorld_ What do you call the last attack by antifa in atalanta?  Just ordinary administration?,False,"[13, 99]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633194949595517e+18,1633194949595516929,1.4469321491483443e+18,1446932149148344320,ClownWorld_,,,,,False,0,0,False,False,en,en,recent,1473347000431259655,1473347000431259655,Sal P,SalP57352977,,,,[],False,11,64,0,Tue Dec 21 17:38:25 +0000 2021,679,,,False,False,2710,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1473347139577303043/WsuTlh-r_normal.png,https://pbs.twimg.com/profile_images/1473347139577303043/WsuTlh-r_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:47:52 +0000 2023,1633207863291129856,1633207863291129856,"@ALBandyou @hodgetwins Those videos should be easy links then 

Both Seattle (chop) and Atalanta evidence for these protestors being Antifa is the usual right wing pundits",False,"[23, 171]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332060072321065e+18,1633206007232106496,1.5773092108531384e+18,1577309210853138435,ALBandyou,,,,,False,0,0,False,False,en,en,recent,249969472,249969472,DKup,dkupiecki,,"Hater of hypocrisy and bad math. Dad of 3 girls; Arsenal, Cal Football , Cubs",,[],False,49,74,3,Thu Feb 10 04:15:50 +0000 2011,665,,,False,False,4574,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/977226212631240704/TVlA2kde_normal.jpg,https://pbs.twimg.com/profile_images/977226212631240704/TVlA2kde_normal.jpg,https://pbs.twimg.com/profile_banners/249969472/1389971457,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:42:53 +0000 2023,1633206607889793027,1633206607889793027,@f5amhq96_ @MilanPosts Masterclass against atalanta? And spurs as well😭,False,"[23, 71]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633206120222163e+18,1633206120222162944,2843753043.0,2843753043,f5amhq96_,,,,,False,0,5,False,False,en,en,recent,1252282475390394369,1252282475390394369,Ketamine156,ketamine156,,Just a guy supporting Milan🔴⚫️,,[],False,59,286,0,Mon Apr 20 17:06:37 +0000 2020,21906,,,True,False,1372,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1595753555847168000/jxTrkRBr_normal.jpg,https://pbs.twimg.com/profile_images/1595753555847168000/jxTrkRBr_normal.jpg,https://pbs.twimg.com/profile_banners/1252282475390394369/1653245685,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:41:17 +0000 2023,1633206207056867328,1633206207056867328,"ATALANTA PUBLIC SAFETY FACILITY
My Bull$hit meter goes off the chart with this video.

Like Biden would say, ""Com on man you been smokin the crack?""

https://t.co/xwqB4tAosd",False,"[0, 173]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,1,0,False,False,en,en,recent,1472146811280412680,1472146811280412680,Uncivil War,JoshuaActionNB,"Free in Thought, Earth","WHAT IF? You are the carbon footprint they want removed... Why do WEF WHO hold wargames? Unsocial media, global government? Play and learn wargames",https://t.co/0TJzyP8LiD,[],False,514,483,3,Sat Dec 18 10:09:00 +0000 2021,2290,,,False,False,5987,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1556888368079945728/w98azkxA_normal.jpg,https://pbs.twimg.com/profile_images/1556888368079945728/w98azkxA_normal.jpg,https://pbs.twimg.com/profile_banners/1472146811280412680/1659971338,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/0TJzyP8LiD', 'expanded_url': 'https://thejoshuaapp.org/unfiction/index.html', 'display_url': 'thejoshuaapp.org/unfiction/inde…', 'indices': [0, 23]}]",False,1.6325402457647596e+18,1632540245764759552,Mon Mar 06 00:35:00 +0000 2023,1.6325402457647596e+18,1632540245764759552,"UPDATE:Huge plumes of smoke &amp; massive police response after Antifa terrorists face off with police at the site of Atlanta’s future Public Safety Training Facility

Police have made multiple arrests. Antifa terrorists reportedly threw molotovs &amp; set fire to construction equipment https://t.co/oKmMaMinis",False,"[0, 287]",en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.3439628809248563e+18,1343962880924856320,Patriot4Life,Patriot4Life72,,"One Of God's Disciples Seeking Truth!

Telegram:  https://t.co/2pVmiqVMUr

TruthSocial:  @Patriot4Life72 https://t.co/3TvomlnUKM",https://t.co/SOhBzbofol,"[{'url': 'https://t.co/SOhBzbofol', 'expanded_url': 'https://www.givesendgo.com/Patriot4Life', 'display_url': 'givesendgo.com/Patriot4Life', 'indices': [0, 23]}]","[{'url': 'https://t.co/2pVmiqVMUr', 'expanded_url': 'https://t.me/Patriot4Life_Official', 'display_url': 't.me/Patriot4Life_O…', 'indices': [50, 73]}, {'url': 'https://t.co/3TvomlnUKM', 'expanded_url': 'https://truthsocial.com/@Patriot4Life72', 'display_url': 'truthsocial.com/@Patriot4Life72', 'indices': [105, 128]}]",False,240.0,106.0,0.0,Tue Dec 29 16:51:57 +0000 2020,230.0,,,False,False,2200.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1586432920281092097/CpXcCBH3_normal.jpg,https://pbs.twimg.com/profile_images/1586432920281092097/CpXcCBH3_normal.jpg,https://pbs.twimg.com/profile_banners/1343962880924856320/1610168674,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,1.0,0.0,False,False,False,en,,,,,,,,,,,,,,,,,
Tue Mar 07 20:38:14 +0000 2023,1633205435997081600,1633205435997081600,"@Zoobeard77 Why would Atalanta want Jackson ? this is not fantasy football . 1 playoff win in 5 years , always hurt , quit on the ravens last year and he is a RB playing qb that is the reality",False,"[12, 192]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332046669797212e+18,1633204666979721217,1110640848.0,1110640848,Zoobeard77,,,,,False,0,0,False,False,en,en,recent,625738506,625738506,FutbolKicks ⭐️ ⭐️ ⭐️,FutbolKicks,"New York, NY","US National team, Argentina National team, Boca Juniors , NYCFC MLS champions and the New York Football Jets 🇺🇸 🇦🇷#beagle advocate, love to Golf",https://t.co/CzyRyHyFBJ,[],False,1084,174,8,Tue Jul 03 15:51:44 +0000 2012,28936,,,True,False,12866,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1604688678856564736/8GxsimS7_normal.jpg,https://pbs.twimg.com/profile_images/1604688678856564736/8GxsimS7_normal.jpg,https://pbs.twimg.com/profile_banners/625738506/1652320704,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/CzyRyHyFBJ', 'expanded_url': 'http://www.futbolkicks.com', 'display_url': 'futbolkicks.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:17:06 +0000 2023,1633200121146900486,1633200121146900486,@410Chris__ @RapSheet For that to happen Atalanta would have to be so bad with lamar that they would’ve had the first pick next year and that’s just never happening,False,"[22, 164]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331999600899277e+18,1633199960089927680,1.2773911267864412e+18,1277391126786441223,410Chris__,,,,,False,0,0,False,False,en,en,recent,1470923859310350337,1470923859310350337,dobbins szn,dobbinstop10,"Baltimore, MD",#ravensflock,,[],False,238,442,1,Wed Dec 15 01:09:25 +0000 2021,21269,,,False,False,2332,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1529122360640544768/W19xUbh0_normal.jpg,https://pbs.twimg.com/profile_images/1529122360640544768/W19xUbh0_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:10:42 +0000 2023,1633198508462297094,1633198508462297094,Carolina or Atalanta… come and get Lamar!,False,"[0, 41]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,227941082,227941082,Michael,Be_Likee_Mike,"Cleveland, OH",,,[],False,213,200,1,Sat Dec 18 07:38:52 +0000 2010,1910,,,True,False,27282,,False,False,False,E0163E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1329774736654548992/cjL24arn_normal.jpg,https://pbs.twimg.com/profile_images/1329774736654548992/cjL24arn_normal.jpg,https://pbs.twimg.com/profile_banners/227941082/1640111480,42B4DE,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:10:13 +0000 2023,1633198385330020352,1633198385330020352,"If I’m Lamar, I’m talking to Atalanta, Washington, and maybe Houston, those teams can afford him and they have the picks for him, this FA can be more fun then last years honestly",False,"[0, 178]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1288996587901874177,1288996587901874177,_dc4lsports_,_dc4lsports_,,"•You never chose the Cowboys, your born one •Follow the Tiktok (_dc4lsports_) •new season •@jennaortega’s husband",https://t.co/GcWwKE2TyJ,[],False,179,217,1,Fri Jul 31 00:35:19 +0000 2020,74960,,,False,False,4186,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1611073418128166912/7RINXIaj_normal.jpg,https://pbs.twimg.com/profile_images/1611073418128166912/7RINXIaj_normal.jpg,https://pbs.twimg.com/profile_banners/1288996587901874177/1667932549,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/GcWwKE2TyJ', 'expanded_url': 'http://www.tiktok.com/@_dc4lsports_', 'display_url': 'tiktok.com/@_dc4lsports_', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
