created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.possibly_sensitive,quoted_status.user.entities.url.urls
Wed Mar 08 00:52:54 +0000 2023,1633269526153379841,1633269526153379841,"D3 / 281.8 / 96.8
Kind of a boring day of eating. Had some bologna (I know, not the best option) rolled up with some cheese around breakfast time. Then for lunch had a big bowl of ground beef. Then dove into a 42 hour water fast that ends Thursday morning. #carnivore #fasting",False,"[0, 276]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,,en,en,recent,1453140781,1453140781,EatPlayLift,EatPlayLift,,"Mostly Carnivore. Big fan of Fasting, Rucking, Lifting, and Meditation. Down 58.2 lbs overall with a mix of Fasting-Only and Fasting/Carnivore.",,,[],False,231,211,3,Fri May 24 03:29:17 +0000 2013,143,,,True,False,49,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1632297053312172034/fWAU2LsJ_normal.jpg,https://pbs.twimg.com/profile_images/1632297053312172034/fWAU2LsJ_normal.jpg,https://pbs.twimg.com/profile_banners/1453140781/1678219230,617ED4,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:52:03 +0000 2023,1633269312365420545,1633269312365420545,@LisaWal24884807 My bologna has a 1st name....🎶🎵,False,"[17, 48]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332453526767002e+18,1633245352676700161,1.3953986485113528e+18,1395398648511352840,LisaWal24884807,,,,,False,0,0,False,False,,en,en,recent,880504866186997760,880504866186997760,"Always learning, Susan",NeverWasABot,Here I am ,"Love #Jesus; Forgiven, not perfect; Love my country 🇺🇸; Prayer warrior; my greatest blessings call me grandma",,,[],False,6992,6962,11,Thu Jun 29 19:14:53 +0000 2017,167019,,,False,False,121483,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1607581669506039810/gpiecyco_normal.jpg,https://pbs.twimg.com/profile_images/1607581669506039810/gpiecyco_normal.jpg,https://pbs.twimg.com/profile_banners/880504866186997760/1665426215,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:48:02 +0000 2023,1633268300737286144,1633268300737286144,When you spot 3 of your books photobombing at #Bologna. 🤣😊 Congrats to Essie and Rachel too! 🎉 https://t.co/moxTSWugFw,False,"[0, 94]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,8,False,False,False,en,en,recent,2869697244,2869697244,Julie Murphy picture book author,juliekidsbooks,Australia,"Aussie children's author into the wonder of animals & nature. Fmr zoologist & zookeeper. Amicus Ink, CSIRO Pub, Millbrook, NLA & more. #PB #kidlit",https://t.co/21RCpgCcpZ,"[{'url': 'https://t.co/21RCpgCcpZ', 'expanded_url': 'http://juliemurphybooks.com', 'display_url': 'juliemurphybooks.com', 'indices': [0, 23]}]",[],False,2533,2332,66,Tue Oct 21 23:50:34 +0000 2014,30185,,,False,False,15818,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1417989920988090368/cxr1Us7r_normal.jpg,https://pbs.twimg.com/profile_images/1417989920988090368/cxr1Us7r_normal.jpg,https://pbs.twimg.com/profile_banners/2869697244/1413936271,4A913C,000000,000000,000000,False,False,False,False,False,False,False,none,[],1.6327965070562918e+18,1632796507056291841,Mon Mar 06 17:33:17 +0000 2023,1.6327965070562918e+18,1632796507056291841,Spotted at the #Bologna bookfair - @essiewhitewrite with the adorable PEAS IN A POD by my agency pal @Rachkln @StormLiterary @amicuspub 🥰🥰🥰 https://t.co/i15oB5BnR0,False,"[0, 139]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.21964251125035e+17,721964251125035008,Julie Abery,juliedawnabery,Switzerland,"Children's author, LITTLE ANIMAL FRIENDS BB series; YUSRA SWIMS; THE OLD MAN AND THE PENGUIN; SAKAMOTO’S SWIM CLUB; BABY DINOSAURS BB series (Amicus Ink) 2023",,[],False,2219.0,1821.0,32.0,Mon Apr 18 07:31:05 +0000 2016,23791.0,,,False,False,5546.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1412699451551064067/4vAIUlzp_normal.jpg,https://pbs.twimg.com/profile_images/1412699451551064067/4vAIUlzp_normal.jpg,https://pbs.twimg.com/profile_banners/721964251125035008/1674813849,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,False,0.0,24.0,False,False,en,False,
Wed Mar 08 00:42:31 +0000 2023,1633266912460242944,1633266912460242944,"@MysterySolvent It would be advertised as filet mignon with truffled potatoes and a brownie, and when you open it two of the compartments are empty and one is just sliced bologna.",False,"[16, 179]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332565233830953e+18,1633256523383095296,1.0947138761328722e+18,1094713876132872192,MysterySolvent,,,,,False,0,0,False,False,,en,en,recent,75881852,75881852,RMR,rmrjersey,Central New Jersey,"Mom, entrepreneur,  compassionate American looking for our lost collective soul.",,,[],False,418,2527,2,Sun Sep 20 21:40:58 +0000 2009,55180,,,False,False,42615,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1594817212451364887/mCcs1PgA_normal.jpg,https://pbs.twimg.com/profile_images/1594817212451364887/mCcs1PgA_normal.jpg,,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:42:07 +0000 2023,1633266810949599238,1633266810949599238,"@LisaWal24884807 Andy Lambros - the kid in the Oscar-Mayer Bologna commercials, circa June 1986.

My bologna has a first name: it's O-S-C-A-R
My bologna has a second name: it's M-A-Y-E-R
Oh I love to eat it everyday
And if you ask me why I'll say
Cause' Oscar Mayer has a way with B-O-L-O-G-N-A!",False,"[17, 295]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332453526767002e+18,1633245352676700161,1.3953986485113528e+18,1395398648511352840,LisaWal24884807,,,,,False,0,0,False,False,,en,en,recent,1560235342707433475,1560235342707433475,tom_feret,tomferet2,Andromeda Galaxy,"Pro-USA, Pro-Constitution, Pro-Conservative, Pro-Trump 
Anti-Communism, Anti-Socialism, Anti-Woke, Anti-Lib
𝗧𝗿𝘂𝗺𝗽/𝗗𝗲𝗦𝗮𝗻𝘁𝗶𝘀 𝟮𝟬𝟮𝟰 I block models!",,,[],False,226,244,1,Thu Aug 18 12:01:29 +0000 2022,2749,,,False,False,8877,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560684292518252544/ODSs_RSA_normal.jpg,https://pbs.twimg.com/profile_images/1560684292518252544/ODSs_RSA_normal.jpg,https://pbs.twimg.com/profile_banners/1560235342707433475/1660931413,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:42:03 +0000 2023,1633266798064721920,1633266798064721920,@HorrorGorl fried bologna and ketchup,False,"[12, 37]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330688915208684e+18,1633068891520868352,818676444.0,818676444,HorrorGorl,,,,,False,0,1,False,False,,en,en,recent,1233603051388317696,1233603051388317696,f1rxf1y,f1rxf1y,,general nobody gamer,https://t.co/78Yyvl2lUe,"[{'url': 'https://t.co/78Yyvl2lUe', 'expanded_url': 'https://www.twitch.tv/f1rxf1y', 'display_url': 'twitch.tv/f1rxf1y', 'indices': [0, 23]}]",[],False,13,125,1,Sat Feb 29 04:01:26 +0000 2020,291,,,True,False,376,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1533191834977058816/P8ZHxRZU_normal.jpg,https://pbs.twimg.com/profile_images/1533191834977058816/P8ZHxRZU_normal.jpg,https://pbs.twimg.com/profile_banners/1233603051388317696/1638391684,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:39:52 +0000 2023,1633266246014717952,1633266246014717952,@BlackMajikMan90 I like the idea of seeing more mid range budget movies. I remember hearing mid range budget are disappearing. Idk if that's bologna or not,False,"[17, 155]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332657564807004e+18,1633265756480700417,2458315074.0,2458315074,BlackMajikMan90,,,,,False,0,4,False,False,,en,en,recent,499406877,499406877,factual opinion 🇩🇴🇺🇲,applesaucelube9,uranus ,"we can disagree & still be friends....just kidding😄. I'm right & you're wrong.

Instagram: boilingsun5",,,[],False,70,744,0,Wed Feb 22 02:58:15 +0000 2012,2448,,,False,False,17801,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1519871762678390784/OF7XLbpV_normal.jpg,https://pbs.twimg.com/profile_images/1519871762678390784/OF7XLbpV_normal.jpg,https://pbs.twimg.com/profile_banners/499406877/1677982650,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:38:38 +0000 2023,1633265934629765121,1633265934629765121,"@yarnieyarnyarn Peach cobbler, sweet tea, chicken &amp; dumplings, cornbread, gumbo, c.f. steak, hush puppies, w. gravy, f.g. tomatoes, r.e. gravy, c. pie, hoppin' John, r.b. &amp; rice, f. bologna, jambalaya, butter beans, deviled eggs",False,"[16, 236]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332585059469353e+18,1633258505946935296,1.3085107528991212e+18,1308510752899121152,yarnieyarnyarn,,,,,False,0,2,False,False,,en,en,recent,1000909922396131329,1000909922396131329,JenParis⚜️,Jen_Paris14,United States,"I love Law and Order (especially Barba!!) music (Swiftie!) books, dogs, cats, quotes, in love with Paris 🗼 She/her",,,[],False,2093,1931,4,Mon May 28 01:21:36 +0000 2018,243826,,,False,False,95223,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1609035311966998529/l0k2LC6L_normal.jpg,https://pbs.twimg.com/profile_images/1609035311966998529/l0k2LC6L_normal.jpg,https://pbs.twimg.com/profile_banners/1000909922396131329/1643423349,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:38:34 +0000 2023,1633265920155209728,1633265920155209728,"Minsang inangkin ng @gmanetwork na they prove daw 'Global Media &amp; Arts'. You use artists, but do not help them, then that's a lie. Catherine of #Bologna, patron of artists, bless all dancers/BClisters! @TV5manila @cnnphilippines @NewsRmn @Viva_Ent @ABSCBN @Bilibili_Ph https://t.co/isMGtVLJpX",False,"[0, 272]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,307315536,307315536,Joriz Montes,Commondominion,,"https://t.co/YdmyiCBotA… robertlawrencefulgencio@gmail.com
By God: bishop/patriarch/dancer. https://t.co/7KDZthAaHD…",https://t.co/zohMjk7vcI,"[{'url': 'https://t.co/zohMjk7vcI', 'expanded_url': 'http://robertlawrencefulg.wixsite.com/commondominion', 'display_url': 'robertlawrencefulg.wixsite.com/commondominion', 'indices': [0, 23]}]","[{'url': 'https://t.co/YdmyiCBotA', 'expanded_url': 'http://facebook.com/jojo.mercado.3', 'display_url': 'facebook.com/jojo.mercado.3', 'indices': [0, 23]}, {'url': 'https://t.co/7KDZthAaHD', 'expanded_url': 'http://youtube.com/@jorizmingoymo', 'display_url': 'youtube.com/@jorizmingoymo', 'indices': [92, 115]}]",False,59,388,3,Sun May 29 12:17:18 +0000 2011,26,,,False,False,11239,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1609743015052201984/_FOGiYKr_normal.jpg,https://pbs.twimg.com/profile_images/1609743015052201984/_FOGiYKr_normal.jpg,https://pbs.twimg.com/profile_banners/307315536/1672627624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:38:00 +0000 2023,1633265775007125509,1633265775007125509,Oh yeah! Congratulations ⁦@halseanderson⁩! 🎉❤️💯 https://t.co/Up6lJXjryl,False,"[0, 71]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,6,False,False,False,en,en,recent,2232284371,2232284371,Emily Meixner,EsMteach,,"Teacher. Teacher of teachers. YA lit enthusiast. Madison, WI native. NJ transplant. she/her. #NCTE EC | #CEL Chair | #nErDcampNJ | #NJCTE 📚📓",,,[],False,2001,1754,46,Fri Dec 06 01:45:32 +0000 2013,19060,,,False,False,9661,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/419509985307938816/YdANLHsm_normal.jpeg,https://pbs.twimg.com/profile_images/419509985307938816/YdANLHsm_normal.jpeg,https://pbs.twimg.com/profile_banners/2232284371/1521153533,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:36:22 +0000 2023,1633265364351201280,1633265364351201280,@NickDianni Haha you’re a Bologna fan don’t be offended lol jks jkd . Haha sorry it’s years of Roma losing and sucking I gotta get joy from rivals losing here n there lol.,False,"[12, 171]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332614697635512e+18,1633261469763551233,1225587541.0,1225587541,NickDianni,,,,,False,0,1,False,False,,en,en,recent,1428515375025688580,1428515375025688580,Angelo Zarra,pazzapicks,"Treaty Seven territory, Canada",Contributor with @playingfor90. My thoughts / Opinions are my own.,,,[],False,1137,1442,1,Fri Aug 20 00:33:24 +0000 2021,18089,,,False,False,12368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1557077660039139330/_8s4IbPe_normal.jpg,https://pbs.twimg.com/profile_images/1557077660039139330/_8s4IbPe_normal.jpg,https://pbs.twimg.com/profile_banners/1428515375025688580/1632931361,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:35:33 +0000 2023,1633265160508030976,1633265160508030976,"Four Korean picture books received special mention at the BolognaRagazzi Award this week, as part of the Bologna Children's Book Fair held in Italy.https://t.co/aRqsRRAKa2",False,"[0, 171]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,56254987,56254987,The Korea Herald 코리아헤럴드,TheKoreaHerald,"Seoul, Korea ","🌏News, Now and Beyond",https://t.co/yjnj49MroI,"[{'url': 'https://t.co/yjnj49MroI', 'expanded_url': 'http://www.koreaherald.com', 'display_url': 'koreaherald.com', 'indices': [0, 23]}]",[],False,86752,25,2522,Mon Jul 13 01:58:14 +0000 2009,178,,,True,True,96997,,False,False,False,C7EAFB,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,True,http://pbs.twimg.com/profile_images/1215182974301265922/5pVQX9vZ_normal.jpg,https://pbs.twimg.com/profile_images/1215182974301265922/5pVQX9vZ_normal.jpg,https://pbs.twimg.com/profile_banners/56254987/1666247195,0084B4,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:31:49 +0000 2023,1633264221315031041,1633264221315031041,"@FrankMikeDavis1 ""Eat your jailhouse bologna sandwich and STFU.""",False,"[17, 64]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331760338126848e+18,1633176033812684803,1.1142904141048504e+18,1114290414104850432,FrankMikeDavis1,,,,,False,0,0,False,False,,en,en,recent,1424371519,1424371519,Dave LeBherz,davelebherz,"Madison, Wisconsin",Union Carpenter #314. Devoted husband. Fed up with republican BS. Intermediate Scrabble player. Not into lists.,,,[],False,558,631,1,Mon May 13 01:11:06 +0000 2013,15488,,,False,False,1781,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1398715287147536390/lbW_1Ej7_normal.jpg,https://pbs.twimg.com/profile_images/1398715287147536390/lbW_1Ej7_normal.jpg,https://pbs.twimg.com/profile_banners/1424371519/1670154856,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:31:30 +0000 2023,1633264139756773377,1633264139756773377,@Bologna_Salad @elonmusk @danielhoughton @anothercohen @iamharaldur wait where was this I missed this bit,False,"[68, 105]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332544471774003e+18,1633254447177400321,30098132.0,30098132,Bologna_Salad,,,,,False,0,0,False,False,,en,en,recent,1070045664799846400,1070045664799846400,58 Godot Recommends Reading Kill 6 Billion Demons,_Godotto,,Aspires to eventually write a comic. AKA Admin 2 of Comic Book Pages Without Context/Graphic Novella Excerpts Sans Context. Any pronouns. Bi.,,,[],False,564,1673,2,Tue Dec 04 20:02:21 +0000 2018,38580,,,False,False,17479,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1483528842853691396/OCT1YusX_normal.jpg,https://pbs.twimg.com/profile_images/1483528842853691396/OCT1YusX_normal.jpg,https://pbs.twimg.com/profile_banners/1070045664799846400/1672869446,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:31:25 +0000 2023,1633264119666159616,1633264119666159616,Bologna 2023: Laurie Halse Anderson Wins Astrid Lindgren Memorial Award https://t.co/oNz2Ql0ASP via @publisherswkly #astridlindgrenmemorialaward,False,"[0, 144]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,29111484,29111484,GSouto,GimstSouto,Portugal,"Certified Specialist IT in Education, Learning & Digital Culture, Consultant Educational Digital Resources & Social Media, eTraining, eSafety Kids",https://t.co/RPQsyYZe0C,"[{'url': 'https://t.co/RPQsyYZe0C', 'expanded_url': 'https://gsouto-digitalteacher.blogspot.com/', 'display_url': 'gsouto-digitalteacher.blogspot.com', 'indices': [0, 23]}]",[],False,398,321,0,Mon Apr 06 01:12:00 +0000 2009,710,,,False,False,23667,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,True,http://pbs.twimg.com/profile_images/1408770060542414851/PyTMBXSO_normal.jpg,https://pbs.twimg.com/profile_images/1408770060542414851/PyTMBXSO_normal.jpg,https://pbs.twimg.com/profile_banners/29111484/1673219859,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:31:11 +0000 2023,1633264059880439808,1633264059880439808,A friend bologna sandwich don’t sound too bad,False,"[0, 45]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,24802562,24802562,Jafar Morgendorffer,GeminiReign620,North Carolina ,🌞 Gemini  🌙 Virgo  ⬆️ Pisces 💫,,,[],False,2179,1696,21,Tue Mar 17 00:12:45 +0000 2009,8180,,,True,False,206078,,False,False,False,080306,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1604232937305784321/V3A9NM_N_normal.jpg,https://pbs.twimg.com/profile_images/1604232937305784321/V3A9NM_N_normal.jpg,https://pbs.twimg.com/profile_banners/24802562/1667103975,D6821C,0A0307,E0162E,FAF2F7,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:29:03 +0000 2023,1633263525278756864,1633263525278756864,@Jim_Jordan Capital police chief and leader of the Republican senate called out fox news bologna,False,"[12, 96]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332611671109222e+18,1633261167110922241,18166778.0,18166778,Jim_Jordan,,,,,False,0,5,False,False,,en,en,recent,68977150,68977150,Jeff Anderson,mrJeff44,"Michigan, USA",loving life,,,[],False,158,656,1,Wed Aug 26 13:31:38 +0000 2009,7794,,,False,False,6074,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1223942118324015106/ipiLQjGL_normal.jpg,https://pbs.twimg.com/profile_images/1223942118324015106/ipiLQjGL_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:27:47 +0000 2023,1633263206700294146,1633263206700294146,"@NYYScoreKeep White bread slice of bologna for alex I may be watered down, applesauce and green beans for the rest of his life, and couldn’t happen to a nicer guy. EB",False,"[14, 166]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332350721522074e+18,1633235072152207360,59327309.0,59327309,NYYScoreKeep,,,,,False,0,0,False,False,,en,en,recent,248174330,248174330,Eric Bland,TheEricBland,South Carolina,Founder/Partner of @BlandRichterSC. Malpractice Attorney fighting for the last 35 years for the underdog. We should all drink from the same #CupofJustice,https://t.co/xUMt9A1syk,"[{'url': 'https://t.co/xUMt9A1syk', 'expanded_url': 'https://campsite.bio/theericbland', 'display_url': 'campsite.bio/theericbland', 'indices': [0, 23]}]",[],False,31073,102,147,Sun Feb 06 12:19:30 +0000 2011,1840,,,True,False,3305,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1621705705601499136/0u3LerPo_normal.jpg,https://pbs.twimg.com/profile_images/1621705705601499136/0u3LerPo_normal.jpg,https://pbs.twimg.com/profile_banners/248174330/1669921163,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
