created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.user.entities.url.urls,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.contained_within,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates
Tue Mar 07 14:35:32 +0000 2023,1633114160987865089,1633114160987865089,"Just published a new video: Lecture 05, date 2022-03-07: Constructor Functions. Callbacks. Functional programming.

Course: Web Applications I, Politecnico di Torino, year 2022/2023

More info:
- course website: https://t.co/GtAEV6th7o https://t.co/BU9Bvn9sFx",False,"[0, 259]","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,466601689,466601689,Fulvio Corno,fulcorno,"Torino, Italy","Computer Engineering @ Politecnico di Torino. Ambient Intelligence, Human Computer Interaction, IoT, https://t.co/7MA7JG0jPj
@fulcorno@mastodon.uno",https://t.co/zQ0vg6Jbu6,"[{'url': 'https://t.co/zQ0vg6Jbu6', 'expanded_url': 'http://elite.polito.it/people/corno', 'display_url': 'elite.polito.it/people/corno', 'indices': [0, 23]}]","[{'url': 'https://t.co/7MA7JG0jPj', 'expanded_url': 'http://elite.polito.it', 'display_url': 'elite.polito.it', 'indices': [101, 124]}]",False,886,988,34,Tue Jan 17 15:53:15 +0000 2012,1720,,,True,False,6089,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/999234982169083904/EZpWcwTB_normal.jpg,https://pbs.twimg.com/profile_images/999234982169083904/EZpWcwTB_normal.jpg,https://pbs.twimg.com/profile_banners/466601689/1531036886,1F98C7,C6E2EE,DAECF4,663B12,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:35:31 +0000 2023,1633114156642582531,1633114156642582531,"Just published a new video: Lecture 06, date 2022-03-07: Constructor Functions. Callbacks. Functional programming.

Course: Web Applications I, Politecnico di Torino, year 2022/2023

More info:
- course website: https://t.co/GtAEV6th7o https://t.co/k0QhymvTvI",False,"[0, 259]","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,466601689,466601689,Fulvio Corno,fulcorno,"Torino, Italy","Computer Engineering @ Politecnico di Torino. Ambient Intelligence, Human Computer Interaction, IoT, https://t.co/7MA7JG0jPj
@fulcorno@mastodon.uno",https://t.co/zQ0vg6Jbu6,"[{'url': 'https://t.co/zQ0vg6Jbu6', 'expanded_url': 'http://elite.polito.it/people/corno', 'display_url': 'elite.polito.it/people/corno', 'indices': [0, 23]}]","[{'url': 'https://t.co/7MA7JG0jPj', 'expanded_url': 'http://elite.polito.it', 'display_url': 'elite.polito.it', 'indices': [101, 124]}]",False,886,988,34,Tue Jan 17 15:53:15 +0000 2012,1720,,,True,False,6089,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/999234982169083904/EZpWcwTB_normal.jpg,https://pbs.twimg.com/profile_images/999234982169083904/EZpWcwTB_normal.jpg,https://pbs.twimg.com/profile_banners/466601689/1531036886,1F98C7,C6E2EE,DAECF4,663B12,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:33:20 +0000 2023,1633113609352929282,1633113609352929282,"@Record_Sport @IFTVofficial Vieri has no problem though. Mind you he played for Juventus, Inter, Milan, Lazio, Atalanta, Venezia, Pisa, Ravenna, Sampdoria, Fiorentina and Torino. What a mercenary haha 😂",False,"[28, 202]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6327418205128417e+18,1632741820512841728,358235006.0,358235006,Record_Sport,,,,,False,0,0,False,False,,en,en,recent,1527328397357027328,1527328397357027328,Brizbaldinho,brizbaldinho,,,,,[],False,4,30,0,Thu May 19 16:40:58 +0000 2022,94,,,False,False,1140,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1527329211303616528/JttfLlh__normal.jpg,https://pbs.twimg.com/profile_images/1527329211303616528/JttfLlh__normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:25:56 +0000 2023,1633111746503229445,1633111746503229445,@Rylan Why is Britain like this? Torino had it spot on last year!,False,"[7, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331081327622062e+18,1633108132762206208,79367880.0,79367880,Rylan,,,,,False,0,4,False,False,,en,en,recent,1582309866688942080,1582309866688942080,Ben,DollyBenga,,New account. Again. Livi. “All weather pitch” fan. Hoping Elon will give me free reign to argue with Tories 👍🏻,,,[],False,106,209,0,Tue Oct 18 09:57:53 +0000 2022,7898,,,False,False,2454,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604485956941250560/Nvb5ilTq_normal.jpg,https://pbs.twimg.com/profile_images/1604485956941250560/Nvb5ilTq_normal.jpg,https://pbs.twimg.com/profile_banners/1582309866688942080/1666201314,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:20:33 +0000 2023,1633110391201976324,1633110391201976324,"8 films to know me 💫 

* Joker (2019)
* Fury (2014)
* Bride of Chucky (1998)
* The Autopsy of Jane Doe (2016)
* Corpse Bride (2005)
* Gran Torino (2008)
* The Descent (2005)
* As Above So Below (2014)
* Silent Hill (2006)
an extra one bc i said so. https://t.co/kGBpCRZ56I",False,"[0, 248]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,1,False,False,False,en,en,recent,1331460758341902337,1331460758341902337,Melanie🖤,melsnicolee,,just a young hot mom 👩‍👦‍👦🤍 // 23,,,[],False,121,103,0,Wed Nov 25 04:52:51 +0000 2020,9911,,,True,False,9955,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624551342495727617/NP-PC1CT_normal.jpg,https://pbs.twimg.com/profile_images/1624551342495727617/NP-PC1CT_normal.jpg,https://pbs.twimg.com/profile_banners/1331460758341902337/1673580979,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.6329611556594442e+18,1632961155659444227,Tue Mar 07 04:27:33 +0000 2023,1.6329611556594442e+18,1632961155659444227,"8 films to know me 🤸🏻‍♀️

» LaLaLand (2016)
» 27 dresses (2008)
» Sinister (2012)
» Tangled (2010) 
» Prisoners (2013)
» My girl (1991)
» The parent trap (1998)
» The muppets (2011) https://t.co/8k6CFIs10Z",False,"[0, 181]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,8.147119771971092e+17,814711977197109248,🦎,jaydahurtado,In My Solitude ,aries ☼ virgo ☽ aries ↑ (She/Her) @thequeuemedia,https://t.co/6XITfoHEDW,[],False,1259.0,1518.0,3.0,Fri Dec 30 05:57:26 +0000 2016,113562.0,,,True,False,24888.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1608891826240475136/uS79AZ82_normal.jpg,https://pbs.twimg.com/profile_images/1608891826240475136/uS79AZ82_normal.jpg,https://pbs.twimg.com/profile_banners/814711977197109248/1665274787,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,True,1.6329253431063347e+18,1632925343106334724,1.0,14.0,False,False,True,en,,,,,,,,,,,,"[{'url': 'https://t.co/6XITfoHEDW', 'expanded_url': 'https://instagram.com/jaydahurtado?igshid=15s0lcg9mmc75', 'display_url': 'instagram.com/jaydahurtado?i…', 'indices': [0, 23]}]",,,,,,,,,,
Tue Mar 07 14:15:49 +0000 2023,1633109198442577923,1633109198442577923,@TorinoEconomics gets for you the most important news and events of the day #March07 #Argentina #Bolivia #Ecuador #Venezuela #ElSalvador #EmergingMarkets Read More https://t.co/nXsiRxv9By https://t.co/zdBtZft3Id,False,"[0, 187]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,1.0381097594324705e+18,1038109759432470529,TorinoEconomics,,,,,False,0,1,False,False,False,en,en,recent,1038109759432470529,1038109759432470529,Torino Economics,TorinoEconomics,"Caracas, Venezuela","Somos la unidad de análisis económico de Torino Capital LLC. Cubrimos #Argentina, #Bolivia, #Ecuador y #Venezuela y otras economias emergentes. #EmergingMarkets",https://t.co/u2GlaE03xP,"[{'url': 'https://t.co/u2GlaE03xP', 'expanded_url': 'http://www.torinocap.com/market-analysis/', 'display_url': 'torinocap.com/market-analysi…', 'indices': [0, 23]}]",[],False,4974,4468,49,Fri Sep 07 17:00:28 +0000 2018,4563,,,False,False,9745,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1541787095294951426/XgltTkIL_normal.jpg,https://pbs.twimg.com/profile_images/1541787095294951426/XgltTkIL_normal.jpg,https://pbs.twimg.com/profile_banners/1038109759432470529/1656358241,FFF0F0,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:04:46 +0000 2023,1633106420286607360,1633106420286607360,@jpdandreaa Rather wax my Gran Torino.,False,"[12, 38]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6327213861112259e+18,1632721386111225857,1.524061838505296e+18,1524061838505295875,jpdandreaa,,,,,False,0,0,False,False,,en,en,recent,1600612307826085889,1600612307826085889,Walt Kowalski,waltkowalksi84,"Detroit, MI",What the hell does everybody want with my Gran Torino?,,,[],False,1,27,0,Wed Dec 07 22:05:17 +0000 2022,6,,,False,False,53,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1600614937893675013/6yt1VwWn_normal.jpg,https://pbs.twimg.com/profile_images/1600614937893675013/6yt1VwWn_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:00:22 +0000 2023,1633105310901583872,1633105310901583872,#Bologna midfielder Roberto #Soriano rues lack of aggression in #Torino loss https://t.co/tpfNoYm6YQ,False,"[0, 100]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,1582755635266977794,1582755635266977794,ItalianFootball24,itafootball24,,"The official Twitter account of https://t.co/WO7YGD5S4L: non-stop news throughout the Italian football landscape including results, transfer rumors and more.",https://t.co/agaoaSQjjW,"[{'url': 'https://t.co/agaoaSQjjW', 'expanded_url': 'http://italianfootball24.com', 'display_url': 'italianfootball24.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/WO7YGD5S4L', 'expanded_url': 'http://ItalianFootball24.com', 'display_url': 'ItalianFootball24.com', 'indices': [32, 55]}]",False,122,4,5,Wed Oct 19 15:28:55 +0000 2022,0,,,False,False,299,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1582852479749873693/1u4nIIVZ_normal.jpg,https://pbs.twimg.com/profile_images/1582852479749873693/1u4nIIVZ_normal.jpg,https://pbs.twimg.com/profile_banners/1582755635266977794/1666217292,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:57:58 +0000 2023,1633104706300944387,1633104706300944387,@BenOTBC @fiago7 For example juventus and Torino aren’t rivals. They’re just neighbours,False,"[17, 87]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6328550472382956e+18,1632855047238295555,1.3320002102859817e+18,1332000210285981704,BenOTBC,,,,,False,0,0,False,False,,en,en,recent,1185501965662543878,1185501965662543878,pneumonoultramicroscopicsilicovolcanoconiosis,VDVMaestro,,Don’t search for evidence to prove your point. Search for evidence to inform your opinion,,,[],False,924,1305,0,Sat Oct 19 10:24:44 +0000 2019,33719,,,False,False,17623,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604062370141278208/7OH11QYf_normal.jpg,https://pbs.twimg.com/profile_images/1604062370141278208/7OH11QYf_normal.jpg,https://pbs.twimg.com/profile_banners/1185501965662543878/1630694435,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:54:20 +0000 2023,1633103793184202753,1633103793184202753,Karamoh’s moment of brilliance gives Torino win https://t.co/vAl9jpd0VR,False,"[0, 71]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1276495633520754689,1276495633520754689,Sahu News,TheSahuNews,Global,"Sahu News provides comprehensive and up-to-date news coverage, compiled from a variety of sources throughout the world.",https://t.co/fKxSIH1tSt,"[{'url': 'https://t.co/fKxSIH1tSt', 'expanded_url': 'http://sahu.news', 'display_url': 'sahu.news', 'indices': [0, 23]}]",[],False,150,0,2,Fri Jun 26 12:45:59 +0000 2020,9,,,False,False,163790,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1463240540439425031/Dqrd0lUk_normal.jpg,https://pbs.twimg.com/profile_images/1463240540439425031/Dqrd0lUk_normal.jpg,https://pbs.twimg.com/profile_banners/1276495633520754689/1635510743,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:38:16 +0000 2023,1633099751611588610,1633099751611588610,"#Musica #Torino #News

albums
https://t.co/3f0ZYfFqig

https://t.co/GjdYz1SVZf",False,"[0, 78]","<a href=""https://botbird.net"" rel=""nofollow"">Botbird tweets</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1570569347474788354,1570569347474788354,Himmel Unterseeboot Tokyo,___HUT_________,TOKYO,https://t.co/ySDv8c37zT Developing music in a nuclear submarine in the sky of Tokyo to help God’s experiments,https://t.co/m65mm6Ak6z,"[{'url': 'https://t.co/m65mm6Ak6z', 'expanded_url': 'http://www.unterseeboot.com', 'display_url': 'unterseeboot.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/ySDv8c37zT', 'expanded_url': 'http://unterseeboot.com', 'display_url': 'unterseeboot.com', 'indices': [0, 23]}]",False,13,11,0,Fri Sep 16 00:25:00 +0000 2022,0,,,False,False,680,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1595278895594770432/fr03EWcz_normal.jpg,https://pbs.twimg.com/profile_images/1595278895594770432/fr03EWcz_normal.jpg,https://pbs.twimg.com/profile_banners/1570569347474788354/1663288301,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 13:34:59 +0000 2023,1633098924704559108,1633098924704559108,"@KillaGruff Mo Better Blues
The Professional (Leon)
He Got Game
Breakfast at Tiffany’s
Gran Torino
Rocky IV
The Harder They Fall
The Photograph 
Do the Right Thing",False,"[12, 163]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6318188279010427e+18,1631818827901042688,360994812.0,360994812,KillaGruff,,,,,False,0,0,False,False,,en,en,recent,1023435644041945088,1023435644041945088,Smootie,smootie513,,,,,[],False,61,55,1,Sun Jul 29 05:10:46 +0000 2018,12821,,,False,False,8929,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632401539498221569/_D2EfNY1_normal.jpg,https://pbs.twimg.com/profile_images/1632401539498221569/_D2EfNY1_normal.jpg,https://pbs.twimg.com/profile_banners/1023435644041945088/1543363463,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
