created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Wed Mar 08 00:06:58 +0000 2023,1633257968991862784,1633257968991862784,@POTUS YOU ALLOWED BIG PARMA TO RULE OUR LIVES MORE THAN EVER BEFORE. SHUT YOUR MOUTH.,False,"[7, 86]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633248669578449e+18,1633248669578448896,1.3491490969096684e+18,1349149096909668363,POTUS,,,,,False,0,0,False,False,,en,en,recent,109403367,109403367,Derek Willett,dballz4,,,,[],False,132,456,3,Thu Jan 28 23:16:22 +0000 2010,14888,,,True,False,13555,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/878402812849336325/AFCVztMA_normal.jpg,https://pbs.twimg.com/profile_images/878402812849336325/AFCVztMA_normal.jpg,https://pbs.twimg.com/profile_banners/109403367/1422992607,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:03:13 +0000 2023,1633257021767032834,1633257021767032834,"@ArtStationHQ @spawning_ Still, not listening. https://t.co/l0CsZOzw9H",False,"[25, 46]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633200565659267e+18,1633200565659267072,1655398482.0,1655398482,ArtStationHQ,,,,,False,1,2,False,False,False,en,en,recent,1389583228357517314,1389583228357517314,ملك البامية,Leilime_parma,everywhere and nowhere,"Eldritch Sorcerer, creator of worlds, patron of the arts, passion of the soul",https://t.co/bL5MydFD7p,[],False,158,1978,0,Tue May 04 14:15:14 +0000 2021,44401,,,False,False,10003,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622217715061559297/AQNi0g4p_normal.jpg,https://pbs.twimg.com/profile_images/1622217715061559297/AQNi0g4p_normal.jpg,https://pbs.twimg.com/profile_banners/1389583228357517314/1672722051,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/bL5MydFD7p', 'expanded_url': 'https://www.pixiv.net/en/users/29504678', 'display_url': 'pixiv.net/en/users/29504…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:57:58 +0000 2023,1633255700263587841,1633255700263587841,@JoeBiden Democrats are all about Big Pharma. How much did Big Parma make with all the vaccine mandates and boosters? You guys lied to the American people and forced people to make a decision to keep their job or not. You guys are full of 💩!,False,"[10, 241]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332184743015956e+18,1633218474301595648,939091.0,939091,JoeBiden,,,,,False,0,0,False,False,,en,en,recent,1516774155340836866,1516774155340836866,Brandon Lucus,SBG4LF,,"if I had a dollar for every gender, I would have $2.00 and a bunch of counterfeits. Here for the leftist tears!",,[],False,38,92,2,Wed Apr 20 13:42:14 +0000 2022,4228,,,False,False,4007,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1524732069477158912/pjGUiEjg_normal.jpg,https://pbs.twimg.com/profile_images/1524732069477158912/pjGUiEjg_normal.jpg,https://pbs.twimg.com/profile_banners/1516774155340836866/1652359439,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:56:12 +0000 2023,1633255258435510272,1633255258435510272,"@catturd2 Shells and heads in butter, then wine then strain. Take juice and  butter cream and cheese to make a sauce for a homemade pasta while you fry shrimp with spinach to wilt at end. Parma cheese on top.",False,"[10, 208]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332507232855654e+18,1633250723285565442,1.0431857144379924e+18,1043185714437992449,catturd2,,,,,False,0,0,False,False,,en,en,recent,1351300785422917645,1351300785422917645,Kitkatty,Kitkatt59255246,,$.16onaire,,[],False,10,71,0,Mon Jan 18 22:50:04 +0000 2021,572,,,False,False,2172,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1434159581719052291/gI04kS01_normal.jpg,https://pbs.twimg.com/profile_images/1434159581719052291/gI04kS01_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:55:38 +0000 2023,1633240017349820417,1633240017349820417,"@CollinRugg Yes, he NOT only lied about doing the funding but, made $5MILLION  from BIG PARMA. He lied about masks, natural ammunity, &amp; many people died BC of the JABS(NOT EVEN A VACCINE but rather a JAB  that does NOT PREVENT GETTING IT  or SPREADING IT! 
ONE BIG LIE!",False,"[12, 273]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6325413016349164e+18,1632541301634916353,8.90061634181374e+17,890061634181373952,CollinRugg,,,,,False,0,0,False,False,,en,en,recent,596802453,596802453,Terry,Tppraysterry11,,,,[],False,11,81,0,Fri Jun 01 19:12:04 +0000 2012,637,,,False,False,593,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:44:40 +0000 2023,1633237255639691264,1633237255639691264,@fmbIog I don't think they've changed much since the updated but I'm really enjoying the Parma save I've just started. It's a good balance between a challenge and having a decent squad/money to spend.,False,"[8, 200]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6330533407445156e+18,1633053340744515584,204375950.0,204375950,fmbIog,,,,,False,0,0,False,False,,en,en,recent,1563089324308332545,1563089324308332545,parmaman 85,Parmaman85,,,,[],False,2,3,0,Fri Aug 26 09:02:11 +0000 2022,536,,,False,False,2335,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1563089412530921472/XAqQbVli_normal.png,https://pbs.twimg.com/profile_images/1563089412530921472/XAqQbVli_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:43:49 +0000 2023,1633237040966901760,1633237040966901760,@jjcromag That looks frickin' delicious...,False,"[10, 42]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331753297737032e+18,1633175329773703169,123266709.0,123266709,jjcromag,,,,,False,0,1,False,False,,en,en,recent,101551527,101551527,Jack Sullivan,Forza__Parma__,"Boston, MA",,,[],False,173,630,0,Sun Jan 03 19:22:10 +0000 2010,14737,,,False,False,24529,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1591897103269351427/iE8ggyAG_normal.jpg,https://pbs.twimg.com/profile_images/1591897103269351427/iE8ggyAG_normal.jpg,https://pbs.twimg.com/profile_banners/101551527/1626707921,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:33:18 +0000 2023,1633234395501850625,1633234395501850625,@WiglessnDep When Manila points at Raja on “you’re a champion” and raja does it back the next line….🥺💖,False,"[13, 102]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632930545859543e+18,1632930545859543040,4766292044.0,4766292044,WiglessnDep,,,,,False,0,29,False,False,,en,en,recent,1119005123827523584,1119005123827523584,Fabrizio/Malcum 🇮🇹🇺🇸 (he/they/she),parma_gianna,"Catania, Sicily",#FreePalestine,https://t.co/KTQ7nqx9WY,[],False,67,324,0,Thu Apr 18 22:29:46 +0000 2019,76653,,,True,False,7233,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622678390892376066/wgw15aJt_normal.jpg,https://pbs.twimg.com/profile_images/1622678390892376066/wgw15aJt_normal.jpg,https://pbs.twimg.com/profile_banners/1119005123827523584/1624911953,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/KTQ7nqx9WY', 'expanded_url': 'https://www.instagram.com/loveof415/', 'display_url': 'instagram.com/loveof415/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:29:57 +0000 2023,1633233551062605824,1633233551062605824,@parma @VDelgadoGarcia @hgermanstrias @GTRecerca @imagen_sec @secardiologia @jphsmart @shci_sec @DFCapodanno @EduQuintanaCVS @randreariba_rut @iamritu @eromerodorta @spitzertweets @icsMillan @rafa_romaguera @StructuralBCN @ENofrerias @JMonteroMD @G_Tarantini01 @ACCinTouch @WilliamKokFaiK1 And rheumatic aortic stenosis as well,False,"[290, 327]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6327986638681334e+18,1632798663868133377,13022172.0,13022172,parma,,,,,False,0,0,False,False,,en,en,recent,1573801659095973888,1573801659095973888,Dalia besada,daliabesada,,,,[],False,2,21,0,Sat Sep 24 22:29:18 +0000 2022,45,,,False,False,2,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1573801779225042945/vAq57uM7_normal.png,https://pbs.twimg.com/profile_images/1573801779225042945/vAq57uM7_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:08:24 +0000 2023,1633228129203281922,1633228129203281922,@NEO_Scan Parma &amp; Lakewood outskirts slowly being infiltrated.,False,"[10, 66]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330912548325704e+18,1633091254832570369,7.447663858431017e+17,744766385843101696,NEO_Scan,,,,,False,0,0,False,False,,en,en,recent,1312052679594704898,1312052679594704898,rickbrownbasketball,rickbrownbaske1,,,,[],False,4,26,0,Fri Oct 02 15:32:06 +0000 2020,780,,,False,False,961,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1312053164041003009/ILc-qhqM_normal.jpg,https://pbs.twimg.com/profile_images/1312053164041003009/ILc-qhqM_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:05:30 +0000 2023,1633227397657919495,1633227397657919495,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/RHL8lMAqhr #parmafantoken #IDO #airdrop,False,"[0, 115]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1567246174519787520,1567246174519787520,17 octobre 2000,ivanodgboss,,,,[],False,4,116,1,Tue Sep 06 20:19:58 +0000 2022,2,,,False,False,7,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1567246553235980288/HTliQ2Ih_normal.jpg,https://pbs.twimg.com/profile_images/1567246553235980288/HTliQ2Ih_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:05:09 +0000 2023,1633227311855161350,1633227311855161350,the look people give u when you tell them you’re from parma 😣,False,"[0, 61]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1499598648228958209,1499598648228958209,bella,bellabella019,,,,[],False,4,7,0,Fri Mar 04 04:12:40 +0000 2022,662,,,False,False,103,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1577029250477064222/PVuMOjyO_normal.jpg,https://pbs.twimg.com/profile_images/1577029250477064222/PVuMOjyO_normal.jpg,https://pbs.twimg.com/profile_banners/1499598648228958209/1647395938,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:04:53 +0000 2023,1633227245731938304,1633227245731938304,PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/RHL8lMAqhr #parmafantoken #IDO #airdrop,False,"[0, 115]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1567246174519787520,1567246174519787520,17 octobre 2000,ivanodgboss,,,,[],False,4,116,1,Tue Sep 06 20:19:58 +0000 2022,2,,,False,False,7,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1567246553235980288/HTliQ2Ih_normal.jpg,https://pbs.twimg.com/profile_images/1567246553235980288/HTliQ2Ih_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:04:33 +0000 2023,1633227159224610816,1633227159224610816,New Persian translation of Stendhal’s ‘The Charterhouse of Parma’ released https://t.co/18ewAXhkiM,False,"[0, 98]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,3314172961,3314172961,HumQadam TV,HumQadamTV,"London, England",,http://t.co/mVkL1jXmNu,[],False,353,113,1,Thu Aug 13 07:42:51 +0000 2015,0,,,False,False,139384,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/723394928856846337/4p_GFr-y_normal.jpg,https://pbs.twimg.com/profile_images/723394928856846337/4p_GFr-y_normal.jpg,https://pbs.twimg.com/profile_banners/3314172961/1440840414,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'http://t.co/mVkL1jXmNu', 'expanded_url': 'http://cblradio.com', 'display_url': 'cblradio.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:04:31 +0000 2023,1633227151607758848,1633227151607758848,New Persian translation of Stendhal’s ‘The Charterhouse of Parma’ released https://t.co/XCZvsfBpni,False,"[0, 98]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,100001851,100001851,Al Qamar Online,alqamaronline,,,,[],False,681,510,5,Mon Dec 28 17:28:01 +0000 2009,62,,,False,False,252137,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/627728240484847616/WI9FgJHN_normal.jpg,https://pbs.twimg.com/profile_images/627728240484847616/WI9FgJHN_normal.jpg,https://pbs.twimg.com/profile_banners/100001851/1443602905,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:00:08 +0000 2023,1633226048228954112,1633226048228954112,Rebecca Knott would love to show you the #listing at TBD 1st Lane E #Parma #ID  #realestate https://t.co/0KIak6xRf4 https://t.co/DluHtYH456,False,"[0, 115]","<a href=""https://www.corelistingmachine.com/"" rel=""nofollow"">CORE ListingMachine</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,3237399242,3237399242,Homes of Idaho,homes_of_idaho,"Nampa, ID",We're with you for every move!,https://t.co/0jWkLD12q2,[],False,127,563,0,Sat Jun 06 01:16:19 +0000 2015,21,,,True,False,4256,,False,False,False,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1468696714974425089/WcPtfXx0_normal.jpg,https://pbs.twimg.com/profile_images/1468696714974425089/WcPtfXx0_normal.jpg,https://pbs.twimg.com/profile_banners/3237399242/1638999613,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/0jWkLD12q2', 'expanded_url': 'http://www.homesofidaho.com', 'display_url': 'homesofidaho.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,"[43.8618, -116.928]",Point,"[-116.928, 43.8618]",4723507d8ce23a60,https://api.twitter.com/1.1/geo/id/4723507d8ce23a60.json,admin,Idaho,"Idaho, USA",US,United States,[],Polygon,"[[[-117.243028, 41.987982], [-111.0434969, 41.987982], [-111.0434969, 49.001121], [-117.243028, 49.001121]]]",1.633226048228954e+18
Tue Mar 07 21:57:20 +0000 2023,1633225345120780288,1633225345120780288,A few thoughts on the days at WAKEUP! in Parma https://t.co/XAiZmWDsaq,False,"[0, 70]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,449006479,449006479,𝙂𝙞𝙊𝙑𝘼𝙉𝙉𝙞 𝙊𝙍𝙞𝘼𝙉𝙞,giovanni_oriani,"Milan, Italy",Made-To-Order and One of a Kind Fashion from the outskirts of Milan.,https://t.co/jO7vfEUL4M,[],False,442,1153,6,Wed Dec 28 16:42:48 +0000 2011,38053,,,True,False,6831,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1619364613316874243/ObcKQbrO_normal.jpg,https://pbs.twimg.com/profile_images/1619364613316874243/ObcKQbrO_normal.jpg,https://pbs.twimg.com/profile_banners/449006479/1674921586,111111,000000,000000,000000,False,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/jO7vfEUL4M', 'expanded_url': 'https://linktr.ee/giovannioriani', 'display_url': 'linktr.ee/giovannioriani', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55fa5f4b4d3d6743,https://api.twitter.com/1.1/geo/id/55fa5f4b4d3d6743.json,city,Cernusco sul Naviglio,"Cernusco sul Naviglio, Lombardia",IT,Italy,[],Polygon,"[[[9.2992158, 45.5002702], [9.3675515, 45.5002702], [9.3675515, 45.5480102], [9.2992158, 45.5480102]]]",1.6332253451207803e+18
Tue Mar 07 21:57:06 +0000 2023,1633225283942875136,1633225283942875136,"PARMA fantoken to the moon in listing on @MEXC_Global  🚀🚀🚀 10$ https://t.co/G6FzSw35lA #parmafantoken #IDO #airdrop 
@lovedaocn @olleh_twt @Guesslot_DAO",False,"[0, 152]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1601934831398838272,1601934831398838272,Quốc Khánh Nguyễn,qKzn29,,:),,[],False,1,74,1,Sun Dec 11 13:40:15 +0000 2022,32,,,False,False,52,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1601934891683577861/F5czf8Wl_normal.png,https://pbs.twimg.com/profile_images/1601934891683577861/F5czf8Wl_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:45:25 +0000 2023,1633222342951292930,1633222342951292930,@BioWareProblems Truuue,False,"[17, 23]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633180823536169e+18,1633180823536168960,1241717539.0,1241717539,BioWareProblems,,,,,False,0,0,False,False,,en,en,recent,1389583228357517314,1389583228357517314,ملك البامية,Leilime_parma,everywhere and nowhere,"Eldritch Sorcerer, creator of worlds, patron of the arts, passion of the soul",https://t.co/bL5MydFD7p,[],False,158,1978,0,Tue May 04 14:15:14 +0000 2021,44401,,,False,False,10003,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622217715061559297/AQNi0g4p_normal.jpg,https://pbs.twimg.com/profile_images/1622217715061559297/AQNi0g4p_normal.jpg,https://pbs.twimg.com/profile_banners/1389583228357517314/1672722051,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/bL5MydFD7p', 'expanded_url': 'https://www.pixiv.net/en/users/29504678', 'display_url': 'pixiv.net/en/users/29504…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:44:40 +0000 2023,1633222157017796610,1633222157017796610,I hate living in parma fr,False,"[0, 25]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1216121868350033925,1216121868350033925,TROUBLE,amg_smurf,"Cleveland, OH",,,[],False,270,354,0,Sat Jan 11 22:17:10 +0000 2020,12259,,,True,False,11076,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1537081103332286465/77OkDJn4_normal.jpg,https://pbs.twimg.com/profile_images/1537081103332286465/77OkDJn4_normal.jpg,https://pbs.twimg.com/profile_banners/1216121868350033925/1654956718,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
