created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.possibly_sensitive
Mon Mar 06 01:18:30 +0000 2023,1632551195318288384,1632551195318288384,"@rippermcgoo @TheCGannet @DonkTrading I would myself.. although high low isn’t the best in the world, he has a unique body style &amp; is likely to get a plus 3. They should beat samdoria getting +1, now he’s back from injury he’ll start 3 &amp; they should keep at least 1 clean sheet probably against sampdoria!",False,"[38, 313]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6324651788213617e+18,1632465178821361666,1.1708765403532083e+18,1170876540353208321,rippermcgoo,,,,,False,0,1,False,False,,en,en,recent,3416432243,3416432243,James Allen,Jamesallen98x,,plymouth,,,[],False,113,94,0,Tue Aug 11 23:11:39 +0000 2015,735,,,False,False,171,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/831498875919818752/qy0EPTz2_normal.jpg,https://pbs.twimg.com/profile_images/831498875919818752/qy0EPTz2_normal.jpg,https://pbs.twimg.com/profile_banners/3416432243/1454070067,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 00:33:24 +0000 2023,1632539842834755584,1632539842834755584,@1605denis @Ley3Lo @juvefcdotcom Definitely has to manage this game carefully. The only positive is that our next game after that is Sampdoria so we should be okay.,False,"[33, 164]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6325391869295165e+18,1632539186929516548,1.5936355621032305e+18,1593635562103230466,1605denis,,,,,False,0,2,False,False,,en,en,recent,1144046461124063232,1144046461124063232,Mike,Mike78257409,,juventino: “fino alla fine!”,,,[],False,213,290,0,Thu Jun 27 00:55:06 +0000 2019,15325,,,True,False,20200,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1571468749143740417/5Wey_G2a_normal.jpg,https://pbs.twimg.com/profile_images/1571468749143740417/5Wey_G2a_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:57:16 +0000 2023,1632530750674292736,1632530750674292736,@SerieA_EN @sampdoria_en no international media is showing this cause they are too busy dickriding the netflix league,False,"[25, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6323809960110572e+18,1632380996011057152,1.161269799768531e+18,1161269799768530949,SerieA_EN,,,,,False,1,2,False,False,,en,en,recent,1100786685166665735,1100786685166665735,Federico,duncanismo_,,real shooters à ma right @acffiorentina @charles_leclerc #MagicTogether,,,[],False,279,371,4,Wed Feb 27 15:56:12 +0000 2019,22062,,,False,False,5128,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630989147652472839/Z5HNxzXd_normal.jpg,https://pbs.twimg.com/profile_images/1630989147652472839/Z5HNxzXd_normal.jpg,https://pbs.twimg.com/profile_banners/1100786685166665735/1674521512,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:28:19 +0000 2023,1632523466107768832,1632523466107768832,"@MahanAkbarzad @catofdoom11 @DonkTrading He is a regular starter and they face Sampdoria plus some teams that have been struggling recently. +2 (win 1 &amp; start 3) is very likely, with a small chance of +3 (2 clean sheets). +4 - no chance.",False,"[41, 241]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6324423843939492e+18,1632442384393949191,9.622535524658708e+17,962253552465870848,MahanAkbarzad,,,,,False,0,0,False,False,,en,en,recent,187243746,187243746,𝕱𝖑𝖎𝖓𝖙 🏴‍☠️,FLiNT_13_7,Redacted,"""Really sketchy and kind of organized""
— Tyler S. Weaver, weeb

""Moderately safe to interact with""
— Bot Sentinel",,,[],False,606,612,1,Sun Sep 05 17:45:06 +0000 2010,26005,,,True,False,5559,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1539205479586480129/NjHM2jsC_normal.jpg,https://pbs.twimg.com/profile_images/1539205479586480129/NjHM2jsC_normal.jpg,https://pbs.twimg.com/profile_banners/187243746/1664110896,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:23:29 +0000 2023,1632522246651559937,1632522246651559937,"#SoccerDailyRecap 5-Mar-2023

Premier League
2:2 Nottm Forest - Everton
7:0 Liverpool - Man Utd

Serie A
0:0 Spezia - Hellas Verona
0:0 Sampdoria - Salernitana
2:0 Inter Milan - Lecce
1:0 AS Roma - Juventus",False,"[0, 206]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,,en,en,recent,382652247,382652247,SoccerSTATS.com,soccerstatscom,,Soccer (football) statistics and results. Followers must be 18+.,http://t.co/mFKVtoEzxB,"[{'url': 'http://t.co/mFKVtoEzxB', 'expanded_url': 'http://www.soccerstats.com', 'display_url': 'soccerstats.com', 'indices': [0, 22]}]",[],False,10177,0,127,Fri Sep 30 13:10:05 +0000 2011,0,,,False,False,6736,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1352229936384372738/MdrHgT95_normal.png,https://pbs.twimg.com/profile_images/1352229936384372738/MdrHgT95_normal.png,https://pbs.twimg.com/profile_banners/382652247/1611231715,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 23:20:18 +0000 2023,1632521445942214656,1632521445942214656,"What upsets me most is that the douche Portugal chose as manager will not only call him up, but will also put Fernandes in the starting 11... remember, this is a player who was literally kicked out of Serie A clubs Udinese and Sampdoria because he was shit on and off the pitch.",False,"[0, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4,28,False,False,,en,en,recent,1559235985673699329,1559235985673699329,Anonymous Lawyer,riffflawyer,,"Happily Married Father. Lawyer & Legal Consultant. 
Born in 🇪🇸, living in 🇨🇦. I speak 5 languages. 
Opinions expressed are solely my own.",,,[],False,372,170,0,Mon Aug 15 17:50:11 +0000 2022,980,,,False,False,6651,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1559242709633830912/LMU1XDXl_normal.jpg,https://pbs.twimg.com/profile_images/1559242709633830912/LMU1XDXl_normal.jpg,https://pbs.twimg.com/profile_banners/1559235985673699329/1660624519,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:54:34 +0000 2023,1632499870912110592,1632499870912110592,"New Overtime AMM position bought
Juventus - Sampdoria
Amount: 0.7100016299891727
Paid: 0.647 sUSD
Position: 1X
Potential profit: 0.06300162998917269 sUSD (10%)",False,"[0, 159]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:35:30 +0000 2023,1632495073748287488,1632495073748287488,"Moise Kean sent off within 60 seconds of coming on!

Liveblog https://t.co/zBwCxAmWig #RomaJuve #SerieA #RomaJuventus #SerieATIM #Calcio",False,"[0, 136]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,6,16,False,False,False,en,en,recent,18841928,18841928,Football Italia,footballitalia,,The website for English-speaking fans of Italian football,https://t.co/DsazpSkeBW,"[{'url': 'https://t.co/DsazpSkeBW', 'expanded_url': 'http://www.football-italia.net/', 'display_url': 'football-italia.net', 'indices': [0, 23]}]",[],False,195321,1173,3347,Sat Jan 10 18:34:38 +0000 2009,2606,,,False,False,349813,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_banners/18841928/1628154486,28920C,FA0A16,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:26:59 +0000 2023,1632492931511644161,1632492931511644161,"#Juventus rattle the woodwork for the third time!

Liveblog https://t.co/zBwCxAmWig #RomaJuve #SerieA #RomaJuventus #SerieATIM #Calcio",False,"[0, 134]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,0,3,False,False,False,en,en,recent,18841928,18841928,Football Italia,footballitalia,,The website for English-speaking fans of Italian football,https://t.co/DsazpSkeBW,"[{'url': 'https://t.co/DsazpSkeBW', 'expanded_url': 'http://www.football-italia.net/', 'display_url': 'football-italia.net', 'indices': [0, 23]}]",[],False,195321,1173,3347,Sat Jan 10 18:34:38 +0000 2009,2606,,,False,False,349813,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_banners/18841928/1628154486,28920C,FA0A16,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:20:36 +0000 2023,1632491322375573506,1632491322375573506,@WHATSTHERUMOUR @SerieA_EN @sampdoria_en Couldn't agree more. Such a club and fanbase does not deserve such horrible ownership.,False,"[41, 127]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6324891684995318e+18,1632489168499531779,242019755.0,242019755,WHATSTHERUMOUR,,,,,False,0,2,False,False,,en,en,recent,717628664,717628664,Vito Doria,VitoCDoria,"Reservoir, Victoria, Australia",Co-founder @SerieATotal. Formerly of @BTLvid and others.,https://t.co/NMpYkJttsm,"[{'url': 'https://t.co/NMpYkJttsm', 'expanded_url': 'https://total-italianfootball.com/author/vitodoria/?amp=1', 'display_url': 'total-italianfootball.com/author/vitodor…', 'indices': [0, 23]}]",[],False,1668,475,86,Thu Jul 26 07:36:58 +0000 2012,53112,,,True,False,53980,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1601100463096877058/d71ZCqfI_normal.jpg,https://pbs.twimg.com/profile_images/1601100463096877058/d71ZCqfI_normal.jpg,https://pbs.twimg.com/profile_banners/717628664/1602111169,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:12:02 +0000 2023,1632489168499531779,1632489168499531779,@SerieA_EN @VitoCDoria @sampdoria_en Their support in such an awful season has been incredible.,False,"[37, 95]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6323809960110572e+18,1632380996011057152,1.161269799768531e+18,1161269799768530949,SerieA_EN,,,,,False,0,6,False,False,,en,en,recent,242019755,242019755,Jim Davies,WHATSTHERUMOUR,Birmingham uk ,Villa fan.K7. Follow Sampdoria. Love Italy 🇮🇹 love music. My dancing shoes are always ready.,,,[],False,1863,2620,24,Sun Jan 23 18:59:44 +0000 2011,64577,,,False,False,52360,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1623633578700464135/yTLp_m0G_normal.jpg,https://pbs.twimg.com/profile_images/1623633578700464135/yTLp_m0G_normal.jpg,https://pbs.twimg.com/profile_banners/242019755/1674902792,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 21:03:57 +0000 2023,1632487131879710721,1632487131879710721,"Cuadrado free kick clips the upright!

Liveblog https://t.co/zBwCxAmWig #RomaJuve #SerieA #RomaJuventus #SerieATIM #Calcio",False,"[0, 122]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,1,3,False,False,False,en,en,recent,18841928,18841928,Football Italia,footballitalia,,The website for English-speaking fans of Italian football,https://t.co/DsazpSkeBW,"[{'url': 'https://t.co/DsazpSkeBW', 'expanded_url': 'http://www.football-italia.net/', 'display_url': 'football-italia.net', 'indices': [0, 23]}]",[],False,195321,1173,3347,Sat Jan 10 18:34:38 +0000 2009,2606,,,False,False,349813,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_banners/18841928/1628154486,28920C,FA0A16,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 20:46:10 +0000 2023,1632482657803051009,1632482657803051009,"Bonucci coming on for Alex Sandro.

Liveblog https://t.co/zBwCxAmWig #RomaJuve #SerieA #RomaJuventus #SerieATIM #Calcio",False,"[0, 119]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,18841928,18841928,Football Italia,footballitalia,,The website for English-speaking fans of Italian football,https://t.co/DsazpSkeBW,"[{'url': 'https://t.co/DsazpSkeBW', 'expanded_url': 'http://www.football-italia.net/', 'display_url': 'football-italia.net', 'indices': [0, 23]}]",[],False,195321,1173,3347,Sat Jan 10 18:34:38 +0000 2009,2606,,,False,False,349813,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_banners/18841928/1628154486,28920C,FA0A16,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 20:36:33 +0000 2023,1632480240071999488,1632480240071999488,"New Overtime Arbitrum AMM position bought
Juventus - Sampdoria
Amount: 1.5945209665210702
Paid: 1.452 sUSD
Position: 1X
Potential profit: 0.14252096652107027 sUSD (10%)",False,"[0, 168]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 20:29:58 +0000 2023,1632478582420172801,1632478582420172801,"Rabiot header pushed onto the upright!

Liveblog https://t.co/zBwCxAmWig #RomaJuve #SerieA #RomaJuventus #SerieATIM #Calcio",False,"[0, 123]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,18841928,18841928,Football Italia,footballitalia,,The website for English-speaking fans of Italian football,https://t.co/DsazpSkeBW,"[{'url': 'https://t.co/DsazpSkeBW', 'expanded_url': 'http://www.football-italia.net/', 'display_url': 'football-italia.net', 'indices': [0, 23]}]",[],False,195321,1173,3347,Sat Jan 10 18:34:38 +0000 2009,2606,,,False,False,349813,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_banners/18841928/1628154486,28920C,FA0A16,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:46:32 +0000 2023,1632467651850125314,1632467651850125314,"We have kick-off in #ASRoma vs. #Juventus !

Liveblog https://t.co/zBwCxAmWig #RomaJuve #SerieA #RomaJuventus #SerieATIM #Calcio",False,"[0, 128]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,18841928,18841928,Football Italia,footballitalia,,The website for English-speaking fans of Italian football,https://t.co/DsazpSkeBW,"[{'url': 'https://t.co/DsazpSkeBW', 'expanded_url': 'http://www.football-italia.net/', 'display_url': 'football-italia.net', 'indices': [0, 23]}]",[],False,195321,1173,3347,Sat Jan 10 18:34:38 +0000 2009,2606,,,False,False,349813,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_images/1389505730932355081/Rb2DBU77_normal.jpg,https://pbs.twimg.com/profile_banners/18841928/1628154486,28920C,FA0A16,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:36:52 +0000 2023,1632465219455680512,1632465219455680512,"#Sampdoria, #Zanoli #MVP del match. I dati https://t.co/tzDzfh4TS9",False,"[0, 66]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,1192190915961597962,1192190915961597962,@ClubDoria46,clubdoria46,"Genova, Liguria",Una pagina di libero pensiero Doriano con una sola regola: c’è solo la maglia e basta!,https://t.co/LBirGFC52B,"[{'url': 'https://t.co/LBirGFC52B', 'expanded_url': 'http://www.clubdoria46.it', 'display_url': 'clubdoria46.it', 'indices': [0, 23]}]",[],False,610,78,8,Wed Nov 06 21:24:50 +0000 2019,306,,,False,False,20093,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1197076702679257088/1egZwdLT_normal.jpg,https://pbs.twimg.com/profile_images/1197076702679257088/1egZwdLT_normal.jpg,https://pbs.twimg.com/profile_banners/1192190915961597962/1627250223,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:36:35 +0000 2023,1632465147091652609,1632465147091652609,[VIDEO] - Sampdoria-Salernitana: gli highlights del match https://t.co/5ujZn6tyND,False,"[0, 81]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1718327072,1718327072,TuttoSalernitana.com,TuttoSalerno,Salerno,Pagina Ufficiale,https://t.co/oBZtgVk2P5,"[{'url': 'https://t.co/oBZtgVk2P5', 'expanded_url': 'http://www.tuttosalernitana.com/', 'display_url': 'tuttosalernitana.com', 'indices': [0, 23]}]",[],False,1279,70,23,Sun Sep 01 08:28:12 +0000 2013,20,,,True,False,86483,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1615700208708460549/myEtKIgP_normal.jpg,https://pbs.twimg.com/profile_images/1615700208708460549/myEtKIgP_normal.jpg,https://pbs.twimg.com/profile_banners/1718327072/1606480849,570218,000000,000000,000000,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Mar 05 19:27:53 +0000 2023,1632462958306668544,1632462958306668544,@MahanAkbarzad @catofdoom11 @DonkTrading They literally play Sampdoria who have only won 2 games all season?,False,"[41, 108]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6324423843939492e+18,1632442384393949191,9.622535524658708e+17,962253552465870848,MahanAkbarzad,,,,,False,0,4,False,False,,en,en,recent,1289536150302912513,1289536150302912513,Masz,masztro,"New South Wales, Australia",24 🇦🇺🇮🇹 Admin @SAF_Tactician | Former Call of Duty Creator & Rebirth World Record Holder | Worked w/ @secretlabchairs @ExitLag @PredatorGaming,https://t.co/pWKYCOiSSA,"[{'url': 'https://t.co/pWKYCOiSSA', 'expanded_url': 'http://twitch.tv/masztro', 'display_url': 'twitch.tv/masztro', 'indices': [0, 23]}]",[],False,635,570,1,Sat Aug 01 12:21:13 +0000 2020,11296,,,False,False,3913,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623738731034476544/PggIa75W_normal.jpg,https://pbs.twimg.com/profile_images/1623738731034476544/PggIa75W_normal.jpg,https://pbs.twimg.com/profile_banners/1289536150302912513/1635115402,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
