created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates
Wed Mar 08 14:29:01 +0000 2023,1633474908041760771,1633474908041760771,Liverpool v Wolverhampton Wanderers: Team news #LFCOfficial #YNWA #LFC #LiverpoolFC https://t.co/YE0UEGp5lf,False,"[0, 107]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,42596258,42596258,The Red Half,redhalf,,LFC latest from various sources. Fan Page NOT linked to official club #RedHalf #Anfield #YNWAKlopp #KloppLFC #TheKop #LFCFamily #JFT97 #YNWA #LFC #LiverpoolFC,,,[],False,11453,5065,220,Tue May 26 09:48:48 +0000 2009,107,,,False,False,198196,,False,False,False,D90F08,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919762197160517632/FsfnM1RF_normal.jpg,https://pbs.twimg.com/profile_images/919762197160517632/FsfnM1RF_normal.jpg,https://pbs.twimg.com/profile_banners/42596258/1455675570,D90F08,D90F08,FFFFFF,333333,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:00:04 +0000 2023,1633467622858604545,1633467622858604545,"Check out Dave Edwards' latest column

https://t.co/ndO06KVMgq #Wolves #WWFC",False,"[0, 76]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,1458410711030325249,1458410711030325249,ESWolves_Star,ESWolves_star,Wolverhampton,The Express & Star's official Wolves Twitter page.,https://t.co/S4zrqQveLn,"[{'url': 'https://t.co/S4zrqQveLn', 'expanded_url': 'https://www.expressandstar.com/sport/football/wolverhampton-wanderers-fc/', 'display_url': 'expressandstar.com/sport/football…', 'indices': [0, 23]}]",[],False,5738,170,28,Wed Nov 10 12:26:55 +0000 2021,0,,,False,False,3178,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1458410869784776709/jIdqg-9d_normal.jpg,https://pbs.twimg.com/profile_images/1458410869784776709/jIdqg-9d_normal.jpg,https://pbs.twimg.com/profile_banners/1458410711030325249/1636548476,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:36:34 +0000 2023,1633461710945411075,1633461710945411075,"@Magpie24_7 @DomScurr ..if there is anything to the mantra....''come in, play well, keep your place''....Lascelles should start against Wolverhampton Wanderers......will he ?",False,"[22, 174]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633439885716775e+18,1633439885716774913,1.0383261118711398e+18,1038326111871139840,Magpie24_7,,,,,False,0,0,False,False,,en,en,recent,1566372166979014659,1566372166979014659,Joe Spaff,JoeSpaff,NE1 4ST,"Fortiter Defendit Triumphans

Wae'aye man!",,,[],False,2567,2924,0,Sun Sep 04 10:27:24 +0000 2022,10572,,,False,False,12847,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1566722460803862530/1AVqJIEB_normal.jpg,https://pbs.twimg.com/profile_images/1566722460803862530/1AVqJIEB_normal.jpg,https://pbs.twimg.com/profile_banners/1566372166979014659/1668521507,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 12:46:56 +0000 2023,1633449217636069377,1633449217636069377,On this day… https://t.co/Kqj38Dlxcw #molineuxmix  #wolverhamptonwanderers  #wolves  #wwfc  #wolverhampton  #football  #wolvesfc  #premierleague  #wolvesaywe  #molineux  #wolverhamptonwanderersfc  #rauljimenez  #wolveslegends  #soccer  #wanderers  #epl  #footballlegends,False,"[0, 270]","<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">molineuxmix</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,62634014,62634014,Molineux Mix,molineuxmix,Wolverhampton,The biggest and best wolves fans forum,http://t.co/LloNBGXlvu,"[{'url': 'http://t.co/LloNBGXlvu', 'expanded_url': 'http://www.molineuxmix.co.uk', 'display_url': 'molineuxmix.co.uk', 'indices': [0, 22]}]",[],False,8030,1972,55,Mon Aug 03 22:01:10 +0000 2009,19,,,False,False,49860,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1160144593842835456/LJPHoQ1x_normal.png,https://pbs.twimg.com/profile_images/1160144593842835456/LJPHoQ1x_normal.png,https://pbs.twimg.com/profile_banners/62634014/1565435001,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 12:40:00 +0000 2023,1633447475645145095,1633447475645145095,"Newcastle United F.C. vs Wolverhampton Wanderers F.C. Preview, 3 POINTS IS A MUST. #NewcastleUnited #StJamesPark #GallowgateEnd #NUFC https://t.co/NBKuiP94gK",False,"[0, 157]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,348171640,348171640,Newcastle Utd Fans,geordienewsonly,,Newcastle Utd News & Views. Fan Page NOT linked to Official Club  #GallowgateEnd #StJamesPark #NewcastleUtd #HowayTheLads #NUFCFans #ToonArmy #Toon #NUFC,,,[],False,1378,798,9,Thu Aug 04 00:24:30 +0000 2011,0,,,False,False,60134,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/921082353794957312/-qCH5lxt_normal.jpg,https://pbs.twimg.com/profile_images/921082353794957312/-qCH5lxt_normal.jpg,https://pbs.twimg.com/profile_banners/348171640/1433456025,89C9FA,000000,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 12:17:34 +0000 2023,1633441827037630464,1633441827037630464,"Newcastle United F.C. vs Wolverhampton Wanderers F.C. Preview, 3 POINTS IS A MUST.: https://t.co/vk2vZGKzGo",False,"[0, 107]","<a href=""http://www.footballnewsapps.co.uk"" rel=""nofollow"">NUFC News Feed</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,2867085491,2867085491,NUFC News,NUFCNewsApp,St James Park,"iOS: https://t.co/jHOpstU1Bz
Android: https://t.co/h3GvTZ6Q7l",,,"[{'url': 'https://t.co/jHOpstU1Bz', 'expanded_url': 'https://apps.apple.com/gb/developer/jimhunty/id527521972', 'display_url': 'apps.apple.com/gb/developer/j…', 'indices': [5, 28]}, {'url': 'https://t.co/h3GvTZ6Q7l', 'expanded_url': 'https://play.google.com/store/apps/details?id=uk.co.jimhunty.nufcnews', 'display_url': 'play.google.com/store/apps/det…', 'indices': [38, 61]}]",False,437,184,6,Sat Nov 08 09:22:41 +0000 2014,7,,,False,False,103610,,False,False,False,404040,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/561259464943087616/b1I-1KKF_normal.png,https://pbs.twimg.com/profile_images/561259464943087616/b1I-1KKF_normal.png,https://pbs.twimg.com/profile_banners/2867085491/1422649713,000000,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 12:00:52 +0000 2023,1633437626567995397,1633437626567995397,"Order your Official #Wolves Home Shirt with full customisation today!

Shop now - https://t.co/oShC9wR42R https://t.co/yDAvnrnGtL",False,"[0, 105]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1030438330918465539,1030438330918465539,Live WWFC News,LiveWWFCNews,"Wolverhampton, England",Bringing you all the latest Wolves news from across the web in one place!,,,[],False,3185,2598,10,Fri Aug 17 12:56:57 +0000 2018,109,,,False,False,23728,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1355238704235880450/u1DFi4-v_normal.jpg,https://pbs.twimg.com/profile_images/1355238704235880450/u1DFi4-v_normal.jpg,https://pbs.twimg.com/profile_banners/1030438330918465539/1540129519,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 11:35:05 +0000 2023,1633431137577205760,1633431137577205760,"230304 #WOLTOT #EPL #26R #손흥민 
vs Wolverhampton Wanderers
Full-time
1 : 0 lose https://t.co/n3vCFCQ9Zc",False,"[0, 78]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334299879143014e+18,1633429987914301441,2177893836.0,2177893836,sonny_record,,,,,False,1,5,False,False,True,en,en,recent,2177893836,2177893836,쏘니컷기록,sonny_record,,#손흥민 기록용 계정🇰🇷,,,[],False,1605,1,10,Wed Nov 06 11:32:23 +0000 2013,199,,,True,False,3714,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1594184726533001216/IfYv_uHN_normal.jpg,https://pbs.twimg.com/profile_images/1594184726533001216/IfYv_uHN_normal.jpg,https://pbs.twimg.com/profile_banners/2177893836/1667021314,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 11:13:00 +0000 2023,1633425581395017730,1633425581395017730,Preview: Liverpool vs. Wolves #LiverpoolFC #LFCNews #YNWA #LFC #KloppLFC https://t.co/Hnj7MCHrhB,False,"[0, 96]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,42596258,42596258,The Red Half,redhalf,,LFC latest from various sources. Fan Page NOT linked to official club #RedHalf #Anfield #YNWAKlopp #KloppLFC #TheKop #LFCFamily #JFT97 #YNWA #LFC #LiverpoolFC,,,[],False,11453,5065,220,Tue May 26 09:48:48 +0000 2009,107,,,False,False,198196,,False,False,False,D90F08,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919762197160517632/FsfnM1RF_normal.jpg,https://pbs.twimg.com/profile_images/919762197160517632/FsfnM1RF_normal.jpg,https://pbs.twimg.com/profile_banners/42596258/1455675570,D90F08,D90F08,FFFFFF,333333,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 11:00:01 +0000 2023,1633422313197633537,1633422313197633537,"'The win over Spurs was huge for a number of reasons'

https://t.co/s8QsPwH2jx #Wolves #WWFC",False,"[0, 92]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,8,False,False,False,en,en,recent,1458410711030325249,1458410711030325249,ESWolves_Star,ESWolves_star,Wolverhampton,The Express & Star's official Wolves Twitter page.,https://t.co/S4zrqQveLn,"[{'url': 'https://t.co/S4zrqQveLn', 'expanded_url': 'https://www.expressandstar.com/sport/football/wolverhampton-wanderers-fc/', 'display_url': 'expressandstar.com/sport/football…', 'indices': [0, 23]}]",[],False,5738,170,28,Wed Nov 10 12:26:55 +0000 2021,0,,,False,False,3178,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1458410869784776709/jIdqg-9d_normal.jpg,https://pbs.twimg.com/profile_images/1458410869784776709/jIdqg-9d_normal.jpg,https://pbs.twimg.com/profile_banners/1458410711030325249/1636548476,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 10:21:02 +0000 2023,1633412503987257346,1633412503987257346,"Adama Traore has heaped praise on 'amazing' striker Raul Jimenez and hopes to continue their on field 'connection' for Wolves

https://t.co/rGb8FEn5Pk #Wolves #WWFC",False,"[0, 164]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,3,43,False,False,False,en,en,recent,1458410711030325249,1458410711030325249,ESWolves_Star,ESWolves_star,Wolverhampton,The Express & Star's official Wolves Twitter page.,https://t.co/S4zrqQveLn,"[{'url': 'https://t.co/S4zrqQveLn', 'expanded_url': 'https://www.expressandstar.com/sport/football/wolverhampton-wanderers-fc/', 'display_url': 'expressandstar.com/sport/football…', 'indices': [0, 23]}]",[],False,5738,170,28,Wed Nov 10 12:26:55 +0000 2021,0,,,False,False,3178,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1458410869784776709/jIdqg-9d_normal.jpg,https://pbs.twimg.com/profile_images/1458410869784776709/jIdqg-9d_normal.jpg,https://pbs.twimg.com/profile_banners/1458410711030325249/1636548476,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 08:33:33 +0000 2023,1633385454669115393,1633385454669115393,"Newcastle United v Wolverhampton Wanderers Players' Combined Premier League Goals &amp; Assists Season 2022-23 ahead of Sunday's game at St James' Park

#NUFC #WWFC 
https://t.co/PcsCbdoSTF https://t.co/Zpxix2mcNR",False,"[0, 189]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,28966660,28966660,Soccer Facts,Soccer_Stats,Earth,"Owner & Webmaster of @MyFootballFacts Premier League, FIFA World Cup, Football predictions, Football results,  Football quiz, Football stats, Football games",https://t.co/HSfCm8wPDe,"[{'url': 'https://t.co/HSfCm8wPDe', 'expanded_url': 'https://www.myfootballfacts.com', 'display_url': 'myfootballfacts.com', 'indices': [0, 23]}]",[],False,6368,5069,121,Sun Apr 05 09:50:19 +0000 2009,85,,,False,False,95286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_banners/28966660/1489985552,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 08:20:07 +0000 2023,1633382071723864065,1633382071723864065,"Dm for Wolverhampton Wanderers v Leeds United Tickets
Molineux Stadium, Wolverhampton, United Kingdom

Saturday, 18 March 2023 15:00

Dm for details #Wolverhampton #Wanderers #Wolves #WolvesTickets #PremierLeague #LeedsUnited #LeedsTickets #LUFC #LUFCTickets",False,"[0, 258]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,744662841966362624,744662841966362624,🗣,galbreathchrisX,,The way of life. .....,,,[],False,178,119,0,Sun Jun 19 22:47:11 +0000 2016,0,,,False,False,46,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613977521657155594/TdRlB5c5_normal.jpg,https://pbs.twimg.com/profile_images/1613977521657155594/TdRlB5c5_normal.jpg,https://pbs.twimg.com/profile_banners/744662841966362624/1673637068,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 08:19:18 +0000 2023,1633381865267642369,1633381865267642369,"I have tickets for Wolverhampton Wanderers v Leeds United Molineux Stadium, Wolverhampton, United Kingdom on Saturday, 18 March 2023 15:00

Let me know if you need them #Wolverhampton #Wanderers #Wolves #WolvesTickets #PremierLeague #LeedsUnited #LeedsTickets #LUFC #LUFCTickets",False,"[0, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,746432955703242752,746432955703242752,👥,fanatyxfire,,up and rising!!,,,[],False,227,132,0,Fri Jun 24 20:00:59 +0000 2016,2,,,True,False,65,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613977791438983171/bvkQfON7_normal.jpg,https://pbs.twimg.com/profile_images/1613977791438983171/bvkQfON7_normal.jpg,https://pbs.twimg.com/profile_banners/746432955703242752/1673429771,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 08:12:40 +0000 2023,1633380196555407361,1633380196555407361,"Newcastle United v Wolverhampton Wanderers All-Time Premier League Match Records ahead of Sunday's game at St James' Park

Newcastle Wins: 3
Draws: 10
Wolves Wins: 2
Goals Scored: Newcastle 20-17 Wolves     

#NUFC #WWFC 
https://t.co/dh5hv3tR4R https://t.co/TqWWWB1wbT",False,"[0, 245]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,28966660,28966660,Soccer Facts,Soccer_Stats,Earth,"Owner & Webmaster of @MyFootballFacts Premier League, FIFA World Cup, Football predictions, Football results,  Football quiz, Football stats, Football games",https://t.co/HSfCm8wPDe,"[{'url': 'https://t.co/HSfCm8wPDe', 'expanded_url': 'https://www.myfootballfacts.com', 'display_url': 'myfootballfacts.com', 'indices': [0, 23]}]",[],False,6368,5069,121,Sun Apr 05 09:50:19 +0000 2009,85,,,False,False,95286,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_images/1418519977355841539/AzovtKAZ_normal.png,https://pbs.twimg.com/profile_banners/28966660/1489985552,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,regular,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 08:00:44 +0000 2023,1633377196004737027,1633377196004737027,"This Wednesday, take a look at the exclusive offers available on Official #Wolves kits, clothing and more!

Shop now at https://t.co/zrE3VTs9Ep https://t.co/1aW7qE0d2L",False,"[0, 143]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1030438330918465539,1030438330918465539,Live WWFC News,LiveWWFCNews,"Wolverhampton, England",Bringing you all the latest Wolves news from across the web in one place!,,,[],False,3185,2598,10,Fri Aug 17 12:56:57 +0000 2018,109,,,False,False,23728,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1355238704235880450/u1DFi4-v_normal.jpg,https://pbs.twimg.com/profile_images/1355238704235880450/u1DFi4-v_normal.jpg,https://pbs.twimg.com/profile_banners/1030438330918465539/1540129519,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 07:54:57 +0000 2023,1633375737775357952,1633375737775357952,"I’m Selling tickets for Wolverhampton Wanderers v Leeds United Tickets

Molineux Stadium, Wolverhampton, United Kingdom

Saturday, 18 March 2023 15:00

Dm if interested #Wolverhampton #Wanderers #Wolves #WolvesTickets #PremierLeague #LeedsUnited #LeedsTickets #LUFC #LUFCTickets",False,"[0, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,2416479067,2416479067,👤,addy_jay,,,,,[],False,127,122,0,Fri Mar 28 21:16:00 +0000 2014,3,,,False,False,476,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1613259210413809664/onFZKYJ7_normal.jpg,https://pbs.twimg.com/profile_images/1613259210413809664/onFZKYJ7_normal.jpg,https://pbs.twimg.com/profile_banners/2416479067/1672439562,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 07:49:52 +0000 2023,1633374459955478530,1633374459955478530,"7th &amp; 8th March 1972:

European Cup Quarter Final 1st Leg
Ajax 2-1 Arsenal

UEFA Cup Quarter Final 1st Leg
Juventus 1-1 Wolverhampton Wanderers
UT Arad 0-2 Tottenham Hotspur",False,"[0, 177]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,,en,en,recent,1318118700944424960,1318118700944424960,The year is 1972,Fan89Footy,,"I've been working my way through the past one day at a time since 1962. 

Today's Date:  Wednesday 8th March 1972",,,[],False,3904,4326,10,Mon Oct 19 09:16:10 +0000 2020,8754,,,False,False,15601,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1612219662137266179/5qEnWCi-_normal.jpg,https://pbs.twimg.com/profile_images/1612219662137266179/5qEnWCi-_normal.jpg,https://pbs.twimg.com/profile_banners/1318118700944424960/1640043464,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
