created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Wed Mar 08 15:08:11 +0000 2023,1633484765939617792,1633484765939617792,"@OmarChaudhuri @TheKnowledge_GU All four of Ole Gunnar Solskjaer's goals for Man Utd at Nottingham Forest in February 1999 came from 80 minutes onwards. So a goal every 2.5 minutes, all from the same player (notwithstanding injury time)",False,"[32, 236]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.632863034543571e+18,1632863034543570944,133232820.0,133232820,OmarChaudhuri,,,,,False,0,0,False,False,,en,en,recent,864841590891839488,864841590891839488,Oscillating Wildly,OscillateWWFC,Bradmore,Writer on all things @Wolves. Football Blogging Awards finalist 2018. Pass and point merchant.,https://t.co/ddr8fA5QQA,"[{'url': 'https://t.co/ddr8fA5QQA', 'expanded_url': 'https://oscillatingwildly.substack.com', 'display_url': 'oscillatingwildly.substack.com', 'indices': [0, 23]}]",[],False,2513,1100,23,Wed May 17 13:54:38 +0000 2017,21777,,,True,False,11139,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/864842450585751558/zEcc4v7Y_normal.jpg,https://pbs.twimg.com/profile_images/864842450585751558/zEcc4v7Y_normal.jpg,https://pbs.twimg.com/profile_banners/864841590891839488/1495029661,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:08:09 +0000 2023,1633484757009825794,1633484757009825794,"#NFFC Watch 👀 

Angelo Gabriel Back on? Niakhate Fit For Tottenham This Weekend? Nottingham Forest Transfer News

~@OfficialFFTV

https://t.co/Y6RlpMCExL",False,"[0, 153]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,416196273,416196273,Trent End,NFFC_TrentEnd,"The City Ground, Nottingham",The very latest #NFFC news. Views are not those of Nottingham Forest Football Club.,,,[],False,12833,12951,49,Sat Nov 19 10:53:53 +0000 2011,3257,,,False,False,78473,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1606056217406853145/z9vaQ15__normal.jpg,https://pbs.twimg.com/profile_images/1606056217406853145/z9vaQ15__normal.jpg,https://pbs.twimg.com/profile_banners/416196273/1673557828,CC0000,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:08:00 +0000 2023,1633484718443466754,1633484718443466754,#NFFC fans are yet to be convinced. https://t.co/ajyfD2B2ms,False,"[0, 59]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,755782877292429312,755782877292429312,NottinghamForestLive,NFFC_live,"Nottingham, England","All the latest #NFFC news, views, pictures and videos from NottinghamshireLive.
Sign up for our newsletter here:",https://t.co/8S2W3PuKxY,"[{'url': 'https://t.co/8S2W3PuKxY', 'expanded_url': 'https://www.nottinghampost.com/newsletter-preference-centre/', 'display_url': 'nottinghampost.com/newsletter-pre…', 'indices': [0, 23]}]",[],False,19884,78,127,Wed Jul 20 15:14:14 +0000 2016,63,,,True,True,51548,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1559906871498211329/B3hKBn_0_normal.jpg,https://pbs.twimg.com/profile_images/1559906871498211329/B3hKBn_0_normal.jpg,https://pbs.twimg.com/profile_banners/755782877292429312/1660817871,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:02:47 +0000 2023,1633483405437403145,1633483405437403145,"New Overtime Market Parlay
Paid: $10.000
Positions:
Tottenham Hotspur - Nottingham Forest @ 1X - 1.15
Bournemouth - Liverpool @ X2 - 1.16
Crystal Palace - Manchester City @ X2 - 1.12
Potential profit: 3 sUSD (26%)",False,"[0, 213]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,107096,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:02:46 +0000 2023,1633483403981910018,1633483403981910018,"New Overtime AMM position bought
Tottenham Hotspur - Nottingham Forest
Amount: 4.256110662600408
Paid: 3.733 sUSD
Position: 1X
Potential profit: 1 sUSD (14%)",False,"[0, 157]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,107096,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:53:56 +0000 2023,1633481181432889346,1633481181432889346,"Hello everyone 
I’m selling 2x tickets for Tottenham vs Nottingham Forest Saturday’s game ! 
Anyone interested in buying them ? Message me 
#Tottenham #Spurstickets #PremierLeague",False,"[0, 179]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,2731062652,2731062652,Free,Free149868181,United Kingdom,You are perfect dont forget that and your sunshine will follow you xx,,,[],False,169,93,0,Fri Aug 01 21:00:16 +0000 2014,18,,,False,False,18,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622138686480551944/EDRfG4be_normal.jpg,https://pbs.twimg.com/profile_images/1622138686480551944/EDRfG4be_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:51:12 +0000 2023,1633480493675999233,1633480493675999233,"@DougalMcShoogle We agree on one thing,our love of Nottingham Forest",False,"[17, 68]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633439494048297e+18,1633439494048296962,7.01052596589613e+17,701052596589613056,DougalMcShoogle,,,,,False,0,0,False,False,,en,en,recent,774990242956869633,774990242956869633,Andy(Rue) Hall,andrewnffchall,"Nottingham, England",fan since 1965 lower bridgford end loves rock music.Steve Coopers Red/White Army.We are Premier League.Still cant get enough of this.,,,[],False,1481,3134,5,Sun Sep 11 15:17:27 +0000 2016,6393,,,True,False,5464,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/815327569570660352/WvwH1pYJ_normal.jpg,https://pbs.twimg.com/profile_images/815327569570660352/WvwH1pYJ_normal.jpg,https://pbs.twimg.com/profile_banners/774990242956869633/1489173568,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:36:47 +0000 2023,1633476862205652992,1633476862205652992,"New Overtime Arbitrum AMM position bought
Tottenham Hotspur - Nottingham Forest
Amount: 11.472780037453452
Paid: 6.093 sUSD
Position: O(2.5)
Potential profit: 5 sUSD (88%)",False,"[0, 171]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,107096,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:33:24 +0000 2023,1633476010854187008,1633476010854187008,A look at every fixture of the bottom nine Premier League clubs between now and the end of the season #nffc https://t.co/UoYxBG3rQg,False,"[0, 131]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,755782877292429312,755782877292429312,NottinghamForestLive,NFFC_live,"Nottingham, England","All the latest #NFFC news, views, pictures and videos from NottinghamshireLive.
Sign up for our newsletter here:",https://t.co/8S2W3PuKxY,"[{'url': 'https://t.co/8S2W3PuKxY', 'expanded_url': 'https://www.nottinghampost.com/newsletter-preference-centre/', 'display_url': 'nottinghampost.com/newsletter-pre…', 'indices': [0, 23]}]",[],False,19884,78,127,Wed Jul 20 15:14:14 +0000 2016,63,,,True,True,51548,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1559906871498211329/B3hKBn_0_normal.jpg,https://pbs.twimg.com/profile_images/1559906871498211329/B3hKBn_0_normal.jpg,https://pbs.twimg.com/profile_banners/755782877292429312/1660817871,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:29:49 +0000 2023,1633475109779283968,1633475109779283968,Celebrating International Women's Day (Nottingham Forest FC) https://t.co/K9eUxlUPm0,False,"[0, 84]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,65312766,65312766,Nottm Forest news,NottmForestNews,World Wide Web,"latest aggregated (& largely automated!) Nottingham Forest headlines, gossip & blogs curated by @zakig, a Tricky working in media monitoring #nffc",https://t.co/Zx61vzygFz,"[{'url': 'https://t.co/Zx61vzygFz', 'expanded_url': 'http://nottmforestnews.tumblr.com', 'display_url': 'nottmforestnews.tumblr.com', 'indices': [0, 23]}]",[],False,30841,572,198,Thu Aug 13 08:08:06 +0000 2009,68,,,False,False,137602,,False,False,False,B60000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_banners/65312766/1653980138,B60000,FFFFFF,FFFFFF,D41111,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:29:48 +0000 2023,1633475106788765696,1633475106788765696,"Nottingham Forest 2-2 Everton: Three Takeaways | A Point Gained, or Two Lost? (Royal Blue Mersey -  All Posts) https://t.co/9G3jelRDMT",False,"[0, 134]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,65312766,65312766,Nottm Forest news,NottmForestNews,World Wide Web,"latest aggregated (& largely automated!) Nottingham Forest headlines, gossip & blogs curated by @zakig, a Tricky working in media monitoring #nffc",https://t.co/Zx61vzygFz,"[{'url': 'https://t.co/Zx61vzygFz', 'expanded_url': 'http://nottmforestnews.tumblr.com', 'display_url': 'nottmforestnews.tumblr.com', 'indices': [0, 23]}]",[],False,30841,572,198,Thu Aug 13 08:08:06 +0000 2009,68,,,False,False,137602,,False,False,False,B60000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_banners/65312766/1653980138,B60000,FFFFFF,FFFFFF,D41111,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:29:47 +0000 2023,1633475103798317059,1633475103798317059,Club News Celebrating International Women's DayExternal Link (Nottingham Forest FC) https://t.co/0bot9VHW4M,False,"[0, 107]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,65312766,65312766,Nottm Forest news,NottmForestNews,World Wide Web,"latest aggregated (& largely automated!) Nottingham Forest headlines, gossip & blogs curated by @zakig, a Tricky working in media monitoring #nffc",https://t.co/Zx61vzygFz,"[{'url': 'https://t.co/Zx61vzygFz', 'expanded_url': 'http://nottmforestnews.tumblr.com', 'display_url': 'nottmforestnews.tumblr.com', 'indices': [0, 23]}]",[],False,30841,572,198,Thu Aug 13 08:08:06 +0000 2009,68,,,False,False,137602,,False,False,False,B60000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_images/2375558178/711212jzawgl7vh2ok92_normal.jpeg,https://pbs.twimg.com/profile_banners/65312766/1653980138,B60000,FFFFFF,FFFFFF,D41111,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:27:09 +0000 2023,1633474439558975489,1633474439558975489,@10Manutdfan10 @stealthyybtw @OmarYah12 @charles_watts Man city didnt get the standard win against Nottingham Forest few weeks ago,False,"[55, 130]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6320978793124577e+18,1632097879312457729,1.438779476800848e+18,1438779476800847873,10Manutdfan10,,,,,False,0,0,False,False,,en,en,recent,900707394640072707,900707394640072707,Banjo Bolaji Samuel,banjo_bolaji,,,,,[],False,17,149,0,Thu Aug 24 13:12:31 +0000 2017,688,,,False,False,761,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629803479735627783/FafFxvuh_normal.jpg,https://pbs.twimg.com/profile_images/1629803479735627783/FafFxvuh_normal.jpg,https://pbs.twimg.com/profile_banners/900707394640072707/1677410475,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:21:00 +0000 2023,1633472890439090179,1633472890439090179,"""With the injuries in the squad right now, it's a good time for me to step in and help out"" 

A timely addition at the back for the #Millers 

@LeonWobYP reports 

#rufc 

https://t.co/Al8ZsEpUwI",False,"[0, 195]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,1691642125,1691642125,Yorkshire Post Sport,YPSport,Yorkshire,All the latest sports news from across Yorkshire .... and beyond. #yccc #htafc #lufc #barnsleyfc #boro #hcafc #sufc #swfc #drfc #rufc #rugbyleague,https://t.co/9aU5ZG9wSg,"[{'url': 'https://t.co/9aU5ZG9wSg', 'expanded_url': 'http://www.yorkshirepost.co.uk/sport', 'display_url': 'yorkshirepost.co.uk/sport', 'indices': [0, 23]}]",[],False,8541,770,208,Thu Aug 22 17:14:24 +0000 2013,2713,,,True,True,106571,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1389526328572104705/fRMUh200_normal.jpg,https://pbs.twimg.com/profile_images/1389526328572104705/fRMUh200_normal.jpg,https://pbs.twimg.com/profile_banners/1691642125/1620130920,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:17:34 +0000 2023,1633472029184729090,1633472029184729090,Where Nottingham Forest have edge over relegation rivals as battle could go to wire: https://t.co/wpZpOsff8B,False,"[0, 108]","<a href=""http://james-miller.co.uk"" rel=""nofollow"">Forest News</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,893062027232542720,893062027232542720,Forest News,forestnews_app,,,,,[],False,158,75,1,Thu Aug 03 10:52:34 +0000 2017,3,,,False,False,24302,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905509519072956416/XmEcDxBG_normal.jpg,https://pbs.twimg.com/profile_images/905509519072956416/XmEcDxBG_normal.jpg,https://pbs.twimg.com/profile_banners/893062027232542720/1504725292,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:14:59 +0000 2023,1633471377549275137,1633471377549275137,"@Habeeb_Akande Guess that means Nottingham Forest is a ""bigger"" club then both put together ? https://t.co/ZLrt8vOW6q",False,"[15, 93]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334669071509094e+18,1633466907150909440,629469395.0,629469395,Habeeb_Akande,,,,,False,0,0,False,False,False,en,en,recent,1164131365,1164131365,Hackney Muslims,HackneyMuslims,Cazenove Hackney,"Wondering around Hackney checking out the scene across Muslim communitIES & beyond.All tweets my own,NOT AT ALL a rep/voice of the/any local community,jus me",,,[],False,1611,540,20,Sat Feb 09 21:28:31 +0000 2013,19421,,,True,False,14355,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1452670585494982660/YlvdwBHh_normal.jpg,https://pbs.twimg.com/profile_images/1452670585494982660/YlvdwBHh_normal.jpg,https://pbs.twimg.com/profile_banners/1164131365/1592570847,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],2a3f152d1ac5044a,https://api.twitter.com/1.1/geo/id/2a3f152d1ac5044a.json,city,Hackney,"Hackney, London",GB,United Kingdom,[],Polygon,"[[[-0.104501, 51.518605], [-0.015834, 51.518605], [-0.015834, 51.5766844], [-0.104501, 51.5766844]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:09:42 +0000 2023,1633470047673778179,1633470047673778179,@PGinte @Turberville His name is Dane Murphy and he was the CEO of Nottingham Forest,False,"[21, 84]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633419296024961e+18,1633419296024961026,1087765592.0,1087765592,PGinte,,,,,False,0,1,False,False,,en,en,recent,4408378288,4408378288,USMNT 𝘐𝘯𝘵𝘦𝘭𝘭𝘦𝘤𝘵𝘶𝘢𝘭,SportysportDork,"Washington, DC","Neither MLS fan, nor 'euro-snob'.
I try to be honest and reasonable
Early investor in Timothy Weah stock 📈
I do a #USMNTonFIFA
I follow back",,,[],False,186,296,8,Mon Dec 07 20:20:19 +0000 2015,2401,,,False,False,1338,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1595162587313934341/EUxdd-UW_normal.jpg,https://pbs.twimg.com/profile_images/1595162587313934341/EUxdd-UW_normal.jpg,https://pbs.twimg.com/profile_banners/4408378288/1643690768,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:03:58 +0000 2023,1633468606720667648,1633468606720667648,"Saka vs Fulham (a)
Salah vs Bournemouth (a)
Haaland vs Crystal Palace (a)
Rashford vs Southampton (h)
Kane vs Nottingham Forest (h)

And most of us are going to captain a Brighton or Brentford player. 

The swing of points will be either joy or complete misery 😆 #FPL",False,"[0, 267]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,26,608,False,False,,en,en,recent,27507215,27507215,Andy,LetsTalk_FPL,,Fantasy Premier League content 🙌 | YouTube 👉 https://t.co/EH0A8SKfvw | Free FPL Newsletter 👉 https://t.co/FJayFgU4ea | 📧: andy@letstalkfpl.com,https://t.co/ijJBM15Btn,"[{'url': 'https://t.co/ijJBM15Btn', 'expanded_url': 'https://solo.to/letstalkfpl', 'display_url': 'solo.to/letstalkfpl', 'indices': [0, 23]}]","[{'url': 'https://t.co/EH0A8SKfvw', 'expanded_url': 'http://bit.ly/SubLTFPL', 'display_url': 'bit.ly/SubLTFPL', 'indices': [45, 68]}, {'url': 'https://t.co/FJayFgU4ea', 'expanded_url': 'https://bit.ly/LTFPLNewsletter', 'display_url': 'bit.ly/LTFPLNewsletter', 'indices': [93, 116]}]",False,249587,1602,3156,Sun Mar 29 21:20:22 +0000 2009,15556,,,False,True,93733,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1612831146483630080/yQPhrmyS_normal.jpg,https://pbs.twimg.com/profile_images/1612831146483630080/yQPhrmyS_normal.jpg,https://pbs.twimg.com/profile_banners/27507215/1658939346,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
