created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.contained_within,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates
Wed Mar 08 16:51:17 +0000 2023,1633510711597965321,1633510711597965321,"🇩🇪 Jurgen Klopp is Manager of the Week for masterminding the 7-0 demolition of Man United 🧠

🇪🇬 Mo Salah is Player of the Week for a 10/10 performance to become Liverpool’s all time PL goalscorer 🔥

Brentford, Brighton, Chelsea, Southampton &amp; Man City players all feature in… https://t.co/k5yU9qJN9o https://t.co/fIXJatkz4f",False,"[0, 303]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,1155693250344300550,1155693250344300550,Matchday365,Matchday365,"Birmingham, AL, USA","Here to bring football fans together, providing unique stats, news, and stories along the way. DMs open.

IG: @Matchday365",https://t.co/mkIU3VSovt,"[{'url': 'https://t.co/mkIU3VSovt', 'expanded_url': 'https://matchday365.wordpress.com/', 'display_url': 'matchday365.wordpress.com', 'indices': [0, 23]}]",[],False,16165,6470,69,Mon Jul 29 04:15:17 +0000 2019,28239,,,False,False,15371,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1401283724839473167/kPJQQjck_normal.jpg,https://pbs.twimg.com/profile_images/1401283724839473167/kPJQQjck_normal.jpg,https://pbs.twimg.com/profile_banners/1155693250344300550/1652994770,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:47 +0000 2023,1633510585697542157,1633510585697542157,@bfcgpg 😂😂😂😂 right. Even the commentators were saying how quiet Brentford were before the gift of a pen,False,"[8, 103]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632880431417766e+18,1632880431417765888,103067969.0,103067969,bfcgpg,,,,,False,0,0,False,False,,en,en,recent,243593457,243593457,Ivor,Lol_Fandango,Casa Fandango of Fulham,"#FulhamFamily #COYW #ByTheRiver  artist formerly known as Cupid Stunt, Ivors tache and Lol in H7.....
  Dennis Odoi Appreciation Society",,,[],False,760,1566,16,Thu Jan 27 11:39:52 +0000 2011,13035,,,True,False,15961,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/652080845541539840/Stc6lxT1_normal.jpg,https://pbs.twimg.com/profile_images/652080845541539840/Stc6lxT1_normal.jpg,https://pbs.twimg.com/profile_banners/243593457/1404085942,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:13 +0000 2023,1633510443321892894,1633510443321892894,@TheKop_com @jac_talbot Go Brentford as David rays leaving,False,"[24, 58]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633502229024891e+18,1633502229024890881,8.901195816998953e+17,890119581699895297,TheKop_com,,,,,False,0,0,False,False,,en,en,recent,1210643742618738688,1210643742618738688,.,zloppn,,,,,[],False,76,1561,0,Fri Dec 27 19:29:04 +0000 2019,6628,,,False,False,2881,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1533140246598238208/2vzrg5X8_normal.jpg,https://pbs.twimg.com/profile_images/1533140246598238208/2vzrg5X8_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:49:44 +0000 2023,1633510321162801152,1633510321162801152,"ok, but Brentford has the second longest unbeaten streak in Europe?? https://t.co/hwk0ULc7Bc",False,"[0, 68]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,False,en,en,recent,1000063650848280577,1000063650848280577,🐙,LCFCFisstza,not even the bench anymore,"🇩🇪🇬🇧 | @Fisstza_Edits | Finn | @LCFC | @sv98 | @redbullracing | AA23, SP11, LS18 | (+@Suns and @Dbacks but rarely watch them cause time zones)",https://t.co/mF4xI6eGhM,"[{'url': 'https://t.co/mF4xI6eGhM', 'expanded_url': 'https://www.youtube.com/channel/UCYy6cf9SDVVhv7m7_xvHzPw', 'display_url': 'youtube.com/channel/UCYy6c…', 'indices': [0, 23]}]",[],False,289,700,1,Fri May 25 17:18:49 +0000 2018,11254,,,True,False,11850,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1571207832652992513/NYX8Uo77_normal.jpg,https://pbs.twimg.com/profile_images/1571207832652992513/NYX8Uo77_normal.jpg,https://pbs.twimg.com/profile_banners/1000063650848280577/1666536152,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,[],1.6334608663887217e+18,1633460866388721668,Wed Mar 08 13:33:13 +0000 2023,1.6334608663887217e+18,1633460866388721668,"At 30 years &amp; 145 days old, Will Still is the youngest manager in Europe’s Top 5 Leagues.

Le prodige. 💫 https://t.co/wpN4G23ztb",False,"[0, 108]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1637589674.0,1637589674,Statman Dave,StatmanDave,"Manchester, England","Football analyst seen on Sky Sports, BBC & elsewhere ⚽️ │ Live on YouTube every Friday at 12:30 throughout the season 🖥 │ Enquiries: info@statmandave.com ✉️",https://t.co/Z2pXB9pg9B,"[{'url': 'https://t.co/Z2pXB9pg9B', 'expanded_url': 'https://linktr.ee/statmandave', 'display_url': 'linktr.ee/statmandave', 'indices': [0, 23]}]",[],False,384940.0,700.0,2027.0,Thu Aug 01 09:38:19 +0000 2013,27818.0,,,True,True,39583.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1423226107587923974/wrTaQ6aX_normal.jpg,https://pbs.twimg.com/profile_images/1423226107587923974/wrTaQ6aX_normal.jpg,https://pbs.twimg.com/profile_banners/1637589674/1628076924,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,28.0,466.0,False,False,False,en,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:48:53 +0000 2023,1633510109165780993,1633510109165780993,@calcio_danny Brentford? reports that Raya will be leaving in the summer,False,"[14, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334968514238464e+18,1633496851423846401,1.1788220222578934e+18,1178822022257893383,calcio_danny,,,,,False,0,0,False,False,,en,en,recent,1518271386128723968,1518271386128723968,Luca 🇯🇴,LucaDeGunner,,be curious,,,[],False,6,102,0,Sun Apr 24 16:51:32 +0000 2022,8193,,,False,False,742,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630508163265961985/B-yQZ6TM_normal.jpg,https://pbs.twimg.com/profile_images/1630508163265961985/B-yQZ6TM_normal.jpg,https://pbs.twimg.com/profile_banners/1518271386128723968/1674586121,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:46:59 +0000 2023,1633509629408706560,1633509629408706560,"I don't really watch a lot of Brentford games so I have no strong opinion on David Raya. But the Man United fanbase with @bethTmufc leading the charge say he's the perfect replacement for David De gea as he suits Ten Hag's play style better

David D̶e̶ ̶g̶e̶a̶ Raya 🔴🇪🇸 https://t.co/kkB0dF0pwy https://t.co/OQP1Zuv3Yd",False,"[0, 293]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,3,False,False,False,en,en,recent,1305853546206818305,1305853546206818305,UtdDanny,UtdDanny1,,@ManUtd | 17 | 🎨 x 🎥 | Rashford and Messi enthusiast,https://t.co/8sm2LFbEdq,"[{'url': 'https://t.co/8sm2LFbEdq', 'expanded_url': 'https://youtube.com/@UtdDanny', 'display_url': 'youtube.com/@UtdDanny', 'indices': [0, 23]}]",[],False,921,580,2,Tue Sep 15 12:59:00 +0000 2020,13868,,,False,False,7270,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630907143896416263/lEAbxe3l_normal.jpg,https://pbs.twimg.com/profile_images/1630907143896416263/lEAbxe3l_normal.jpg,https://pbs.twimg.com/profile_banners/1305853546206818305/1669644960,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.633421732475183e+18,1633421732475183105,Wed Mar 08 10:57:43 +0000 2023,1.633421732475183e+18,1633421732475183105,"David de Gea has impressed Ten Hag this season, but he believes having a goalkeeper more comfortable on the ball would help his team better control games [@RobDawsonESPN]",False,"[0, 170]",en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,2430359540.0,2430359540,utdreport,utdreport,"Manchester, England","The original hub of all the latest #mufc news — including quotes, stats, live match coverage & more",https://t.co/TIvqkP15go,"[{'url': 'https://t.co/TIvqkP15go', 'expanded_url': 'http://utdreport.co.uk', 'display_url': 'utdreport.co.uk', 'indices': [0, 23]}]",[],False,1353075.0,129.0,3838.0,Sun Apr 06 12:06:07 +0000 2014,3.0,,,True,False,76333.0,,False,False,False,ABB8C2,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1260280391178563584/kFkGySR7_normal.jpg,https://pbs.twimg.com/profile_images/1260280391178563584/kFkGySR7_normal.jpg,https://pbs.twimg.com/profile_banners/2430359540/1672922959,ABB8C2,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,False,289.0,5052.0,False,False,,en,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:46:46 +0000 2023,1633509574471761921,1633509574471761921,@LetsTalk_FPL How few DGW27 players (Brighton/Brentford) do you feel is enough? Especially if you’re planning on not WC until a few GWs after. Thanks.,False,"[14, 150]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6334829581694198e+18,1633482958169419778,27507215.0,27507215,LetsTalk_FPL,,,,,False,0,0,False,False,,en,en,recent,1427581911145275396,1427581911145275396,Chuck B,ChuckB321,,,,,[],False,58,1230,0,Tue Aug 17 10:46:32 +0000 2021,23495,,,False,False,5831,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1427649419013406738/C0CgxQCb_normal.jpg,https://pbs.twimg.com/profile_images/1427649419013406738/C0CgxQCb_normal.jpg,https://pbs.twimg.com/profile_banners/1427581911145275396/1640644140,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:46:32 +0000 2023,1633509515126624256,1633509515126624256,@NoreenR20530568 @WinsAndTies @CFC_Janty brentford = maguire tax n city we didn’t have our best lineup out,False,"[41, 106]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6335091757738762e+18,1633509175773876226,1.534974536722137e+18,1534974536722137107,NoreenR20530568,,,,,False,0,0,False,False,,en,en,recent,815729839248408577,815729839248408577,BB🇶🇦,BrandonUtd_,,eras can come to an end,,,[],False,45,335,0,Mon Jan 02 01:22:04 +0000 2017,19068,,,False,False,3289,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629989945229164544/nM4GdvKX_normal.jpg,https://pbs.twimg.com/profile_images/1629989945229164544/nM4GdvKX_normal.jpg,https://pbs.twimg.com/profile_banners/815729839248408577/1612319346,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:46:18 +0000 2023,1633509457610121239,1633509457610121239,"@hailcheaters I’d rather have 2 Brightons and 3 Brentford’s, not the other way round coz Brentford have the extra fixture coming up",False,"[14, 131]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330863445105582e+18,1633086344510558209,2665988107.0,2665988107,hailcheaters,,,,,False,0,0,False,False,,en,en,recent,1496839166486851584,1496839166486851584,Adam Abrahams,FPL_Crane,,"#FPL fan, Southern Liverpool fan, FA Level2 coach and veteran player",,,[],False,84,73,0,Thu Feb 24 13:27:36 +0000 2022,223,,,False,False,221,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1496839344719544328/c0euhuUr_normal.jpg,https://pbs.twimg.com/profile_images/1496839344719544328/c0euhuUr_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:45:14 +0000 2023,1633509187723329536,1633509187723329536,@Huntyroyal @1871podcast @legend3 @TalkReading @readingfclive @MaffRoyal @longlaneroyal @GraemeMurty Leicester away when we knew we were promoted 💙🤍 or Brentford away when we knew we were promoted or Forest at home when we knew we were promoted 🥰 @graememurty @jobimcanuff7 @JamieCuro @johnmackie1976 #Readingfc #thosewerethedays https://t.co/MBPWWFjyAA,False,"[101, 329]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331611900869632e+18,1633161190086963225,185136715.0,185136715,Huntyroyal,,,,,False,0,0,False,False,False,en,en,recent,246455735,246455735,pauline macdonald,princessmacd,Amazingstoke,"Reading FC fan, Arbroath Fc fan and motor sport fan.",,,[],False,1526,1946,25,Wed Feb 02 20:35:55 +0000 2011,502361,,,True,False,96628,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1611275053601116160/_TUqSkpl_normal.jpg,https://pbs.twimg.com/profile_images/1611275053601116160/_TUqSkpl_normal.jpg,https://pbs.twimg.com/profile_banners/246455735/1451892279,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:45:06 +0000 2023,1633509156677197835,1633509156677197835,"@KingRashy_10 Got drilled 7-0 by Liverpool, 6-3 by city &amp; 4-0 by Brentford 

Stats don’t tell the full story",False,"[14, 112]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6335087535583683e+18,1633508753558368256,1.451595555826815e+18,1451595555826814983,KingRashy_10,,,,,False,0,0,False,False,,en,en,recent,1604493684287979520,1604493684287979520,|🫥|,WatDoesHeEvenDo,,"ate top reds, ate harold jacob maguire, ate rashford, ate glazers. luv united, luv mourinho, luv calcio a. simple as. occasional political & fin tweets as well",,,[],False,105,901,1,Sun Dec 18 15:08:17 +0000 2022,690,,,False,False,1551,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604493832380358658/X-jxZ2cj_normal.jpg,https://pbs.twimg.com/profile_images/1604493832380358658/X-jxZ2cj_normal.jpg,https://pbs.twimg.com/profile_banners/1604493684287979520/1677546417,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:44:01 +0000 2023,1633508881694433285,1633508881694433285,"Couple of everton v brentford single tickets available Top Balcony, Main Stand and Family Enclosure all face value £50 each pdf tickets @evertonspares",False,"[0, 150]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,299562880,299562880,Alan Lawless,AlanGiggsy,,,,,[],False,1012,3036,1,Mon May 16 09:33:12 +0000 2011,3356,,,True,False,3402,,False,False,False,0D16BF,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1527589137393524736/x7VQ1W8E_normal.jpg,https://pbs.twimg.com/profile_images/1527589137393524736/x7VQ1W8E_normal.jpg,,000000,FFFFFF,7AC3EE,3D1957,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:43:52 +0000 2023,1633508843790508042,1633508843790508042,"@TrophyFpl @finchbomb1985 Too many Brentford players? 2nd highest scoring keeper, 6th highest scoring Def (best outside of toon and arsenal), 3rd highest scoring striker? Estu 3rd def on form, 3 Brighton midfielders in top 10 on form. And both teams with numerous favourable games before end of season? 🤔",False,"[26, 304]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332299617157612e+18,1633229961715761152,1.1471133417201541e+18,1147113341720154112,TrophyFpl,,,,,False,0,0,False,False,,en,en,recent,381155090,381155090,Jonathan McManus,JDogg1306,"Gosforth, England",,https://t.co/hbC7iamNWz,"[{'url': 'https://t.co/hbC7iamNWz', 'expanded_url': 'https://m.facebook.com/groups/394106027448354?ref=bookmark', 'display_url': 'm.facebook.com/groups/3941060…', 'indices': [0, 23]}]",[],False,42,53,0,Tue Sep 27 20:53:56 +0000 2011,597,,,True,False,588,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/905911706030878726/Jd1y8-ro_normal.jpg,https://pbs.twimg.com/profile_images/905911706030878726/Jd1y8-ro_normal.jpg,https://pbs.twimg.com/profile_banners/381155090/1498597212,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:41:23 +0000 2023,1633508220353355777,1633508220353355777,@YNWAdirshe333 @unitedfan222 @UTDTenzki @MDanial06 @bnwkr @torreylfc @TrollFootball You’ve lost to Brentford as well 😹 don’t get loud when you’ve lost to wolves as well and you’re out of all competitions.,False,"[84, 204]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6335075887708652e+18,1633507588770865171,1.6186788700764938e+18,1618678870076493840,YNWAdirshe333,,,,,False,0,0,False,False,,en,en,recent,1601992507830804480,1601992507830804480,ibra,i16bra,old trafford,"MUFC “I admire them both, City and Liverpool. They both play brilliant football. But Era’s are coming to and end”",,,[],False,80,373,1,Sun Dec 11 17:29:19 +0000 2022,39427,,,False,False,901,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630376986160840705/iXWUyYUu_normal.jpg,https://pbs.twimg.com/profile_images/1630376986160840705/iXWUyYUu_normal.jpg,https://pbs.twimg.com/profile_banners/1601992507830804480/1670780731,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:49 +0000 2023,1633508079118557202,1633508079118557202,"@FPLCanuck @NickKahnTweets ARS fixtures - @ Fulham, Palace and Leeds at home
BHA fixtures - @ Leeds, Palace, Brentford, @ Bournemouth 

Honestly think it’s a wash, if anything.",False,"[27, 176]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334792110914683e+18,1633479211091468290,1.0442408856539259e+18,1044240885653925888,FPLCanuck,,,,,False,0,1,False,False,,en,en,recent,1346556622269804545,1346556622269804545,FPL_MFDOOM 🇨🇦 🇵🇱 (Pete),FplMfdoom,"Toronto, Canada","🍁 FPL nerd from Canada. 
🤓 Set & forget mgr for many yrs - 2nd yr as a 'serious' mgr. 
📝 Post threads every once in a while.",,,[],False,1664,733,40,Tue Jan 05 20:38:20 +0000 2021,13592,,,True,False,13800,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1346556734953955333/3WGLism-_normal.jpg,https://pbs.twimg.com/profile_images/1346556734953955333/3WGLism-_normal.jpg,https://pbs.twimg.com/profile_banners/1346556622269804545/1610029697,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:33 +0000 2023,1633508010193559562,1633508010193559562,"@FPL_Zaha I see the benefit for Zinchenko over Trippier. 

Wolves have been better recently. Both attacking and defensively. Fulham struggled on Monday night vs Brentford and won’t have Palhinha back. 

Zinchenko potential attacking returns sway me.",False,"[10, 249]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331770843349443e+18,1633177084334944257,1.5515426176950436e+18,1551542617695043586,FPL_Zaha,,,,,False,0,0,False,False,,en,en,recent,1486630970916757509,1486630970916757509,barnesy.eth,BarnesSteezy,,Mod for @steezyapegang,https://t.co/jlgD9oKZOU,"[{'url': 'https://t.co/jlgD9oKZOU', 'expanded_url': 'https://opensea.io/Barnes_', 'display_url': 'opensea.io/Barnes_', 'indices': [0, 23]}]",[],False,1409,2850,7,Thu Jan 27 09:23:46 +0000 2022,3545,,,False,False,2832,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1577973762732990464/8G7LBQmP_normal.jpg,https://pbs.twimg.com/profile_images/1577973762732990464/8G7LBQmP_normal.jpg,https://pbs.twimg.com/profile_banners/1486630970916757509/1659023874,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:31 +0000 2023,1633508003952599040,1633508003952599040,"Mitrović scored a 90th minute winner in a 3–2 home win over Brentford on 20 August. As previously mentioned, no better opponent to bag a last minute winner against.",False,"[0, 164]","<a href=""https://twitter.com/FanclubMitro"" rel=""nofollow"">FanclubMitro</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1588541356187713536,1588541356187713536,Mitrović Fanclub,FanclubMitro,By the river,Automaton who has identified the number one bestest football player || Mitrović Fanclub / Appreciation Society || Creator @skandog_ || #PHP,https://t.co/LHJN3NeFhY,"[{'url': 'https://t.co/LHJN3NeFhY', 'expanded_url': 'https://github.com/skandog/FanclubMitro', 'display_url': 'github.com/skandog/Fanclu…', 'indices': [0, 23]}]",[],False,415,17,1,Fri Nov 04 14:39:49 +0000 2022,54128,,,False,False,2640,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1589629168303611906/puGtgSK2_normal.jpg,https://pbs.twimg.com/profile_images/1589629168303611906/puGtgSK2_normal.jpg,https://pbs.twimg.com/profile_banners/1588541356187713536/1667832103,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
