created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Wed Mar 08 15:50:05 +0000 2023,1633495308931063810,1633495308931063810,"Aston Villa notebook: Holte End plans, Rory Wilson and youth star steps up at Bodymoor Heath https://t.co/HxTFq8aolF #avfc",False,"[0, 122]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,18461503,18461503,Aston Villa News,AVFC_News,Birmingham,#AVFC news and opinion from @birmingham_live || Keep up to date with our Villa podcast: @ClaretBluePod Sign up to our newsletter here: https://t.co/uLGO4gozqw,https://t.co/7v6VcMWC5P,"[{'url': 'https://t.co/uLGO4gozqw', 'expanded_url': 'http://bit.ly/3pqOyQc', 'display_url': 'bit.ly/3pqOyQc', 'indices': [135, 158]}]",False,85367,594,385,Mon Dec 29 22:11:04 +0000 2008,141,,,False,False,109564,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1559901828703215618/9xIDHA_P_normal.jpg,https://pbs.twimg.com/profile_images/1559901828703215618/9xIDHA_P_normal.jpg,https://pbs.twimg.com/profile_banners/18461503/1657027297,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/7v6VcMWC5P', 'expanded_url': 'https://www.birminghammail.co.uk/all-about/aston-villa-fc', 'display_url': 'birminghammail.co.uk/all-about/asto…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:50:03 +0000 2023,1633495303293915137,1633495303293915137,‘I wasn’t too sure’: 33-year-old Premier League winner says he snubbed a permanent move to Aston Villa https://t.co/GvWB4yCw5S,False,"[0, 126]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,605419039,605419039,The Boot Room,tbrfootball,,"Bringing you quality journalism, from the Premier League to the National League. Opinion, analysis and exclusives.",https://t.co/6cHobW6B9I,[],False,10358,2345,127,Mon Jun 11 13:23:05 +0000 2012,2482,,,True,False,50194,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1118251852116766722/VLQBefcl_normal.png,https://pbs.twimg.com/profile_images/1118251852116766722/VLQBefcl_normal.png,,5454F2,000000,000000,000000,False,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/6cHobW6B9I', 'expanded_url': 'https://tbrfootball.com', 'display_url': 'tbrfootball.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:45:18 +0000 2023,1633494107296342016,1633494107296342016,"With Aston Villa I won the PL.
Zenit was a fun save where I won a few Russian PL titles but never in the CL.
Deportes Temuco I won everything except the CWC.
Trinidense I had a tycoon and made a few Libertadores quarters.
Real Pharma I took to the UPL.",False,"[0, 252]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633493534455001e+18,1633493534455001090,1.186062958289404e+18,1186062958289403904,BrianBertie98,,,,,False,0,0,False,False,en,en,recent,1186062958289403904,1186062958289403904,Brian Bertie,BrianBertie98,,Next opposition analyst for Mario Viera (Mannucci) and coach at Deportivo Zuñiga. Former scout at @TorosCelayaCD and @AlianzaSullana_. Ipswich Town fan.,,[],False,1952,818,14,Sun Oct 20 23:33:46 +0000 2019,8558,,,False,False,12573,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633171780905971713/Dk2b-3PI_normal.jpg,https://pbs.twimg.com/profile_images/1633171780905971713/Dk2b-3PI_normal.jpg,https://pbs.twimg.com/profile_banners/1186062958289403904/1628898433,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:45:00 +0000 2023,1633494030083592192,1633494030083592192,"West Ham United, Aston Villa and Newcastle United are in the picture to sign Real Betis’ William Carvalho in the summer window.(https://t.co/0ZeMCMnI6w)",False,"[0, 152]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,2263640102,2263640102,RumorsTransfersNews24/7 📰,rumorstransfers,"Barca treble 2009,15 🏆🏆🏆(ALW replies) ","Keep up with the latest transfer news  right here! rumours ,gossip from Euro,EFL,MLS ,South America newspapers  around the web, scout talents, quizzes 24/7📰⚽️",https://t.co/hOU5enl2gG,[],False,5764,5119,64,Fri Dec 27 02:27:48 +0000 2013,75750,,,False,False,101130,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1303411329487822848/tOf-IfAF_normal.jpg,https://pbs.twimg.com/profile_images/1303411329487822848/tOf-IfAF_normal.jpg,https://pbs.twimg.com/profile_banners/2263640102/1579813017,91D2FA,000000,000000,000000,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/hOU5enl2gG', 'expanded_url': 'https://rumorstransfers.wordpress.com/', 'display_url': 'rumorstransfers.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:43:56 +0000 2023,1633493763346628610,1633493763346628610,"Arsenal football club are the only come back kings in the premier league 🔴⚪

▪Arsenal 3-1 West Ham
▪Arsenal 2-1 Fulham
▪Arsenal 3-2 Manchester United 
▪Aston Villa 2-4 Arsenal 
▪Arsenal 3-2 Bournemouth 

#COYG ❤",False,"[0, 211]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,1,False,False,en,en,recent,1612872279943249921,1612872279943249921,Malick AFC,EpicGunners,"Abuja, Nigeria","📡 Sports + Arsenal updates, stats, media and much more.... ⚽🔔",,[],False,36,200,0,Tue Jan 10 18:01:51 +0000 2023,179,,,False,False,445,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632711822972268544/Hpvqwe_q_normal.jpg,https://pbs.twimg.com/profile_images/1632711822972268544/Hpvqwe_q_normal.jpg,https://pbs.twimg.com/profile_banners/1612872279943249921/1673379707,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:41:35 +0000 2023,1633493169223487498,1633493169223487498,"Where #Leeds United rank compared to the Premier League’s most wasteful teams including Man Utd, … https://t.co/oe5llWJ2rg",False,"[0, 122]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,[],False,1040,1547,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44111,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:41:29 +0000 2023,1633493146884780032,1633493146884780032,"Crystal Palace vs Manchester City prediction 11.03.2023
Premier League

In the game against Aston Villa, Crystal Palace's defensive midfielder ...

https://t.co/WYDj1VKyyY https://t.co/kfLNquWtsl",False,"[0, 171]","<a href=""http://www.mightytips.com/"" rel=""nofollow"">Mighty Tips</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,2758195237,2758195237,Mighty Tips,MightyTips,Riga,"The best betting tips and advices
Telegram channel - https://t.co/VCNQLW8r06",https://t.co/G885ptyvKm,"[{'url': 'https://t.co/VCNQLW8r06', 'expanded_url': 'https://t.me/joinchat/ktukFZ0Tuo0xMmUy', 'display_url': 't.me/joinchat/ktukF…', 'indices': [53, 76]}]",False,2041,1026,16,Sat Aug 23 08:27:42 +0000 2014,561,,,True,False,29690,,False,False,False,93A3F5,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1265228298382123008/VToUcpFU_normal.jpg,https://pbs.twimg.com/profile_images/1265228298382123008/VToUcpFU_normal.jpg,https://pbs.twimg.com/profile_banners/2758195237/1590488267,071EB3,000000,DDEEF6,333333,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/G885ptyvKm', 'expanded_url': 'https://www.mightytips.com/', 'display_url': 'mightytips.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:39:49 +0000 2023,1633492726602661888,1633492726602661888,people in 20 years discussing the amazing Man City 20/21 EFL cup win instead of the irrelevant forgettable fluke result Aston Villa 7-2 Liverpool where Villa didn't even play well (united fans logic) https://t.co/BOahkGb5ff,False,"[0, 199]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,4,False,False,en,en,recent,1603570057132625920,1603570057132625920,😨,diiivock,,,,[],False,367,286,0,Fri Dec 16 01:58:00 +0000 2022,3707,,,False,False,3123,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1603810684143386627/aQ8O3kMR_normal.jpg,https://pbs.twimg.com/profile_images/1603810684143386627/aQ8O3kMR_normal.jpg,https://pbs.twimg.com/profile_banners/1603570057132625920/1676399863,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:38:00 +0000 2023,1633492267624284162,1633492267624284162,"Idc anymore, I miss Andre Green and i wish he succeeded at Aston Villa",False,"[0, 70]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1027461210353135616,1027461210353135616,VO,VillansOpinions,B6,@Villanooooooooo,,[],False,1351,1170,6,Thu Aug 09 07:46:56 +0000 2018,42051,,,False,False,25262,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1590121713760624642/ESIuRFOA_normal.jpg,https://pbs.twimg.com/profile_images/1590121713760624642/ESIuRFOA_normal.jpg,https://pbs.twimg.com/profile_banners/1027461210353135616/1628601643,7F1734,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:37:40 +0000 2023,1633492186343026689,1633492186343026689,@TheUtdWay2 @adamkeys_ I guess you have a different opinion after watching our games against Aston Villa and Bournemouth,False,"[23, 120]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6180119605573181e+18,1618011960557318144,1.54461009674709e+18,1544610096747089921,TheUtdWay2,,,,,False,0,0,False,False,en,en,recent,1244924891016683521,1244924891016683521,Jagaban Of The East🦅,JustChike007,Eastern Nigeria,"Arsenal/ #WizkidFc With Premium facts..
retweet doesn't mean endorsement",,[],False,1487,1756,1,Tue Mar 31 09:50:53 +0000 2020,29939,,,True,False,12128,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1553389956063690755/X7-Zh6qV_normal.jpg,https://pbs.twimg.com/profile_images/1553389956063690755/X7-Zh6qV_normal.jpg,https://pbs.twimg.com/profile_banners/1244924891016683521/1659192079,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:36:02 +0000 2023,1633491773216391170,1633491773216391170,@_stonyd @frenchieLFC99 @martynziegler @_pauljoyce As a city fan I think it's too late now to stop city. They have spent and built their own thing. But clubs like Aston Villa and Newcastle if that happens they won't be able to catch up with others,False,"[51, 247]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334493786722468e+18,1633449378672246787,198070768.0,198070768,_stonyd,,,,,False,0,1,False,False,en,en,recent,874548833186967553,874548833186967553,Jordan Mthombeni,JordanJay1205,Out of my mind,And he has given us this command: Anyone who loves God must also love their brother and sister. 1 John 4:21 😃,,[],False,216,176,0,Tue Jun 13 08:47:44 +0000 2017,5765,,,False,False,7642,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1503605018431299585/G3rMUGNB_normal.jpg,https://pbs.twimg.com/profile_images/1503605018431299585/G3rMUGNB_normal.jpg,https://pbs.twimg.com/profile_banners/874548833186967553/1613666126,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:34:10 +0000 2023,1633491303643201545,1633491303643201545,"@BMmydna Lampard once played a penalty 3 time in one game against Aston Villa, he scored all 3. If Havertz had scored the first, he’d have retaken it, do you know why?, IT’S BECAUSE THAT’S WHAT THE RULE IS.",False,"[9, 206]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.63321808080862e+18,1633218080808620034,1.5105938853949071e+18,1510593885394907139,BMmydna,,,,,False,0,0,False,False,en,en,recent,1491888878889885698,1491888878889885698,stacks issa menace,Stacks1xo,,"la musica que hago es fuego🎼  • Follow if you’re pretty, I’d follow back.",,[],False,1211,1034,0,Thu Feb 10 21:37:00 +0000 2022,59001,,,True,False,10524,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604099039900868610/FtL9ktzW_normal.jpg,https://pbs.twimg.com/profile_images/1604099039900868610/FtL9ktzW_normal.jpg,https://pbs.twimg.com/profile_banners/1491888878889885698/1671299143,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:33:27 +0000 2023,1633491123275460610,1633491123275460610,@talkSPORT If that was the case Gabby would still be paying off his debts to Aston Villa fans,False,"[11, 93]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334135332064707e+18,1633413533206470658,15332636.0,15332636,talkSPORT,,,,,False,0,0,False,False,en,en,recent,1628369751054422018,1628369751054422018,👹 ℭ𝔞𝔦𝔯𝔫ℭ𝔞𝔱 👹,8CairnCat8,,⚽M͟a͟n͟c͟h͟e͟s͟t͟e͟r͟ U͟n͟i͟t͟e͟d͟ ⚽,,[],False,12,211,0,Wed Feb 22 12:23:15 +0000 2023,16,,,False,False,149,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628376702517649408/TQlBFODJ_normal.jpg,https://pbs.twimg.com/profile_images/1628376702517649408/TQlBFODJ_normal.jpg,https://pbs.twimg.com/profile_banners/1628369751054422018/1677070698,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:31:51 +0000 2023,1633490720072900608,1633490720072900608,@Opresii We no forget this too oo Don just Aston villa oo https://t.co/4sWkLb9ewQ,False,"[9, 57]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334479647262474e+18,1633447964726247424,1.1559206556086804e+18,1155920655608680455,Opresii,,,,,False,0,0,False,False,en,en,recent,1271255477209509890,1271255477209509890,Chris Sefman,chris_sefa,"Tema, Ghana",Organic Man Utd fan❤| Football Fanatic| @Stonebwoy fan till till✌+Some opinions are just based on ignorance,,[],False,459,1126,0,Fri Jun 12 01:38:53 +0000 2020,15702,,,False,False,1751,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630125989371035649/W6V_X_FG_normal.jpg,https://pbs.twimg.com/profile_images/1630125989371035649/W6V_X_FG_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:31:32 +0000 2023,1633490640003559425,1633490640003559425,@Tomioka11442 @UnitedStandMUFC Aston villa 7 - 2 Liverpool 😂,False,"[31, 60]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633489061661778e+18,1633489061661777920,1.553501834609922e+18,1553501834609922048,Tomioka11442,,,,,False,0,0,False,False,en,en,recent,1362217663,1362217663,Lokesh Hemrajani,imlokiH,"Greensboro, NC",,,[],False,6,20,0,Thu Apr 18 15:25:50 +0000 2013,7,,,False,False,30,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1325266595778867201/nvNfvi4Q_normal.jpg,https://pbs.twimg.com/profile_images/1325266595778867201/nvNfvi4Q_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:30:29 +0000 2023,1633490379625439239,1633490379625439239,"@Nifemey_ Baba, this season brentford whooped us 4, Aston villa gave us 3, city pasted us 6 and now Liverpool gave us 7. When we play away and things go wrong, the entire team starts to play like jss2 boys. It’s really simple",False,"[10, 225]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633453558824665e+18,1633453558824665088,2493232147.0,2493232147,Nifemey_,,,,,False,0,0,False,False,en,en,recent,1328426665,1328426665,Budhha,Bolaji__,"Nexūs ||, Adromeda Galaxy",I’m a jollof rice enthusiast,,[],False,588,325,1,Fri Apr 05 05:02:01 +0000 2013,16474,,,True,False,23728,,False,False,False,120D0A,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1627052507779469312/Nuq6YGLg_normal.jpg,https://pbs.twimg.com/profile_images/1627052507779469312/Nuq6YGLg_normal.jpg,https://pbs.twimg.com/profile_banners/1328426665/1677397698,981CEB,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:28:56 +0000 2023,1633489989345370112,1633489989345370112,"@ari2av @TrollFootball They got humbled by Aston villa too 
So 7 isn’t new to both clubs",False,"[23, 88]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633484888958546e+18,1633484888958545921,1.27907833066761e+18,1279078330667610112,ari2av,,,,,False,0,0,False,False,en,en,recent,1567184372104577025,1567184372104577025,Anastasia❤️,Anastasiajoh200,,"I’m special ❤️,software developer👩🏽‍💻,A huge Manchester United fan❤️❤️, let’s talk football and fpl😌 ….check my ig @an.nieeeeee",https://t.co/BAcdZMpDjx,[],False,1929,447,1,Tue Sep 06 16:14:24 +0000 2022,216,,,False,False,2378,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1601287629949095938/H01OXz9R_normal.jpg,https://pbs.twimg.com/profile_images/1601287629949095938/H01OXz9R_normal.jpg,https://pbs.twimg.com/profile_banners/1567184372104577025/1662529578,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/BAcdZMpDjx', 'expanded_url': 'https://meavana.com/', 'display_url': 'meavana.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:27:42 +0000 2023,1633489678040018945,1633489678040018945,Fucking  Aston Villa https://t.co/mnzznUu0pR https://t.co/CLemg4vzT9,False,"[0, 44]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,1,False,False,en,en,recent,1057365128625221634,1057365128625221634,Jack,Jack_WBA2809,"England, United Kingdom",Just Another Baggies Fan On Twitter,,[],False,173,426,0,Tue Oct 30 20:14:26 +0000 2018,23565,,,True,False,1772,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629572996149936128/Sjf60g3Y_normal.jpg,https://pbs.twimg.com/profile_images/1629572996149936128/Sjf60g3Y_normal.jpg,https://pbs.twimg.com/profile_banners/1057365128625221634/1646048616,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,1.6333889600083558e+18,1633388960008355840,Wed Mar 08 08:47:29 +0000 2023,1.6333889600083558e+18,1633388960008355840,"Finn Azaz is a name to keep an eye on over the next couple of years. He’s only 22 and is playing superbly for on loan for Plymouth this season at the top of League One. 

He got an assist + MOTM in a home win over Derby County last night and has 7 goals &amp; 8 assists this term. https://t.co/xMuhGdwdL8",False,"[0, 280]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,390169072.0,390169072,HLTCO,HLTCO,"""Some tit who runs a blog"" - Stan Collymore","Home of the HLTCO Palace Podcast & HLTCO Football Podcast, published daily Monday-Friday.

Always opinionated, not always right. Patreon - https://t.co/drp6z5k63Q",https://t.co/qqhaskTMmQ,"[{'url': 'https://t.co/qqhaskTMmQ', 'expanded_url': 'http://www.patreon.com/HLTCO', 'display_url': 'patreon.com/HLTCO', 'indices': [0, 23]}]","[{'url': 'https://t.co/drp6z5k63Q', 'expanded_url': 'http://patreon.com/HLTCO', 'display_url': 'patreon.com/HLTCO', 'indices': [139, 162]}]",False,129289.0,30511.0,432.0,Thu Oct 13 15:30:31 +0000 2011,58081.0,,,False,False,112588.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1405176609104039940/_VwuqK4D_normal.jpg,https://pbs.twimg.com/profile_images/1405176609104039940/_VwuqK4D_normal.jpg,https://pbs.twimg.com/profile_banners/390169072/1408979658,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,False,28.0,939.0,False,False,False,en,,
