created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Wed Mar 08 14:36:46 +0000 2023,1633476861266210816,1633476861266210816,"New Overtime Arbitrum AMM position bought
Leicester City - Chelsea
Amount: 12.786327396249806
Paid: 6.148 sUSD
Position: O(2.5)
Potential profit: 7 sUSD (108%)",False,"[0, 159]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,107096,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:36:33 +0000 2023,1633476806727680003,1633476806727680003,"@maitlis @GaryLineker As anyone who has watches #MOTD will know, the BBC are more than happy to let Lineker express his support for Leicester City FC. My point is that it's seems a bit arbitrary for the BBC to now question his partiality with regard to small boats.",False,"[22, 265]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633444646482223e+18,1633444646482223106,20631422.0,20631422,maitlis,,,,,False,0,2,False,False,,en,en,recent,340500383,340500383,Pablo Allelli #FBPE,PabloAllelli,UK,A socialist woke Welsh person living in England. Someone who probably thinks too much. #RejoinEU.,,,[],False,542,747,1,Fri Jul 22 20:10:45 +0000 2011,12790,,,False,False,10188,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1490354824/fb_normal.gif,https://pbs.twimg.com/profile_images/1490354824/fb_normal.gif,https://pbs.twimg.com/profile_banners/340500383/1531420222,1284B4,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:34:13 +0000 2023,1633476216760987653,1633476216760987653,"@lordbonkers Ooh, you and you clickbait...

Such snobbery around Leicester, enhanced with 'some' justification by the destruction of the centre in the post war years. If you judge the city on Gallowtree Gate and the Haymarket, a substantial wedge of the 'historic' centre, it ain't all that...",False,"[13, 293]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633180395222057e+18,1633180395222056960,20262783.0,20262783,lordbonkers,,,,,False,0,1,False,False,,en,en,recent,36903314,36903314,Mark Shirley #CitrasBiggestFan,RFCider,Northamptonshire,"Former Cidermaker. Moderate Session Drinker. Domino Rattler. Blogger. Music, all the time pal!

I've got wild staring eyes,
And I've got a strong urge to retire",https://t.co/R7Z8A7bbMC,"[{'url': 'https://t.co/R7Z8A7bbMC', 'expanded_url': 'https://corbypubsafari.blogspot.com/', 'display_url': 'corbypubsafari.blogspot.com', 'indices': [0, 23]}]",[],False,1690,250,38,Fri May 01 07:19:12 +0000 2009,42664,,,False,False,42876,,False,False,False,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1407417532538052610/H6LA0ONH_normal.jpg,https://pbs.twimg.com/profile_images/1407417532538052610/H6LA0ONH_normal.jpg,https://pbs.twimg.com/profile_banners/36903314/1670835605,19CF86,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:32:54 +0000 2023,1633475886245883904,1633475886245883904,"@ENIC_TIMES_UP @MikeyHotspurs Sorry I’m confused…you said Leicester have won more than us since 1984. They have one League title and one League cup more than us in that time. Pales into insignificance against the likes of Arsenal, Utd, Chelsea, Liverpool and City.",False,"[30, 264]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633474193416233e+18,1633474193416232961,1.443648512617554e+18,1443648512617553925,ENIC_TIMES_UP,,,,,False,0,0,False,False,,en,en,recent,245321308,245321308,Dan,SpursMadDan,Milton Keynes,,,,[],False,43,112,0,Mon Jan 31 12:19:28 +0000 2011,1549,,,False,False,2117,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1161201355001909248/kEJyjh5P_normal.jpg,https://pbs.twimg.com/profile_images/1161201355001909248/kEJyjh5P_normal.jpg,https://pbs.twimg.com/profile_banners/245321308/1565686957,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:31:41 +0000 2023,1633475578878738433,1633475578878738433,"Questions answered on the relegation battle, poor performance across the club, and player wages. #LCFC https://t.co/pIDAwWDyMO",False,"[0, 126]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,1547971206,1547971206,LCFC Live,LiveLCFC,Leicester,"Leicester City news, views and transfer rumours brought to you by Leicestershire Live. Sign up for our newsletter below:",https://t.co/HxSKt71auR,"[{'url': 'https://t.co/HxSKt71auR', 'expanded_url': 'https://www.leicestermercury.co.uk/newsletter-preference-centre/', 'display_url': 'leicestermercury.co.uk/newsletter-pre…', 'indices': [0, 23]}]",[],False,22590,271,192,Wed Jun 26 11:40:32 +0000 2013,244,,,False,True,74331,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_banners/1547971206/1621113199,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:31:16 +0000 2023,1633475477313576962,1633475477313576962,@blueboyDD1 I will have a plate of Leicester city with 3 goals on the side and mudryk playing for dessert! Oohhh!! A Ngolo kante thank you.,False,"[12, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633446357473063e+18,1633446357473062913,1.0144408558794629e+18,1014440855879462912,blueboyDD1,,,,,False,0,0,False,False,,en,en,recent,1424817950985445377,1424817950985445377,BIGRom,BIGRom78468867,,Chelsea FC.   Champions of Europe ⭐️ ⭐️,,,[],False,455,1016,0,Mon Aug 09 19:41:06 +0000 2021,15567,,,False,False,10096,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628525698729054215/uXYqIbih_normal.jpg,https://pbs.twimg.com/profile_images/1628525698729054215/uXYqIbih_normal.jpg,https://pbs.twimg.com/profile_banners/1424817950985445377/1628538748,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:30:49 +0000 2023,1633475362180022274,1633475362180022274,"@smokin_acez313 City are a top level team unlike you guys how many did you score against us? And yeah sorry we got scored on at the very start of transition even now shit happens, but you guys actually think we’re still a shit team, because your having a Leicester season😂, we’re back. Jokers",False,"[16, 292]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334716755713475e+18,1633471675571347461,2196913732.0,2196913732,smokin_acez313,,,,,False,0,0,False,False,,en,en,recent,1120448149334765570,1120448149334765570,Harvey,_hrvd,,,,,[],False,56,263,0,Mon Apr 22 22:03:50 +0000 2019,807,,,False,False,93,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1630153956402798595/Syr9YKzO_normal.jpg,https://pbs.twimg.com/profile_images/1630153956402798595/Syr9YKzO_normal.jpg,https://pbs.twimg.com/profile_banners/1120448149334765570/1677493976,111111,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:17:00 +0000 2023,1633471884003082246,1633471884003082246,"The two clubs go into the game with different feelings. 
https://t.co/QxbYJLxx7j",False,"[0, 80]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,1547971206,1547971206,LCFC Live,LiveLCFC,Leicester,"Leicester City news, views and transfer rumours brought to you by Leicestershire Live. Sign up for our newsletter below:",https://t.co/HxSKt71auR,"[{'url': 'https://t.co/HxSKt71auR', 'expanded_url': 'https://www.leicestermercury.co.uk/newsletter-preference-centre/', 'display_url': 'leicestermercury.co.uk/newsletter-pre…', 'indices': [0, 23]}]",[],False,22590,271,192,Wed Jun 26 11:40:32 +0000 2013,244,,,False,True,74331,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_banners/1547971206/1621113199,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:10:42 +0000 2023,1633470300099575808,1633470300099575808,"@IanMartin @GaryLineker Absoflippinglutely - with added Leicester Market wellie!!  👏👏
Home city of my teens that taught me about multiculturalism as well as providing our fam with gt fresh fruit &amp; veg 🍎🍊🥕🍅 👋🙂

Keep shouting it out Gary 🔊
Your voice is a good'un X",False,"[24, 267]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334416766130012e+18,1633441676613001217,17020096.0,17020096,IanMartin,,,,,False,0,1,False,False,,en,en,recent,32576902,32576902,Jos Bell,Jos21Bell,London,"💙 Campaigning wonk. 
Comms, rsch, media, writer. 
Health/NHS, Env, Equality.  LongCov. Mask up. Shake 'n vax. @jos21bell@mastodon.world 
Tribel Jos Bell.",,,[],False,5227,5746,0,Fri Apr 17 20:51:05 +0000 2009,145495,,,True,False,155155,,False,False,False,C8CE13,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1626425738332188679/HUMFSkxz_normal.jpg,https://pbs.twimg.com/profile_images/1626425738332188679/HUMFSkxz_normal.jpg,https://pbs.twimg.com/profile_banners/32576902/1463179183,9266CC,F8F5C1,349E97,2C0D1A,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:06:06 +0000 2023,1633469141616140288,1633469141616140288,"the last two games was essential for our team and the manager, I’m happy we got the win and the team spirit back, with the way things are going and everyone’s confidence lifted up I don’t see us loosing to Leicester City. We might be actually back fr.💙",False,"[0, 252]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1382516221539586051,1382516221539586051,TrenchBaby❤️‍🩹,tkdrey3,"Accra, Ghana","sorry if I stress u, can’t blame me when a nigga already stressing 😞",,,[],False,192,353,0,Thu Apr 15 02:08:59 +0000 2021,3624,,,False,False,3907,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629962466862956544/CloGNvH1_normal.jpg,https://pbs.twimg.com/profile_images/1629962466862956544/CloGNvH1_normal.jpg,https://pbs.twimg.com/profile_banners/1382516221539586051/1640696317,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:05:21 +0000 2023,1633468952331317248,1633468952331317248,Leicester City survival task clear as full Premier League relegation run-ins compared #LeicesterMercury #LCFC #Foxes #LeicesterCity https://t.co/IAivGcNqXl,False,"[0, 155]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,362211026,362211026,Leicester City Fans,FoxesNews,,"Latest Leicester City FC News, Views and Supporter Blogs! This is a Fan Page and NOT linked to Official Club. #Leicester #LCFC #Foxes #LeicesterCity #LEI",,,[],False,11960,2014,89,Fri Aug 26 01:15:48 +0000 2011,20,,,False,False,61716,,False,False,False,004798,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919798882158002176/n9H9_gcU_normal.jpg,https://pbs.twimg.com/profile_images/919798882158002176/n9H9_gcU_normal.jpg,https://pbs.twimg.com/profile_banners/362211026/1483364256,004798,004798,FFFFFF,004798,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:05:00 +0000 2023,1633468864695611396,1633468864695611396,"It's getting tight at the bottom of the table. 
https://t.co/0FmJUkK9OQ",False,"[0, 71]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,1547971206,1547971206,LCFC Live,LiveLCFC,Leicester,"Leicester City news, views and transfer rumours brought to you by Leicestershire Live. Sign up for our newsletter below:",https://t.co/HxSKt71auR,"[{'url': 'https://t.co/HxSKt71auR', 'expanded_url': 'https://www.leicestermercury.co.uk/newsletter-preference-centre/', 'display_url': 'leicestermercury.co.uk/newsletter-pre…', 'indices': [0, 23]}]",[],False,22590,271,192,Wed Jun 26 11:40:32 +0000 2013,244,,,False,True,74331,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_images/1560211871818518528/zarz7fa0_normal.jpg,https://pbs.twimg.com/profile_banners/1547971206/1621113199,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:04:51 +0000 2023,1633468827420839936,1633468827420839936,@TalkTV Has Gary taken a walk around his home town of Leicester . The city Center and the areas of affordable housing? The levels of immigration are badly managed and there’s living proof here,False,"[8, 192]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633373523275133e+18,1633373523275132928,3380282686.0,3380282686,TalkTV,,,,,False,0,0,False,False,,en,en,recent,325608687,325608687,stubakerlfc,stulfcx5,,,,,[],False,71,545,0,Tue Jun 28 15:39:39 +0000 2011,2606,,,False,False,2054,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1161382778275078144/QOmxAM8o_normal.jpg,https://pbs.twimg.com/profile_images/1161382778275078144/QOmxAM8o_normal.jpg,https://pbs.twimg.com/profile_banners/325608687/1607960313,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:03:56 +0000 2023,1633468596470022146,1633468596470022146,"@abiroberts @GaryLineker Translation: he commentated on the World Cup (his job), he’s not an anti trans bigot, he supported govt action against the pandemic and vaccine development. PLUS he housed two refugees AND he speaks truth about tory-Nazis. His only crime is supporting Leicester City",False,"[25, 291]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633456400146768e+18,1633456400146767873,18297424.0,18297424,abiroberts,,,,,False,0,16,False,False,,en,en,recent,45180714,45180714,Jo O'Neill,JoJo002,,I build for a living and paint oil on canvas  in my spare time. My favorite thing is cocktail night. My least favorite is our government… we can do better,,,[],False,3847,3859,2,Sat Jun 06 18:09:58 +0000 2009,13125,,,False,False,12848,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1566882018453032961/qe4DbOSI_normal.jpg,https://pbs.twimg.com/profile_images/1566882018453032961/qe4DbOSI_normal.jpg,https://pbs.twimg.com/profile_banners/45180714/1662408770,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:03:26 +0000 2023,1633468468866748416,1633468468866748416,"Teams with fixtures in GW28 and GW32 and a double in GW29

🔴Brentford
🔵Leicester City
⚪ Newcastle
🔴 Aston Villa
🔴Bournemouth
🔴 Nottingham Forest

For those who have already used their wildcards Getting in players from these teams would help

#FPL 
#FPLCommunity",False,"[0, 261]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,,en,en,recent,1310276596037611522,1310276596037611522,FPL Alz(Alistair),FPLAlz,"Mumbai, India","Another FPL enthusiast.
link to instagram👇👇👇
https://t.co/L2e1zahrXM",,,"[{'url': 'https://t.co/L2e1zahrXM', 'expanded_url': 'https://www.instagram.com/fpl_guide_888/', 'display_url': 'instagram.com/fpl_guide_888/', 'indices': [45, 68]}]",False,266,173,1,Sun Sep 27 17:54:35 +0000 2020,41,,,False,False,607,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1588516754019348480/pQ_98y0G_normal.jpg,https://pbs.twimg.com/profile_images/1588516754019348480/pQ_98y0G_normal.jpg,https://pbs.twimg.com/profile_banners/1310276596037611522/1667567020,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:02:20 +0000 2023,1633468195880173571,1633468195880173571,@HopkinsNot @GaryLineker Do you complain when he regularly shows his support for Leicester City on motd or just when his politics don’t align with yours?,False,"[25, 153]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334333590692045e+18,1633433359069204481,4349272216.0,4349272216,HopkinsNot,,,,,False,0,0,False,False,,en,en,recent,1470412306362286088,1470412306362286088,Me,tweetonlooker,,,,,[],False,2,11,0,Mon Dec 13 15:16:51 +0000 2021,143,,,False,False,1743,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1470815505191735307/oGDq8VkU_normal.jpg,https://pbs.twimg.com/profile_images/1470815505191735307/oGDq8VkU_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 14:00:05 +0000 2023,1633467626511794178,1633467626511794178,"Nathan Redmond has opened up on Southampton's 9-0 defeat to Leicester City in 2019 and how Saints bounced back from it 🧐

#SaintsFC 

https://t.co/GXX90OX9uI",False,"[0, 157]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,5,False,False,False,en,en,recent,1265695822756315136,1265695822756315136,Saints Live,Saints_FCLive,"St. Mary's, Southampton.",All the latest Southampton FC news... ️⚽️,https://t.co/jmTIlE4aEc,"[{'url': 'https://t.co/jmTIlE4aEc', 'expanded_url': 'https://www.hampshirelive.news/newsletter-preference-centre/', 'display_url': 'hampshirelive.news/newsletter-pre…', 'indices': [0, 23]}]",[],False,4699,237,58,Wed May 27 17:27:21 +0000 2020,53,,,False,True,20617,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1268200530150645762/VemIMjaA_normal.jpg,https://pbs.twimg.com/profile_images/1268200530150645762/VemIMjaA_normal.jpg,https://pbs.twimg.com/profile_banners/1265695822756315136/1662835583,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:59:22 +0000 2023,1633467448568737794,1633467448568737794,"@MSportOfficial Chelsea to win against Leicester City
Dortmund to win against Schalke
Arsenal to win against Fulham 

#MSportSuperOdds",False,"[16, 134]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6333921133575741e+18,1633392113357574145,1.1869044434694595e+18,1186904443469459456,MSportOfficial,,,,,False,0,0,False,False,,en,en,recent,1932177776,1932177776,Joan,akiri456,,I am just Me,,,[],False,14,46,0,Thu Oct 03 21:53:34 +0000 2013,67,,,False,False,126,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622194278733594627/G0QT0hSO_normal.jpg,https://pbs.twimg.com/profile_images/1622194278733594627/G0QT0hSO_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 13:57:59 +0000 2023,1633467097727787016,1633467097727787016,@GaryLineker You were one of my hero when you played for Leicester City and I am pleased to say you still are one. Keep going and stay strong,False,"[13, 141]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.63343252870178e+18,1633432528701779968,471287735.0,471287735,GaryLineker,,,,,False,0,0,False,False,,en,en,recent,1414983664371372036,1414983664371372036,1884 And All That,1884All,,"Tweeting about Sport, Politics, and Theatre @lcfc  Views are my own Retweets are not an endorsement",,,[],False,13,42,0,Tue Jul 13 16:22:58 +0000 2021,89,,,False,False,2528,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1414992599384010759/N0Ob5oCb_normal.jpg,https://pbs.twimg.com/profile_images/1414992599384010759/N0Ob5oCb_normal.jpg,https://pbs.twimg.com/profile_banners/1414983664371372036/1626196138,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
