created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
Wed Mar 08 15:36:29 +0000 2023,1633491889004396544,1633491889004396544,@ConnCFC @ChelseaFC Chilwell was my man of the match …he played really well against Leeds United and continued yesterday 👍,False,"[20, 122]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334815243507302e+18,1633481524350730241,7.539384189047562e+17,753938418904756224,ConnCFC,,,,,False,0,1,False,False,,en,en,recent,1430911070625959944,1430911070625959944,Sika_mp3 Dede 🙏🏾🪔🧘🏽‍♂️,kwabena_degree,"Accra, Ghana",I can’t stop ..Full @Chelsea Fc,,,[],False,72,1396,0,Thu Aug 26 15:13:06 +0000 2021,731,,,False,False,701,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1582576820561580032/_rO3btjL_normal.jpg,https://pbs.twimg.com/profile_images/1582576820561580032/_rO3btjL_normal.jpg,https://pbs.twimg.com/profile_banners/1430911070625959944/1665311377,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:33:18 +0000 2023,1633491085220560901,1633491085220560901,The model Leeds United desperately want to follow by the way https://t.co/TTdBRD13H3,False,"[0, 60]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,4,False,False,True,en,en,recent,1484573319487803395,1484573319487803395,Noel Broke Again,Thugg3rThugger,"Baton Rouge, LA",Father to 4 cats,,,[],False,860,813,2,Fri Jan 21 17:07:23 +0000 2022,6341,,,False,False,21420,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632562968947830789/b7xLlu4D_normal.jpg,https://pbs.twimg.com/profile_images/1632562968947830789/b7xLlu4D_normal.jpg,https://pbs.twimg.com/profile_banners/1484573319487803395/1651527503,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.633195847016956e+18,1633195847016955904,Tue Mar 07 20:00:07 +0000 2023,1.633195847016956e+18,1633195847016955904,"Leicester City Football Club today announces its financial results for the year-ending 31 May, 2022 – a year of continued investment in which the Club sought to build on the successes of preceding seasons.",False,"[0, 205]",en,recent,"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,122392884.0,122392884,Leicester City,LCFC,King Power Stadium,Leicester's the place. 📲 Enquiries: @lcfchelp,https://t.co/h0icJUm3PE,[],False,2706495.0,130.0,6488.0,Fri Mar 12 15:05:42 +0000 2010,6578.0,,,True,True,88548.0,,False,False,False,000052,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1592446330353377280/1xd5bb_0_normal.jpg,https://pbs.twimg.com/profile_images/1592446330353377280/1xd5bb_0_normal.jpg,https://pbs.twimg.com/profile_banners/122392884/1676142728,0C0C86,FFFFFF,0E4D9E,FFFFFF,True,True,False,False,False,False,False,none,[],,,,,False,19.0,207.0,False,False,,en,"[{'url': 'https://t.co/h0icJUm3PE', 'expanded_url': 'http://lcfc.com', 'display_url': 'lcfc.com', 'indices': [0, 23]}]",,,,,,,,,,
Wed Mar 08 15:30:53 +0000 2023,1633490480448282626,1633490480448282626,"🎙  Diego Llorente breaks silence on leaving #LUFC and his 'comfort zone'

https://t.co/1TMaEQxOgX",False,"[0, 97]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,966291292874592256,966291292874592256,Leeds United News,LeedsUnitedYEP,"Leeds, England",Subscribe to @LeedsNews for unlimited access to all the biggest news and sports stories in Leeds with 70% fewer ads: https://t.co/ktmTJXqcLX,https://t.co/rYDsDKvxls,"[{'url': 'https://t.co/rYDsDKvxls', 'expanded_url': 'https://www.yorkshireeveningpost.co.uk/sport/football/leeds-united', 'display_url': 'yorkshireeveningpost.co.uk/sport/football…', 'indices': [0, 23]}]","[{'url': 'https://t.co/ktmTJXqcLX', 'expanded_url': 'https://bit.ly/YEPsubscription', 'display_url': 'bit.ly/YEPsubscription', 'indices': [117, 140]}]",False,45770,308,271,Wed Feb 21 12:39:31 +0000 2018,33,,,True,False,38472,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg,https://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg,https://pbs.twimg.com/profile_banners/966291292874592256/1638747175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:30:39 +0000 2023,1633490419475521536,1633490419475521536,Journalist shares worrying #Leeds United news from inside Elland Road on senior figure – report https://t.co/h37VPKHQgk,False,"[0, 119]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",[],False,1040,1547,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44111,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:26:00 +0000 2023,1633489250682322945,1633489250682322945,Barcelona 'doors wide open' for ex-Leeds United star Raphinha exit amid Premier League interest #LeedsUnited #LeedsUtd #LUFC https://t.co/atQPyswDbo,False,"[0, 148]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,357334408,357334408,Leeds United Fans,LeedsNewsOnly,,Leeds United Football Club News & Blogs! Fan Page NOT linked to Official Club #WeAreLeeds #Leeds #LeedsUtd #LeedsLeedsLeeds #LeedsUnited #LUFC #MOT,,,[],False,6249,1761,56,Thu Aug 18 06:09:17 +0000 2011,25,,,False,False,80685,,False,False,False,F5ED06,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_banners/357334408/1418773924,0D3FD7,0D3FD7,FFFFFF,0D3FD7,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:23:41 +0000 2023,1633488664872493056,1633488664872493056,Leeds United’s potential psychological spark as Javi Gracia’s Whites seek Groundhog Day escape https://t.co/BslpshnRjR,False,"[0, 118]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,158378044,158378044,Tony Dorigo,tonydorigo,"Leeds, England","Aussie born ex-England footballer. Now pundit, co-comm, keynote speaker & ambassador for Leeds United.",https://t.co/HvBbk9Jty2,"[{'url': 'https://t.co/HvBbk9Jty2', 'expanded_url': 'http://www.tonydorigo.com', 'display_url': 'tonydorigo.com', 'indices': [0, 23]}]",[],False,29635,171,184,Tue Jun 22 13:55:46 +0000 2010,3525,,,True,False,10576,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1502228560077107201/w4hdIFAN_normal.jpg,https://pbs.twimg.com/profile_images/1502228560077107201/w4hdIFAN_normal.jpg,https://pbs.twimg.com/profile_banners/158378044/1485653058,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:23:09 +0000 2023,1633488530226794499,1633488530226794499,"Fancy a FREE Leeds United '94 Lukic inspired bucket hat, from https://t.co/Y2KIHhRyJP?

Retweet and follow to enter, we are giving a pre-order hat away, to one lucky fan! #lufc https://t.co/cJspgEQMoQ",False,"[0, 176]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,59,20,False,False,False,en,en,recent,778892813723369472,778892813723369472,The Terrace,theterracelife,United Kingdom,The home of fan culture sports merchandising. Need help or have an order enquiry? Email us at: help@dnabindustries.com. DM inbox not monitored.,https://t.co/rBa0i1Mg09,"[{'url': 'https://t.co/rBa0i1Mg09', 'expanded_url': 'http://www.theterracestore.com', 'display_url': 'theterracestore.com', 'indices': [0, 23]}]",[],False,49803,5051,41,Thu Sep 22 09:44:53 +0000 2016,117626,,,True,False,44548,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1630899372941557760/tm81eUUX_normal.jpg,https://pbs.twimg.com/profile_images/1630899372941557760/tm81eUUX_normal.jpg,https://pbs.twimg.com/profile_banners/778892813723369472/1663947365,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:20:12 +0000 2023,1633487791953793024,1633487791953793024,"Leeds United individual shares reaction as he ended six months on the sidelines this week
https://t.co/TFUaT23Dqm",False,"[0, 113]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1499684987532197888,1499684987532197888,usa jaun news,UsaJaun,,,,,[],False,5329,4857,1,Fri Mar 04 09:56:07 +0000 2022,135,,,False,False,220414,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1500147894481035265/Y73g8L6H_normal.jpg,https://pbs.twimg.com/profile_images/1500147894481035265/Y73g8L6H_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:20:03 +0000 2023,1633487753701896196,1633487753701896196,"'Leeds [United] was a disaster'
#bhafc #lufc 
https://t.co/omJIGuybZI",False,"[0, 69]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,1265697181920628738,1265697181920628738,BHAFC Live,BHAFC_Live,,"All the latest Brighton & Hove Albion FC news, views, pictures and videos from Sussex Live.",https://t.co/8IOfviCKJm,"[{'url': 'https://t.co/8IOfviCKJm', 'expanded_url': 'https://www.sussexlive.co.uk/newsletter-preference-centre/', 'display_url': 'sussexlive.co.uk/newsletter-pre…', 'indices': [0, 23]}]",[],False,910,181,24,Wed May 27 17:34:56 +0000 2020,72,,,False,True,10755,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1268203997699149826/8NeEsVs6_normal.jpg,https://pbs.twimg.com/profile_images/1268203997699149826/8NeEsVs6_normal.jpg,https://pbs.twimg.com/profile_banners/1265697181920628738/1591198506,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:17:34 +0000 2023,1633487127525871616,1633487127525871616,Barcelona 'doors wide open' for ex-Leeds United star Raphinha exit amid Premier League interest: https://t.co/krrA4iFtiy,False,"[0, 120]","<a href=""http://www.james-miller.co.uk"" rel=""nofollow"">Leeds News App</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,892758842378944512,892758842378944512,Leeds News App,leedsnews_app,"Leeds, England","iOS: https://t.co/ITnL8VCxh1
Android: https://t.co/VfbAk8KV3k",,,"[{'url': 'https://t.co/ITnL8VCxh1', 'expanded_url': 'https://apps.apple.com/gb/app/leeds-news-fan-app/id1269120224', 'display_url': 'apps.apple.com/gb/app/leeds-n…', 'indices': [5, 28]}, {'url': 'https://t.co/VfbAk8KV3k', 'expanded_url': 'https://play.google.com/store/apps/details?id=com.jimhunty.leedsnews', 'display_url': 'play.google.com/store/apps/det…', 'indices': [38, 61]}]",False,537,278,3,Wed Aug 02 14:47:49 +0000 2017,19,,,False,False,77765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_banners/892758842378944512/1504686956,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:17:34 +0000 2023,1633487127324360707,1633487127324360707,"Where Leeds United rank compared to the Premier League’s most wasteful teams including Man Utd, Aston Villa &amp; Everton - gallery: https://t.co/7r8FJpO0oy",False,"[0, 156]","<a href=""http://www.james-miller.co.uk"" rel=""nofollow"">Leeds News App</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,892758842378944512,892758842378944512,Leeds News App,leedsnews_app,"Leeds, England","iOS: https://t.co/ITnL8VCxh1
Android: https://t.co/VfbAk8KV3k",,,"[{'url': 'https://t.co/ITnL8VCxh1', 'expanded_url': 'https://apps.apple.com/gb/app/leeds-news-fan-app/id1269120224', 'display_url': 'apps.apple.com/gb/app/leeds-n…', 'indices': [5, 28]}, {'url': 'https://t.co/VfbAk8KV3k', 'expanded_url': 'https://play.google.com/store/apps/details?id=com.jimhunty.leedsnews', 'display_url': 'play.google.com/store/apps/det…', 'indices': [38, 61]}]",False,537,278,3,Wed Aug 02 14:47:49 +0000 2017,19,,,False,False,77765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_banners/892758842378944512/1504686956,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:15:03 +0000 2023,1633486494038990850,1633486494038990850,Roberto De Zerbi sends Javi Gracia Brighton team selection hint amid goalkeeper debate #LeedsUnited #LeedsUtd #LUFC https://t.co/aUMi1idtvd,False,"[0, 139]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,1,1,False,False,False,en,en,recent,357334408,357334408,Leeds United Fans,LeedsNewsOnly,,Leeds United Football Club News & Blogs! Fan Page NOT linked to Official Club #WeAreLeeds #Leeds #LeedsUtd #LeedsLeedsLeeds #LeedsUnited #LUFC #MOT,,,[],False,6249,1761,56,Thu Aug 18 06:09:17 +0000 2011,25,,,False,False,80685,,False,False,False,F5ED06,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg,https://pbs.twimg.com/profile_banners/357334408/1418773924,0D3FD7,0D3FD7,FFFFFF,0D3FD7,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:09:00 +0000 2023,1633484970109939713,1633484970109939713,"Barcelona 'doors wide open' for ex-Leeds United star Raphinha exit amid Premier League interest

#lufc https://t.co/JnoA3zHzD3",False,"[0, 126]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,5,False,False,False,en,en,recent,917724321585467395,917724321585467395,Leeds United Live,liveleedsunited,"Leeds, England","Leeds United Football Club news from Leeds Live. 
We're on Facebook: https://t.co/I1dzdR6p87
Get our newsletter from https://t.co/jmPTiOw1Q5",https://t.co/9YrDi0VzQR,"[{'url': 'https://t.co/9YrDi0VzQR', 'expanded_url': 'http://www.leeds-live.co.uk/sport/leeds-united/', 'display_url': 'leeds-live.co.uk/sport/leeds-un…', 'indices': [0, 23]}]","[{'url': 'https://t.co/I1dzdR6p87', 'expanded_url': 'http://facebook.com/LeedsUtdLive', 'display_url': 'facebook.com/LeedsUtdLive', 'indices': [69, 92]}, {'url': 'https://t.co/jmPTiOw1Q5', 'expanded_url': 'http://bit.ly/3lveGq5', 'display_url': 'bit.ly/3lveGq5', 'indices': [117, 140]}]",False,18869,310,176,Tue Oct 10 12:11:43 +0000 2017,229,,,True,True,62138,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1504431325759119369/qT40Jtlx_normal.jpg,https://pbs.twimg.com/profile_images/1504431325759119369/qT40Jtlx_normal.jpg,https://pbs.twimg.com/profile_banners/917724321585467395/1647519354,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:08:58 +0000 2023,1633484961838772226,1633484961838772226,Good his time is up at Leeds United https://t.co/t2wInGuuaS,False,"[0, 35]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,1,False,False,False,en,en,recent,903659377,903659377,Scott Whitehead🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,sawhitehead1974,,"New york,london,paris,doncaster....Leeds United/Castleford Tigers fan",,,[],False,1093,2182,3,Thu Oct 25 10:44:35 +0000 2012,2136,,,True,False,6074,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1559860713501376513/UXyZP7KP_normal.jpg,https://pbs.twimg.com/profile_images/1559860713501376513/UXyZP7KP_normal.jpg,https://pbs.twimg.com/profile_banners/903659377/1646071840,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.6334085165252608e+18,1633408516525260802,Wed Mar 08 10:05:12 +0000 2023,1.6334085165252608e+18,1633408516525260802,"After the managerial changes and signings over the last year, reports claim the club's hierarchy are not pleased with Orta and that he could be in the firing line if Leeds go down this season.
https://t.co/5C3PU3mVIP",False,"[0, 216]",en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,383711604.0,383711604,LUFC TALK,LUFCforum,Leeds,Leeds United online forum since 2008.,https://t.co/nhYSG0LXvc,[],False,9394.0,2066.0,30.0,Sun Oct 02 11:15:44 +0000 2011,1229.0,,,True,False,1715.0,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1511668635118485510/sxwEV8eH_normal.jpg,https://pbs.twimg.com/profile_images/1511668635118485510/sxwEV8eH_normal.jpg,https://pbs.twimg.com/profile_banners/383711604/1660136355,2400B3,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,none,[],,,,,False,5.0,55.0,False,False,False,en,"[{'url': 'https://t.co/nhYSG0LXvc', 'expanded_url': 'https://www.lufctalk.com/', 'display_url': 'lufctalk.com', 'indices': [0, 23]}]",5bd72f49c4ad7738,https://api.twitter.com/1.1/geo/id/5bd72f49c4ad7738.json,city,Edenthorpe,"Edenthorpe, England",GB,United Kingdom,[],Polygon,"[[[-1.087046, 53.5475245], [-1.0556771, 53.5475245], [-1.0556771, 53.569203], [-1.087046, 53.569203]]]"
Wed Mar 08 15:08:33 +0000 2023,1633484858386264064,1633484858386264064,@Ticketmancity Sorted me out for United Liverpool and Leeds he’s not a scammer,False,"[15, 78]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632717577301508e+18,1632717577301508097,1.4813535576516362e+18,1481353557651636225,Ticketmancity,,,,,False,0,1,False,False,,en,en,recent,984399834256986112,984399834256986112,Harry Davis🇧🇼,Harrydmcfc,wherever city are playing,,,,[],False,196,330,0,Thu Apr 12 11:56:24 +0000 2018,18391,,,True,False,1301,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625528304060055554/oPNKDNjQ_normal.jpg,https://pbs.twimg.com/profile_images/1625528304060055554/oPNKDNjQ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:03:02 +0000 2023,1633483468955942912,1633483468955942912,"Hot off the press, my latest column:

""Leeds' potential psychological spark as Whites seek Groundhog Day escape""
 
#MOT #LeedsUnited

https://t.co/KhCKUdPWqS",False,"[0, 157]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,4,False,False,False,en,en,recent,158378044,158378044,Tony Dorigo,tonydorigo,"Leeds, England","Aussie born ex-England footballer. Now pundit, co-comm, keynote speaker & ambassador for Leeds United.",https://t.co/HvBbk9Jty2,"[{'url': 'https://t.co/HvBbk9Jty2', 'expanded_url': 'http://www.tonydorigo.com', 'display_url': 'tonydorigo.com', 'indices': [0, 23]}]",[],False,29635,171,184,Tue Jun 22 13:55:46 +0000 2010,3525,,,True,False,10576,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1502228560077107201/w4hdIFAN_normal.jpg,https://pbs.twimg.com/profile_images/1502228560077107201/w4hdIFAN_normal.jpg,https://pbs.twimg.com/profile_banners/158378044/1485653058,2FC2EF,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 15:02:35 +0000 2023,1633483357534183427,1633483357534183427,@Starnat46113752 And I don't know if you watched the game against Leeds united but if you did you'll realize Enzo was able to move freely and not worry about the back because he had Kova covering for him.,False,"[17, 204]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633474568122663e+18,1633474568122662913,1.138971729026519e+18,1138971729026519040,Starnat46113752,,,,,False,0,0,False,False,,en,en,recent,812669458993020928,812669458993020928,Söwah🇬🇭🇨🇦,william_sowah,somewhere inside your world,"God's own now and forever 😇

@Chelseafc 💙💙  
 i.g _.sowah",,,[],False,342,466,0,Sat Dec 24 14:41:12 +0000 2016,13331,,,True,False,2225,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623619199795924996/LHBzBJXS_normal.jpg,https://pbs.twimg.com/profile_images/1623619199795924996/LHBzBJXS_normal.jpg,https://pbs.twimg.com/profile_banners/812669458993020928/1675935552,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
