created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.possibly_sensitive,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
Wed Mar 08 16:52:04 +0000 2023,1633510907929133056,1633510907929133056,@OladimejiAkin13 Sane person? It is literally a fact that Manchester United are chasing a quadruple,False,"[17, 99]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633507269965955e+18,1633507269965955072,1.4409906300843213e+18,1440990630084321286,OladimejiAkin13,,,,,False,0,0,False,False,en,en,recent,4837300329,4837300329,Zach Lowy,ZachLowy,"Washington, DC","Co-creator of @btlvid. Words for @betcoza, @stlCITYsc, @BeyondThePitch, @BBCSport and @talkSPORT.",https://t.co/O7OVxlm5Yg,[],False,72986,1824,685,Sat Jan 23 04:22:43 +0000 2016,106694,,,True,True,143796,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1505219844563681284/gFfBUOvf_normal.jpg,https://pbs.twimg.com/profile_images/1505219844563681284/gFfBUOvf_normal.jpg,https://pbs.twimg.com/profile_banners/4837300329/1670302257,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/O7OVxlm5Yg', 'expanded_url': 'http://breakingthelines.com', 'display_url': 'breakingthelines.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:51:25 +0000 2023,1633510747119525905,1633510747119525905,1 x Real Betis v Manchester United away ticket available. DM for more details (members/ST only) #manutd #EuropaLeague,False,"[0, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1476544600051535874,1476544600051535874,roshan 🐐,roshanchana97_,,25 | W LDN | MUFC🔰| pronouns: fudu/lund,,[],False,94,153,0,Thu Dec 30 13:24:10 +0000 2021,12770,,,True,False,3512,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1574899047500062741/BUCWRd59_normal.jpg,https://pbs.twimg.com/profile_images/1574899047500062741/BUCWRd59_normal.jpg,https://pbs.twimg.com/profile_banners/1476544600051535874/1666783193,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:51:11 +0000 2023,1633510684762808344,1633510684762808344,🚨 Chelsea and Manchester United are trying to persuade Daichi Kamada to join them instead of Borussia Dortmund who are understood to have a verbal agreement. [Daily Mail] #MUFC https://t.co/unipGNG7Mz,False,"[0, 176]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,22,False,False,en,en,recent,1057238859334012929,1057238859334012929,UnitedReds,UnitedRedscom,"Manchester, England","Independent #MUFC App & Website 📲🔴 | 🔔 Set notifications | Follow for daily #MUFC news, updates, opinions & photos | Enquiries 👉 support@UnitedReds.com",https://t.co/oNkcKocec1,[],False,136591,101536,330,Tue Oct 30 11:52:41 +0000 2018,2586,,,False,False,10925,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1057239745141579777/H9qen0w5_normal.jpg,https://pbs.twimg.com/profile_images/1057239745141579777/H9qen0w5_normal.jpg,https://pbs.twimg.com/profile_banners/1057238859334012929/1671461162,DA291C,000000,000000,000000,False,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/oNkcKocec1', 'expanded_url': 'https://unitedreds.com/onelink', 'display_url': 'unitedreds.com/onelink', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:51:08 +0000 2023,1633510673161363478,1633510673161363478,"Eintracht Frankfurt's Daichi Kamada is understood to have a verbal agreement with Dortmund. However, a number of clubs including Manchester United &amp; Chelsea have not given up hope of persuading him to change his mind. [@AdrianJKajumba, @SamiMokbel81_DM] #MUFC",False,"[0, 263]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,2,False,False,en,en,recent,1545822676907876354,1545822676907876354,🌑,UTDwhales,"Manchester, England","⚫📱Covering Manchester united Updates,News,Stat,Picture,Quotes, Match Coverage and Much More | @manutd | #MUFC",,[],False,3030,2987,3,Sat Jul 09 17:30:38 +0000 2022,21319,,,True,False,12092,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625104810113392640/2QYpf133_normal.jpg,https://pbs.twimg.com/profile_images/1625104810113392640/2QYpf133_normal.jpg,https://pbs.twimg.com/profile_banners/1545822676907876354/1672826793,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:59 +0000 2023,1633510637119709185,1633510637119709185,Breaking: Chelsea and Manchester United are trying to persuade Daichi Kamada to join them instead of Borussia Dortmund who are understood to have a verbal agreement. (@SamiMokbel81_DM @AdrianJKajumba) https://t.co/7LSn4OTt8c,False,"[0, 200]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1525826813204828167,1525826813204828167,CFC News Global,TheOgidiBrown,,Anything #CFC with all the authentic news and transfer updates. Dm for promo and adds,,[],False,3127,2422,0,Sun May 15 13:14:10 +0000 2022,16076,,,False,False,17925,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1559642332387049472/vFnFzKl8_normal.jpg,https://pbs.twimg.com/profile_images/1559642332387049472/vFnFzKl8_normal.jpg,https://pbs.twimg.com/profile_banners/1525826813204828167/1660682694,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:58 +0000 2023,1633510633940426761,1633510633940426761,"Ill treat a legend,you'll soon come to find that your arrogance will catch up to you,I supported Manchester United but seeing how they repay loyalty is sickening,not only did Hag want CR7 out but the team at large,back stabbers they are, glad you've learned.7-0 revenge is sweet😂",False,"[0, 279]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1567846576965537793,1567846576965537793,Eugene,Philosopherskis,"Manchester, England",,,[],False,0,16,0,Thu Sep 08 12:05:49 +0000 2022,14,,,False,False,100,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1606164489413558272/GOPLiWF__normal.jpg,https://pbs.twimg.com/profile_images/1606164489413558272/GOPLiWF__normal.jpg,https://pbs.twimg.com/profile_banners/1567846576965537793/1671774531,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:43 +0000 2023,1633510570421899264,1633510570421899264,"🚨🚨| According to @SamiMokbel81_DM : 

Chelsea and Manchester United are trying to persuade Daichi Kamada from Eintracht Frankfurt to join them instead of Borussia Dortmund who are understood to have a verbal agreement.

#MUFC 🔴 #ManUtd",False,"[0, 235]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,1,False,False,en,en,recent,1498403682454540290,1498403682454540290,UnitedCult🇧🇬,UnitedBadge,Bulgaria,"𝘼𝙇𝙇 @ManUtd 𝙄𝙉 𝙊𝙉𝙀 𝙋𝙇𝘼𝘾𝙀 

¦ News, Pictures, Stats, Personal thoughts and more about MANCHESTER UNITED F.C.👹 | #MUFC ¦",,[],False,1143,133,3,Mon Feb 28 21:04:27 +0000 2022,2375,,,True,False,9020,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1517794073393999872/JpqVl-OS_normal.jpg,https://pbs.twimg.com/profile_images/1517794073393999872/JpqVl-OS_normal.jpg,https://pbs.twimg.com/profile_banners/1498403682454540290/1675295712,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:34 +0000 2023,1633510532249427968,1633510532249427968,"@KafuiDey @NAkufoAddo The 2023 Nigeria Elections affected our economy 

And the resent 7-0 loss of Manchester United too",False,"[22, 120]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633469193071874e+18,1633469193071874054,277611667.0,277611667,KafuiDey,,,,,False,0,0,False,False,en,en,recent,3772170503,3772170503,God’s Gift to Mankind🧢,iamdreamchaserr,"Tema, Ghana","A student, Activist, A Christian",,[],False,455,713,0,Fri Sep 25 15:06:53 +0000 2015,17734,,,True,False,1114,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1627353106156494850/PAKh8djO_normal.jpg,https://pbs.twimg.com/profile_images/1627353106156494850/PAKh8djO_normal.jpg,https://pbs.twimg.com/profile_banners/3772170503/1556322140,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:15 +0000 2023,1633510450427035648,1633510450427035648,"@GMB @susannareid100 @SuellaBraverman There are currently over 500,000 Manchester United supporters in the UK who could come to Old Trafford tomorrow night. What steps are Manchester police taking to ensure this does not happen?",False,"[38, 228]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6333873897028772e+18,1633387389702877185,19424427.0,19424427,GMB,,,,,False,0,0,False,False,en,en,recent,1440633388344360960,1440633388344360960,IntotheArena,ArenaIntothe,,,,[],False,13,171,0,Wed Sep 22 11:05:54 +0000 2021,2748,,,False,False,4646,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:15 +0000 2023,1633510449638514705,1633510449638514705,We’re Manchester United https://t.co/nfTuRWqLa4,False,"[0, 23]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,712355034802077697,712355034802077697,lug qalooc,_40ball,,We all gon die anyway لا تهزم مرتين #MUFC,,[],False,795,345,7,Tue Mar 22 19:07:30 +0000 2016,9418,,,False,False,109432,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1612312927188537344/0xy2B8md_normal.jpg,https://pbs.twimg.com/profile_images/1612312927188537344/0xy2B8md_normal.jpg,https://pbs.twimg.com/profile_banners/712355034802077697/1634689592,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,True,1.6334948722534277e+18,1633494872253427712,Wed Mar 08 15:48:21 +0000 2023,1.6334948722534277e+18,1633494872253427712,"🚨💰 NEW: 

The Qatari's are the biggest bidders for #MUFC. @lauriewhitwell 🇶🇦",False,"[0, 76]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1599057055.0,1599057055,UtdPlug,UtdPlug,"Manchester, England","📲🔴 Covering Manchester United Updates, Transfer News, Stats, Pictures, Quotes, Match Coverage and Much More | @ManUtd | #MUFC",,[],False,536798.0,2076.0,1133.0,Tue Jul 16 18:47:01 +0000 2013,45987.0,,,True,False,45496.0,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1433016791559770117/E3jcG92i_normal.jpg,https://pbs.twimg.com/profile_images/1433016791559770117/E3jcG92i_normal.jpg,https://pbs.twimg.com/profile_banners/1599057055/1671053978,DD2E44,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,False,410.0,5012.0,False,False,en,,,,,,,,,,,,,,
Wed Mar 08 16:50:10 +0000 2023,1633510428876902400,1633510428876902400,"@ftblSharl Ferguson is a must 
Manchester United fan + would be happy with a squad role.
30-40 mil is one of best investment we can make",False,"[11, 136]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332427413028618e+18,1633242741302861828,1.311771368938242e+18,1311771368938242048,ftblSharl,,,,,False,0,0,False,False,en,en,recent,1202595190235525120,1202595190235525120,Sourav🔰,Sourav_Mufc,Theatre of Dreams,"MANCHESTER UNITED IS ❤️     

Also part time @ScuderiaFerrari fan

#8 is 😍",,[],False,2223,955,6,Thu Dec 05 14:27:04 +0000 2019,48058,,,True,False,29395,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632659593116663808/fL_fqeWt_normal.jpg,https://pbs.twimg.com/profile_images/1632659593116663808/fL_fqeWt_normal.jpg,https://pbs.twimg.com/profile_banners/1202595190235525120/1677441842,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:50:05 +0000 2023,1633510408697925632,1633510408697925632,"🔴💥 BREAKING: Chelsea and Manchester United are trying to persuade Daichi Kamada to join them instead of Borussia Dortmund who are understood to have a verbal agreement.#CFC #MUFC

 (@SamiMokbel81_DM @AdrianJKajumba) https://t.co/uUWWSyzfMY",False,"[0, 215]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1346785062109540352,1346785062109540352,Boateng Richmond,RichBoat_01,,"Football ⚽ News 24/7 

Chelsea💯

NBA 🏀 (Utah Jazz)

1st Thessalonians 5 : 16-18 🙇‍♂️",,[],False,391,459,0,Wed Jan 06 11:46:27 +0000 2021,74209,,,False,False,24294,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616132636715384858/rwfwocIc_normal.jpg,https://pbs.twimg.com/profile_images/1616132636715384858/rwfwocIc_normal.jpg,https://pbs.twimg.com/profile_banners/1346785062109540352/1663163487,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:49:57 +0000 2023,1633510374208344065,1633510374208344065,Manchester United💔😂 https://t.co/1gWNnn2nMS,False,"[0, 19]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,2188018533,2188018533,LA RICH🎧🇬🇭,Moh_GodHand,Global📍,Software Engineer||BeatBoxer||Singer||Rapper||Trombonist ||Music Addict|| GOD'S VERY OWN|| https://t.co/fr0GZnXVa0 || @Dcleakers🎧🎤||,https://t.co/zWjBCT7COf,"[{'url': 'https://t.co/fr0GZnXVa0', 'expanded_url': 'https://t.me/yawzackemusichub', 'display_url': 't.me/yawzackemusich…', 'indices': [91, 114]}]",False,1719,4077,2,Tue Nov 19 22:19:55 +0000 2013,26281,,,True,False,38411,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1628891990371737602/QkdH5kDM_normal.jpg,https://pbs.twimg.com/profile_images/1628891990371737602/QkdH5kDM_normal.jpg,https://pbs.twimg.com/profile_banners/2188018533/1526406240,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/zWjBCT7COf', 'expanded_url': 'http://Www.dcleakers.com', 'display_url': 'dcleakers.com', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:49:46 +0000 2023,1633510328737886209,1633510328737886209,Mohammed Kudus is set to join Manchester United this summer-Ten Hag. https://t.co/UENQkpgLmJ,False,"[0, 92]","<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1341558583402573831,1341558583402573831,Bobby The Blogger,bobbytheblogger,World Wide,Entertainment & Sports #blogger #socialmedia #influencer Jovial #Traveller || Content Creator || Blogger @TheGhanaWeb Turn On Post Notification 🔔,https://t.co/y19iZwr0ip,[],False,1242,1101,3,Wed Dec 23 01:38:01 +0000 2020,5787,,,True,False,6324,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629784345060732928/4I6xBcI2_normal.jpg,https://pbs.twimg.com/profile_images/1629784345060732928/4I6xBcI2_normal.jpg,https://pbs.twimg.com/profile_banners/1341558583402573831/1678187209,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/y19iZwr0ip', 'expanded_url': 'http://bobbytheblogger.com/', 'display_url': 'bobbytheblogger.com', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:49:07 +0000 2023,1633510166481211392,1633510166481211392,"🔔 | ""If he asked for my opinion..."" - Man Utd flop sends message to Osimhen over Old Trafford move https://t.co/mf4MKopVBi",False,"[0, 122]","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,479709882,479709882,SPORTbible News,SportBibleNews,,,,[],False,212789,5,590,Tue Jan 31 17:42:56 +0000 2012,70,,,False,False,16859,,False,False,True,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1535154931329552385/UvYrNpoH_normal.jpg,https://pbs.twimg.com/profile_images/1535154931329552385/UvYrNpoH_normal.jpg,https://pbs.twimg.com/profile_banners/479709882/1654844512,0084B4,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:48:17 +0000 2023,1633509957218836495,1633509957218836495,@BluFoxx @PolitlcsUK Unless his corrupt Tory owned employers want to talk about Manchester United getting stuffed 7 nil last Sunday they can go swivel...,False,"[21, 153]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334753472607683e+18,1633475347260768259,929551262.0,929551262,BluFoxx,,,,,False,0,0,False,False,en,en,recent,3620339183,3620339183,tom maccoy,tom_maccoy,,,,[],False,129,487,4,Fri Sep 11 12:34:36 +0000 2015,4427,,,True,False,19940,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1019980697023500289/6k7WC9dy_normal.jpg,https://pbs.twimg.com/profile_images/1019980697023500289/6k7WC9dy_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:48:16 +0000 2023,1633509950545698824,1633509950545698824,🔴 - Chelsea and Manchester United are trying to persuade Daichi Kamada to join them instead of Borussia Dortmund who are understood to have a verbal agreement. (@SamiMokbel81_DM),False,"[0, 178]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,3,False,False,en,en,recent,3293407186,3293407186,RedsUnited,RedsUnitedNet,Ireland,"Welcome to RedsUnited Twitter page, We give out the latest Manutd news and Transfer news / Enquirie: Redsunitednet@gmail.com",https://t.co/bSKHADVjsU,[],False,1143,134,1,Thu May 21 21:10:14 +0000 2015,3275,,,False,False,3605,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1628682362157498368/GZbYfbVn_normal.jpg,https://pbs.twimg.com/profile_images/1628682362157498368/GZbYfbVn_normal.jpg,https://pbs.twimg.com/profile_banners/3293407186/1677879518,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/bSKHADVjsU', 'expanded_url': 'https://linktr.ee/Fut_Sports_Tv', 'display_url': 'linktr.ee/Fut_Sports_Tv', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:48:01 +0000 2023,1633509890370183169,1633509890370183169,[Survey Results] Liverpool 7 - 0 Manchester United #UtdTalk #United #ManUTD #ManchesterUnited https://t.co/ZqTaYHNX5t,False,"[0, 117]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,347571686,347571686,Man Utd Fans,manutdnewsonly,,Manchester United FC Fan Page. NOT linked to Official Club #UnitedArmy #RedDevils #MUFCFamily #MUFC #ManUTD #ManchesterUnited,,[],False,31450,5219,166,Wed Aug 03 00:45:01 +0000 2011,37,,,False,False,301327,,False,False,False,E20E0E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919342486954295297/LPUuN6Ee_normal.jpg,https://pbs.twimg.com/profile_images/919342486954295297/LPUuN6Ee_normal.jpg,https://pbs.twimg.com/profile_banners/347571686/1418707013,E20E0E,E20E0E,FFFFFF,E20E0E,False,False,False,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:48:00 +0000 2023,1633509884472827917,1633509884472827917,"Before the game, Ferdinand was confident in his predictions going into the fixture at Anfield. 

The former Manchester United defender claimed that Liverpool had “taken a couple of steps backwards”.",False,"[0, 198]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6335078213868872e+18,1633507821386887168,39563493.0,39563493,mrwedwards,,,,,False,0,0,False,False,en,en,recent,39563493,39563493,LFC for LIFE,mrwedwards,,News. Views. Opinions about Liverpool FC and Sport in General. Click the link to see all the latest on LFC,https://t.co/4WtQC76NZt,[],False,18233,15953,61,Tue May 12 18:39:19 +0000 2009,4,,,False,False,71729,,False,False,False,3B94D9,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/655347138243772416/iu1snZYa_normal.jpg,https://pbs.twimg.com/profile_images/655347138243772416/iu1snZYa_normal.jpg,https://pbs.twimg.com/profile_banners/39563493/1440839394,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/4WtQC76NZt', 'expanded_url': 'http://lfcnewsandviews.co.uk/#/', 'display_url': 'lfcnewsandviews.co.uk/#/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
