created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.possibly_sensitive,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Wed Mar 08 16:42:30 +0000 2023,1633508501866553344,1633508501866553344,@SkySportsNews Everton Bound next year 🤣🤣🤣,False,"[15, 42]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334987010576466e+18,1633498701057646594,108568373.0,108568373,SkySportsNews,,,,,False,0,0,False,False,,en,en,recent,286359678,286359678,Richie,RichieRocky7,Liverpool,My kids .The reason to keep going when i need to stop . #LFC #Boxing #MMA. Don’t buy the S*n. JFT97. Views are my own and my own only. Scouser,,,[],False,1215,2423,13,Fri Apr 22 21:07:29 +0000 2011,1142,,,True,False,8908,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1610412876409323528/ypFsxU87_normal.jpg,https://pbs.twimg.com/profile_images/1610412876409323528/ypFsxU87_normal.jpg,https://pbs.twimg.com/profile_banners/286359678/1591562144,0099B9,FFFFFF,95E8EC,3C3940,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:42:17 +0000 2023,1633508444824035328,1633508444824035328,@olivercollyer @Everton_Extra They did!,False,"[30, 39]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633194983162364e+18,1633194983162363905,2722858498.0,2722858498,olivercollyer,,,,,False,0,0,False,False,,en,en,recent,3010448529,3010448529,Paul Gibson,redgolf99,,,,,[],False,32,16,0,Sun Feb 01 16:58:34 +0000 2015,5984,,,False,False,7323,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:42:14 +0000 2023,1633508434602598400,1633508434602598400,"Happy #InternationalWomensDay! Great to see the day being celebrated by Everton’s Seamus Coleman and @gabsgeorge becoming official advocates for @HerGameToo, incredible news! And that young girls will now get equal access to sport in school thanks to the work by the @Lionesses 💙",False,"[0, 279]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,,en,en,recent,1515808398113136644,1515808398113136644,Keira Knox 💙,KeiraKnox06,,| The Everton Women’s Show @ToffeeTVEFC | Host of The EFC Women’s Report and Everton Women Match Report Writer for @EvertonNewsFeed |@evertonwomen,https://t.co/1AcPLY4uLN,"[{'url': 'https://t.co/1AcPLY4uLN', 'expanded_url': 'https://linktr.ee/keiraknox06', 'display_url': 'linktr.ee/keiraknox06', 'indices': [0, 23]}]",[],False,817,509,2,Sun Apr 17 21:44:48 +0000 2022,22953,,,True,False,1150,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617233563342053377/Iluc5S9D_normal.jpg,https://pbs.twimg.com/profile_images/1617233563342053377/Iluc5S9D_normal.jpg,https://pbs.twimg.com/profile_banners/1515808398113136644/1674413517,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:42:11 +0000 2023,1633508422523002888,1633508422523002888,@everton_toffee1 Haha either do I. This was meant to be a comment on someone talking about Guns n Roses 😂,False,"[17, 105]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633505372479578e+18,1633505372479578114,8.215144376643748e+17,821514437664374787,everton_toffee1,,,,,False,0,1,False,False,,en,en,recent,1880532696,1880532696,Paul,pdwyer1987,"Liverpool, England",Everton,,,[],False,889,1070,4,Wed Sep 18 19:14:26 +0000 2013,16549,,,True,False,19775,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1123527066958422016/XmchdXvd_normal.jpg,https://pbs.twimg.com/profile_images/1123527066958422016/XmchdXvd_normal.jpg,https://pbs.twimg.com/profile_banners/1880532696/1654327825,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:42:09 +0000 2023,1633508414436376576,1633508414436376576,@BBCNWT Great work Everton FC,False,"[8, 29]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334369223779082e+18,1633436922377908226,64683174.0,64683174,BBCNWT,,,,,False,0,0,False,False,,en,en,recent,1569632071936782337,1569632071936782337,Tony Quillan,TonyQuillan2,,,,,[],False,21,29,0,Tue Sep 13 10:20:38 +0000 2022,18,,,False,False,5211,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:41:45 +0000 2023,1633508312598683666,1633508312598683666,@knockemdownes @KITmagazine_ @PrettyPolyBook @kit_geek @shirts_original @TalkingKit @philharrison192 @TheShirtUnion @thefootballsc @TrujistaSancho @3retro_ I know we aren't having a great season but I love the pink Everton away shirt &amp; I have created a dream team on Fifa &amp; I use it in the CL so it has a good association. 🦩 👚 https://t.co/87HM3fiq8C,False,"[156, 334]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334370613268193e+18,1633437061326819328,527664993.0,527664993,knockemdownes,,,,,False,0,1,False,False,False,en,en,recent,963106571889803264,963106571889803264,Jack Brokenshire,JackBrokenshir2,"Maidstone, Kent","Christian, married to Me Julie, Dad to James, Everton, Maidstone, England, Tom Brady, Pats, Bourbon, Bruce, OFAH, FPL, Tommy Fleetwood, Springboks fan",,,[],False,506,1789,5,Mon Feb 12 17:44:35 +0000 2018,63847,,,False,False,12891,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1583122820774694914/XT_G2ST8_normal.jpg,https://pbs.twimg.com/profile_images/1583122820774694914/XT_G2ST8_normal.jpg,https://pbs.twimg.com/profile_banners/963106571889803264/1676184523,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:41:16 +0000 2023,1633508191957921793,1633508191957921793,"@LeePazzini @DanMaltby5 @Everton_Extra Colback didn't make a tackle, Coleman kicked him. End of story.",False,"[39, 102]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6334016737239245e+18,1633401673723924481,311475276.0,311475276,LeePazzini,,,,,False,0,0,False,False,,en,en,recent,3010448529,3010448529,Paul Gibson,redgolf99,,,,,[],False,32,16,0,Sun Feb 01 16:58:34 +0000 2015,5984,,,False,False,7323,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:58 +0000 2023,1633508115743121408,1633508115743121408,@Emmet1878 @brunoog97 Most people in Everton just know what a gun is and pointing it at kids.,False,"[22, 93]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6335046061467648e+18,1633504606146764813,8.713058560040428e+17,871305856004042752,Emmet1878,,,,,False,0,1,False,False,,en,en,recent,1426211432027283462,1426211432027283462,Diamond86,Diamond8618,,,,,[],False,113,224,0,Fri Aug 13 15:58:08 +0000 2021,1127,,,False,False,12030,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1487886618883153921/1ovWItzl_normal.jpg,https://pbs.twimg.com/profile_images/1487886618883153921/1ovWItzl_normal.jpg,https://pbs.twimg.com/profile_banners/1426211432027283462/1645364082,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:56 +0000 2023,1633508106029211657,1633508106029211657,@bbcmerseysport Blues will be queueing for miles 😂 always good to see though fair play Everton,False,"[16, 94]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334490617380045e+18,1633449061738004480,626484179.0,626484179,bbcmerseysport,,,,,False,0,0,False,False,,en,en,recent,1305817033439932421,1305817033439932421,Andy Quinn,AndyQui29237736,,Everything Football,,,[],False,35,146,0,Tue Sep 15 10:33:58 +0000 2020,353,,,False,False,6334,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1547693947455082497/Y0r1-Q3N_normal.jpg,https://pbs.twimg.com/profile_images/1547693947455082497/Y0r1-Q3N_normal.jpg,https://pbs.twimg.com/profile_banners/1305817033439932421/1623682761,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:55 +0000 2023,1633508103877476353,1633508103877476353,"Looking for a Leicester away ticket. Will pay or swap. I have a Everton, Villa and Brighton at home ticket available.

@SparesCFC @Chelsea_spare1 @ChelseaTickets2 @Chelsea_spares @FaceValueCFC @CFCSparesFV",False,"[0, 205]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,,en,en,recent,718411532632240129,718411532632240129,Charlie steward,Charliesteward2,"London, England",CFC🇬🇧⭐️⭐️,,,[],False,32,192,0,Fri Apr 08 12:13:51 +0000 2016,16,,,False,False,50,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631103872172261376/cPB0plUU_normal.jpg,https://pbs.twimg.com/profile_images/1631103872172261376/cPB0plUU_normal.jpg,https://pbs.twimg.com/profile_banners/718411532632240129/1678293684,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:42 +0000 2023,1633508048164593669,1633508048164593669,"@b_clarkey @tootsbootsuk @Everton You tell him, Billy",False,"[34, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6334574292824474e+18,1633457429282447361,424233549.0,424233549,b_clarkey,,,,,False,0,0,False,False,,en,en,recent,2932104220,2932104220,BW Boots UK,BWBootsUK,"London, UK",Independent Classic & Rare Football Boot Shop. Contact:info@bwbootsuk.co.uk Facebook&Instagram:@bwbootsuk est.2014,https://t.co/1ryH6sFewa,"[{'url': 'https://t.co/1ryH6sFewa', 'expanded_url': 'http://www.bwbootsuk.com', 'display_url': 'bwbootsuk.com', 'indices': [0, 23]}]",[],False,12131,282,4,Fri Dec 19 14:17:16 +0000 2014,1457,,,True,False,2258,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1268509470692446211/hG6dUbq__normal.jpg,https://pbs.twimg.com/profile_images/1268509470692446211/hG6dUbq__normal.jpg,https://pbs.twimg.com/profile_banners/2932104220/1499875559,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:17 +0000 2023,1633507941729828866,1633507941729828866,@mrjamieyates @JosephWalsh8 @Everton You lift the lid?,False,"[37, 54]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6334613841210614e+18,1633461384121061379,276466859.0,276466859,mrjamieyates,,,,,False,0,1,False,False,,en,en,recent,1485607180262944769,1485607180262944769,John taylor,taylor3439,,,,,[],False,236,244,1,Mon Jan 24 13:35:48 +0000 2022,5097,,,False,False,3281,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1485735671386017794/eABl95V5_normal.jpg,https://pbs.twimg.com/profile_images/1485735671386017794/eABl95V5_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:08 +0000 2023,1633507904895557633,1633507904895557633,@MikeDull1878 @Everton Happy Birthday Mike 🎂 @MikeDull1878 https://t.co/cgoiuphkzn,False,"[23, 58]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330157620413071e+18,1633015762041307138,9.329054005083136e+17,932905400508313601,MikeDull1878,,,,,False,0,0,False,False,False,en,en,recent,350584961,350584961,HENSHAW,Dave_Shot_Me,St. Helens - Merseyside,"Freelance Professional Photographer, Digital Illustrator & Editor, Art Director - Fashion - Lifestyle - People - Advertising - Events and the world around us!",,,[],False,534,530,25,Mon Aug 08 00:50:17 +0000 2011,5979,,,True,False,4320,,False,False,False,F7F9FA,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1588917634023792641/gW_TSVxz_normal.jpg,https://pbs.twimg.com/profile_images/1588917634023792641/gW_TSVxz_normal.jpg,https://pbs.twimg.com/profile_banners/350584961/1667662329,A8B0B3,96DB46,E8EBE2,98DB41,True,True,False,False,False,False,False,none,[],0cbfb5dccb8131b8,https://api.twitter.com/1.1/geo/id/0cbfb5dccb8131b8.json,admin,North West,"North West, England",GB,United Kingdom,[],Polygon,"[[[-3.64063699761414, 52.9471313094526], [-1.90962598338825, 52.9471313094526], [-1.90962598338825, 55.1888787527094], [-3.64063699761414, 55.1888787527094]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:00 +0000 2023,1633507872888745987,1633507872888745987,@DanMaltby5 @Everton_Extra Foul just before there goal not given also. A pen is a pen no point keep apologising,False,"[27, 111]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6333999952012083e+18,1633399995201208323,1.5303238083929702e+18,1530323808392970241,DanMaltby5,,,,,False,0,0,False,False,,en,en,recent,4867681990,4867681990,Griffo1878,garygriffoefc,"Liverpool, England",Everton Season ticket holder paddock 💙,,,[],False,408,406,1,Sun Jan 31 23:27:51 +0000 2016,5715,,,True,False,4206,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625306744279773185/-rv-SEU7_normal.jpg,https://pbs.twimg.com/profile_images/1625306744279773185/-rv-SEU7_normal.jpg,https://pbs.twimg.com/profile_banners/4867681990/1663663935,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:40:00 +0000 2023,1633507871513268225,1633507871513268225,"""'Run, run, whoever you may be' goes the famous Everton battle cry""

#EFC 

https://t.co/r3GAxn60n7",False,"[0, 99]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,26746279,26746279,Everton FC News,LivEchoEFC,Liverpool,"Everton FC news from the Liverpool Echo. Also on Facebook at https://t.co/LYjO9dPWj2…
EFC content on YouTube https://t.co/rG7lBmQyVR",https://t.co/OX5XjwRJuU,"[{'url': 'https://t.co/OX5XjwRJuU', 'expanded_url': 'http://www.liverpoolecho.co.uk/efc', 'display_url': 'liverpoolecho.co.uk/efc', 'indices': [0, 23]}]","[{'url': 'https://t.co/LYjO9dPWj2', 'expanded_url': 'http://facebook.com/LiverpoolEchoE', 'display_url': 'facebook.com/LiverpoolEchoE', 'indices': [61, 84]}, {'url': 'https://t.co/rG7lBmQyVR', 'expanded_url': 'http://bit.ly/3aNfYav', 'display_url': 'bit.ly/3aNfYav', 'indices': [109, 132]}]",False,74653,2010,678,Thu Mar 26 13:17:07 +0000 2009,1202,,,False,True,230780,,False,False,False,1359D1,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/1610346852729110532/GPBbZ7Os_normal.jpg,https://pbs.twimg.com/profile_images/1610346852729110532/GPBbZ7Os_normal.jpg,https://pbs.twimg.com/profile_banners/26746279/1661010151,0019F7,FFFFFF,C6F268,3C3940,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:39:46 +0000 2023,1633507812625063939,1633507812625063939,@Qatari Everton ⚽🔥💙,False,"[8, 19]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633499328353321e+18,1633499328353320960,1.0895207758776115e+18,1089520775877611524,Qatari,,,,,False,0,1,False,False,,en,en,recent,1611767541591842817,1611767541591842817,330 Everton Polska 💙🇵🇱,EvertonFansPL,Kraków,"Konto dla polskich fanów Evertonu na Twitterze! Newsy, wyniki, przewidywania.
COYB💙🔥🇵🇱
ENG - Polish  Everton Twitter account",,,[],False,31,89,0,Sat Jan 07 16:51:59 +0000 2023,2456,,,False,False,345,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626858509802299392/d_f0Rp39_normal.jpg,https://pbs.twimg.com/profile_images/1626858509802299392/d_f0Rp39_normal.jpg,https://pbs.twimg.com/profile_banners/1611767541591842817/1673192865,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:39:40 +0000 2023,1633507786628780032,1633507786628780032,"@Everton_Extra Funny how none of the ex pros or former refs on various tv channels thought it was a pen.
And is there going to be an apology for Forest not getting a clear free kick immediately before 1st goal?
Or for Everton getting none of the 3 reds cards?
Obviously not.",False,"[15, 274]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331601331475988e+18,1633160133147598848,1.2211984024505303e+18,1221198402450530305,Everton_Extra,,,,,False,0,0,False,False,,en,en,recent,3010448529,3010448529,Paul Gibson,redgolf99,,,,,[],False,32,16,0,Sun Feb 01 16:58:34 +0000 2015,5984,,,False,False,7323,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:39:19 +0000 2023,1633507698816819204,1633507698816819204,@FreddoFPL @fplchancer Good fixtures to 29. Everton away spurs probably struggle against and no dgw. Also likely to lose to Brighton 30 then salah is better from there,False,"[23, 167]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633506964297638e+18,1633506964297637888,1.483030354038567e+18,1483030354038566913,FreddoFPL,,,,,False,0,0,False,False,,en,en,recent,1427333800246366210,1427333800246366210,Kaired123,Kaired1231,,,,,[],False,69,21,1,Mon Aug 16 18:18:05 +0000 2021,5659,,,False,False,2698,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:38:33 +0000 2023,1633507508349198338,1633507508349198338,Today read while visiting the folks as J found this beauty #EFC @Everton https://t.co/3LwkY0Qav5,False,"[0, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,48722673,48722673,Simon,SG_EFC,,"football and music, two of the key ingredients of life .....all views my own.. upper gwladys..",,,[],False,561,1163,11,Fri Jun 19 14:42:09 +0000 2009,14873,,,True,False,19024,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/985510954187264000/NUQBnZ-0_normal.jpg,https://pbs.twimg.com/profile_images/985510954187264000/NUQBnZ-0_normal.jpg,https://pbs.twimg.com/profile_banners/48722673/1568414100,0084B4,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 16:38:17 +0000 2023,1633507441240416273,1633507441240416273,"Am selling my 2x tickets for Chelsea Vs Everton for Sat 18th march .Anyone interested in buying them please Dm #CFC2023 #ChelseaFC #ChelseaForLife #blues 
#ChelseaTransferNews #CFCFamilyDay #EvertonFC #Everton",False,"[0, 209]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1630534742839037952,1630534742839037952,John cooper,Johncoop37,,Just wanna make friends ❤️😪,,,[],False,233,94,0,Tue Feb 28 11:46:10 +0000 2023,14,,,False,False,4,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632766711291076609/q3Dspu9a_normal.jpg,https://pbs.twimg.com/profile_images/1632766711291076609/q3Dspu9a_normal.jpg,https://pbs.twimg.com/profile_banners/1630534742839037952/1678196736,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
