created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Tue Mar 07 14:59:47 +0000 2023,1633120263352066049,1633120263352066049,Europe's Top 5 Leagues Team of the Week @yannickgerhardt @VfL_Wolfsburg https://t.co/d2cYP8rfqb,False,"[0, 71]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,2,False,False,en,en,recent,1522131482260967425,1522131482260967425,Woelfe Corner,WoelfeCorner,Volkswagen Arena,Woelfe Content Creator 🎬⚒ #WoelfeCorner,https://t.co/ACvzRmVgiN,[],False,97,90,1,Thu May 05 08:30:05 +0000 2022,7031,,,False,False,6768,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1566093583714848772/4I5u9Ahk_normal.jpg,https://pbs.twimg.com/profile_images/1566093583714848772/4I5u9Ahk_normal.jpg,https://pbs.twimg.com/profile_banners/1522131482260967425/1651739562,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/ACvzRmVgiN', 'expanded_url': 'http://linktr.ee/woelfecorner', 'display_url': 'linktr.ee/woelfecorner', 'indices': [0, 23]}]",False,1.6331150184293827e+18,1633115018429382657,Tue Mar 07 14:38:56 +0000 2023,1.6331150184293827e+18,1633115018429382657,🇪🇺 Europe's Top 5 Leagues Team of the Week https://t.co/a3kzlcGTye,False,"[0, 42]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,99806132.0,99806132,WhoScored.com,WhoScored,London,The largest detailed football statistics website. Powered by Opta data. 🔞 https://t.co/mfSiuITNuD 📺 Video content - https://t.co/KRKScG9NDB,https://t.co/rIsQFgUYrq,"[{'url': 'https://t.co/rIsQFgUYrq', 'expanded_url': 'http://whoscored.com', 'display_url': 'whoscored.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/mfSiuITNuD', 'expanded_url': 'http://begambleaware.org', 'display_url': 'begambleaware.org', 'indices': [74, 97]}, {'url': 'https://t.co/KRKScG9NDB', 'expanded_url': 'http://youtube.com/WhoScored', 'display_url': 'youtube.com/WhoScored', 'indices': [116, 139]}]",False,906729.0,188.0,6541.0,Sun Dec 27 23:22:45 +0000 2009,3956.0,,,False,True,109137.0,,False,False,False,272727,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1415593240536010753/fKHIMnbI_normal.jpg,https://pbs.twimg.com/profile_images/1415593240536010753/fKHIMnbI_normal.jpg,https://pbs.twimg.com/profile_banners/99806132/1659207211,98CD62,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,False,61.0,778.0,False,False,False,en,,,,,,,,,,,
Tue Mar 07 14:59:43 +0000 2023,1633120245958287361,1633120245958287361,@WhoScored @ogcnice @FCBayernEN @ACMonza @LFC @VfL_Wolfsburg @SassuoloUS @PSG_inside @Atleti @AntoGriezmann @MoSalah only 1 player for a 7-0 is crazy,False,"[117, 149]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331150184293827e+18,1633115018429382657,99806132.0,99806132,WhoScored,,,,,False,0,0,False,False,en,en,recent,1551677386135068674,1551677386135068674,SA🫥,sa_lfc7,,@sa_prv7 | Thiago | Nunez |,,[],False,1051,409,1,Mon Jul 25 21:15:04 +0000 2022,16561,,,False,False,9657,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629892308496678914/twZlyq7j_normal.jpg,https://pbs.twimg.com/profile_images/1629892308496678914/twZlyq7j_normal.jpg,https://pbs.twimg.com/profile_banners/1551677386135068674/1675738615,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:50:21 +0000 2023,1633117888084049927,1633117888084049927,@Bigshaker_ @WhoScored @ogcnice @FCBayernEN @ACMonza @LFC @VfL_Wolfsburg @SassuoloUS @PSG_inside @Atleti @AntoGriezmann @MoSalah Not a top 5 league or in Europe,False,"[129, 160]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331174542924636e+18,1633117454292463618,1.1168331695699231e+18,1116833169569923072,Bigshaker_,,,,,False,0,8,False,False,en,en,recent,1426993681291223041,1426993681291223041,Asa,ASWWFC,"Wolverhampton, England",@wolves🐺 @elchecf🌴 17,,[],False,55,186,0,Sun Aug 15 19:46:33 +0000 2021,9768,,,False,False,942,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629643155321528321/3KW46sng_normal.jpg,https://pbs.twimg.com/profile_images/1629643155321528321/3KW46sng_normal.jpg,https://pbs.twimg.com/profile_banners/1426993681291223041/1675612021,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:44:48 +0000 2023,1633116493499056136,1633116493499056136,@WhoScored @ogcnice @FCBayernEN @ACMonza @LFC @VfL_Wolfsburg @SassuoloUS @PSG_inside @Atleti @AntoGriezmann @MoSalah Why do goalkeepers always turn up against us ffs,False,"[117, 165]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331150184293827e+18,1633115018429382657,99806132.0,99806132,WhoScored,,,,,False,0,1,False,False,en,en,recent,2814883969,2814883969,Nguyen,tnmnguyen,,,,[],False,21,188,0,Wed Sep 17 12:21:40 +0000 2014,3083,,,False,False,2606,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1596070316467372032/MrxbeIYq_normal.jpg,https://pbs.twimg.com/profile_images/1596070316467372032/MrxbeIYq_normal.jpg,https://pbs.twimg.com/profile_banners/2814883969/1669367903,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:39:53 +0000 2023,1633115256066125830,1633115256066125830,@the_seoflow @WhoScored @ogcnice @FCBayernEN @ACMonza @LFC @VfL_Wolfsburg @SassuoloUS @PSG_inside @Atleti @AntoGriezmann @MoSalah Dey play,False,"[130, 138]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331151441703977e+18,1633115144170397697,2559358556.0,2559358556,the_seoflow,,,,,False,0,6,False,False,en,en,recent,1579000918149824512,1579000918149824512,Dupe,Oluwamodup,,,,[],False,32,65,0,Sun Oct 09 06:49:05 +0000 2022,310,,,False,False,182,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1589928283054956544/oq7z8i0m_normal.jpg,https://pbs.twimg.com/profile_images/1589928283054956544/oq7z8i0m_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:39:26 +0000 2023,1633115144170397697,1633115144170397697,@WhoScored @ogcnice @FCBayernEN @ACMonza @LFC @VfL_Wolfsburg @SassuoloUS @PSG_inside @Atleti @AntoGriezmann @MoSalah I'm a Messi fan but he didn't really do anything to get a 9.6 lol,False,"[117, 182]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331150184293827e+18,1633115018429382657,99806132.0,99806132,WhoScored,,,,,False,0,4,False,False,en,en,recent,2559358556,2559358556,Will,the_seoflow,need a world class website? 👉,"🏆| Web Design & Profitable Ad Experts
🧠| Schedule A FREE 10 Minute Strategy Session 👇",https://t.co/TYmYwh4f0C,[],False,1165,1216,4,Tue Jun 10 16:31:37 +0000 2014,351455,,,True,False,46622,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1620818154480963586/pcEG5jME_normal.jpg,https://pbs.twimg.com/profile_images/1620818154480963586/pcEG5jME_normal.jpg,https://pbs.twimg.com/profile_banners/2559358556/1675268060,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/TYmYwh4f0C', 'expanded_url': 'https://calendly.com/theseoflow/10min', 'display_url': 'calendly.com/theseoflow/10m…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 11:00:03 +0000 2023,1633059933657894915,1633059933657894915,"New Leagues added to FIFA 23 on March 15:
- UEFA Women’s Champions League (UWCL), including new additions (Real Madrid, Juventus, VfL Wolfsburg and Eintracht Frankfurt) 
- National Women’s Soccer League (NWSL)
https://t.co/LGwRiXs3X3 https://t.co/dexfqIDI3O",False,"[0, 233]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,8,False,False,en,en,recent,1244353710,1244353710,FIFAUTeam,FIFAUTeam,Worldwide,Official Twitter Account of FIFA U Team Website.,https://t.co/MnOXCofkHN,[],False,117993,929,298,Tue Mar 05 18:39:04 +0000 2013,240,,,False,True,54954,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1530542337742495745/ZLmb9q36_normal.jpg,https://pbs.twimg.com/profile_images/1530542337742495745/ZLmb9q36_normal.jpg,https://pbs.twimg.com/profile_banners/1244353710/1673863264,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/MnOXCofkHN', 'expanded_url': 'https://fifauteam.com', 'display_url': 'fifauteam.com', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 09:47:29 +0000 2023,1633041670324502535,1633041670324502535,"VfL Wolfsburg's Sporting Director Ralf Kellermann following the defeat to Hoffenheim: ""The positive thing is that we still have everything in our own hands and that's a good feeling. And now it's important that it stays that way until the game in Munich.""",False,"[0, 255]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330416666335068e+18,1633041666633506816,1.541801984785027e+18,1541801984785027073,miasanfrauen,,,,,False,0,2,False,False,en,en,recent,1541801984785027073,1541801984785027073,Bayern Frauen,miasanfrauen,,,,[],False,104,45,2,Tue Jun 28 15:13:55 +0000 2022,6,,,False,False,1850,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1544743093731135488/l0Tne47S_normal.jpg,https://pbs.twimg.com/profile_images/1544743093731135488/l0Tne47S_normal.jpg,https://pbs.twimg.com/profile_banners/1541801984785027073/1657130428,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:00:22 +0000 2023,1633014714979450880,1633014714979450880,"#FCBayern Munich @FCBFrauen draw @VfLWolfsburg_EN in the #DFB-Pokal semis! Let’s goooooo

@FCBayern @FCBayernUS @FCBayernEN #packmas #MiaSanMia https://t.co/mgh79gvsIm",False,"[0, 167]","<a href=""http://www.voxmedia.com"" rel=""nofollow"">Chorus publishing platform</a>",,,,,,,,,,False,4,12,False,False,en,en,recent,284175430,284175430,Bavarian Football Works,BavarianFBWorks,United States,"SB Nation's Blog On FC Bayern Munich | Breaking News, Analysis Articles, & More | #MiaSanMia | Home of World Soccer Talk's Best Club Podcast of 2022",https://t.co/DnVqKdNnQT,[],False,43278,523,299,Mon Apr 18 19:39:17 +0000 2011,40913,,,True,True,88013,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/858900470072582144/lXE0WJER_normal.jpg,https://pbs.twimg.com/profile_images/858900470072582144/lXE0WJER_normal.jpg,https://pbs.twimg.com/profile_banners/284175430/1598217270,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/DnVqKdNnQT', 'expanded_url': 'http://www.bavarianfootballworks.com', 'display_url': 'bavarianfootballworks.com', 'indices': [0, 23]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 07:17:06 +0000 2023,1633003827199631361,1633003827199631361,"Victor James Osimhen is a Nigerian professional footballer who plays as a striker for Serie A club Napoli and the Nigeria national team. He is regarded as one of the best strikers in the world. Born in Nigeria, Osimhen began his senior career in Germany at VfL Wolfsburg in 2017. https://t.co/wsB6YkK2Hm",False,"[0, 279]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,1964394306,1964394306,"Mihigo Saddam ""Mkude""",mihigosadam,"Kigali,Rwanda",🇷🇼Media Personality. Sport Presenter at @btntvrwanda,,[],False,14722,746,8,Wed Oct 16 09:49:41 +0000 2013,7668,,,True,False,19731,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1523941334561824770/hzP_p5i2_normal.jpg,https://pbs.twimg.com/profile_images/1523941334561824770/hzP_p5i2_normal.jpg,https://pbs.twimg.com/profile_banners/1964394306/1566987465,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 22:53:50 +0000 2023,1632877174695813126,1632877174695813126,"pray for Sandy Baltimore PSG 🐺👸
They will turn into burgers 😂😂🐺
VFL wolfsburg PSG UWCL  🐺
Sandy Baltimore Guilty 🐺
convicted of acts of violence 🐺
500 euros for moral damage 🐺
500 euros for physical abuse 🐺
stop violence  😢 😢 👸 https://t.co/6fyVawlawO",False,"[0, 227]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,1566918387799834638,1566918387799834638,cutekelly queen of the wolves 💚,CutekellySky,,"🇩🇪 @DFB_Frauen 🇩🇪 💚 💚 💚 @VfL_Frauen @VfLWolfsburg_ES  🐺💚  💚  💚 💚 💚🇩🇪@DFB_Fanclub 🇩🇪
i have decided not watching next world cup 2023 UWCL",,[],False,48,358,1,Mon Sep 05 22:37:29 +0000 2022,2413,,,False,False,3424,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1575186344015548416/iKZOqG5Y_normal.jpg,https://pbs.twimg.com/profile_images/1575186344015548416/iKZOqG5Y_normal.jpg,https://pbs.twimg.com/profile_banners/1566918387799834638/1668042838,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,1.6327961020711404e+18,1632796102071140352,Mon Mar 06 17:31:41 +0000 2023,1.6327961020711404e+18,1632796102071140352,"🚨 Sandy Baltimore a été condamnée par le tribunal de Nanterre à une amende de 1 500 euros !

Elle avait porté des coups à une ancienne amie en mai dernier aux alentours de Bois-Colombes !

🗞️ @leJDD https://t.co/QhHsGguTIN",False,"[0, 198]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.5548117371526595e+18,1554811737152659459,Femmes Foot News 📰,femmesfootnews,,Bienvenue sur le compte retraçant toute l’actualité 24h/24 🚨 du football féminin ⚽️,,,[],False,2670.0,871.0,12.0,Wed Aug 03 12:50:07 +0000 2022,6954.0,,,False,False,5774.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1554818052092485633/eVmYckB-_normal.jpg,https://pbs.twimg.com/profile_images/1554818052092485633/eVmYckB-_normal.jpg,https://pbs.twimg.com/profile_banners/1554811737152659459/1659546123,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,20.0,97.0,False,False,False,fr,,,,,,,,,,,
Mon Mar 06 18:16:30 +0000 2023,1632807383511465989,1632807383511465989,"It's not just #NWSL being added to #FIFA23, #UWCL Tournament Mode is in there too, note in particular:
Four new clubs have also been added: 
- Real Madrid C.F.
- VfL Wolfsburg
- Juventus
- Eintracht Frankfurt""
Alert the @bundesliga_f followers :) https://t.co/5CJoepg5uD",False,"[0, 246]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,8,14,False,False,en,en,recent,1060404701676617728,1060404701676617728,Michael Scoates 💙,FellofFalorry,"Pembroke, Wales, UK","Supporter of English Women's Football
Living in Wales (cheering them on too)
Father to Daughter Number One
One of many https://t.co/SrKNp86Act He/Him",,"[{'url': 'https://t.co/SrKNp86Act', 'expanded_url': 'http://LewesFC.com/owners', 'display_url': 'LewesFC.com/owners', 'indices': [119, 142]}]",False,265,321,0,Thu Nov 08 05:32:37 +0000 2018,63724,,,False,False,17802,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1177268013537648640/YUspPFIQ_normal.jpg,https://pbs.twimg.com/profile_images/1177268013537648640/YUspPFIQ_normal.jpg,https://pbs.twimg.com/profile_banners/1060404701676617728/1590760006,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,False,1.6328034545602273e+18,1632803454560227329,Mon Mar 06 18:00:54 +0000 2023,1.6328034545602273e+18,1632803454560227329,".@NWSL 🤝 #FIFA23

The National Women's Soccer League is coming to The World's Game on March 15th.

Find out more: https://t.co/9GpEH132JZ https://t.co/wI9gXJvr63",False,"[0, 137]",en,recent,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,105297123.0,105297123,EA SPORTS FIFA,EASPORTSFIFA,Global,"Rated (E) for Everyone. Official EA SPORTS account for the FIFA franchise. By tweeting to us you're consenting its use in any media, including TV.",https://t.co/HP1q58PKS4,"[{'url': 'https://t.co/HP1q58PKS4', 'expanded_url': 'http://www.easports.com/fifa', 'display_url': 'easports.com/fifa', 'indices': [0, 23]}]",[],False,9473116.0,362.0,8143.0,Fri Jan 15 23:38:36 +0000 2010,5779.0,,,True,True,271683.0,,False,False,True,F0F0F0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1623364837416833027/q1CRgTzr_normal.jpg,https://pbs.twimg.com/profile_images/1623364837416833027/q1CRgTzr_normal.jpg,https://pbs.twimg.com/profile_banners/105297123/1675875314,8A005F,FFFFFF,EEEEEE,3E3E3E,True,False,False,False,False,False,False,none,[],,,,,False,468.0,2336.0,False,False,False,en,,,,,,,,,,,
Mon Mar 06 18:05:55 +0000 2023,1632804719646130182,1632804719646130182,"Along with the 12 clubs from the NWSL, four new clubs will be added to #FIFA23:

Real Madrid C.F. ✅
VfL Wolfsburg ✅
Juventus ✅
Eintracht Frankfurt ✅

#eafc https://t.co/MCoxprTQb0",False,"[0, 155]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1042627695664934913,1042627695664934913,Curtis Loves Video Games ❤,KaliFromTheDojo,Planet Earth,Gaming News and Opinions | Writer/ Video Producer for @GameLuster & @SportsGamersOn | Founder of @TheSeoulDojo | Active @ManUtd supporter 🔴,https://t.co/eZAkyMvrGe,[],False,141,382,1,Thu Sep 20 04:13:08 +0000 2018,7421,,,False,False,5728,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1518751671794470913/QzBGz44g_normal.jpg,https://pbs.twimg.com/profile_images/1518751671794470913/QzBGz44g_normal.jpg,https://pbs.twimg.com/profile_banners/1042627695664934913/1650932643,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/eZAkyMvrGe', 'expanded_url': 'https://linktr.ee/curtis.videogames', 'display_url': 'linktr.ee/curtis.videoga…', 'indices': [0, 23]}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 13:25:30 +0000 2023,1632734150108012550,1632734150108012550,@VfL_Wolfsburg @JossGuilavogui @yannickgerhardt Team🫂,False,"[48, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6327340329527992e+18,1632734032952799236,15915062.0,15915062,VfL_Wolfsburg,,,,,False,0,4,False,False,en,en,recent,794177095559741440,794177095559741440,Tobi,Trobbbyyy,386,@VfL_Wolfsburg,,[],False,969,353,8,Thu Nov 03 13:59:09 +0000 2016,76696,,,True,False,11547,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1609572217670467586/2NhRd8s6_normal.jpg,https://pbs.twimg.com/profile_images/1609572217670467586/2NhRd8s6_normal.jpg,https://pbs.twimg.com/profile_banners/794177095559741440/1666188315,FAB81E,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 12:07:32 +0000 2023,1632714528268902406,1632714528268902406,"@WhoScored @MoussaDiaby_19 @mdeligt_04 @AlphonsoDavies @fcunion @bayer04fussball @FCBayernEN @FCAugsburg @s04 @VfL_Wolfsburg @Eintracht Why is kolo there, bro was in van de vents pocket all game",False,"[136, 194]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.6326775344027648e+18,1632677534402764801,99806132.0,99806132,WhoScored,,,,,False,0,1,False,False,en,en,recent,1480577090617499655,1480577090617499655,Tom,YTxmix,,"„but“ no butts, no asses, and finally: No Bitches!!",,[],False,21,24,0,Mon Jan 10 16:28:43 +0000 2022,121,,,False,False,152,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1565815720289632257/rYNDlZ9U_normal.jpg,https://pbs.twimg.com/profile_images/1565815720289632257/rYNDlZ9U_normal.jpg,https://pbs.twimg.com/profile_banners/1480577090617499655/1677052120,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
