created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls
Sat Mar 04 15:05:56 +0000 2023,1632034646127960067,1632034646127960067,"@Goalimpact Freiburg signed one player directly from the 3. Liga (Merlin Röhl, who has not gotten any minutes), and FC Köln signed one player directly from the Regionalliga (Denis Huseinbasic, who cost 50k euros, but who has already scored 6 scorer points and played 880 minutes).",False,"[12, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.632033331301761e+18,1632033331301761026,8.418278195671245e+17,841827819567124480,Tacticsos,,,,,False,0,1,False,False,,en,en,recent,841827819567124480,841827819567124480,Tactics/os,Tacticsos,,,,,[],False,9,25,0,Wed Mar 15 01:46:07 +0000 2017,477,,,False,False,487,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/848230272080457728/SqDdGm4i_normal.jpg,https://pbs.twimg.com/profile_images/848230272080457728/SqDdGm4i_normal.jpg,https://pbs.twimg.com/profile_banners/841827819567124480/1491068816,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sat Mar 04 14:55:37 +0000 2023,1632032053695840256,1632032053695840256,"For those trying to watch Bundesliga on ESPN+: You can get the Union Berlin vs FC Köln and Gladbach vs Freiburg games through Hulu, but Augsburg vs Bremen and Mainz vs Hoffenheim are coming up with the technical difficulties screen.",False,"[0, 232]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,4,False,False,,en,en,recent,1196952146664669185,1196952146664669185,Andrew Nelson,NinesNorth,"Red Wing, MN","Baseball history researcher/writer. Vintage base ball (1860 rules). Wargamer. Also soccer, football, board games. Mpls City SC member. He/him.",,,[],False,1078,4932,4,Wed Nov 20 00:43:33 +0000 2019,237495,,,True,False,16754,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1593770887467106304/iVAILvc1_normal.jpg,https://pbs.twimg.com/profile_images/1593770887467106304/iVAILvc1_normal.jpg,https://pbs.twimg.com/profile_banners/1196952146664669185/1676209335,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sat Mar 04 14:39:00 +0000 2023,1632027870661955585,1632027870661955585,@ESPNPlusHelp where’s my FC Köln game? Game has started but you’re still showing event hasn’t started yet.,False,"[0, 106]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,1.1515608966252995e+18,1151560896625299456,ESPNPlusHelp,,,,,False,0,0,False,False,,en,en,recent,721829365554786304,721829365554786304,Go Byfug Yourself™,GoByfugYourself,,"""Quality"" shitposting since ????",,,[],False,0,18,0,Sun Apr 17 22:35:06 +0000 2016,5,,,False,False,16,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1487150700085846020/vxbqH07B_normal.jpg,https://pbs.twimg.com/profile_images/1487150700085846020/vxbqH07B_normal.jpg,https://pbs.twimg.com/profile_banners/721829365554786304/1649783484,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 14:27:13 +0000 2023,1631662518107009024,1631662518107009024,"@thomas3jacob @ChicagoFire I thought it was a bear, something about Germany made me think it (maybe the Berlin lion though I knew he came from FC Koeln)",False,"[27, 152]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6314766937591316e+18,1631476693759131653,7.563243890634301e+17,756324389063430144,thomas3jacob,,,,,False,0,0,False,False,,en,en,recent,1043438000,1043438000,elenchus,FSelenchus,,,,,[],False,23,189,0,Sat Dec 29 00:05:26 +0000 2012,27172,,,False,False,497,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 14:15:12 +0000 2023,1631659493304967174,1631659493304967174,"FC Köln got off to a strong season start this year not only on turf, but also digitally, thanks to an AWS solution from T-Systems. Read more about this in our new issue: #rethinkthesystem #futurepractice #meetyourfuture https://t.co/KKep5uX5OI https://t.co/UcT8IDNWRJ",False,"[0, 243]","<a href=""https://readyforsocial.com/"" rel=""nofollow"">ReadyForSocial App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,40180162,40180162,Alejandro Santillán,SalesSuccess,"ÜT: 19.401498,-99.155467","Consultor Profesional especializado en Ventas Sales Success - Pasión por VENDER. ¿Quieres entrenar, formar o crear a tu fuerza de ventas? contáctame...",https://t.co/cC3sgobh8E,"[{'url': 'https://t.co/cC3sgobh8E', 'expanded_url': 'http://www.salessuccess.com.mx', 'display_url': 'salessuccess.com.mx', 'indices': [0, 23]}]",[],False,193,588,3,Fri May 15 05:01:39 +0000 2009,1197,,,True,False,2492,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/212729030/Personal_3_normal.JPG,https://pbs.twimg.com/profile_images/212729030/Personal_3_normal.JPG,,0084B4,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 13:49:49 +0000 2023,1631653104302141440,1631653104302141440,"🥳 We are doing it! If you are living in the US, you can become a member of the Official FC Köln Fan Club in the US! Sign up here: https://t.co/Nu5KKFcou6

The membership is and will remain free! More info on the form! #effzeh #fckoeln #bundesliga https://t.co/jj4TKynokc",False,"[0, 246]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,13,55,False,False,False,en,en,recent,1337481548287909891,1337481548287909891,1. FC Köln Supporters USA,fckoelnUSA,USA,"Fans across the US, supporting @fckoeln_en's women & men teams. Come on, #effzeh! The account is run by Robert, a real Kölsche Jung in exile (he/him).",https://t.co/w2nRalGZ9E,"[{'url': 'https://t.co/w2nRalGZ9E', 'expanded_url': 'https://linktr.ee/fckoelnUSA', 'display_url': 'linktr.ee/fckoelnUSA', 'indices': [0, 23]}]",[],False,1229,708,16,Fri Dec 11 19:38:15 +0000 2020,11969,,,True,False,5290,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624554247508447234/b7u4j1P0_normal.jpg,https://pbs.twimg.com/profile_images/1624554247508447234/b7u4j1P0_normal.jpg,https://pbs.twimg.com/profile_banners/1337481548287909891/1676148480,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Mar 02 11:56:13 +0000 2023,1631262130451226635,1631262130451226635,"The press conference for the FC Köln game starts in 5 minutes. Follow here (replies) for updates (of a sort) or watch the whole thing live on AFTV #FCUKOE
https://t.co/vAjJRaiOJm",False,"[0, 178]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,7,False,False,False,en,en,recent,926386812247044096,926386812247044096,1. FC Union Berlin (English),fcunion_en,"Berlin, Germany",Official account | EISERN! | 🇩🇪 @fcunion | #FCUUSG 9/03/2023,https://t.co/SO1nZYAUlb,"[{'url': 'https://t.co/SO1nZYAUlb', 'expanded_url': 'https://www.fc-union-berlin.de/en/', 'display_url': 'fc-union-berlin.de/en/', 'indices': [0, 23]}]",[],False,34776,582,434,Fri Nov 03 09:53:22 +0000 2017,2333,,,True,True,16094,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622896540015636480/vuC5q3sR_normal.jpg,https://pbs.twimg.com/profile_images/1622896540015636480/vuC5q3sR_normal.jpg,https://pbs.twimg.com/profile_banners/926386812247044096/1657267262,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Mar 02 11:30:05 +0000 2023,1631255552171835392,1631255552171835392,"FC Köln got off to a strong season start this year not only on turf, but also digitally, thanks to an AWS solution from T-Systems. Read more about this in our new issue: #rethinkthesystem #futurepractice #meetyourfuture https://t.co/f15PgxyJv6 https://t.co/6JpcMH3ZqV",False,"[0, 243]","<a href=""https://readyforsocial.com/"" rel=""nofollow"">ReadyForSocial App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1449404605,1449404605,mdiou,matwitthieu,"Paris, France",,,,[],False,19,57,0,Wed May 22 16:39:03 +0000 2013,49,,,False,False,1371,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1302945196737527809/DDLr4Skt_normal.jpg,https://pbs.twimg.com/profile_images/1302945196737527809/DDLr4Skt_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 20:15:42 +0000 2023,1631025439266201608,1631025439266201608,Hansi attending FC Köln’s training session and meeting with some fans ⚽️📸 https://t.co/4cVWcT9His,False,"[0, 73]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,16,False,False,False,en,en,recent,1270541981144489984,1270541981144489984,Hansi Flick Fans 🖤❤️💛,IHeartHansi2,USA,Fans of DFB Team’s Big Penguin and Sextuple winning former Coach of Bayern Munich 💖 Hansi fangirl since 2010 🥰,https://t.co/sSvwci1PwW,"[{'url': 'https://t.co/sSvwci1PwW', 'expanded_url': 'http://instagram.com/ihearthansi', 'display_url': 'instagram.com/ihearthansi', 'indices': [0, 23]}]",[],False,3333,519,5,Wed Jun 10 02:23:20 +0000 2020,36325,,,True,False,17363,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1379873932560457732/U-ptL7Av_normal.jpg,https://pbs.twimg.com/profile_images/1379873932560457732/U-ptL7Av_normal.jpg,https://pbs.twimg.com/profile_banners/1270541981144489984/1617823235,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 16:23:50 +0000 2023,1630967089396858880,1630967089396858880,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 : LFC
🇪🇸 : real madrid (when they’re not against lfc or bayern)
🇮🇹 : roma
🇫🇷 : absolutely vile all of them 
🇩🇪 : bayern, fc köln
🇳🇱 : none really
🇵🇹 : also none https://t.co/sKF5VOcNhe",False,"[0, 202]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,1,False,False,False,en,en,recent,1345411754965172225,1345411754965172225,rei,darthkn1ght,"🇩🇪 fcbm ,, lfc ",MIA SAN MIA,,,[],False,71,95,1,Sat Jan 02 16:49:17 +0000 2021,2609,,,False,False,1821,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630863824130809856/-3T0Ft40_normal.jpg,https://pbs.twimg.com/profile_images/1630863824130809856/-3T0Ft40_normal.jpg,https://pbs.twimg.com/profile_banners/1345411754965172225/1678042797,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.6306087524276388e+18,1630608752427638790,Tue Feb 28 16:39:56 +0000 2023,1.6306087524276388e+18,1630608752427638790,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 :
🇪🇸 :
🇮🇹 :
🇫🇷 :
🇩🇪 :
🇳🇱 :
🇵🇹 :",False,"[0, 73]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.303026765737218e+18,1303026765737218049,george,StokeyyG2,send me tweets to nab,📩 My Business Email: stokeyenquiries@gmail.com | drop my second account a follow! @StokeyyFC,https://t.co/I1D0FXgaYN,[],False,331421.0,3802.0,530.0,Mon Sep 07 17:46:15 +0000 2020,73184.0,,,True,False,50294.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_banners/1303026765737218049/1653306587,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,298.0,17005.0,False,False,,en,"[{'url': 'https://t.co/I1D0FXgaYN', 'expanded_url': 'https://linktr.ee/stokeyyg2', 'display_url': 'linktr.ee/stokeyyg2', 'indices': [0, 23]}]"
Wed Mar 01 10:15:03 +0000 2023,1630874280836694016,1630874280836694016,"FC Köln got off to a strong season start this year not only on turf, but also digitally, thanks to an AWS solution from T-Systems. Read more about this in our new issue: #rethinkthesystem #futurepractice #meetyourfuture https://t.co/zy0YRKMABd https://t.co/8UX8qUSw6v",False,"[0, 243]","<a href=""https://readyforsocial.com/"" rel=""nofollow"">ReadyForSocial App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,145193465,145193465,Eva Pueyo,empueyo,,,,,[],False,6,12,0,Tue May 18 10:20:45 +0000 2010,30,,,False,False,233,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 07:10:11 +0000 2023,1630827759407620096,1630827759407620096,"@StokeyyG2 Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 : Oxford
🇪🇸 : Athletic Bilbao
🇮🇹 : Torino
🇫🇷 : Don’t care
🇩🇪 : FC Köln
🇳🇱 : Not Interested
🇵🇹 : No relevance to me",False,"[11, 167]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6306087524276388e+18,1630608752427638790,1.303026765737218e+18,1303026765737218049,StokeyyG2,,,,,False,0,0,False,False,,en,en,recent,215574920,215574920,Mark Steffens,steffensmark,Oxfordshire,Twisting tin and trying to catch carp. Oxford #oufc,,,[],False,467,1647,12,Sun Nov 14 09:51:01 +0000 2010,3355,,,True,False,11342,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1243978292228743171/3l1asXzl_normal.jpg,https://pbs.twimg.com/profile_images/1243978292228743171/3l1asXzl_normal.jpg,https://pbs.twimg.com/profile_banners/215574920/1563817562,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 21:08:08 +0000 2023,1630676245439447040,1630676245439447040,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 : Newcastle
🇪🇸 : Barcelona
🇮🇹 : Fiorentina
🇫🇷 : SC Bastia
🇩🇪 : FC Köln
🇳🇱 : Go Ahead Eagles 
🇵🇹 : Sporting Lisbon https://t.co/OdPf2YfDzb",False,"[0, 155]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,0,False,False,False,en,en,recent,287736556,287736556,Adam,Adamskibeats8,"Brechin, Scotland",EGM💕 - The Caley,https://t.co/TuhAfkVxuO,"[{'url': 'https://t.co/TuhAfkVxuO', 'expanded_url': 'https://www.last.fm/user/WynessShuffle', 'display_url': 'last.fm/user/WynessShu…', 'indices': [0, 23]}]",[],False,1102,1240,15,Mon Apr 25 15:46:36 +0000 2011,32613,,,True,False,24851,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1611782121143635968/2HT1d2OS_normal.jpg,https://pbs.twimg.com/profile_images/1611782121143635968/2HT1d2OS_normal.jpg,https://pbs.twimg.com/profile_banners/287736556/1672613862,1B95E0,FFFFFF,FFFFFF,000000,True,True,False,False,False,False,False,none,[],1.6306087524276388e+18,1630608752427638790,Tue Feb 28 16:39:56 +0000 2023,1.6306087524276388e+18,1630608752427638790,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 :
🇪🇸 :
🇮🇹 :
🇫🇷 :
🇩🇪 :
🇳🇱 :
🇵🇹 :",False,"[0, 73]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.303026765737218e+18,1303026765737218049,george,StokeyyG2,send me tweets to nab,📩 My Business Email: stokeyenquiries@gmail.com | drop my second account a follow! @StokeyyFC,https://t.co/I1D0FXgaYN,[],False,331421.0,3802.0,530.0,Mon Sep 07 17:46:15 +0000 2020,73184.0,,,True,False,50294.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_banners/1303026765737218049/1653306587,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,298.0,17005.0,False,False,,en,"[{'url': 'https://t.co/I1D0FXgaYN', 'expanded_url': 'https://linktr.ee/stokeyyg2', 'display_url': 'linktr.ee/stokeyyg2', 'indices': [0, 23]}]"
Tue Feb 28 19:01:35 +0000 2023,1630644398349340672,1630644398349340672,"@StokeyyG2 🏴󠁧󠁢󠁥󠁮󠁧󠁿Hemel Hempstead (pro side: Middlesbrough)
🇪🇸Athletic Bilbao (I like the homegrown Basque players)
🇮🇹Venezia (probably the nice kits🤷‍♂️)
🇫🇷Reims (because Will Still repping in the real world for us FM players)
🇩🇪 FC Köln
🇳🇱VVV Venlo
🇵🇹Porto
🇮🇪Kerry FC
🏴󠁧󠁢󠁳󠁣󠁴󠁿Clyde / Fort William",False,"[11, 297]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6306087524276388e+18,1630608752427638790,1.303026765737218e+18,1303026765737218049,StokeyyG2,,,,,False,0,3,False,False,,en,en,recent,932117832,932117832,Sam,dangerousdilks,United Kingdom,"Music, football & film addict. As Jeff Buckley sang there's no time for hatred, only questions. Where is love? Where is happiness? What is life? Where is peace?",,,[],False,216,587,0,Wed Nov 07 14:03:16 +0000 2012,125550,,,True,False,6560,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1225173522059812865/LIXbInOA_normal.jpg,https://pbs.twimg.com/profile_images/1225173522059812865/LIXbInOA_normal.jpg,https://pbs.twimg.com/profile_banners/932117832/1596294426,FE2E2E,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 10:45:05 +0000 2023,1630519452453203971,1630519452453203971,"FC Köln got off to a strong season start this year not only on turf, but also digitally, thanks to an AWS solution from T-Systems. Read more about this in our new issue: #rethinkthesystem #futurepractice #meetyourfuture https://t.co/7SDK7xT4vC https://t.co/KWTmgW5Eeh",False,"[0, 243]","<a href=""https://readyforsocial.com/"" rel=""nofollow"">ReadyForSocial App</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,11021642,11021642,ferran serrano,miserachs,Barcelona,Cazador de Lunas. Inconformista. Observador perplejo. Marcom en T-Systems Iberia. Deutsche Telekom Group. (This profile is not strictly related to my job).,,,[],False,588,440,49,Mon Dec 10 16:05:32 +0000 2007,1006,,,True,False,4474,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1194215297118547968/WUD_58W5_normal.jpg,https://pbs.twimg.com/profile_images/1194215297118547968/WUD_58W5_normal.jpg,https://pbs.twimg.com/profile_banners/11021642/1573558090,737559,FFFFFF,252905,878787,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 09:15:09 +0000 2023,1630496820072726528,1630496820072726528,"FC Köln got off to a strong season start this year not only on turf, but also digitally, thanks to an AWS solution from T-Systems. Read more about this in our new issue: #rethinkthesystem #futurepractice #meetyourfuture https://t.co/8GerkKdsDq https://t.co/OHfhNNy9Lo",False,"[0, 243]","<a href=""https://readyforsocial.com/"" rel=""nofollow"">ReadyForSocial App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,15741234,15741234,Oliver Goldich (he/him),ogoldich,"Darmstadt, Germany",Senior Product Owner AWS @tsystemsde • working on #AWS #5G #IoT #ML #AI #EdgeComputing #Security • 🐦 🇩🇪 🇬🇧 • Mastadon: @o_goldich@hessen.social,,,[],False,2884,331,38,Tue Aug 05 20:24:04 +0000 2008,646,,,True,False,3439,,False,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1529856064140738561/yDlPgyvH_normal.jpg,https://pbs.twimg.com/profile_images/1529856064140738561/yDlPgyvH_normal.jpg,https://pbs.twimg.com/profile_banners/15741234/1559650148,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 08:54:59 +0000 2023,1630491744381935617,1630491744381935617,"389 KENAN DUNNWALD

2 apps

2 sub apps for German Dunnwald, who joined the Development team from TSG Sprockhövel. After a loan at WSM he was released to return to Germany to play at FC Kaan-Marienborn, Köln and Wuppertaler SV. More recently played at Scunthorpe and Stockport #UTG https://t.co/2FYJ3aKfgx",False,"[0, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,1529839263117987842,1529839263117987842,The Bristol Rovers Players Hub,Played4TheGas,,"From the good to the bad to the downright ridiculous, we're celebrating everyone who had the honour of wearing the famous quarters from 1989/90 to present day!",,,[],False,986,256,1,Thu May 26 14:58:21 +0000 2022,903,,,False,False,557,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1547159960831795205/IZb-uA0C_normal.png,https://pbs.twimg.com/profile_images/1547159960831795205/IZb-uA0C_normal.png,https://pbs.twimg.com/profile_banners/1529839263117987842/1678132961,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
