created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.profile_banner_url,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Tue Mar 07 18:58:57 +0000 2023,1633180453833146368,1633180453833146368,"Eintracht Frankfurt were informed yesterday evening from UEFA that Italy's interior ministry would issue a regulation today that bans Napoli from selling tickets to fans of Eintracht Frankfurt for the return leg on March 15. [@Eintracht]

#TheGoalpostNews #UCL #ChampionsLeague",False,"[0, 277]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633180109816447e+18,1633180109816446978,1.1667402339893043e+18,1166740233989304321,TGoalpost,,,,,False,0,0,False,False,en,en,recent,1166740233989304321,1166740233989304321,The Goalpost,TGoalpost,Malta,"The Home of Football News ⚽

Transfers ↔️
Quotes 💬
Analysis 🧠
Stats 🔢

DM us for enquiries/collabs 📨
Socials: https://t.co/FmvHslQWrE
#TheGoalpostNews",https://t.co/u6Z4epvLeC,"[{'url': 'https://t.co/FmvHslQWrE', 'expanded_url': 'http://bio.fm/footballnews', 'display_url': 'bio.fm/footballnews', 'indices': [110, 133]}]",False,2402,503,42,Wed Aug 28 15:52:12 +0000 2019,2977,,,False,False,54585,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1407311638559084544/ASjX6LX0_normal.jpg,https://pbs.twimg.com/profile_images/1407311638559084544/ASjX6LX0_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1166740233989304321/1664671831,,"[{'url': 'https://t.co/u6Z4epvLeC', 'expanded_url': 'https://www.the-goalpost.com/', 'display_url': 'the-goalpost.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:57:35 +0000 2023,1633180109816446978,1633180109816446978,"Eintracht Frankfurt fans will not be allowed to attend their UEFA Champions League second leg at Napoli next week with Italy's interior ministry planning to stop any sale to visiting spectators. [@Reuters]

#TheGoalpostNews #UCL #ChampionsLeague #EintrachtFrankfurt #Napoli https://t.co/2ALiag90kZ",False,"[0, 273]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1166740233989304321,1166740233989304321,The Goalpost,TGoalpost,Malta,"The Home of Football News ⚽

Transfers ↔️
Quotes 💬
Analysis 🧠
Stats 🔢

DM us for enquiries/collabs 📨
Socials: https://t.co/FmvHslQWrE
#TheGoalpostNews",https://t.co/u6Z4epvLeC,"[{'url': 'https://t.co/FmvHslQWrE', 'expanded_url': 'http://bio.fm/footballnews', 'display_url': 'bio.fm/footballnews', 'indices': [110, 133]}]",False,2402,503,42,Wed Aug 28 15:52:12 +0000 2019,2977,,,False,False,54585,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1407311638559084544/ASjX6LX0_normal.jpg,https://pbs.twimg.com/profile_images/1407311638559084544/ASjX6LX0_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1166740233989304321/1664671831,False,"[{'url': 'https://t.co/u6Z4epvLeC', 'expanded_url': 'https://www.the-goalpost.com/', 'display_url': 'the-goalpost.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:50:11 +0000 2023,1633178248120082432,1633178248120082432,"Evan Ndicka. Remember this name. Liverpool and Barcelona are keeping an eye on him, the 23-year-old defender from Eintracht Frankfurt, who is currently a free agent and could potentially be a valuable addition to their squad for the upcoming season. #Ndicka https://t.co/pNfyqkAj5e",False,"[0, 257]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1632809649383657472,1632809649383657472,FC,TheEuropeanDude,Greece,European_football_enthusiast tweeting about top clubs in both English and Arabic • I enjoy arguing in TW comment sections🤣🤣 •,,[],False,1,13,0,Mon Mar 06 18:25:58 +0000 2023,0,,,False,False,27,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632829535199559682/MDoskDSe_normal.jpg,https://pbs.twimg.com/profile_images/1632829535199559682/MDoskDSe_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1632809649383657472/1678131876,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:07:11 +0000 2023,1633167423716339720,1633167423716339720,"No Eintracht Fans In Napoli For Champions League Return Leg - Bundesliga Club
Eintracht Frankfurt fans will not be allowed to attend their Champions League return leg at Napoli next week  https://t.co/d0rZaDgstm https://t.co/5wJkn9E3AL",False,"[0, 211]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,3255872667,3255872667,Semasocial News,semasocialnews,"Nairobi, Kenya","For The Latest Jobs, Career Tips, MarketPlace, Breaking News, Business, Politics, Sports, Lifestyle, Entertainments.",https://t.co/Nrx2TVasND,[],False,111,14,2,Fri May 15 09:31:05 +0000 2015,26,,,True,False,12565,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1617997968765865997/vJJNWZ6__normal.jpg,https://pbs.twimg.com/profile_images/1617997968765865997/vJJNWZ6__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/3255872667/1619905328,False,"[{'url': 'https://t.co/Nrx2TVasND', 'expanded_url': 'https://semasocial.com/blogs/', 'display_url': 'semasocial.com/blogs/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:00:07 +0000 2023,1633165645251743746,1633165645251743746,Travelling Eintracht Frankfurt fans are banned from Champions League last-16 clash with Napoli https://t.co/M975u90O3j,False,"[0, 118]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,0,27,False,False,en,en,recent,111556576,111556576,MailOnline Sport,MailSport,,"All the top stories, breaking news and opinion from the world of sport. Facebook: https://t.co/whD8laDQmn Instagram: https://t.co/NomZBhs9Dq",https://t.co/KrFrJlbOuW,"[{'url': 'https://t.co/whD8laDQmn', 'expanded_url': 'http://facebook.com/DailyMailSport', 'display_url': 'facebook.com/DailyMailSport', 'indices': [82, 105]}, {'url': 'https://t.co/NomZBhs9Dq', 'expanded_url': 'http://instagram.com/mailsport', 'display_url': 'instagram.com/mailsport', 'indices': [117, 140]}]",False,546540,875,2859,Fri Feb 05 10:19:11 +0000 2010,1124,,,False,True,375023,,False,False,False,0CAC0C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1574056490931027968/Vo3A_bAo_normal.jpg,https://pbs.twimg.com/profile_images/1574056490931027968/Vo3A_bAo_normal.jpg,0CAC0C,FFFFFF,E3E3E3,333333,True,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/111556576/1561971987,False,"[{'url': 'https://t.co/KrFrJlbOuW', 'expanded_url': 'https://www.dailymail.co.uk/sport', 'display_url': 'dailymail.co.uk/sport', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:56:50 +0000 2023,1633164821741936640,1633164821741936640,"Same goes with Qarabag's adventures in the Champions League.

If we are talking about goals, Muarem Muarem's (Qarabag) goal against Twente, Reynaldo's (Qarabag) cheeky goal against Eintracht Frankfurt 👇🏼

https://t.co/Z7MEtNd6du",False,"[0, 228]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633163290397274e+18,1633163290397274124,2318119938.0,2318119938,DrAlakbarov,,,,,False,0,2,False,False,en,en,recent,2318119938,2318119938,Fuad Alakbarov ⁠⁠,DrAlakbarov,Glasgow / London,"Political Commentator. Photographer. Football Pundit. Interests: South Caucasus, Central Asia, Eastern Europe. Prev. bylines: @openDemocracy and @Jerusalem_Post",https://t.co/TvIK2mkaL0,[],False,35379,301,633,Thu Jan 30 02:06:05 +0000 2014,112819,,,True,True,175371,,False,False,False,3B94D9,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1610919301904535552/ww1A2Xiq_normal.jpg,https://pbs.twimg.com/profile_images/1610919301904535552/ww1A2Xiq_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,regular,[],https://pbs.twimg.com/profile_banners/2318119938/1665032675,False,"[{'url': 'https://t.co/TvIK2mkaL0', 'expanded_url': 'https://www.glasgowfuad.com', 'display_url': 'glasgowfuad.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:38:38 +0000 2023,1633160241591504897,1633160241591504897,"Frankfurt have offered Oliver Glasner a contract extension by two years that would see the coach earn €3m/year until 2026. Glasner has requested several weeks to consider and will make his signature dependent on the reinforcements in the squad, according to @BILD_Eintracht. https://t.co/qTzY8ho3k3",False,"[0, 274]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,True,1,45,False,False,en,en,recent,2981020176,2981020176,Bundesliga Latest,BL_LatestNews,"Vienna, Austria",Bundesliga Latest are covering Breaking News on the German Bundesliga from domestic and international media. | formerly @BL_Latest,,[],False,10382,1020,221,Tue Jan 13 23:54:10 +0000 2015,6648,,,True,False,6589,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1211996297403731968/Lz3-SoSJ_normal.jpg,https://pbs.twimg.com/profile_images/1211996297403731968/Lz3-SoSJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/2981020176/1450724135,False,,1.6331587253170463e+18,1633158725317046272,Tue Mar 07 17:32:37 +0000 2023,1.6331587253170463e+18,1633158725317046272,*** BILDplus Inhalt *** Details zu Laufzeit und Gehalt - Eintrachts Vertrags-Poker mit Glasner eröffnet! https://t.co/8dlvKHdPZ4 #BILDSport,False,"[0, 139]",en,recent,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,9330802.0,9330802,BILD Sport,BILD_Sport,Berlin,"Alle News aus den Bereichen Fußball, Bundesliga, Formel 1, Tennis und Boxen. Impressum: https://t.co/QmyG5OkSeF Datenschutzerklärung: https://t.co/P9NlgE2vSB",https://t.co/x3wnfkwRct,"[{'url': 'https://t.co/x3wnfkwRct', 'expanded_url': 'http://bild.de/BILD/sport/home/sport.html', 'display_url': 'bild.de/BILD/sport/hom…', 'indices': [0, 23]}]","[{'url': 'https://t.co/QmyG5OkSeF', 'expanded_url': 'http://on.bild.de/BILDinfo', 'display_url': 'on.bild.de/BILDinfo', 'indices': [88, 111]}, {'url': 'https://t.co/P9NlgE2vSB', 'expanded_url': 'http://on.bild.de/DSE', 'display_url': 'on.bild.de/DSE', 'indices': [134, 157]}]",False,336549.0,281.0,2005.0,Tue Oct 09 15:22:07 +0000 2007,769.0,,,True,True,181500.0,,False,False,False,292929,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/916251311083085824/jWRqv0EF_normal.jpg,https://pbs.twimg.com/profile_images/916251311083085824/jWRqv0EF_normal.jpg,https://pbs.twimg.com/profile_banners/9330802/1629632665,E3001B,FFFFFF,E6E6E6,000000,False,False,False,False,False,False,False,none,[],,,,,False,0.0,1.0,False,False,False,de
Tue Mar 07 17:38:26 +0000 2023,1633160190525853697,1633160190525853697,Eintracht Frankfurt fans banned from Champions League last-16 second leg at Napoli https://t.co/zvxNwrQonf,False,"[0, 106]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,505675577,505675577,じぇいびー,zakki_soccer,大阪,ほとんど自動でサッカーとか呟いてます。だいたいのシティ戦とだいたいの日本代表戦の時は手動ですが。,https://t.co/B4D8a1MpbK,[],False,253,670,3,Mon Feb 27 09:12:45 +0000 2012,108,,,False,False,153601,,False,False,False,682E46,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1184090566008532992/iZRqWg7V_normal.jpg,https://pbs.twimg.com/profile_images/1184090566008532992/iZRqWg7V_normal.jpg,3B94D9,D9EC92,9ED498,A19C7E,True,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/505675577/1571144012,False,"[{'url': 'https://t.co/B4D8a1MpbK', 'expanded_url': 'http://twilog.org/zakki_soccer', 'display_url': 'twilog.org/zakki_soccer', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:24:22 +0000 2023,1633156647660179456,1633156647660179456,Eintracht Frankfurt fans banned from Champions League last-16 second leg at Napoli https://t.co/7icJUmQMMx,False,"[0, 106]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,87212714,87212714,Chennaiyin FC™,ChennaiyinFC_,chennai,"The Twitter  Co-Official Page of Chennai's Indian Super League team, Chennaiyin FC 
https://t.co/3EAhzrSB8l",https://t.co/3EAhzrSB8l,"[{'url': 'https://t.co/3EAhzrSB8l', 'expanded_url': 'https://www.facebook.com/ChennaiyinFCSC', 'display_url': 'facebook.com/ChennaiyinFCSC', 'indices': [84, 107]}]",False,1293,44,1,Tue Nov 03 15:20:59 +0000 2009,84,,,True,False,10522,,False,False,False,F8F8FF,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/515797906905772032/RR2gwu5H_normal.jpeg,https://pbs.twimg.com/profile_images/515797906905772032/RR2gwu5H_normal.jpeg,3B94D9,FFFFFF,F6FFD1,333333,False,False,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/87212714/1540370669,False,"[{'url': 'https://t.co/3EAhzrSB8l', 'expanded_url': 'https://www.facebook.com/ChennaiyinFCSC', 'display_url': 'facebook.com/ChennaiyinFCSC', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:14:02 +0000 2023,1633154051129917440,1633154051129917440,"Hertha BSC was informed today that Lukas Ullrich will leave the club in the summer as a free agent. The left-back won't extend his contract.

Race between Borussia Monchengladbach and Eintracht Frankfurt. Nothing decided/signed. Talks ongoing. [@Plettigoal]

#TheGoalpostNews https://t.co/GedAXbTurw",False,"[0, 275]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1166740233989304321,1166740233989304321,The Goalpost,TGoalpost,Malta,"The Home of Football News ⚽

Transfers ↔️
Quotes 💬
Analysis 🧠
Stats 🔢

DM us for enquiries/collabs 📨
Socials: https://t.co/FmvHslQWrE
#TheGoalpostNews",https://t.co/u6Z4epvLeC,"[{'url': 'https://t.co/FmvHslQWrE', 'expanded_url': 'http://bio.fm/footballnews', 'display_url': 'bio.fm/footballnews', 'indices': [110, 133]}]",False,2402,503,42,Wed Aug 28 15:52:12 +0000 2019,2977,,,False,False,54585,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1407311638559084544/ASjX6LX0_normal.jpg,https://pbs.twimg.com/profile_images/1407311638559084544/ASjX6LX0_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1166740233989304321/1664671831,False,"[{'url': 'https://t.co/u6Z4epvLeC', 'expanded_url': 'https://www.the-goalpost.com/', 'display_url': 'the-goalpost.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:13:19 +0000 2023,1633153867570376727,1633153867570376727,The Italian Interior Ministry has decided that Napoli can't sell tickets to Eintracht Frankfurt supporters for the Champions League return game in Naples. It follows the clashes between supporters at the first leg in Frankfurt.,False,"[0, 227]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,1584155183684227073,1584155183684227073,Smart Psychopath,SmartPsychopat1,Take me to 17k!!,I'm a Lannister||Content Creator||Critic,,[],False,153,0,0,Sun Oct 23 12:10:40 +0000 2022,2872,,,True,False,14714,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1584166891400175616/OLqH3-F7_normal.jpg,https://pbs.twimg.com/profile_images/1584166891400175616/OLqH3-F7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/1584155183684227073/1666540762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:57:36 +0000 2023,1633149913369563137,1633149913369563137,Travelling Eintracht Frankfurt fans are BANNED from Champions League last-16 clash with Napoli https://t.co/D0WmEQogCC https://t.co/mi6WFcXRSg,False,"[0, 118]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,2258369153,2258369153,mayowa ajayi,MajayiTVC,"Lagos, Nigeria",,,[],False,173,259,0,Thu Jan 02 15:55:47 +0000 2014,11,,,True,False,10265,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1129080601598992384/NAPA8NnM_normal.jpg,https://pbs.twimg.com/profile_images/1129080601598992384/NAPA8NnM_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/2258369153/1558028766,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:56:00 +0000 2023,1633149510456049664,1633149510456049664,"Evan Ndicka has not informed Markus Krösche about any decision regarding his future, but everyone at Frankfurt is expecting him to leave as free agent this summer, report @BILD_Eintracht. https://t.co/9no9oY1y9I",False,"[0, 187]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.6019856193366098e+18,1601985619336609794,2981020176.0,2981020176,BL_LatestNews,,,,,True,0,9,False,False,en,en,recent,2981020176,2981020176,Bundesliga Latest,BL_LatestNews,"Vienna, Austria",Bundesliga Latest are covering Breaking News on the German Bundesliga from domestic and international media. | formerly @BL_Latest,,[],False,10382,1020,221,Tue Jan 13 23:54:10 +0000 2015,6648,,,True,False,6589,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1211996297403731968/Lz3-SoSJ_normal.jpg,https://pbs.twimg.com/profile_images/1211996297403731968/Lz3-SoSJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],https://pbs.twimg.com/profile_banners/2981020176/1450724135,False,,1.6331480143310643e+18,1633148014331064323,Tue Mar 07 16:50:03 +0000 2023,1.6331480143310643e+18,1633148014331064323,Spannende Details - Eintracht verhandelt mit diesen 3 Stars https://t.co/eevUwFPtfy #eintrachtfrankfurt #frankfurt #eintracht,False,"[0, 125]",en,recent,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,25510336.0,25510336,BILD E. Frankfurt,BILD_Eintracht,Frankfurt a.M.,Hier twittern die Eintracht-Reporter von BILD. Impressum: https://t.co/QmyG5OkSeF Datenschutzerklärung: https://t.co/P9NlgE2vSB,http://t.co/TNUd6QDdvM,"[{'url': 'http://t.co/TNUd6QDdvM', 'expanded_url': 'http://www.bild.de/sport/fussball/eintracht-frankfurt/home-15772598.bild.html', 'display_url': 'bild.de/sport/fussball…', 'indices': [0, 22]}]","[{'url': 'https://t.co/QmyG5OkSeF', 'expanded_url': 'http://on.bild.de/BILDinfo', 'display_url': 'on.bild.de/BILDinfo', 'indices': [58, 81]}, {'url': 'https://t.co/P9NlgE2vSB', 'expanded_url': 'http://on.bild.de/DSE', 'display_url': 'on.bild.de/DSE', 'indices': [104, 127]}]",False,13265.0,38.0,276.0,Fri Mar 20 14:22:32 +0000 2009,26.0,,,True,False,12023.0,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/877444913247506432/v_s-H0d-_normal.jpg,https://pbs.twimg.com/profile_images/877444913247506432/v_s-H0d-_normal.jpg,https://pbs.twimg.com/profile_banners/25510336/1398336223,009999,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,[],,,,,False,1.0,9.0,False,False,False,de
