created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.possibly_sensitive,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.contained_within,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates
Tue Mar 07 21:21:46 +0000 2023,1633216394929090562,1633216394929090562,"@C_Gordon14 Real Madrid, Shaktar Donetsk, RB Leipzig and a Rangers team that got to the Europa final https://t.co/Xg7i1C9aJc",False,"[12, 100]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6328271271071252e+18,1632827127107125250,1.4640247084883067e+18,1464024708488306688,C_Gordon14,,,,,False,1,21,False,False,en,en,recent,868453917721600001,868453917721600001,.,liamcsc,,Amused to Death,,[],False,2280,965,8,Sat May 27 13:08:43 +0000 2017,3537,,,True,False,16902,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1525557079922065408/dwSirq7Q_normal.jpg,https://pbs.twimg.com/profile_images/1525557079922065408/dwSirq7Q_normal.jpg,https://pbs.twimg.com/profile_banners/868453917721600001/1644319459,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:04:15 +0000 2023,1633211986866520065,1633211986866520065,The Argentina international will be expected to play for City against RB Leipzig in their Champions League return match after being an unused substitute in a 1-1 draw in the first leg. #ManCity,False,"[0, 193]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332081070429962e+18,1633208107042996224,1.5464933863535288e+18,1546493386353528833,SixsportN,,,,,False,0,0,False,False,en,en,recent,1546493386353528833,1546493386353528833,Sixsport_Network,SixsportN,,"Official page of 6sport 🏅🏅- soccer, American football, basketball, tennis, Motorsports and MM https://t.co/45WmRnKoFF",https://t.co/n5BahzuPds,"[{'url': 'https://t.co/45WmRnKoFF', 'expanded_url': 'http://sixsport.net/', 'display_url': 'sixsport.net', 'indices': [94, 117]}]",False,199,1,0,Mon Jul 11 13:56:17 +0000 2022,256,,,False,False,1825,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1547135235032317958/4HHNMKpS_normal.jpg,https://pbs.twimg.com/profile_images/1547135235032317958/4HHNMKpS_normal.jpg,https://pbs.twimg.com/profile_banners/1546493386353528833/1666543150,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/n5BahzuPds', 'expanded_url': 'http://sixsport.net', 'display_url': 'sixsport.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:31:45 +0000 2023,1633203807382392843,1633203807382392843,"Chelsea remain interested in Josko Gvardiol, along with Liverpool and Manchester City. #CFC

Josko Gvardiol expected to become the most expensive defender ever when he is sold. #CHEBVB

https://t.co/LGdvRbSIZI",False,"[0, 209]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1543744051803049986,1543744051803049986,Dylan McBennett,DylanMcbennett7,,"Writer for @TransferRoom_ covering @ChelseaFC news, Manchester United fan.",,[],False,459,682,3,Sun Jul 03 23:51:14 +0000 2022,12969,,,False,False,1681,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1543744265834184705/XVvdbaUh_normal.jpg,https://pbs.twimg.com/profile_images/1543744265834184705/XVvdbaUh_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:57:21 +0000 2023,1633195149625810945,1633195149625810945,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 : Arsenal
🇪🇸 : Barça 
🇮🇹 : mostly Inter
🇫🇷 : mostly Lyon
🇩🇪 : RB Leipzig
🇳🇱 : Ajax
🇵🇹 : mostly Benfica but I very rarely watch Liga NOS https://t.co/ffpnuVOx4N",False,"[0, 143]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,1,False,False,en,en,recent,1067123073642610699,1067123073642610699,Mo🇵🇸🇩🇪,mo__khalil,Deutschland,🇵🇸🇩🇪| 19 | Culer to the marrow,,[],False,318,1759,3,Mon Nov 26 18:29:01 +0000 2018,160743,,,False,False,35495,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620543777453625344/SLWypTMl_normal.jpg,https://pbs.twimg.com/profile_images/1620543777453625344/SLWypTMl_normal.jpg,https://pbs.twimg.com/profile_banners/1067123073642610699/1650801529,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,1.6306087524276388e+18,1630608752427638790,Tue Feb 28 16:39:56 +0000 2023,1.6306087524276388e+18,1630608752427638790,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 :
🇪🇸 :
🇮🇹 :
🇫🇷 :
🇩🇪 :
🇳🇱 :
🇵🇹 :",False,"[0, 73]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.303026765737218e+18,1303026765737218049,george,StokeyyG2,send me tweets to nab,📩 My Business Email: stokeyenquiries@gmail.com | drop my second account a follow! @StokeyyFC,https://t.co/I1D0FXgaYN,"[{'url': 'https://t.co/I1D0FXgaYN', 'expanded_url': 'https://linktr.ee/stokeyyg2', 'display_url': 'linktr.ee/stokeyyg2', 'indices': [0, 23]}]",[],False,331421.0,3802.0,530.0,Mon Sep 07 17:46:15 +0000 2020,73184.0,,,True,False,50294.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_banners/1303026765737218049/1653306587,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,298.0,17005.0,False,False,en,,,,,,,,,,,
Tue Mar 07 19:00:14 +0000 2023,1633180776647802881,1633180776647802881,"✅ Manchester United  scouted the RB Leipzig-bound Benjamin Sesko at the weekend. 

source : @alex_crook🔴

#MUFC",False,"[0, 111]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1466155662073909249,1466155662073909249,Rokani Media Football,RokaniMediaFB,"Kampala ,Uganda","All Your Latest Football News, CONTENT CREATOR
ADMIN : @ITSROKANIDAVID",https://t.co/3wsfAih3Lo,[],False,139,432,0,Wed Dec 01 21:23:03 +0000 2021,6666,,,False,False,11392,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1525021007769214977/yvaB1OAj_normal.jpg,https://pbs.twimg.com/profile_images/1525021007769214977/yvaB1OAj_normal.jpg,https://pbs.twimg.com/profile_banners/1466155662073909249/1652866769,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/3wsfAih3Lo', 'expanded_url': 'https://www.youtube.com/c/RokaniMediaFootball', 'display_url': 'youtube.com/c/RokaniMediaF…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:50:53 +0000 2023,1633178421948719107,1633178421948719107,@sgtwilkos1919 Benjamin sesko who's already signed a deal to join RB leipzig in the summer on a long deal ? Don't think so some how,False,"[15, 131]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331746401545175e+18,1633174640154517505,1.141436762197246e+18,1141436762197245952,sgtwilkos1919,,,,,False,0,1,False,False,en,en,recent,1538538808442073088,1538538808442073088,Ernie Smith,ErnieSm92909753,,Leeds utd,,[],False,2425,4235,4,Sun Jun 19 15:07:15 +0000 2022,686,,,False,False,713,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1539375293756059649/UYN9i-e0_normal.jpg,https://pbs.twimg.com/profile_images/1539375293756059649/UYN9i-e0_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:45:52 +0000 2023,1633177160650305537,1633177160650305537,"TEAM NEWS #CFCBVB 

🔵 - Marc Cucurella comes back in as Graham Potter switches to a back three

⚫️🟡 - Raphaël Guerreiro returns to the starting XI in the only change from BVB's 2-1 win over RB Leipzig

📻  Build-up from 7pm on @BBCSounds: https://t.co/YwPe0f7Le6

#BBCFootball https://t.co/MP83atzQ99",False,"[0, 275]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,12,108,False,False,en,en,recent,425989199,425989199,BBC 5 Live Sport,5liveSport,Salford,Taking you into the commentary box/on the pitch/ringside/courtside/on the green at the world's biggest sport events 🎙️⚽️🏉🎾🥊🏏⛳ Listen on the @BBCSounds app.,https://t.co/FfhuU6S1HD,[],False,413583,1649,2024,Thu Dec 01 18:04:28 +0000 2011,13269,,,True,True,153390,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1506279669989007369/jIt6fZmB_normal.jpg,https://pbs.twimg.com/profile_images/1506279669989007369/jIt6fZmB_normal.jpg,https://pbs.twimg.com/profile_banners/425989199/1672738633,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/FfhuU6S1HD', 'expanded_url': 'http://bbc.co.uk/5live', 'display_url': 'bbc.co.uk/5live', 'indices': [0, 23]}]",,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:27:52 +0000 2023,1633172630252527617,1633172630252527617,"I’ve never seen a more stingy bastard in my life. If you can’t keep up don’t embarrass yourself infront of other owners, just SELL

He want to spend nothing on players give small wages and milk millions from the club. Sell to buy like we’re RB Leipzig. Embarrassment. #FSGOUTNOW https://t.co/stEXi8uGAS",False,"[0, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,8,17,False,False,en,en,recent,1285450277638885377,1285450277638885377,RP,P113LFC,"Liverpool, London, Dubai",Live Life. Red Army 🔴🔴🔴,,[],False,47,38,0,Tue Jul 21 05:43:35 +0000 2020,346,,,False,False,2370,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1629890801370120195/_PGuPLll_normal.jpg,https://pbs.twimg.com/profile_images/1629890801370120195/_PGuPLll_normal.jpg,https://pbs.twimg.com/profile_banners/1285450277638885377/1597542224,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,1.63312791072589e+18,1633127910725890048,Tue Mar 07 15:30:10 +0000 2023,1.63312791072589e+18,1633127910725890048,Liverpool owner wants spending limits in PL (story by @_pauljoyce ) - interesting to see if PL follows UEFA's scheme to limit spending on wages/transfers to 70% https://t.co/LvOatr1Tfe,False,"[0, 184]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,28311576.0,28311576,Martyn Ziegler,martynziegler,,"Chief sports reporter for The Times - views entirely my own, jokes probably stolen.",,,[],False,97125.0,1989.0,1342.0,Thu Apr 02 09:56:14 +0000 2009,5175.0,,,True,True,34209.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1049613567782244352/5Gz1kNVy_normal.jpg,https://pbs.twimg.com/profile_images/1049613567782244352/5Gz1kNVy_normal.jpg,https://pbs.twimg.com/profile_banners/28311576/1382095743,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,False,56.0,320.0,False,False,en,False,,,,,,,,,,
Tue Mar 07 18:27:12 +0000 2023,1633172462467796993,1633172462467796993,"We need to talk about a dude being in goal against SV Sandhausen last season now starting against:

RB Leipzig
Man. City
Schalke 04
Sevilla
Bayern
RB Leipzig again
Chelsea",False,"[0, 171]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,113,False,False,en,en,recent,2169448030,2169448030,m.,ffsMatthis,,23 – @BVB. @sixers.,https://t.co/NAv3DiOEsA,[],False,2857,140,30,Tue Nov 05 14:09:11 +0000 2013,14514,,,True,False,24939,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1315290407773917184/GrgLnfaY_normal.jpg,https://pbs.twimg.com/profile_images/1315290407773917184/GrgLnfaY_normal.jpg,https://pbs.twimg.com/profile_banners/2169448030/1583355382,FAB81E,000000,000000,000000,False,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/NAv3DiOEsA', 'expanded_url': 'https://twitter.com/Borussen_Edits', 'display_url': 'twitter.com/Borussen_Edits', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:20:46 +0000 2023,1633155743225638913,1633155743225638913,"New Overtime AMM position bought
RB Leipzig - Borussia Monchengladbach
Amount: 1.5376141071160152
Paid: 1.327 sUSD
Position: 1X
Potential profit: 0.21061410711601525 sUSD (16%)",False,"[0, 176]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:19:01 +0000 2023,1633155302651568128,1633155302651568128,"🚨 Liverpool are in the ""open race"" for Josko Gvardiol, with RB Leipzig set to demand a record fee for a defender of more than €80m for his services. [@FabrizioRomano]",False,"[0, 166]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,959796846532100096,959796846532100096,Liverpool Transfer News!,LFCEarlyNews,"Liverpool, England","Make sure to drop us a follow for more Liverpool transfer news, gossip and more! @liverpoolfc",,[],False,109,17,1,Sat Feb 03 14:32:55 +0000 2018,79,,,False,False,525,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1600848686287917057/HlIZgOIF_normal.jpg,https://pbs.twimg.com/profile_images/1600848686287917057/HlIZgOIF_normal.jpg,https://pbs.twimg.com/profile_banners/959796846532100096/1670507105,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:07:29 +0000 2023,1633152402567098369,1633152402567098369,"WEEKEND ROUND-UP…

#BUNDESLIGA: a 0-0 draw at home to Köln keeps @fcunion_en in 3rd – they fall 5 points behind the top 2, but they increase their cushion over RB Leipzig in 4th to 2 points.

https://t.co/O4sGJeYf0I",False,"[0, 215]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1037656217710145536,1037656217710145536,Berlin Football Weekends,BerlinFooty,"Berlin, Germany",Promoting Berlin’s fascinating football scene & organising trips for groups of travelling football fanatics keen to experience authentic Berlin football culture,,[],False,1194,433,18,Thu Sep 06 10:58:15 +0000 2018,810,,,True,False,2627,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1057711067831435264/tb_hbDj8_normal.jpg,https://pbs.twimg.com/profile_images/1057711067831435264/tb_hbDj8_normal.jpg,https://pbs.twimg.com/profile_banners/1037656217710145536/1541424196,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:04:45 +0000 2023,1633151714416050176,1633151714416050176,"New Overtime AMM position bought
RB Leipzig - Borussia Monchengladbach
Amount: 1.5365203932017488
Paid: 1.326 sUSD
Position: 1X
Potential profit: 0.21052039320174876 sUSD (16%)",False,"[0, 176]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:48:49 +0000 2023,1633147703491272704,1633147703491272704,@HKuriah He's a RB Leipzig player as from next season.,False,"[9, 54]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633138690309456e+18,1633138690309455872,1.241796707819688e+18,1241796707819687942,HKuriah,,,,,False,0,0,False,False,en,en,recent,1287682254945345536,1287682254945345536,Mtukufu Rice,nyiro01,,🇰🇪,,[],False,447,469,0,Mon Jul 27 09:32:51 +0000 2020,12408,,,False,False,6631,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604563450889371648/I8oepdIv_normal.jpg,https://pbs.twimg.com/profile_images/1604563450889371648/I8oepdIv_normal.jpg,https://pbs.twimg.com/profile_banners/1287682254945345536/1604899837,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:28:00 +0000 2023,1633142463970918401,1633142463970918401,He's already joining RB Leipzig for €20million https://t.co/1WaoIw0vnN,False,"[0, 46]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,792361142517633024,792361142517633024,Emmanuel,Amunala10,,,,[],False,215,97,1,Sat Oct 29 13:43:12 +0000 2016,1492,,,True,False,34139,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1564571466712190979/U02GBdLc_normal.jpg,https://pbs.twimg.com/profile_images/1564571466712190979/U02GBdLc_normal.jpg,https://pbs.twimg.com/profile_banners/792361142517633024/1576942205,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,1.633138690309456e+18,1633138690309455872,Tue Mar 07 16:13:00 +0000 2023,1.633138690309456e+18,1633138690309455872,Any team scouting Benjamin Sesko?👀,False,"[0, 34]",en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.241796707819688e+18,1241796707819687942,Miss Wirtz 🌻,HKuriah,"Nairobi, Kenya","#B04 #FORCABARCA #Clippernation #LetEmKnow @AlphatauriF1 #Crusaders #Allblacks @ArsenalWFC ❤ #WhoDey
Know God know Peace, no God no peace ✌
Ig kuriahharnandez06",https://t.co/lIGEkPoLNY,"[{'url': 'https://t.co/lIGEkPoLNY', 'expanded_url': 'https://ballsnets.wordpress.com/2022/11/14/world-cup-qatar-2022/', 'display_url': 'ballsnets.wordpress.com/2022/11/14/wor…', 'indices': [0, 23]}]",[],False,2948.0,3336.0,2.0,Sun Mar 22 18:39:57 +0000 2020,41763.0,,,True,False,40100.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632731014505148418/-lrFAiTJ_normal.jpg,https://pbs.twimg.com/profile_images/1632731014505148418/-lrFAiTJ_normal.jpg,https://pbs.twimg.com/profile_banners/1241796707819687942/1661904429,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,0.0,8.0,False,False,en,,01e215db7136a37e,https://api.twitter.com/1.1/geo/id/01e215db7136a37e.json,city,Nairobi,"Nairobi, Kenya",KE,Kenya,[],Polygon,"[[[36.6645733, -1.3890532], [37.0626672, -1.3890532], [37.0626672, -1.1606735], [36.6645733, -1.1606735]]]"
