created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.user.profile_banner_url,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.possibly_sensitive,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Sat Mar 04 00:59:51 +0000 2023,1631821725779525632,1631821725779525632,heard their name ring out around the stadium as fans of Mainz 05 celebrated winning the Supercup. #FM23Mobile,False,"[0, 109]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sat Mar 04 00:02:59 +0000 2023,1631807412486434816,1631807412486434816,has delighted the fans of Mainz 05 with the signing of David Nicolás do Carmo Sardin. #FM23Mobile,False,"[0, 97]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sat Mar 04 00:01:12 +0000 2023,1631806965344239618,1631806965344239618,has delighted the fans of Mainz 05 with the signing of Paris Knochner. #FM23Mobile,False,"[0, 82]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 23:40:59 +0000 2023,1631801878244896768,1631801878244896768,has been given additional transfer funds by the Mainz 05 board. Which big name players will he be looking to sign? #FM23Mobile,False,"[0, 126]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 23:36:03 +0000 2023,1631800634604417024,1631800634604417024,heard their name ring out around the stadium as fans of Mainz 05 celebrated winning the UEFA Champions League. #FM23Mobile,False,"[0, 122]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 22:37:08 +0000 2023,1631785806854758401,1631785806854758401,heard their name ring out around the stadium as fans of Mainz 05 celebrated winning the DFB-Pokal. #FM23Mobile,False,"[0, 110]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 21:36:53 +0000 2023,1631770645066567680,1631770645066567680,heard their name ring out around the stadium as fans of Mainz 05 celebrated winning the Bundesliga. #FM23Mobile,False,"[0, 111]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 21:28:57 +0000 2023,1631768648485572608,1631768648485572608,has led their Mainz 05 side to a famous 2-1 aggregate win over PSG in the UEFA Champions League. #FM23Mobile,False,"[0, 108]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 20:59:21 +0000 2023,1631761199733039104,1631761199733039104,has led their Mainz 05 side to a famous 2-0 aggregate win over Juventus in the UEFA Champions League. #FM23Mobile,False,"[0, 113]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 20:33:28 +0000 2023,1631754688357076992,1631754688357076992,has led their Mainz 05 side to a famous 1-0 extra-time win over FC Bayern in the DFB-Pokal. #FM23Mobile,False,"[0, 103]","<a href=""http://www.footballmanager.com"" rel=""nofollow"">Football Manager Mobile</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,60019798,60019798,Adhi Rizky Putra,Adhirizkyputra,,Saya adalah satu unit Insan yang insane,https://t.co/KV5RJpgZTs,"[{'url': 'https://t.co/KV5RJpgZTs', 'expanded_url': 'http://www.kaskus.us/member.php?u=943125', 'display_url': 'kaskus.us/member.php?u=9…', 'indices': [0, 23]}]",[],False,514,1052,17,Sat Jul 25 09:01:40 +0000 2009,42864,,,True,False,123138,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,https://pbs.twimg.com/profile_images/515187903090012160/J-l8tLxs_normal.jpeg,,CC3300,FFFFFF,05DAFF,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 19:11:27 +0000 2023,1631734045674438656,1631734045674438656,"@ayodeliy @PunkyTeuchter @talkSPORT Upon his retirement from playing for Mainz 05 in 2. Bundesliga, Klopp was appointed as the club's manager on 27 February 2001 following the dismissal of Eckhard Krautzun. The day after, Klopp took charge of their first match, which saw Mainz 05 secure a 1–0 home win over MSV Du",False,"[36, 314]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6317266379464786e+18,1631726637946478621,1.0813356179240182e+18,1081335617924018181,ayodeliy,,,,,False,0,0,False,False,,en,en,recent,1573454024212348937,1573454024212348937,marc calvert,marccalvert13,London,God Save The UK.,,,[],False,13,28,3,Fri Sep 23 23:27:42 +0000 2022,829,,,False,False,2731,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1573454932363051026/Dwa1K3zW_normal.jpg,https://pbs.twimg.com/profile_images/1573454932363051026/Dwa1K3zW_normal.jpg,https://pbs.twimg.com/profile_banners/1573454024212348937/1675081302,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 16:35:00 +0000 2023,1631694673403326472,1631694673403326472,The home games against TSG Hoffenheim and SC Freiburg will take place on Sunday. The away matches at FSV Mainz 05 and Hertha BSC will both be on Saturday at 15:30 CEST. #Werder,False,"[0, 176]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,2,1,False,False,,en,en,recent,368087655,368087655,Felipe,Felipe_Update,Latinoamérica,"Faithfull and devoted Catholic, good family member, outstanding professional, loyal friend, patriot and fútbol fan.",https://t.co/SUzcsfEHZa,"[{'url': 'https://t.co/SUzcsfEHZa', 'expanded_url': 'http://www.yourownpath.org', 'display_url': 'yourownpath.org', 'indices': [0, 23]}]",[],False,3058,321,78,Mon Sep 05 02:13:12 +0000 2011,0,,,False,False,46086,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,True,http://pbs.twimg.com/profile_images/1579836879335309318/rgued4nf_normal.jpg,https://pbs.twimg.com/profile_images/1579836879335309318/rgued4nf_normal.jpg,https://pbs.twimg.com/profile_banners/368087655/1648402725,132657,FFFFFF,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 14:05:17 +0000 2023,1631656997606027264,1631656997606027264,📸 • Thomas in today's training! Tomorrow they face Mainz 05. https://t.co/hfmqDA1tlP,False,"[0, 60]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,1517119601800327169,1517119601800327169,#TD17,DELANEYUPDATES,she/her,All news about Thomas Delaney. 📍,,,[],False,50,33,0,Thu Apr 21 12:34:44 +0000 2022,106,,,False,False,1196,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1572935420089962502/JF3TpnrJ_normal.jpg,https://pbs.twimg.com/profile_images/1572935420089962502/JF3TpnrJ_normal.jpg,https://pbs.twimg.com/profile_banners/1517119601800327169/1675175977,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 13:02:32 +0000 2023,1631641204801634305,1631641204801634305,@AtBroskiShow Mainz 05,False,"[14, 22]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6316405727661752e+18,1631640572766175233,1.5142800435555287e+18,1514280043555528710,AtBroskiShow,,,,,False,0,0,False,False,,en,en,recent,1254689119390912512,1254689119390912512,Jona,lenalidomid,"Niedersachsen, Deutschland",pianist | year 6 med student working in experimental immunology and hematology | part of the university teaching for transplant medicine,,,[],False,25,89,0,Mon Apr 27 08:29:44 +0000 2020,17705,,,False,False,2128,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1593245972431179776/ydv1PLcU_normal.jpg,https://pbs.twimg.com/profile_images/1593245972431179776/ydv1PLcU_normal.jpg,https://pbs.twimg.com/profile_banners/1254689119390912512/1668694428,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 12:11:51 +0000 2023,1631628451173003264,1631628451173003264,"🔥Bundesliga match Mainz 05 vs Hoffenheim

Hoffenheim -0.5 cards at 2.075 looks interesting

Pinnacle and Unibet are close, but Bet365 is the best this time 😆😊

1/10 units for this one💰💰 https://t.co/BjP9cTymbQ",False,"[0, 185]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1589976572790022144,1589976572790022144,FootSock,FootSock7,Proud Europeans,"Team of nerds, building predictive models, crushing the cards and corners betting markets for the big 5 leagues

Tips 216 | Yield 27.25% | +196 Units",https://t.co/FRbaEFPsI0,"[{'url': 'https://t.co/FRbaEFPsI0', 'expanded_url': 'https://bettin.gs/FootSock', 'display_url': 'bettin.gs/FootSock', 'indices': [0, 23]}]",[],False,166,148,0,Tue Nov 08 13:42:15 +0000 2022,8,,,False,False,243,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1590288004542877696/xoJKRIHL_normal.jpg,https://pbs.twimg.com/profile_images/1590288004542877696/xoJKRIHL_normal.jpg,https://pbs.twimg.com/profile_banners/1589976572790022144/1667994888,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 11:28:27 +0000 2023,1631617530841137153,1631617530841137153,"Bob has Tailed this tip!
      Sport: Football
      Match: 1. Fsv Mainz 05 - 1899 Hoffenheim
      Start Date: 2023-03-04 14:30:00
      Bet: Mainz 05 to win 

      @ 1.98 for 1 unit

      #GamblingTwitter #sportsbettingtwitter
      #MachineLearning",False,"[0, 253]","<a href=""https://novomo-f5610.web.app/"" rel=""nofollow"">Investor Bot</a>",,,,,,,,,,False,2,0,False,False,,en,en,recent,1525603760386494465,1525603760386494465,In4Freedom,HaggardNova,,"Pro alternative investor, I rummage around the darkest places of the internet for value.
Sports, Financials', Stock or Crypto it is all to same to me.",,,[],False,56,9,0,Sat May 14 22:28:15 +0000 2022,0,,,False,False,3858,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597331498344095745/jjkdVqOg_normal.jpg,https://pbs.twimg.com/profile_images/1597331498344095745/jjkdVqOg_normal.jpg,https://pbs.twimg.com/profile_banners/1525603760386494465/1669668481,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Mar 03 09:04:28 +0000 2023,1631581293182873602,1631581293182873602,"Bob has Tailed this tip!
      Sport: Football
      Match: 1. Fsv Mainz 05 - 1899 Hoffenheim
      Start Date: 2023-03-04 14:30:00
      Bet: Mainz 05 to win 

      @ 2.00 for 1 unit

      #GamblingTwitter #sportsbettingtwitter
      #MachineLearning",False,"[0, 253]","<a href=""https://novomo-f5610.web.app/"" rel=""nofollow"">Investor Bot</a>",,,,,,,,,,False,1,0,False,False,,en,en,recent,1525603760386494465,1525603760386494465,In4Freedom,HaggardNova,,"Pro alternative investor, I rummage around the darkest places of the internet for value.
Sports, Financials', Stock or Crypto it is all to same to me.",,,[],False,56,9,0,Sat May 14 22:28:15 +0000 2022,0,,,False,False,3858,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597331498344095745/jjkdVqOg_normal.jpg,https://pbs.twimg.com/profile_images/1597331498344095745/jjkdVqOg_normal.jpg,https://pbs.twimg.com/profile_banners/1525603760386494465/1669668481,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Mar 02 09:54:01 +0000 2023,1631231377323466753,1631231377323466753,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 : LFC/Arsenal
🇪🇸 : Granada CF
🇮🇹 : AC Milan
🇫🇷 : Rennes
🇩🇪 : 1. FSV Mainz 05
🇳🇱 : Willem II
🇵🇹 : Benfica 
🇹🇷 : /
🇬🇷: Iraklis https://t.co/lBiDXrHUSz",False,"[0, 166]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,3,False,False,False,en,en,recent,1189252599486275590,1189252599486275590,lenFSV⚪🔴,lenfsv,Mewa Arena (Möbelgeschäft) ,Mainz 05 | Q Block | @1fsvmainz05 | @granadacf |,,,[],False,134,206,0,Tue Oct 29 18:48:18 +0000 2019,7857,,,False,False,2809,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1607415087416885248/w7ON2Kiy_normal.jpg,https://pbs.twimg.com/profile_images/1607415087416885248/w7ON2Kiy_normal.jpg,https://pbs.twimg.com/profile_banners/1189252599486275590/1675445072,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.631229169626501e+18,1631229169626501120,Thu Mar 02 09:45:15 +0000 2023,1.631229169626501e+18,1631229169626501120,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 : Brighton 
🇪🇸 : Barca
🇮🇹 : Napoli
🇫🇷 : -
🇩🇪 : Leverkusen
🇳🇱 : Ajax 
🇵🇹 : Benfica
🇹🇷 : Galatasaray
🇬🇷 : Panathinaikos https://t.co/d1O9Wnk4gY",False,"[0, 159]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1055705358.0,1055705358,mike____1904,MikeSVB,,Bayer 04/Bayer Giants & Offenbach,,,[],False,603.0,1277.0,3.0,Wed Jan 02 18:00:24 +0000 2013,13435.0,,,False,False,8054.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1630342693195857922/dGCAcbJK_normal.jpg,https://pbs.twimg.com/profile_images/1630342693195857922/dGCAcbJK_normal.jpg,4A913C,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,True,0.0,11.0,False,False,en,https://pbs.twimg.com/profile_banners/1055705358/1665704737,1.6312248068623565e+18,1631224806862356482,False,,,,,,,,,,,
