id,url,place_type,name,full_name,country_code,country,contained_within,bounding_box.type,bounding_box.coordinates,tweet_id
78e9729ff12a648e,https://api.twitter.com/1.1/geo/id/78e9729ff12a648e.json,admin,Northern Ireland,"Northern Ireland, United Kingdom",GB,United Kingdom,[],Polygon,"[[[-8.19417899950185, 54.0227179827604], [-5.43284099988887, 54.0227179827604], [-5.43284099988887, 55.3116860009633], [-8.19417899950185, 55.3116860009633]]]",
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,[],Polygon,"[[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]]",
544762ebf7fda780,https://api.twitter.com/1.1/geo/id/544762ebf7fda780.json,city,Islington,"Islington, London",GB,United Kingdom,[],Polygon,"[[[-0.1420579, 51.5185518], [-0.076305, 51.5185518], [-0.076305, 51.575301], [-0.1420579, 51.575301]]]",
78e9729ff12a648e,https://api.twitter.com/1.1/geo/id/78e9729ff12a648e.json,admin,Northern Ireland,"Northern Ireland, United Kingdom",GB,United Kingdom,[],Polygon,"[[[-8.19417899950185, 54.0227179827604], [-5.43284099988887, 54.0227179827604], [-5.43284099988887, 55.3116860009633], [-8.19417899950185, 55.3116860009633]]]",
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,[],Polygon,"[[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]]",
544762ebf7fda780,https://api.twitter.com/1.1/geo/id/544762ebf7fda780.json,city,Islington,"Islington, London",GB,United Kingdom,[],Polygon,"[[[-0.1420579, 51.5185518], [-0.076305, 51.5185518], [-0.076305, 51.575301], [-0.1420579, 51.575301]]]",
78e9729ff12a648e,https://api.twitter.com/1.1/geo/id/78e9729ff12a648e.json,admin,Northern Ireland,"Northern Ireland, United Kingdom",GB,United Kingdom,[],Polygon,"[[[-8.19417899950185, 54.0227179827604], [-5.43284099988887, 54.0227179827604], [-5.43284099988887, 55.3116860009633], [-8.19417899950185, 55.3116860009633]]]",
06168d1feda43857,https://api.twitter.com/1.1/geo/id/06168d1feda43857.json,admin,South East,"South East, England",GB,United Kingdom,[],Polygon,"[[[-1.95729593780907, 50.5746064789388], [1.45178800018019, 50.5746064789388], [1.45178800018019, 52.1962850088601], [-1.95729593780907, 52.1962850088601]]]",
544762ebf7fda780,https://api.twitter.com/1.1/geo/id/544762ebf7fda780.json,city,Islington,"Islington, London",GB,United Kingdom,[],Polygon,"[[[-0.1420579, 51.5185518], [-0.076305, 51.5185518], [-0.076305, 51.575301], [-0.1420579, 51.575301]]]",
78e9729ff12a648e,https://api.twitter.com/1.1/geo/id/78e9729ff12a648e.json,admin,Northern Ireland,"Northern Ireland, United Kingdom",GB,United Kingdom,[],Polygon,"[[[-8.19417899950185, 54.0227179827604], [-5.43284099988887, 54.0227179827604], [-5.43284099988887, 55.3116860009633], [-8.19417899950185, 55.3116860009633]]]",
315b740b108481f6,https://api.twitter.com/1.1/geo/id/315b740b108481f6.json,city,Manchester,"Manchester, England",GB,United Kingdom,[],Polygon,"[[[-2.319934, 53.343623], [-2.147026, 53.343623], [-2.147026, 53.5702824], [-2.319934, 53.5702824]]]",
dea1eac2d7ef8878,https://api.twitter.com/1.1/geo/id/dea1eac2d7ef8878.json,admin,Maryland,"Maryland, USA",US,United States,[],Polygon,"[[[-79.487651, 37.886607], [-74.986286, 37.886607], [-74.986286, 39.723622], [-79.487651, 39.723622]]]",
01b1358f7eda7605,https://api.twitter.com/1.1/geo/id/01b1358f7eda7605.json,admin,Nairobi,"Nairobi, Kenya",KE,Kenya,[],Polygon,"[[[36.6645733, -1.4446849], [37.1050092, -1.4446849], [37.1050092, -1.1606735], [36.6645733, -1.1606735]]]",
63bc20f9c08971c3,https://api.twitter.com/1.1/geo/id/63bc20f9c08971c3.json,city,Formby,"Formby, England",GB,United Kingdom,[],Polygon,"[[[-3.089134, 53.543849], [-3.037871, 53.543849], [-3.037871, 53.589451], [-3.089134, 53.589451]]]",
315b740b108481f6,https://api.twitter.com/1.1/geo/id/315b740b108481f6.json,city,Manchester,"Manchester, England",GB,United Kingdom,[],Polygon,"[[[-2.319934, 53.343623], [-2.147026, 53.343623], [-2.147026, 53.5702824], [-2.319934, 53.5702824]]]",
dea1eac2d7ef8878,https://api.twitter.com/1.1/geo/id/dea1eac2d7ef8878.json,admin,Maryland,"Maryland, USA",US,United States,[],Polygon,"[[[-79.487651, 37.886607], [-74.986286, 37.886607], [-74.986286, 39.723622], [-79.487651, 39.723622]]]",
01b1358f7eda7605,https://api.twitter.com/1.1/geo/id/01b1358f7eda7605.json,admin,Nairobi,"Nairobi, Kenya",KE,Kenya,[],Polygon,"[[[36.6645733, -1.4446849], [37.1050092, -1.4446849], [37.1050092, -1.1606735], [36.6645733, -1.1606735]]]",
00228b7b2cc73b5f,https://api.twitter.com/1.1/geo/id/00228b7b2cc73b5f.json,city,Akure,"Akure, Nigeria",NG,Nigeria,[],Polygon,"[[[5.1420579, 7.2029742], [5.2320999, 7.2029742], [5.2320999, 7.307944], [5.1420579, 7.307944]]]",
3846ebded61e1cc3,https://api.twitter.com/1.1/geo/id/3846ebded61e1cc3.json,city,Braintree,"Braintree, MA",US,United States,[],Polygon,"[[[-71.0495561, 42.168248], [-70.961164, 42.168248], [-70.961164, 42.23848], [-71.0495561, 42.23848]]]",
01eddd9d0dbec2c8,https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json,city,Ikeja,"Ikeja, Nigeria",NG,Nigeria,[],Polygon,"[[[3.198942, 6.4826762], [3.43719, 6.4826762], [3.43719, 6.6985461], [3.198942, 6.6985461]]]",
a612c69b44b2e5da,https://api.twitter.com/1.1/geo/id/a612c69b44b2e5da.json,admin,Arizona,"Arizona, USA",US,United States,[],Polygon,"[[[-114.818269, 31.3322463], [-109.0451527, 31.3322463], [-109.0451527, 37.004261], [-114.818269, 37.004261]]]",
0b30aadf406d13cc,https://api.twitter.com/1.1/geo/id/0b30aadf406d13cc.json,city,Hounslow,"Hounslow, London",GB,United Kingdom,[],Polygon,"[[[-0.457966, 51.420633], [-0.243419, 51.420633], [-0.243419, 51.502851], [-0.457966, 51.502851]]]",
7ef79c5ab17d518c,https://api.twitter.com/1.1/geo/id/7ef79c5ab17d518c.json,city,Barnet,"Barnet, London",GB,United Kingdom,[],Polygon,"[[[-0.2925791, 51.555179], [-0.12921, 51.555179], [-0.12921, 51.6685903], [-0.2925791, 51.6685903]]]",1.6332767075400253e+18
d6819fe60643ebc1,https://api.twitter.com/1.1/geo/id/d6819fe60643ebc1.json,city,Alexandria,"Alexandria, VA",US,United States,[],Polygon,"[[[-77.144435, 38.789907], [-77.037304, 38.789907], [-77.037304, 38.8448531], [-77.144435, 38.8448531]]]",1.633269881255723e+18
01f06d712cfceb2f,https://api.twitter.com/1.1/geo/id/01f06d712cfceb2f.json,city,Addo,"Addo, Nigeria",NG,Nigeria,[],Polygon,"[[[3.5750048, 6.4825679], [3.6243404, 6.4825679], [3.6243404, 6.5127935], [3.5750048, 6.5127935]]]",1.6332982805777408e+18
7ef79c5ab17d518c,https://api.twitter.com/1.1/geo/id/7ef79c5ab17d518c.json,city,Barnet,"Barnet, London",GB,United Kingdom,[],Polygon,"[[[-0.2925791, 51.555179], [-0.12921, 51.555179], [-0.12921, 51.6685903], [-0.2925791, 51.6685903]]]",1.6332767075400253e+18
