created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.user.entities.url.urls
Wed Mar 08 02:20:04 +0000 2023,1633291464519344128,1633291464519344128,News From Spain: Sevilla fans plan protest following “inaction” over El Caso Negreira https://t.co/88R6QH4jlq https://t.co/frpA7mU4xb,False,"[0, 109]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1419486492649566212,1419486492649566212,The Football Kings,FootballKings__,"London, England",Football 24/7 https://t.co/WHXYi7o4OO,https://t.co/0Wgeq2qN1h,"[{'url': 'https://t.co/WHXYi7o4OO', 'expanded_url': 'https://thefootballkings.com', 'display_url': 'thefootballkings.com', 'indices': [14, 37]}]",False,1142,4442,1,Mon Jul 26 02:35:36 +0000 2021,238,,,False,False,32091,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1419489479287623685/UXfHj5ym_normal.jpg,https://pbs.twimg.com/profile_images/1419489479287623685/UXfHj5ym_normal.jpg,https://pbs.twimg.com/profile_banners/1419486492649566212/1630663051,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/0Wgeq2qN1h', 'expanded_url': 'http://thefootballkings.com', 'display_url': 'thefootballkings.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:19:15 +0000 2023,1633291257832435712,1633291257832435712,"Spanish women outside Sevilla don’t wear them as they have their own unique head covering, but tradcath women outside of Spain wear them, quite an oddity",False,"[0, 153]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633291255907238e+18,1633291255907237890,1.51326853015774e+18,1513268530157740035,FildePhocee,,,,,False,0,1,False,False,en,en,recent,1513268530157740035,1513268530157740035,Fernand,FildePhocee,Grand Pays Basque,Basco-Mexicain | Catholique 🇻🇦 | Chef de Cuisine 👨🏻‍🍳,,[],False,115,202,0,Sun Apr 10 21:33:04 +0000 2022,7200,,,False,False,1209,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1609013481151369217/mAZTDKLd_normal.jpg,https://pbs.twimg.com/profile_images/1609013481151369217/mAZTDKLd_normal.jpg,https://pbs.twimg.com/profile_banners/1513268530157740035/1672453795,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:16:20 +0000 2023,1633290523023753217,1633290523023753217,🌹 -My heart trembles for you 🌹 https://t.co/BqYCsDo0bc,False,"[0, 30]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1389657494381809669,1389657494381809669,DeSevilla Martín,de_sevilla_mart,En mi casa.,"Life could be a dream, sweetheart.",,[],False,0,50,0,Tue May 04 19:06:07 +0000 2021,512,,,False,False,35,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1507760598645297155/IVFlIAUb_normal.jpg,https://pbs.twimg.com/profile_images/1507760598645297155/IVFlIAUb_normal.jpg,https://pbs.twimg.com/profile_banners/1389657494381809669/1648313180,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:56:53 +0000 2023,1633285629705441280,1633285629705441280,"link: https://t.co/SAP5KKFQfl
📰🔥 
 Sevilla dragged back into La Liga’s Sarlacc pit ...
#news #short #shortnews #breaking #breakingnews
2023-03-08 05:56:53.209670 https://t.co/sE1xVsP5Km",False,"[0, 161]","<a href=""https://twitter.com"" rel=""nofollow"">amazon13</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1009045613168689152,1009045613168689152,shrtnews.com,InterestingBuy,,https://t.co/Uk8GBeaCLM #news #short #new,https://t.co/Uk8GBeaCLM,"[{'url': 'https://t.co/Uk8GBeaCLM', 'expanded_url': 'https://www.shrtnews.com/', 'display_url': 'shrtnews.com', 'indices': [0, 23]}]",False,39,0,2,Tue Jun 19 12:09:56 +0000 2018,0,,,False,False,37882,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624134778155945986/Rr8XG2lv_normal.jpg,https://pbs.twimg.com/profile_images/1624134778155945986/Rr8XG2lv_normal.jpg,https://pbs.twimg.com/profile_banners/1009045613168689152/1676058882,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/Uk8GBeaCLM', 'expanded_url': 'https://www.shrtnews.com/', 'display_url': 'shrtnews.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:46:48 +0000 2023,1633283089462853635,1633283089462853635,"@deshina40 @khadrisaif @__itzKaYcee @Agon531 @mr_triger @UTDTrey Im not saying what he said is true but overall la liga has had more finals and win villareal,atletico,real,sevilla,bilbao,barca",False,"[65, 192]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332619558582764e+18,1633261955858276356,1.3961772390966313e+18,1396177239096631298,deshina40,,,,,False,0,1,False,False,en,en,recent,1576932904340520960,1576932904340520960,Nino 👑🤍,eln7no,,"The Shirt 🥼 Can Stain Of Blood🩸,Mud💩,Sweat💦. But Never Of Shame 🤍👑",,[],False,19,145,0,Mon Oct 03 13:51:31 +0000 2022,210,,,False,False,667,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1594444861582761986/91SFoMSQ_normal.jpg,https://pbs.twimg.com/profile_images/1594444861582761986/91SFoMSQ_normal.jpg,https://pbs.twimg.com/profile_banners/1576932904340520960/1668980297,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:38:28 +0000 2023,1633280994819096576,1633280994819096576,"Assisted the opener Vs Valladolid.
- Assisted the winner Vs Valencia.
- Scored the winner Vs Osasuna.
- Assisted the winner Vs Intercity.
- Assisted the winner Vs Getafe.
- Scored the opener Vs Real Betis.
- G + A Vs Sevilla.
- G + A Vs Manchester United. https://t.co/3nkiqUIKjs",False,"[0, 255]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1082540477172383745,1082540477172383745,The_Barça_Castle,Jughead82281100,"Barcelona, Spain",Giving you accurate updates on @FCBarcelona. #ForçaBarça 💙❤️. An independent Barcelona channel. Let's grow this page together,https://t.co/CzIkRHJkW5,[],False,393,878,0,Tue Jan 08 07:32:17 +0000 2019,767,,,False,False,69,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633115945307701250/Jr9pIQmo_normal.jpg,https://pbs.twimg.com/profile_images/1633115945307701250/Jr9pIQmo_normal.jpg,https://pbs.twimg.com/profile_banners/1082540477172383745/1678200170,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/CzIkRHJkW5', 'expanded_url': 'https://www.facebook.com/mewizsports?mibextid=LQQJ4d', 'display_url': 'facebook.com/mewizsports?mi…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:37:47 +0000 2023,1633280821082861568,1633280821082861568,"link: https://t.co/SAP5KKGo4T
📰🔥 
 Sevilla dragged back into La Liga’s Sarlacc pit ...
#news #short #shortnews #breaking #breakingnews
2023-03-08 05:37:45.996892 https://t.co/5RH6KqDlpy",False,"[0, 161]","<a href=""https://twitter.com"" rel=""nofollow"">amazon13</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1009045613168689152,1009045613168689152,shrtnews.com,InterestingBuy,,https://t.co/Uk8GBeaCLM #news #short #new,https://t.co/Uk8GBeaCLM,"[{'url': 'https://t.co/Uk8GBeaCLM', 'expanded_url': 'https://www.shrtnews.com/', 'display_url': 'shrtnews.com', 'indices': [0, 23]}]",False,39,0,2,Tue Jun 19 12:09:56 +0000 2018,0,,,False,False,37882,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624134778155945986/Rr8XG2lv_normal.jpg,https://pbs.twimg.com/profile_images/1624134778155945986/Rr8XG2lv_normal.jpg,https://pbs.twimg.com/profile_banners/1009045613168689152/1676058882,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/Uk8GBeaCLM', 'expanded_url': 'https://www.shrtnews.com/', 'display_url': 'shrtnews.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:28:19 +0000 2023,1633278439036801025,1633278439036801025,"@StefanBuczko with Terzic it was predictable outcome. when he faced Sevilla in 20/21, he could rely on Haaland to bail his ""nothing fotball"" out. this time no goalscoring striker available and zero structure heroic football cant work anymore. expected.",False,"[14, 252]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633229677241434e+18,1633229677241434114,131891673.0,131891673,StefanBuczko,,,,,False,0,1,False,False,en,en,recent,1495807706657140742,1495807706657140742,AlexSand34777,sand34777,,"history, art, sport",,[],False,11,3,0,Mon Feb 21 17:09:33 +0000 2022,27,,,False,False,2644,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1495808104541339658/JYaDzqDn_normal.jpg,https://pbs.twimg.com/profile_images/1495808104541339658/JYaDzqDn_normal.jpg,https://pbs.twimg.com/profile_banners/1495807706657140742/1645464182,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:20:50 +0000 2023,1633276557124059137,1633276557124059137,Edgar Sevilla Joins DTC Government Solutions as Chief Software Architect - ExecutiveBiz https://t.co/a5ptfqnIG4,False,"[0, 111]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1575591508379848704,1575591508379848704,compu4n6,compu4n6,"Pompano Beach, Florida","Computer Forensics Experts, Ediscovery, Pre Trial digital Evidence Analysis since 2001 +584143220886",https://t.co/QWBdq9kjr5,[],False,67,71,0,Thu Sep 29 21:02:00 +0000 2022,8,,,False,False,2542,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1575592569194651661/_mAA0VBR_normal.jpg,https://pbs.twimg.com/profile_images/1575592569194651661/_mAA0VBR_normal.jpg,https://pbs.twimg.com/profile_banners/1575591508379848704/1664486104,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/QWBdq9kjr5', 'expanded_url': 'http://compu4n6.com', 'display_url': 'compu4n6.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:11:14 +0000 2023,1633274138792980487,1633274138792980487,"What happens when you simulate Lionel Messi's career on Football Manager 2006, how successful did FM think he was going to be 17 years ago? Find out on YouTube below

https://t.co/i1XvwhC7sc

#Barca #Barcelona #Messi #PSG  #Sevilla #ElClasico #Valencia #Neymar #BarcaValencia https://t.co/tXEyyUO9pe",False,"[0, 275]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1613171523912667142,1613171523912667142,Football Horizon,FootballHorizo2,,Enjoy taking a step back in time with Football Manager Challenges from years gone by,https://t.co/5Y76WPv8UI,[],False,11,26,0,Wed Jan 11 13:51:23 +0000 2023,162,,,False,False,1988,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613172846758354945/XFvg2WKv_normal.jpg,https://pbs.twimg.com/profile_images/1613172846758354945/XFvg2WKv_normal.jpg,https://pbs.twimg.com/profile_banners/1613171523912667142/1676401624,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/5Y76WPv8UI', 'expanded_url': 'https://www.youtube.com/channel/UCj15CCJMzA0gkiF4BHMHJ-A', 'display_url': 'youtube.com/channel/UCj15C…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 01:06:00 +0000 2023,1633272822209413120,1633272822209413120,Thursday in Sevilla 🌿 https://t.co/4wU47PM8Or,False,"[0, 21]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1129555208030310400,1129555208030310400,¹² 🇬🇧,Zztayfunoo,London,TEK REİS / SEFA REİS .,,[],False,662,381,0,Sat May 18 01:12:02 +0000 2019,160911,,,True,False,1200,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633222434198368266/bSF7wDKo_normal.jpg,https://pbs.twimg.com/profile_images/1633222434198368266/bSF7wDKo_normal.jpg,https://pbs.twimg.com/profile_banners/1129555208030310400/1677896087,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:59:06 +0000 2023,1633271085612298242,1633271085612298242,@UnitedStandMUFC He deserves to go and play for a mid tier club. A team like Sevilla or Brighton.,False,"[17, 97]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330147322265436e+18,1633014732226543617,2613992689.0,2613992689,UnitedStandMUFC,,,,,False,0,0,False,False,en,en,recent,1419132889,1419132889,Eric & Chapman LP,OdinakaOkoyeagu,"Abuja, Nigeria","A lawyer, 
Entrepreneur, 🔌 for your automobiles @Chap_autos
@ManUtd fan❤",,[],False,303,98,1,Fri May 10 21:34:07 +0000 2013,24950,,,False,False,4922,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1633290446918000642/rUg5iUe-_normal.jpg,https://pbs.twimg.com/profile_images/1633290446918000642/rUg5iUe-_normal.jpg,https://pbs.twimg.com/profile_banners/1419132889/1604326102,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:48:21 +0000 2023,1633268383645941760,1633268383645941760,"@sevilla_marko @bitlovincom Ayyye, the Moon man strikes again.",False,"[28, 62]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332680801630495e+18,1633268080163049472,1.39540603695829e+18,1395406036958289926,sevilla_marko,,,,,False,0,1,False,False,en,en,recent,1436486689451610112,1436486689451610112,Fledge.eth,Fledge0x,,"Cock-A-Doodle-Doo Mother Cluckers | I'm a chicken | Robotics Enthusiast

Fowl Language Spaces Th. @ 8pm EST.

🏁🐔🏁#WeRaceTheChickens",https://t.co/JlqjPmlCeG,[],False,537,688,2,Sat Sep 11 00:28:20 +0000 2021,7663,,,False,False,2102,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1520072180775665666/CQlfqfWG_normal.jpg,https://pbs.twimg.com/profile_images/1520072180775665666/CQlfqfWG_normal.jpg,https://pbs.twimg.com/profile_banners/1436486689451610112/1639107339,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/JlqjPmlCeG', 'expanded_url': 'https://zealous.one/twitter/Fledge0x', 'display_url': 'zealous.one/twitter/Fledge…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:48:18 +0000 2023,1633268369070882819,1633268369070882819,@Fledge0x @bitlovincom 160m race ✅,False,"[23, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332680801630495e+18,1633268080163049472,1.39540603695829e+18,1395406036958289926,sevilla_marko,,,,,False,0,1,False,False,en,en,recent,1395406036958289926,1395406036958289926,MarkoMarko,sevilla_marko,"San Diego, CA","Try Coin Hunt World. Explore your surroundings, solve trivia, earn Bitcoin and Ethereum 😎 https://t.co/QCLQbU6cfz",https://t.co/QCLQbU6cfz,"[{'url': 'https://t.co/QCLQbU6cfz', 'expanded_url': 'https://coinhunt.gsc.im/uiowguWqSX', 'display_url': 'coinhunt.gsc.im/uiowguWqSX', 'indices': [90, 113]}]",False,720,2263,8,Thu May 20 15:48:35 +0000 2021,5960,,,True,False,2129,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1576989752015785989/_AzaeQaV_normal.jpg,https://pbs.twimg.com/profile_images/1576989752015785989/_AzaeQaV_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/QCLQbU6cfz', 'expanded_url': 'https://coinhunt.gsc.im/uiowguWqSX', 'display_url': 'coinhunt.gsc.im/uiowguWqSX', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:47:09 +0000 2023,1633268080163049472,1633268080163049472,@Fledge0x @bitlovincom Moon taking a podium spot and my sad dork in 7th 😆 https://t.co/prhN2KobZK,False,"[23, 73]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6328601555776143e+18,1632860155577614337,1.43648668945161e+18,1436486689451610112,Fledge0x,,,,,False,0,1,False,False,en,en,recent,1395406036958289926,1395406036958289926,MarkoMarko,sevilla_marko,"San Diego, CA","Try Coin Hunt World. Explore your surroundings, solve trivia, earn Bitcoin and Ethereum 😎 https://t.co/QCLQbU6cfz",https://t.co/QCLQbU6cfz,"[{'url': 'https://t.co/QCLQbU6cfz', 'expanded_url': 'https://coinhunt.gsc.im/uiowguWqSX', 'display_url': 'coinhunt.gsc.im/uiowguWqSX', 'indices': [90, 113]}]",False,720,2263,8,Thu May 20 15:48:35 +0000 2021,5960,,,True,False,2129,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1576989752015785989/_AzaeQaV_normal.jpg,https://pbs.twimg.com/profile_images/1576989752015785989/_AzaeQaV_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/QCLQbU6cfz', 'expanded_url': 'https://coinhunt.gsc.im/uiowguWqSX', 'display_url': 'coinhunt.gsc.im/uiowguWqSX', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:35:20 +0000 2023,1633265106833526784,1633265106833526784,Gmorning.,False,"[0, 9]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1144840866759970821,1144840866759970821,maui,maui_sevilla,,,,[],False,228,400,0,Sat Jun 29 05:31:47 +0000 2019,2424,,,False,False,2517,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1624960921146908672/QXLfuOL3_normal.jpg,https://pbs.twimg.com/profile_images/1624960921146908672/QXLfuOL3_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:17:41 +0000 2023,1633260662993321985,1633260662993321985,"One thing about me, I don’t miss my condo",False,"[0, 41]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1336990992,1336990992,Steph,sevilla_st,"Toronto, Ontario",🌶️,,[],False,234,170,0,Mon Apr 08 16:04:42 +0000 2013,4031,,,False,False,5007,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1550596461079023617/6DIzgQ5N_normal.jpg,https://pbs.twimg.com/profile_images/1550596461079023617/6DIzgQ5N_normal.jpg,https://pbs.twimg.com/profile_banners/1336990992/1675916193,B30098,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:15:57 +0000 2023,1633260228631318533,1633260228631318533,Bro would rather die than step off his line. Go check out de Jong's goal when we played Sevilla in the Europa semifinal https://t.co/qYByj2jsbA,False,"[0, 119]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,5,False,False,en,en,recent,305842721,305842721,Darth_Sidious,Ade_LaNa,Stretford End,"JavaScript guy. Frontend Engineer.

I rant a lot about #MUFC.",https://t.co/DCMC1aqMHI,[],False,493,302,3,Thu May 26 21:43:00 +0000 2011,39,,,False,False,51241,,False,False,False,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1249340129556287489/xfqjEY9u_normal.jpg,https://pbs.twimg.com/profile_images/1249340129556287489/xfqjEY9u_normal.jpg,https://pbs.twimg.com/profile_banners/305842721/1673903178,E81C4F,3D2E45,D8DE28,E02E16,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/DCMC1aqMHI', 'expanded_url': 'http://adelana.dev', 'display_url': 'adelana.dev', 'indices': [0, 23]}]",1.633257302986834e+18,1633257302986833922,Wed Mar 08 00:04:20 +0000 2023,1.633257302986834e+18,1633257302986833922,"I used to blame our CBs for this. Unlike many, repeating patterns opened my eyes to the true issue. https://t.co/B1MO7daXPW",False,"[0, 99]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.4239555814974505e+18,1423955581497450499,Moon ⚽️,szmopb,,in a world full of lies. the truth is a threat.,,[],False,954.0,772.0,4.0,Sat Aug 07 10:34:17 +0000 2021,65792.0,,,True,False,16847.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632348376963350529/04mHRSiF_normal.jpg,https://pbs.twimg.com/profile_images/1632348376963350529/04mHRSiF_normal.jpg,https://pbs.twimg.com/profile_banners/1423955581497450499/1658153400,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,12.0,54.0,False,False,False,en,,,,,,,,,,,,,,
