created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Tue Mar 07 21:00:36 +0000 2023,1633211064895545348,1633211064895545348,"Villarreal 2006/07 Away Shirt BNWT 🖤💛
Size Large £30
Patches damaged as shown in photos 
Good condition otherwise https://t.co/8TOpq1z0cC",False,"[0, 113]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.63321104577382e+18,1633211045773819911,3169499421.0,3169499421,alexfoux1,,,,,False,0,1,False,False,False,en,en,recent,3169499421,3169499421,AJ Football Shirts,alexfoux1,,Football Shirt Seller and Supplier Email: AJFootballshirts@gmail.com,,,[],False,2842,1029,9,Wed Apr 15 10:01:27 +0000 2015,98094,,,True,False,10407,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1395489627159543814/oy7qWrPJ_normal.jpg,https://pbs.twimg.com/profile_images/1395489627159543814/oy7qWrPJ_normal.jpg,https://pbs.twimg.com/profile_banners/3169499421/1674386750,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:57:26 +0000 2023,1633210268015575040,1633210268015575040,"March 7, 2023 - The Governor of Tamaulipas, Mexico Américo Villarreal was cited by Reuters as saying two of the four Americans that were kidnapped in Mexico while on their way to receive cheap cosmetic surgery are dead, and two are still alive, but also https://t.co/cb19nAMLVo… https://t.co/Clb91mfDW6",False,"[0, 302]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1401656150773452801,1401656150773452801,LynnieK,LynnieK3,"Mississippi, United States of ","Christian, Deep thinker, Music dabbler, Writer, Patriotic American/DAR, Navy Vet Daughter, Maranatha.        I try 2 B funny.             DM = mute/block.",,,[],False,10956,8958,3,Sun Jun 06 21:44:25 +0000 2021,78780,,,True,False,37708,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1613191173954326529/DWDIQsvz_normal.jpg,https://pbs.twimg.com/profile_images/1613191173954326529/DWDIQsvz_normal.jpg,https://pbs.twimg.com/profile_banners/1401656150773452801/1676328753,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:46:39 +0000 2023,1633207554351218689,1633207554351218689,"@WestHam_Central Lazio out would be huge, but AZ Alkmaar still a good team. And Villarreal/Fiorentina also a threat. 

Also, the small fact that we need to get through AEK Larnaca first haha.",False,"[17, 191]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331910899086377e+18,1633191089908637697,2235039606.0,2235039606,WestHam_Central,,,,,False,0,5,False,False,,en,en,recent,324740330,324740330,Michael Zdenek,MichaelZdenek,,32 yr old West Ham fan. COYI,,,[],False,746,1948,10,Mon Jun 27 04:08:08 +0000 2011,30014,,,True,False,42021,,False,False,False,27BDE6,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,True,http://pbs.twimg.com/profile_images/1599257834591584256/6r14lb6B_normal.jpg,https://pbs.twimg.com/profile_images/1599257834591584256/6r14lb6B_normal.jpg,https://pbs.twimg.com/profile_banners/324740330/1670127756,CC3366,E02D77,13B5F5,0F0F0F,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:45:48 +0000 2023,1633207341817675776,1633207341817675776,"🚨 BREAKING NEWS 🚨 Tamaulipas, Mexico, Gov. Américo Villarreal said at least 1 person has been detained in connection with the kidnapping of 4 Americans in Matamoros.
https://t.co/XfPz1N7A4Y",False,"[0, 189]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,52047494,52047494,KABB FOX 29,KABBFOX29,"San Antonio, TX","Know more. Know first. KABB-TV is the FOX affiliate in San Antonio, Texas, without doubt the most unique local news broadcasts in the city.",http://t.co/Sx62qcojUK,"[{'url': 'http://t.co/Sx62qcojUK', 'expanded_url': 'http://www.foxsanantonio.com/', 'display_url': 'foxsanantonio.com', 'indices': [0, 22]}]",[],False,84449,719,758,Mon Jun 29 12:57:08 +0000 2009,1585,,,True,True,243307,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/900905457413275648/oG4kbUTR_normal.jpg,https://pbs.twimg.com/profile_images/900905457413275648/oG4kbUTR_normal.jpg,https://pbs.twimg.com/profile_banners/52047494/1398964439,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:41:13 +0000 2023,1633206188031524872,1633206188031524872,"#BREAKING: Two U.S. citizens missing since their violent abduction last week in the northern Mexican border city of Matamoros have been found dead and two others are alive, the state’s governor said Tuesday.

Tamaulipas Gov. Américo Villarreal said that one of the surviving U.S.… https://t.co/I2WglaY2Ft https://t.co/OCM2KaU2L4",False,"[0, 304]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,True,en,en,recent,450085950,450085950,All Things DC MD VA,TheDMVDaily,DMV (DC~MD~VA),"#1 Source For All Things Washington DC, Maryland and Virginia | Shop: https://t.co/MlPOxVUZxw",https://t.co/pFgl4agCvW,"[{'url': 'https://t.co/pFgl4agCvW', 'expanded_url': 'http://www.TheDMVDaily.com', 'display_url': 'TheDMVDaily.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/MlPOxVUZxw', 'expanded_url': 'http://TheDMVDailyStore.com', 'display_url': 'TheDMVDailyStore.com', 'indices': [70, 93]}]",False,76375,37176,122,Thu Dec 29 21:19:48 +0000 2011,5643,,,True,False,67919,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1617564580485505024/drbN9ATh_normal.jpg,https://pbs.twimg.com/profile_images/1617564580485505024/drbN9ATh_normal.jpg,,080608,FFFFFF,FFFFFF,6A00FF,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:36:27 +0000 2023,1633204990280867841,1633204990280867841,@DanCrenshawTX @lopezobrador_ You want answers check who financed the election to make win Américo Villarreal https://t.co/N1HRBF1ZY2,False,"[30, 133]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331627407547064e+18,1633162740754706458,9.305525523027927e+17,930552552302792705,DanCrenshawTX,,,,,True,0,1,False,False,False,en,en,recent,2556207424,2556207424,Karo B🎃💀👻🛸,Karo_Maker,,"Antitheist, nonpartisan, liberal progresist. Vehicles, cooking and art enthusiast. Graduated from @UTITweet",https://t.co/gSAt6HYj69,"[{'url': 'https://t.co/gSAt6HYj69', 'expanded_url': 'https://www.instagram.com/karo_maker/?hl=es', 'display_url': 'instagram.com/karo_maker/?hl…', 'indices': [0, 23]}]",[],False,1640,2480,2,Tue May 20 23:26:33 +0000 2014,229088,,,True,False,9474,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1349843808876453888/hq2BIlCf_normal.jpg,https://pbs.twimg.com/profile_images/1349843808876453888/hq2BIlCf_normal.jpg,https://pbs.twimg.com/profile_banners/2556207424/1638901089,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.5334639854750106e+18,1533463985475010562,Sun Jun 05 15:01:19 +0000 2022,1.5334639854750106e+18,1533463985475010562,"El @INEMexico @TodosSomosIETAM debe invalidar la votación de #Hidalgo #Mainero #Villagran en #Tamaulipas luego de que sicarios de la Columna Armada Pedro José Méndez, corrieran a funcionarios de casilla de la alianza PAN,PRI, PRD, para favorecer al candidato @Dr_AVillarreal https://t.co/GJRXc6VKt4",False,"[0, 274]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1440445231.0,1440445231,Gildo Garza,GildoGarzaMx,Tamaulipas - Texas - Querétaro,"Periodista investigador, DDHH, litigo y estudio el desplazamiento y zonas silenciadas #SomosMéxico #LigaDeGuerros #EVR @AlertaAMPDA @CambioPress @FCN_mx",https://t.co/dnf9zvEt6c,"[{'url': 'https://t.co/dnf9zvEt6c', 'expanded_url': 'http://www.gildogarza.com', 'display_url': 'gildogarza.com', 'indices': [0, 23]}]",[],False,19938.0,6979.0,79.0,Sun May 19 06:56:25 +0000 2013,99503.0,,,False,False,94690.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1583666727510020096/YcYyXAlC_normal.jpg,https://pbs.twimg.com/profile_images/1583666727510020096/YcYyXAlC_normal.jpg,https://pbs.twimg.com/profile_banners/1440445231/1676235836,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,False,386.0,365.0,False,False,False,es,,,,,,,,,,,,,
Tue Mar 07 20:29:07 +0000 2023,1633203144141205506,1633203144141205506,"The second survivor of the kidnappings in Mexico is  Eric Williams.
He had an injury from a gunshot wound in one of his legs, the Governor of Tamaulipas Americo Villarreal said during the news conference.
Williams and LaTavia McGee Washington are being treated at a Texas hospital https://t.co/hQIQhSOUJE",False,"[0, 280]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,5,25,False,False,False,en,en,recent,249629747,249629747,Tonya Brown,TonyaWPDE,"Florence, SC",TV Reporter WPDE NewsChannel 15,https://t.co/ajMnWJdRjo,"[{'url': 'https://t.co/ajMnWJdRjo', 'expanded_url': 'http://wpde.com', 'display_url': 'wpde.com', 'indices': [0, 23]}]",[],False,9526,528,81,Wed Feb 09 13:08:03 +0000 2011,1249,,,True,False,52706,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1036022567616872448/JqyjLpyt_normal.jpg,https://pbs.twimg.com/profile_images/1036022567616872448/JqyjLpyt_normal.jpg,https://pbs.twimg.com/profile_banners/249629747/1454187461,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:29:05 +0000 2023,1633203133621960705,1633203133621960705,@louisxlufc Villarreal indeed,False,"[12, 29]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332029443119596e+18,1633202944311959554,1.3562982104327332e+18,1356298210432733190,louisxlufc,,,,,False,0,0,False,False,,en,en,recent,1477967654241673217,1477967654241673217,JamieUTV,JC_avfc,Joint 10th in my books,Boubacar Kamara enjoyer (part time Vitoria S.C. fan),,,[],False,480,242,0,Mon Jan 03 11:38:55 +0000 2022,0,,,False,False,14315,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1607366812869468163/jtX8iJtD_normal.jpg,https://pbs.twimg.com/profile_images/1607366812869468163/jtX8iJtD_normal.jpg,https://pbs.twimg.com/profile_banners/1477967654241673217/1671398187,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:21:42 +0000 2023,1633201276648292353,1633201276648292353,"@1Easterbrook Villa Real, an area of Consett, pronounced Villarreal. The Spanish quarter of DH8?",False,"[14, 96]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330371002231685e+18,1633037100223168512,15072369.0,15072369,1Easterbrook,,,,,False,0,2,False,False,,en,en,recent,1392527983,1392527983,Tom Gorman,BeingTomGorman,the Great North,"One equal temper of heroic hearts made weak by time and fate but strong in will, to strive, to seek, to find and not to yield.",,,[],False,231,1067,19,Tue Apr 30 16:50:46 +0000 2013,13268,,,True,False,18226,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/871100635218837504/0wmz039H_normal.jpg,https://pbs.twimg.com/profile_images/871100635218837504/0wmz039H_normal.jpg,https://pbs.twimg.com/profile_banners/1392527983/1603215458,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:21:35 +0000 2023,1633201245753335809,1633201245753335809,Ace!!! Congratulations to Aden Villarreal on his first hole in 1!!!👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼 https://t.co/ip6zxpjCGD,False,"[0, 81]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,18,False,False,False,en,en,recent,791660265305673728,791660265305673728,SV GOLF,SVHSGOLF,"Bulverde, TX",Golf Golf LPGA PGA,,,[],False,353,268,1,Thu Oct 27 15:18:10 +0000 2016,2650,,,False,False,620,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/803358502823534592/8fh9HElP_normal.jpg,https://pbs.twimg.com/profile_images/803358502823534592/8fh9HElP_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:20:39 +0000 2023,1633201011685998593,1633201011685998593,"At least one person has been detained…Tamaulipas Gov. Américo Villarreal said.

""During the three days after the criminal act, the four people were transferred to various places, including a clinic in order to create confusion and avoid rescue efforts,"" https://t.co/6cwDk776ea",False,"[0, 277]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,722990760,722990760,Gabby Gomez,Gabbyy27,,,,,[],False,70,72,1,Sat Jul 28 23:21:20 +0000 2012,1590,,,False,False,12710,,False,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/863152680482590720/yZNg8Z4b_normal.jpg,https://pbs.twimg.com/profile_images/863152680482590720/yZNg8Z4b_normal.jpg,https://pbs.twimg.com/profile_banners/722990760/1494626612,B40B43,CC3366,E5507E,362720,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:05:19 +0000 2023,1633197152124928003,1633197152124928003,@Jaguars he was really very important to us hahahaahahaha,False,"[9, 57]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331949508410614e+18,1633194950841061377,59471027.0,59471027,Jaguars,,,,,False,0,0,False,False,,en,en,recent,75938750,75938750,Kamila Villarreal,Kami_Villarreal,"São Paulo, Brasil",Jornalista que na próxima vida será jogadora de futebol. | @secaofeminina sobre camisas de time no futebol de mulheres.,https://t.co/ClmIz6UEz2,"[{'url': 'https://t.co/ClmIz6UEz2', 'expanded_url': 'https://linktr.ee/secaofeminina', 'display_url': 'linktr.ee/secaofeminina', 'indices': [0, 23]}]",[],False,1425,524,28,Mon Sep 21 02:31:48 +0000 2009,172,,,True,False,249605,,False,False,False,C2AAAE,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,True,http://pbs.twimg.com/profile_images/1608449308688359424/daRGSWvr_normal.jpg,https://pbs.twimg.com/profile_images/1608449308688359424/daRGSWvr_normal.jpg,https://pbs.twimg.com/profile_banners/75938750/1677973380,4169E1,FFFFFF,97BA8E,EBF1BF,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 20:03:16 +0000 2023,1633196637039259652,1633196637039259652,"UPDATE: The four Americans crossed at 9:18 am shooting exploded more than 2 hours later at 11:45. What happened in between is key to investigation, said Tamaulipas governor Americo Villarreal @Dr_AVillarreal regarding #MatamorosKidnapping of 4Americans. @dallasnews",False,"[0, 265]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633128809175085e+18,1633128809175085059,563924098.0,563924098,ajcorchado,,,,,False,4,3,False,False,,en,en,recent,563924098,563924098,Alfredo Corchado,ajcorchado,Mexico City/DF/El Paso,"Author of HOMELANDS, Midnight in Mexico/ Mexico-Border correspondent for @Dallasnews Calls the border home 2009 Nieman",https://t.co/stVBIuK8xr,"[{'url': 'https://t.co/stVBIuK8xr', 'expanded_url': 'http://dallasnews.com', 'display_url': 'dallasnews.com', 'indices': [0, 23]}]",[],False,16324,1818,639,Thu Apr 26 18:07:20 +0000 2012,18644,,,True,True,36672,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1001281276563808256/wPKdGUu6_normal.jpg,https://pbs.twimg.com/profile_images/1001281276563808256/wPKdGUu6_normal.jpg,https://pbs.twimg.com/profile_banners/563924098/1536864380,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:55:27 +0000 2023,1633194670669832194,1633194670669832194,"Americo Villarreal, Governor of Tamaulipas, added once the Americans were kidnapped on Friday, they were transferred to various places including a clinic to create confusion &amp; avoid rescue efforts. 

Williams and McGee arrived back on U.S. soil at 10:30 this morning.",False,"[0, 271]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633194669155795e+18,1633194669155794944,133047159.0,133047159,Dom_Proto,,,,,False,0,0,False,False,,en,en,recent,133047159,133047159,Dom Proto,Dom_Proto,"New York, USA",Producer @GMA | Edward R. Murrow Winning & Emmy nominated @ABC News Journalist | RT ≠ endorsements; Views = mine.,https://t.co/H4ip4B7Aow,"[{'url': 'https://t.co/H4ip4B7Aow', 'expanded_url': 'http://abcnews.go.com', 'display_url': 'abcnews.go.com', 'indices': [0, 23]}]",[],False,1705,517,23,Wed Apr 14 22:00:07 +0000 2010,15412,,,True,True,29445,,False,False,False,030303,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1622690153151008785/ABPGVHi9_normal.jpg,https://pbs.twimg.com/profile_images/1622690153151008785/ABPGVHi9_normal.jpg,https://pbs.twimg.com/profile_banners/133047159/1623984822,2409EB,FFFFFF,F50808,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:51:57 +0000 2023,1633193789933383683,1633193789933383683,TAMAULIPAS #GOVERNOR VILLARREAL SPEAKS ON KIDNAPPINGS IN MEXICO,False,"[0, 63]","<a href=""https://abv.bg"" rel=""nofollow"">twitterMainApp</a>",,,,,,,,,,False,0,1,False,False,,en,en,recent,1542034989914767360,1542034989914767360,Pari Passu,paripassu8,People are starting to notice.,Fastest trading news.,,,[],False,269,10,12,Wed Jun 29 06:39:39 +0000 2022,20,,,False,False,16601,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1542036133714034690/HWODH7Gl_normal.jpg,https://pbs.twimg.com/profile_images/1542036133714034690/HWODH7Gl_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:48:59 +0000 2023,1633193041971355649,1633193041971355649,"#MLSRefStats MD 3
#SKCvLA

R: Armando VILLARREAL

Matching or reverse regular season fixtures:
NONE

#SportingKC #LAGalaxy",False,"[0, 122]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331930404361626e+18,1633193040436162561,8.254650571737661e+17,825465057173766144,MLSRefStats,,,,,False,0,0,False,False,,en,en,recent,825465057173766144,825465057173766144,MLS Referee Stats,MLSRefStats,United States and Canada,"In this house, shootouts are draws.
We are not @PROReferees.
Data/Tweets: @thepratshow, Database Guru: @rjhutc
Regular season unless otherwise noted",,,[],False,2979,369,57,Sat Jan 28 22:06:20 +0000 2017,7608,,,True,False,41289,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1524816768161701888/HsSym6yh_normal.jpg,https://pbs.twimg.com/profile_images/1524816768161701888/HsSym6yh_normal.jpg,https://pbs.twimg.com/profile_banners/825465057173766144/1609477513,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:48:58 +0000 2023,1633193038959849476,1633193038959849476,"#MLSRefStats MD 3
#SKCvLA

R: Armando VILLARREAL

KANSAS CITY:
20 g, 2.00 Y/g, 2 R, 1 pen, 13.05 FC/g

SKC OPPs: 1.90 Y/g, 3 R, 0 pens, 11.35 FC/g
SKC RECORD: 7 W - 8 D - 5 L (1.450 PPG)
SKC AT HOME: 4 W - 2 D - 2 L (1.750 PPG)

#SportingKC #LAGalaxy",False,"[0, 250]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633193037244375e+18,1633193037244375052,8.254650571737661e+17,825465057173766144,MLSRefStats,,,,,False,0,0,False,False,,en,en,recent,825465057173766144,825465057173766144,MLS Referee Stats,MLSRefStats,United States and Canada,"In this house, shootouts are draws.
We are not @PROReferees.
Data/Tweets: @thepratshow, Database Guru: @rjhutc
Regular season unless otherwise noted",,,[],False,2979,369,57,Sat Jan 28 22:06:20 +0000 2017,7608,,,True,False,41289,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1524816768161701888/HsSym6yh_normal.jpg,https://pbs.twimg.com/profile_images/1524816768161701888/HsSym6yh_normal.jpg,https://pbs.twimg.com/profile_banners/825465057173766144/1609477513,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
