created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.possibly_sensitive
Wed Mar 08 00:11:55 +0000 2023,1633259212112314369,1633259212112314369,"The lads will be ready for Thursdays match against Real Betis. Trust our manager, and back him. He’s done miracles before, and will do them again. #GGMU https://t.co/IQGbOb64Pe",False,"[0, 152]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,1,False,False,False,en,en,recent,955964582320836608,955964582320836608,RICHMOND RED DEVILS,united_rva,"Richmond, VA","- Richmond, VA Chapter - Supporting The Manchester United Red Devils! We meet @ Breakers Sport Grill (9127 W Board St, Henrico, VA 23294) #MUFC #RVA 🇾🇪⚽",https://t.co/bt1evORqk6,[],False,288,170,2,Wed Jan 24 00:44:52 +0000 2018,468,,,True,False,632,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1097694954913177600/L-LHc_NV_normal.jpg,https://pbs.twimg.com/profile_images/1097694954913177600/L-LHc_NV_normal.jpg,https://pbs.twimg.com/profile_banners/955964582320836608/1673229177,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/bt1evORqk6', 'expanded_url': 'https://m.facebook.com/groups/882364315163497', 'display_url': 'm.facebook.com/groups/8823643…', 'indices': [0, 23]}]",018325d17666f4e3,https://api.twitter.com/1.1/geo/id/018325d17666f4e3.json,city,Short Pump,"Short Pump, VA",US,United States,[],Polygon,"[[[-77.65493, 37.624458], [-77.582259, 37.624458], [-77.582259, 37.689361], [-77.65493, 37.689361]]]",1.6332592121123144e+18,
Wed Mar 08 00:08:56 +0000 2023,1633258460782493696,1633258460782493696,@UTDTrey @ransfordCFC I guess you don’t even know Real Betis,False,"[22, 60]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633233191929561e+18,1633233191929561088,8.96550698543874e+17,896550698543874049,UTDTrey,,,,,False,,,0,1,False,False,,en,en,recent,2184770235,2184770235,Lord Franklin🧢,Psalm35_,Yahshua’s Bosom.,"Delight yourself in the Lord, and he will give you the desires of your heart. Psalm 37:4.",,[],False,1085,1036,2,Sun Nov 17 16:32:35 +0000 2013,14536,,,False,False,42387,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1570125524109856774/50AUWFXk_normal.jpg,https://pbs.twimg.com/profile_images/1570125524109856774/50AUWFXk_normal.jpg,https://pbs.twimg.com/profile_banners/2184770235/1606817773,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 00:04:25 +0000 2023,1633257326097453057,1633257326097453057,"I’m selling my 2 Man United vs Real betis tickets, seat are all together, Dm ASAP      @ManUnited - @facevalue , @ManU @Fv — @FaceValue",False,"[0, 135]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1316442859,1316442859,janreyrosali,janreyrosali,,❤️❤️,,[],False,214,4,0,Sat Mar 30 13:20:24 +0000 2013,0,,,False,False,22,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1631815044760567809/oStCa6Ac_normal.jpg,https://pbs.twimg.com/profile_images/1631815044760567809/oStCa6Ac_normal.jpg,https://pbs.twimg.com/profile_banners/1316442859/1677916155,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:52:26 +0000 2023,1633254311688798209,1633254311688798209,@fshanun14 Against  Real Betis??? Then you will suffer for too long😂,False,"[11, 68]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633253475948675e+18,1633253475948675072,1.0250214322150318e+18,1025021432215031808,fshanun14,,,,,False,,,0,1,False,False,,en,en,recent,1009916388595654656,1009916388595654656,Rahmat,rahh_mat,🌍,Muslim🧕. I mostly tweet about football and mind my business 🥂 @FcBarcelona💙❤️ #Messi 🐐😍,,[],False,704,801,0,Thu Jun 21 21:50:05 +0000 2018,24637,,,True,False,16982,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628256454237995009/tj5xZAkn_normal.jpg,https://pbs.twimg.com/profile_images/1628256454237995009/tj5xZAkn_normal.jpg,https://pbs.twimg.com/profile_banners/1009916388595654656/1671398824,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:50:20 +0000 2023,1633253779423494144,1633253779423494144,@UTDTrey Real Betis -1 now @Fmcd901 😞,False,"[9, 37]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633233191929561e+18,1633233191929561088,8.96550698543874e+17,896550698543874049,UTDTrey,,,,,False,,,0,1,False,False,,en,en,recent,57102537,57102537,Shane Doherty,Shanedoherty321,"Melbourne, Victoria",,,[],False,57,36,0,Wed Jul 15 18:57:05 +0000 2009,336,,,False,False,16,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1008332129002913792/BiRc48lz_normal.jpg,https://pbs.twimg.com/profile_images/1008332129002913792/BiRc48lz_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:48:46 +0000 2023,1633253385221840897,1633253385221840897,"New Overtime AMM position bought
Manchester United - Real Betis
Amount: 12.278953306871887
Paid: 8.345 sUSD
Position: Manchester United
Potential profit: 4 sUSD (47%)",False,"[0, 166]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:48:44 +0000 2023,1633253380473880576,1633253380473880576,"New Overtime Market Parlay
Paid: $5.000
Positions:
Bayer Leverkusen - Ferencvaros @ 1 - 1.36
AS Roma - Real Sociedad @ 1 - 2.29
Manchester United - Real Betis @ 1 - 1.48
Sporting CP - Arsenal @ 2 - 2.19
Sevilla - Fenerbahce @ X2 - 2.22
Potential profit: 82 sUSD (1637%)",False,"[0, 269]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:46:57 +0000 2023,1633252931582701571,1633252931582701571,"#mufc family. Before you go to Bed  a late midnight entertaning Match Preview. and yes it is a little bit extra to cure the blues over the loss. Feel good factor
Man Utd vs Real Betis out now

https://t.co/7rnTsAExNG",False,"[0, 216]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,2,10,False,False,False,en,en,recent,1298662772906098697,1298662772906098697,🅼🅸🅲🅺 🆁🆄🅱🆈@MufcRealistTV,RUBYRED_MUFC,Digital Nomad ,"Mufc Realist TV Founder. Lead Broadcaster and Producer, Player Agent
https://t.co/sldak01oTt
let's talk about Football and Man United. 20 years in sport management #GGMU",https://t.co/KphVUa0ltM,"[{'url': 'https://t.co/sldak01oTt', 'expanded_url': 'http://tinyurl.com/4', 'display_url': 'tinyurl.com/4', 'indices': [69, 92]}]",False,3358,3087,19,Wed Aug 26 16:45:33 +0000 2020,6861,,,True,False,11496,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630952693987708928/bTIxs9cn_normal.jpg,https://pbs.twimg.com/profile_images/1630952693987708928/bTIxs9cn_normal.jpg,https://pbs.twimg.com/profile_banners/1298662772906098697/1676096551,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/KphVUa0ltM', 'expanded_url': 'http://youtube.com/@mufcrealisttv', 'display_url': 'youtube.com/@mufcrealisttv', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:41:01 +0000 2023,1633251436766146561,1633251436766146561,"MAN UNITED VS REAL BETIS❕

EUROPA LEAGUE 🟥

TICKETS AVAILABLE 👀

DM FOR ENQUIRIES 📲

(Read my pinned tweet for reviews)

#manutdtickets #ManUtd #manutdvsrealbetis",False,"[0, 162]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1586026860982505475,1586026860982505475,TICKET PLUGGED UK ™,ticketpluggeduk,,Event Tickets! 🎫 Proof of tickets won't be sent out - scammers will use it to scam others.,,[],False,79,35,0,Fri Oct 28 16:07:33 +0000 2022,25,,,False,False,151,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1587219422023909377/CiqWUqJ2_normal.png,https://pbs.twimg.com/profile_images/1587219422023909377/CiqWUqJ2_normal.png,https://pbs.twimg.com/profile_banners/1586026860982505475/1671758629,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:36:56 +0000 2023,1633250409568452608,1633250409568452608,"Secure your seats today for

Manchester United vs Real Betis

Old Trafford

Only the best seats available!

#MUFC_FAMILY #mufcspares #mufctickets #mufc #tickets",False,"[0, 160]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,1,0,False,False,,en,en,recent,902149229984002048,902149229984002048,mo,moha19_mo,,GODISTHEGREATEST❤️,,[],False,4,48,0,Mon Aug 28 12:41:52 +0000 2017,73,,,False,False,83,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621738677264158723/PG43pFgF_normal.jpg,https://pbs.twimg.com/profile_images/1621738677264158723/PG43pFgF_normal.jpg,https://pbs.twimg.com/profile_banners/902149229984002048/1675487617,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:35:34 +0000 2023,1633250064012386306,1633250064012386306,How good is Real Betis? Need them to do something for me,False,"[0, 56]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,6,False,False,,en,en,recent,1169343056044351488,1169343056044351488,p00l..dEad 𓃵,MBmbowe,Fvck Man United,Sometimes a PsyThug || #BUSHIDOmentality || Chelsexual 💙|| Google the rest,,[],False,3173,1078,2,Wed Sep 04 20:15:35 +0000 2019,27375,,,True,False,74332,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622313586772025347/LB6R5Z0K_normal.jpg,https://pbs.twimg.com/profile_images/1622313586772025347/LB6R5Z0K_normal.jpg,https://pbs.twimg.com/profile_banners/1169343056044351488/1667971033,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:34:09 +0000 2023,1633249710386421761,1633249710386421761,"@UTDTrey Real Betis 2 - 1 Manchester United, I called it first",False,"[9, 62]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633233191929561e+18,1633233191929561088,8.96550698543874e+17,896550698543874049,UTDTrey,,,,,False,,,0,1,False,False,,en,en,recent,894825437511249920,894825437511249920,Chelsea FC Fan Ⓜ️,IsaacWCFC,Mundus et belle,"Prophet, enthusiast. THE CHAAAAAMPIONS! 🎶 plays football ⚽️",,[],False,776,1706,0,Tue Aug 08 07:39:44 +0000 2017,40089,,,False,False,7804,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625983752269664256/5eWs_YR9_normal.jpg,https://pbs.twimg.com/profile_images/1625983752269664256/5eWs_YR9_normal.jpg,https://pbs.twimg.com/profile_banners/894825437511249920/1676499722,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:33:52 +0000 2023,1633249636583460864,1633249636583460864,"MAN UNITED VS REAL BETIS

MAN UNITED VS SOUTHAMPTON 
Tickets Available DM to secure 
#fmtickets #tickets #mufcspares #mufctickets #manchesterunited #mufcfamily #realbetis #southampton #oldtrafford",False,"[0, 196]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,1,0,False,False,,en,en,recent,937840948926664705,937840948926664705,yasir,yasiridris22,"Cardiff, Wales",MUFC❤️,,[],False,39,223,0,Tue Dec 05 00:28:01 +0000 2017,219,,,False,False,210,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632691709963272192/xSRe7ovG_normal.jpg,https://pbs.twimg.com/profile_images/1632691709963272192/xSRe7ovG_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:33:12 +0000 2023,1633249469423558663,1633249469423558663,"Real Betis will win on Thursday and trust me, I WILL BE THERE NO MATTER WHAT https://t.co/joR4BAIGbM",False,"[0, 76]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.633233191929561e+18,1633233191929561088,0,0,False,False,False,en,en,recent,1212415454288867329,1212415454288867329,👾Kojjo👾,_giggi_1,WORLDWIDE,chelseafc👊🏽 football enthusiast 👊🏽 music👊🏽,https://t.co/TcwSOHoVpP,[],False,1388,1411,0,Wed Jan 01 16:49:25 +0000 2020,61821,,,True,False,8263,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621467789172084736/aACQD0Gx_normal.jpg,https://pbs.twimg.com/profile_images/1621467789172084736/aACQD0Gx_normal.jpg,https://pbs.twimg.com/profile_banners/1212415454288867329/1669042775,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Tue Mar 07 22:28:31 +0000 2023,1.633233191929561e+18,1633233191929561088,"I just feel sorry for Real Betis on Thursday. All the anger, pain and frustration is going to be put on them",False,"[0, 108]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,8.96550698543874e+17,896550698543874049,Trey,UTDTrey,Somewhere,"If my tweets piss you off, I'm not sorry because I speak the truth. Business- DM || Carabao Cup Champions 2023 https://t.co/DgjjrPV2QX",https://t.co/Zwce1EBBCg,"[{'url': 'https://t.co/Zwce1EBBCg', 'expanded_url': 'https://www.mysportdab.com/author/utdtrey/', 'display_url': 'mysportdab.com/author/utdtrey/', 'indices': [0, 23]}]","[{'url': 'https://t.co/DgjjrPV2QX', 'expanded_url': 'http://Instagram.com/utdtrrey', 'display_url': 'Instagram.com/utdtrrey', 'indices': [111, 134]}]",False,565994.0,943.0,1098.0,Sun Aug 13 01:55:18 +0000 2017,205571.0,,,False,False,95665.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617857952408391681/TUkMzKkF_normal.jpg,https://pbs.twimg.com/profile_images/1617857952408391681/TUkMzKkF_normal.jpg,https://pbs.twimg.com/profile_banners/896550698543874049/1677447191,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,469.0,8418.0,False,False,en,"[{'url': 'https://t.co/TcwSOHoVpP', 'expanded_url': 'http://Instagram.com/_gideon_1', 'display_url': 'Instagram.com/_gideon_1', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:28:58 +0000 2023,1633248402853986304,1633248402853986304,"@Crystal__Sammie @UTDTrey LoL
It's gone bruh 

Real Betis go feel the anger 😠",False,"[26, 77]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332479470967276e+18,1633247947096727552,1.3822380975728312e+18,1382238097572831233,Crystal__Sammie,,,,,False,,,0,1,False,False,,en,en,recent,1354048301524541440,1354048301524541440,Oluwatosin,Balogun60128680,"Lagos, Nigeria",Easy going 💕💯,,[],False,122,476,0,Tue Jan 26 12:47:43 +0000 2021,16727,,,False,False,8522,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630085721456361473/99U9x9cQ_normal.jpg,https://pbs.twimg.com/profile_images/1630085721456361473/99U9x9cQ_normal.jpg,https://pbs.twimg.com/profile_banners/1354048301524541440/1673734901,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:22:14 +0000 2023,1633246711597637632,1633246711597637632,"I’m selling 4 Manchester United vs Real Betis tickets. 
Anyone interested should... - https://t.co/hMkHteOPZP",False,"[0, 109]","<a href=""https://thenewspro.co/"" rel=""nofollow"">NEWS DAILY</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1607373542689239040,1607373542689239040,VG,vedu0101,,Stay Connected,,[],False,249,1,0,Mon Dec 26 13:52:12 +0000 2022,0,,,False,False,28685,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1607381386285166597/yn4jG32h_normal.jpg,https://pbs.twimg.com/profile_images/1607381386285166597/yn4jG32h_normal.jpg,https://pbs.twimg.com/profile_banners/1607373542689239040/1672064562,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:20:32 +0000 2023,1633246279831793665,1633246279831793665,"Man utd ticket for Real Betis

Single available at FV!

DM for details!!

S122 Row EE

Digital Ticket Pdf to Email &amp; can be forwarded to members                                       @Mufc_facevalue @ManUtdFaceValue @Patron_MUFC @ManUtdSpares_ @Man_UtdRed_Army",False,"[0, 264]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1492180597636317184,1492180597636317184,Fred,Fred101992,,,,[],False,1,11,0,Fri Feb 11 16:55:56 +0000 2022,12,,,False,False,19,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:19:27 +0000 2023,1633246008133001217,1633246008133001217,Real Betis are dead for sure,False,"[0, 28]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332381710087905e+18,1633238171008790528,1.485206935347544e+18,1485206935347544066,UtdHeg,,,,,False,,,0,0,False,False,,en,en,recent,1485206935347544066,1485206935347544066,Heg 🇶🇦,UtdHeg,"Kumasi, Ghana","I honestly don't give a damn... full shithousery till I die, 🌝🌚tap to follow on IG https://t.co/4OXYUg4zUl",,"[{'url': 'https://t.co/4OXYUg4zUl', 'expanded_url': 'https://instagram.com/utdheg?igshid=YmMyMTA2M2Y=', 'display_url': 'instagram.com/utdheg?igshid=…', 'indices': [83, 106]}]",False,17,108,0,Sun Jan 23 11:06:31 +0000 2022,149,,,True,False,59,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633153840135503873/aQDDzeWh_normal.jpg,https://pbs.twimg.com/profile_images/1633153840135503873/aQDDzeWh_normal.jpg,https://pbs.twimg.com/profile_banners/1485206935347544066/1678106842,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:19:16 +0000 2023,1633245964155645965,1633245964155645965,"I’m selling 4 Manchester United vs Real Betis tickets. 
Anyone interested should send me a message 
#ManchesterUnited #EuropaLeague #ManUtd #manunitedtickets #mufcspares #Mufctickets #MUFC",False,"[0, 188]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,2,False,False,,en,en,recent,241431033,241431033,Annie,pakalzkada,Worldwide,Chic and Comfortable Resort Attire. We take you City to Resort In Fashion! Facebook... Bizi Clothing Company. Crypto Enthusiasts,https://t.co/hKdP01A4qM,[],False,1072,97,0,Sat Jan 22 06:58:10 +0000 2011,165,,,False,False,137,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1629457935158898689/MbNQ0ZaH_normal.jpg,https://pbs.twimg.com/profile_images/1629457935158898689/MbNQ0ZaH_normal.jpg,https://pbs.twimg.com/profile_banners/241431033/1676967688,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/hKdP01A4qM', 'expanded_url': 'http://anniefashionCompany.com', 'display_url': 'anniefashionCompany.com', 'indices': [0, 23]}]",,,,,,,,,,,,
