created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Tue Mar 07 18:07:58 +0000 2023,1633167620663853058,1633167620663853058,"🎙️ Laporta on the players who are currently out on loan: ""I watched Osasuna against Celta because of Ez Abde. The coaching staff like Abde and Nico too.""",False,"[0, 153]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633167617178452e+18,1633167617178451970,1.4273603794417172e+18,1427360379441717256,BarcaNotes,,,,,False,0,0,False,False,,en,en,recent,1427360379441717256,1427360379441717256,Barça Notes 🗒,BarcaNotes,,👉🏼 Are you Culé? Kindly follow for the latest FC Barcelona news and more. Força Barça! 💙❤,,,[],False,833,83,7,Mon Aug 16 20:03:50 +0000 2021,666,,,False,False,24948,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597034730263904263/LY2ywdcJ_normal.jpg,https://pbs.twimg.com/profile_images/1597034730263904263/LY2ywdcJ_normal.jpg,https://pbs.twimg.com/profile_banners/1427360379441717256/1675564065,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:06:44 +0000 2023,1633167311111860226,1633167311111860226,"@LaLigaMichael What they have achieved in last 5 years except Osasuna.
In these 5 years, RMadrid, Barca, ATM all lost their superstars or the teams aged. 
The clubs you mentioned are still mid table. Not achieved anything outside Laliga.",False,"[15, 237]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331623715007652e+18,1633162371500765194,519693374.0,519693374,LaLigaMichael,,,,,False,0,0,False,False,,en,en,recent,1427533861571862532,1427533861571862532,Timewarpx,TimeXwarp,,I Am BatMannnnnnn,,,[],False,5,3,1,Tue Aug 17 07:32:59 +0000 2021,19,,,False,False,1425,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1541588364973187072/BZ3JvP43_normal.jpg,https://pbs.twimg.com/profile_images/1541588364973187072/BZ3JvP43_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:00:16 +0000 2023,1633165683121876992,1633165683121876992,"@ReshadRahman_ Bring back , he has grown into a real confident strong winger with osasuna , he is much needed instead of ansu",False,"[15, 125]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331631220798546e+18,1633163122079854613,1.06445571844574e+18,1064455718445740032,ReshadRahman_,,,,,False,0,0,False,False,,en,en,recent,1487367095339859968,1487367095339859968,Dm Riot,DmRiot1,,,,,[],False,10,63,0,Sat Jan 29 10:09:10 +0000 2022,6287,,,False,False,531,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1487367208674148353/YNTA0gxg_normal.jpg,https://pbs.twimg.com/profile_images/1487367208674148353/YNTA0gxg_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:50:31 +0000 2023,1633163229445648386,1633163229445648386,@ReshadRahman_ Keep. Has been amazing for Osasuna last few games,False,"[15, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331631220798546e+18,1633163122079854613,1.06445571844574e+18,1064455718445740032,ReshadRahman_,,,,,False,0,0,False,False,,en,en,recent,1614756961630785536,1614756961630785536,Ken,bigseb118,,,,,[],False,7,316,0,Sun Jan 15 22:51:04 +0000 2023,1107,,,False,False,472,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632191376497561600/6rmcFy8L_normal.jpg,https://pbs.twimg.com/profile_images/1632191376497561600/6rmcFy8L_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:47:39 +0000 2023,1633162509803745295,1633162509803745295,"Imagine Madrid losing 7-0 to Barca after beating Osasuna in the Copa Del Ray after a week. Perez will hold a public lashing then sack players and manager. 
14 CLs for a reason. Standards. Pride. Self-respect. https://t.co/ua9DvxAk6G https://t.co/HPfluJLx6S",False,"[0, 232]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,1,False,False,False,en,en,recent,1600050983240814594,1600050983240814594,',1ts0ver,,Barca,,,[],False,22,259,0,Tue Dec 06 08:54:28 +0000 2022,107,,,False,False,9,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632784617756565504/ULadtvuh_normal.jpg,https://pbs.twimg.com/profile_images/1632784617756565504/ULadtvuh_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],1.633030562645418e+18,1633030562645417987,Tue Mar 07 09:03:21 +0000 2023,1.633030562645418e+18,1633030562645417987,"@MikeLUHG2 Imagine Madrid losing 7-0 to Barca after beating Osasuna in the Copa Del Ray after a week. Perez will hold a public lashing then sack players and manager. 
14 CLs for a reason. Standards. Pride. Self-respect.",False,"[11, 219]",en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330242186893353e+18,1633024218689335296,377364713.0,377364713,MikeLUHG2,495778696.0,495778696,Waseem,immwk,South Africa,"drinker of milk, peach eater",,[],False,462.0,271.0,7.0,Sat Feb 18 09:24:35 +0000 2012,21099.0,,,True,False,28240.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1623126337274712064/XkluRre2_normal.jpg,https://pbs.twimg.com/profile_images/1623126337274712064/XkluRre2_normal.jpg,https://pbs.twimg.com/profile_banners/495778696/1678172520,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,5.0,23.0,False,False,,en,,,,,,,,,,,,,,
Tue Mar 07 17:44:37 +0000 2023,1633161745232457733,1633161745232457733,@BarcaWorldwide He scored hatrick on his game for Barcelona against osasuna and then move to spurs and the rest is history of his career,False,"[16, 136]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331580291881656e+18,1633158029188165635,2894793029.0,2894793029,BarcaWorldwide,,,,,False,1,230,False,False,,en,en,recent,1103921269102133248,1103921269102133248, 🏆MERCEDES BENZ LOVER🏆🍀,LikeZeez,"Lagos, Nigeria","I have the nature of blvck man that never crvck, I am made of blvck (I am a fashion designer)@fcbarcelona. i retweet @mercedesbenz for fun&love",,,[],False,585,986,0,Fri Mar 08 07:31:55 +0000 2019,12369,,,True,False,7023,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1583933551787085830/mCw8n-jX_normal.jpg,https://pbs.twimg.com/profile_images/1583933551787085830/mCw8n-jX_normal.jpg,https://pbs.twimg.com/profile_banners/1103921269102133248/1666473796,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:37:12 +0000 2023,1633159878972698634,1633159878972698634,"🇪🇸 #SPAIN ⚽️ #LALIGA ⚽️2022/2023⚽️ MATCHWEEK 24
#LaLigaMaps #UDAlmeria #AthleticClub #AtleticoMadrid #Barca #CadizCF #RCCelta #ElcheCF #RCDE #GetafeCF #GironaFC #RCDM #Osasuna #RayoVallecano #Betis #RealMadrid #RealSociedad #RealValladolid #SevillaFC #ValenciaCF #VillarealCF #map https://t.co/PIbQJ3Hlui",False,"[0, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1314988544478322694,1314988544478322694,orion.sportsmaps,ORIONsportsMAPS,,"SPORTSMAPS
⚽️🏴󠁧󠁢󠁥󠁮󠁧󠁿 PREMIER LEAGUE ⚽️🇪🇸 LALIGA ⚽️🇫🇷 LIGUE 1
🎾 WTA TOURNAMENTS",,,[],False,7,8,0,Sat Oct 10 17:58:30 +0000 2020,18,,,False,False,208,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1317860463124844545/44B8fDNM_normal.jpg,https://pbs.twimg.com/profile_images/1317860463124844545/44B8fDNM_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:00:21 +0000 2023,1633150606675197953,1633150606675197953,"@laminKa33295837 @Sixkid55 @NealGardner_ @BarcaSpaces That's a fact. Raphinha has played a huge role in our current position in the league. Games against Osasuna, Betis, Sevilla, Getafe, etc., and most recently Valencia",False,"[54, 219]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331288155463025e+18,1633128815546302465,1.4099816910878024e+18,1409981691087802370,laminKa33295837,,,,,False,0,0,False,False,,en,en,recent,1185042829871108096,1185042829871108096,Fueled by biscuits,AondoGroup,"Texas, USA",I delete Tweets. #FueledHIVE,,,[],False,212,368,0,Fri Oct 18 04:00:13 +0000 2019,2354,,,True,False,1001,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622317968616046594/_VlqzSfr_normal.jpg,https://pbs.twimg.com/profile_images/1622317968616046594/_VlqzSfr_normal.jpg,https://pbs.twimg.com/profile_banners/1185042829871108096/1627219709,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:00:10 +0000 2023,1633150557958316032,1633150557958316032,@DavidJason1010 @NealGardner_ Abde scored 3 winners for osasuna this month so he improved upon that,False,"[30, 99]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6329059084381594e+18,1632905908438159361,1.1141469329376993e+18,1114146932937699328,DavidJason1010,,,,,False,0,0,False,False,,en,en,recent,1550625897111224320,1550625897111224320,Ahmed🇲🇦,AhmedErragragy,,,,,[],False,1,0,0,Fri Jul 22 23:40:56 +0000 2022,29,,,False,False,1470,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1596913744411561990/gNrlpMsG_normal.jpg,https://pbs.twimg.com/profile_images/1596913744411561990/gNrlpMsG_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:51:17 +0000 2023,1633148324910886918,1633148324910886918,@sittonisaac @Ice_Landic @RealBetis @VillarrealCF @RealSociedad @UEFAcom_es @ChampionsLeague @RayoVallecano @Osasuna @EuropaLeague TIC TAC,False,"[131, 138]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331480750813594e+18,1633148075081359360,342735638.0,342735638,sittonisaac,,,,,False,0,0,False,False,,en,en,recent,1631655639951835137,1631655639951835137,Man p,mp4345833_p,,,,,[],False,0,36,0,Fri Mar 03 14:00:03 +0000 2023,74,,,False,False,24,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631655711624118272/p11YKo8k_normal.jpg,https://pbs.twimg.com/profile_images/1631655711624118272/p11YKo8k_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:51:10 +0000 2023,1633148295236431872,1633148295236431872,"🗣️ – Laporta on the players who are currently out on loan: ""I watched Osasuna vs Celta for Abde. The coaching staff like Abde and Nico too.""",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331482897670472e+18,1633148289767047168,551245352.0,551245352,Barca_Buzz,,,,,False,3,75,False,False,,en,en,recent,551245352,551245352,Barça Buzz,Barca_Buzz,,"📣 Sharing what's Buzzing with Barça. Hub for all FC Barcelona related Trustworthy News, Transfers, Stats, Quotes, Media, Trivia, La Masia.
📩 DMs always open.",https://t.co/MCIDjzaQFi,"[{'url': 'https://t.co/MCIDjzaQFi', 'expanded_url': 'http://barcabuzz.com', 'display_url': 'barcabuzz.com', 'indices': [0, 23]}]",[],False,130623,268,590,Wed Apr 11 19:16:38 +0000 2012,5730,,,False,False,71392,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1575580158186369024/fE4OqdjY_normal.jpg,https://pbs.twimg.com/profile_images/1575580158186369024/fE4OqdjY_normal.jpg,https://pbs.twimg.com/profile_banners/551245352/1613413020,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:43:40 +0000 2023,1633146405933174790,1633146405933174790,"osasuna
wake me when the bell rings 
I'm gonna sleep 'cos you live in my day dreams",False,"[0, 83]","<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1328095499354828805,1328095499354828805,hq glass animals bot,hqglassanimals,,hq ships + glass animals lyrics | a tweet every half an hour | cc for suggestions/requests: https://t.co/l9hpwpjB5z,https://t.co/3XIRpOGknp,"[{'url': 'https://t.co/3XIRpOGknp', 'expanded_url': 'https://cheapbotsdonequick.com/source/hqglassanimals', 'display_url': 'cheapbotsdonequick.com/source/hqglass…', 'indices': [0, 23]}]","[{'url': 'https://t.co/l9hpwpjB5z', 'expanded_url': 'https://curiouscat.qa/hqglassanimals', 'display_url': 'curiouscat.qa/hqglassanimals', 'indices': [92, 115]}]",False,47,1,5,Sun Nov 15 22:00:26 +0000 2020,21,,,False,False,39587,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1328100564379586560/rSLCiZ_P_normal.jpg,https://pbs.twimg.com/profile_images/1328100564379586560/rSLCiZ_P_normal.jpg,https://pbs.twimg.com/profile_banners/1328095499354828805/1605485589,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:41:15 +0000 2023,1633145797876367360,1633145797876367360,"🎂 Happy birthday to 'Arre's Magician'! 

Roberto Torres defended the rojillo jersey in 353 official matches and scored 60 goals for his hometown team. 

Torres is a through and through #Osasuna legend!

 Zorionak, Rober! https://t.co/2zGvZYov6T",False,"[0, 220]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,5,False,False,False,en,en,recent,961658047889362946,961658047889362946,C. A. OSASUNA,osasuna_en,Chartered Community of Navarre,"Official account of C. A. Osasuna.

🚩 ESP: @Osasuna /EUS: @Osasuna_eus /ARAB: @Osasuna_Arab

🚩 Women's team: @Osasuna_Fem",https://t.co/aRGWv9ZUnT,"[{'url': 'https://t.co/aRGWv9ZUnT', 'expanded_url': 'http://linktr.ee/CAOsasuna', 'display_url': 'linktr.ee/CAOsasuna', 'indices': [0, 23]}]",[],False,6628,188,168,Thu Feb 08 17:48:40 +0000 2018,799,,,True,True,6727,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1583117690511712258/b7UtjshK_normal.jpg,https://pbs.twimg.com/profile_images/1583117690511712258/b7UtjshK_normal.jpg,https://pbs.twimg.com/profile_banners/961658047889362946/1674815846,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:38:19 +0000 2023,1633145062170439680,1633145062170439680,"@LaLigaMichael Athletic and Osasuna has won 2 more matches than Almeira which is in relegation zone. 
The economic gulf is too big between top clubs and the rest. 
Lets see how Xavi's Barca compete outside Laliga in future.",False,"[15, 223]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331421431360225e+18,1633142143136022533,519693374.0,519693374,LaLigaMichael,,,,,False,0,0,False,False,,en,en,recent,1427533861571862532,1427533861571862532,Timewarpx,TimeXwarp,,I Am BatMannnnnnn,,,[],False,5,3,1,Tue Aug 17 07:32:59 +0000 2021,19,,,False,False,1425,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1541588364973187072/BZ3JvP43_normal.jpg,https://pbs.twimg.com/profile_images/1541588364973187072/BZ3JvP43_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:37:59 +0000 2023,1633144976207933440,1633144976207933440,"@GloTovenKA @ButImAChampion Fair but how about games like Atleti and Osasuna? He was also complaining all game and I don't remember any bad tackles, I think Osasuna the entire stadium was whistling so I understand his frustration but at least chill when you're playing at the Bernabeu",False,"[28, 284]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331441105162609e+18,1633144110516260865,2966760915.0,2966760915,GloTovenKA,,,,,False,0,0,False,False,,en,en,recent,257732934,257732934,Abdul,abdule_10,"Toronto, Ontario",Los Blancos - Modrić trivelas - @TimesTouchline,,,[],False,4520,390,37,Sat Feb 26 02:01:42 +0000 2011,44365,,,True,False,75884,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1601281538339270662/aiBoxzAr_normal.jpg,https://pbs.twimg.com/profile_images/1601281538339270662/aiBoxzAr_normal.jpg,https://pbs.twimg.com/profile_banners/257732934/1659322650,0084B4,FFFFFF,78C0A8,5E412F,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:28:19 +0000 2023,1633142543171960838,1633142543171960838,"@LaLigaLowdown osasuna, sevilla, Athleti and now Betis. Camp Nou soon",False,"[15, 69]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331119860398449e+18,1633111986039844870,8.939923138061025e+17,893992313806102531,LaLigaLowdown,,,,,False,0,0,False,False,,en,en,recent,1457419331034394625,1457419331034394625,Mwabili FCB❤💙,JosephMwabili3,"Nairobi, Kenya","Journalist.
Sports enthusiast esp football and F1.
Trying to stay gold,  always.
Barcelona is my heart. Actually there' nothing better than being a Barca fan💙❤",,,[],False,96,198,0,Sun Nov 07 18:47:37 +0000 2021,24551,,,False,False,1701,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616531395811201024/N6Fz4fGJ_normal.jpg,https://pbs.twimg.com/profile_images/1616531395811201024/N6Fz4fGJ_normal.jpg,https://pbs.twimg.com/profile_banners/1457419331034394625/1674246092,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:26:43 +0000 2023,1633142143136022533,1633142143136022533,"@TimeXwarp That’s just not true. La Real, Villarreal, Athletic, Osasuna, etc. - not in decline.",False,"[11, 95]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331418653474447e+18,1633141865347444736,1.4275338615718625e+18,1427533861571862532,TimeXwarp,,,,,False,0,0,False,False,,en,en,recent,519693374,519693374,Michael,LaLigaMichael,,Fan of Spanish football. Retweets are not endorsements.,,,[],False,29032,60,182,Fri Mar 09 18:07:56 +0000 2012,76169,,,False,False,140480,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/711013568049643521/HmaZHko4_normal.jpg,https://pbs.twimg.com/profile_images/711013568049643521/HmaZHko4_normal.jpg,https://pbs.twimg.com/profile_banners/519693374/1566671664,3B94D9,FFFFFF,DAECF4,663B12,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:17:09 +0000 2023,1633139735542546436,1633139735542546436,"@LaLigaMichael + most fans of the big teams don’t watch La Liga bar their own games, so they just assume that, say Osasuna, plays Barca the same way they would against Elche, which is just not true. Stems from ignorance basically",False,"[15, 229]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331396201489203e+18,1633139620148920320,4041146909.0,4041146909,Sabir_Scrip,,,,,False,0,0,False,False,,en,en,recent,4041146909,4041146909,Sabir,Sabir_Scrip,❄️,Survivor of @FCBarcelona | Avid supporter of @nyknicks,https://t.co/IBpNaXnRww,"[{'url': 'https://t.co/IBpNaXnRww', 'expanded_url': 'https://anilist.co/user/SabirScrip/', 'display_url': 'anilist.co/user/SabirScri…', 'indices': [0, 23]}]",[],False,481,1022,2,Sun Oct 25 19:50:38 +0000 2015,62502,,,True,False,29403,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1540163219783835648/ZsZEUA0V_normal.jpg,https://pbs.twimg.com/profile_images/1540163219783835648/ZsZEUA0V_normal.jpg,https://pbs.twimg.com/profile_banners/4041146909/1629304042,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:41:28 +0000 2023,1633130753251745793,1633130753251745793,@kingDaZar 😂😂😂 he's at osasuna come on I don't like him too but we no get option Tebas go kill us,False,"[11, 97]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633109408937812e+18,1633109408937811969,8.155546342280438e+17,815554634228043776,kingDaZar,,,,,False,0,0,False,False,,en,en,recent,880544960096980992,880544960096980992,Tega💀,Tegadolce,everywhere,FC Barcelona Leo Messi 👑 🎯💧 God ♦️Christopher Maurice Brown 😍♦️ #WIZKIDFC 🦅 🤞🏿future,,,[],False,254,627,0,Thu Jun 29 21:54:13 +0000 2017,17088,,,False,False,19930,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1124836036809580544/04dM8CJz_normal.jpg,https://pbs.twimg.com/profile_images/1124836036809580544/04dM8CJz_normal.jpg,https://pbs.twimg.com/profile_banners/880544960096980992/1606059450,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
