created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates
Wed Mar 08 02:43:52 +0000 2023,1633297454434230272,1633297454434230272,The fact that Messi assisted Iniesta on his final goal for Barcelona 🥹🥹 https://t.co/A0qAYtdMTC,False,"[0, 71]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,0,False,False,en,en,recent,779031938271031296,779031938271031296,Nestor,Guerolicious,Av ,,,[],False,293,263,0,Thu Sep 22 18:57:42 +0000 2016,26823,,,True,False,45842,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616491505455333378/sN1kzuC8_normal.jpg,https://pbs.twimg.com/profile_images/1616491505455333378/sN1kzuC8_normal.jpg,https://pbs.twimg.com/profile_banners/779031938271031296/1656095024,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,1.6330668987398513e+18,1633066898739851264,Tue Mar 07 11:27:44 +0000 2023,1.6330668987398513e+18,1633066898739851264,Grateful to have experienced this era🥺 https://t.co/0d15WpkjON,False,"[0, 62]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.4841169691461714e+18,1484116969146171392,Culers Media,lewyball,,@fcbarcelona • 𝗩𝗶𝗱𝗲𝗼 𝗘𝗱𝗶𝘁𝗼𝗿 • 𝗟𝗲𝗼 𝗠𝗲𝘀𝘀𝗶 • DM for enquiries/collabs •,https://t.co/NJxPxYNSVU,[],False,8872.0,357.0,24.0,Thu Jan 20 10:54:13 +0000 2022,46431.0,,,False,False,17577.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632503639867547653/M8MtJ2iM_normal.jpg,https://pbs.twimg.com/profile_images/1632503639867547653/M8MtJ2iM_normal.jpg,https://pbs.twimg.com/profile_banners/1484116969146171392/1676297274,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,190.0,1607.0,False,False,False,en,"[{'url': 'https://t.co/NJxPxYNSVU', 'expanded_url': 'https://youtube.com/channel/UCVdmVK02GxyD1R99Ok9QOOA', 'display_url': 'youtube.com/channel/UCVdmV…', 'indices': [0, 23]}]",,,,,,
Wed Mar 08 02:41:36 +0000 2023,1633296881974378497,1633296881974378497,@ESPNUK I love Bruno but he sometimes do silly things on the pitch... easily gave Barcelona a penalty and now giving up after a challenge against Liverpool...infact he just walked 😥😥,False,"[8, 182]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633082572568666e+18,1633082572568666113,89452962.0,89452962,ESPNUK,,,,False,0,0,False,False,en,en,recent,894712179622121472,894712179622121472,Mzi Ngubane,ScathuloSabafaz,"Umlazi, South Africa","Manchester United👹And Orlando Picture ☠️
Leo🤪🦁🦁",,[],False,1101,4544,0,Tue Aug 08 00:09:41 +0000 2017,1774,,,True,False,4440,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1529769148640808960/NIzzUoXU_normal.jpg,https://pbs.twimg.com/profile_images/1529769148640808960/NIzzUoXU_normal.jpg,https://pbs.twimg.com/profile_banners/894712179622121472/1561652343,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:41:00 +0000 2023,1633296730769747968,1633296730769747968,Barcelona president Laporta: There is a campaign aimed at trying to control us #Barca #FCBarcelona #FCB https://t.co/Nxz9TrRMwE,False,"[0, 127]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,False,0,0,False,False,en,en,recent,354289044,354289044,FC Barcelona Fans,barcanewsonly,,Latest Blaugrana News & Supporter Blogs. NOT affiliated with official club. #FCBarcelona #Barca #FCB #MésQueUnClub #Blaugrana #ViscaBarca,,[],False,22464,5103,112,Sat Aug 13 13:22:55 +0000 2011,16,,,False,False,76119,,False,False,False,A2214C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/919386914758672384/RCBF3YNC_normal.jpg,https://pbs.twimg.com/profile_images/919386914758672384/RCBF3YNC_normal.jpg,https://pbs.twimg.com/profile_banners/354289044/1418708640,A1204A,A2214C,FFFFFF,00529F,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:40:33 +0000 2023,1633296619134406657,1633296619134406657,"Being realistic, there's absolutely 0 chance Messi would come back to Barcelona. It is what it is. Just think over it for a second, we are crying our asses off to register Araujo and Gavi's contract let alone Messi's.",False,"[0, 217]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,0,False,False,en,en,recent,934597000334413824,934597000334413824,Ankit,CatalanKings_,,| Neymar JR | Leo Messi🐐 | FC Barcelona💙♥️,,[],False,631,842,0,Sun Nov 26 01:37:43 +0000 2017,5997,,,True,False,9906,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1607032035947982848/O_p_ukNi_normal.jpg,https://pbs.twimg.com/profile_images/1607032035947982848/O_p_ukNi_normal.jpg,https://pbs.twimg.com/profile_banners/934597000334413824/1672062185,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:38:42 +0000 2023,1633296153906384896,1633296153906384896,"Forever Collectibles Gerard Pique FC Barcelona Special Edition Bobblehead OHV6HIG

https://t.co/Tb61lakcvW",False,"[0, 106]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1586907192065679369,1586907192065679369,Price_ReynoldsxKmGl,reynoldsxkmgl,,,,[],False,8,2,0,Mon Oct 31 02:25:46 +0000 2022,0,,,False,False,13623,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1586907328711892992/TNwCLQtK_normal.jpg,https://pbs.twimg.com/profile_images/1586907328711892992/TNwCLQtK_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:36:43 +0000 2023,1633295653140045826,1633295653140045826,"@Brodhe My moment to shine. Must-sees in Barcelona:

- Sagrada Familia
- Hospital Sant Pau
- ALL the Gaudi buildings 
- Montserrat (half day/day trip)
- Sitges (35 mins by train south) 
- Tarragona (a lil over an hour south by train)",False,"[8, 233]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332538636451553e+18,1633253863645155328,713403.0,713403,Brodhe,,,,False,0,1,False,False,en,en,recent,214370144,214370144,Pah-ool,paulygoo,"Melbourne, Victoria",Former Copywriter turned Master of Not Proofreading Tweets | Views mine. Nothing to do with my employer.,,[],False,1348,2602,75,Thu Nov 11 07:10:06 +0000 2010,19761,,,True,False,26692,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1530881856622804994/6Oy7L-AB_normal.jpg,https://pbs.twimg.com/profile_images/1530881856622804994/6Oy7L-AB_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:35:09 +0000 2023,1633295256899731457,1633295256899731457,Galleria was the only one who was willing to put in the work to become a star. In the 2nd movie they flew all the way to Barcelona and no one wanted to rehearse https://t.co/CloDeKJnV3,False,"[0, 160]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,0,False,False,en,en,recent,4333027107,4333027107,Shanna,Rashanna_a,"London, England",all things music related | 🎙️Broadcast Producer @TheBeat1036fm,,[],False,197,411,0,Mon Nov 30 21:51:38 +0000 2015,3330,,,False,False,836,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1588292897010499584/qbiFESVe_normal.jpg,https://pbs.twimg.com/profile_images/1588292897010499584/qbiFESVe_normal.jpg,https://pbs.twimg.com/profile_banners/4333027107/1656376274,F5ABB5,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,1.6328744513551974e+18,1632874451355197440,Mon Mar 06 22:43:01 +0000 2023,1.6328744513551974e+18,1632874451355197440,Galleria’s mouth was so reckless in The Cheetah Girls first movie. Idk how Dorinda didn’t beat her ass https://t.co/qOm2ddcEEy,False,"[0, 102]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,8.944117734697452e+17,894411773469745152,ᴛᴀʏ ,moodsofaquarius,🌴 305,♒︎ • nerd • pop culture • reality tv enthusiast • girl group stan account,,[],False,11164.0,4593.0,12.0,Mon Aug 07 04:15:58 +0000 2017,86950.0,,,True,False,16734.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1511432594767892485/K6O_Wgf8_normal.jpg,https://pbs.twimg.com/profile_images/1511432594767892485/K6O_Wgf8_normal.jpg,https://pbs.twimg.com/profile_banners/894411773469745152/1672627667,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,False,241.0,1288.0,False,False,False,en,,,,,,,
Wed Mar 08 02:34:14 +0000 2023,1633295026066436096,1633295026066436096,"Exactly 6 years ago today,
Barcelona completed the greatest redemption ever
#laremontada https://t.co/QuXXZzQBqM",False,"[0, 88]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,1,5,False,False,en,en,recent,1529730361785057285,1529730361785057285,The Alchemist,HaizamGogol,,"student
barca 💙❤️
Modric🤍
Art💖",,[],False,206,257,0,Thu May 26 07:45:38 +0000 2022,12525,,,True,False,653,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631952789789351936/cjUF6i2L_normal.jpg,https://pbs.twimg.com/profile_images/1631952789789351936/cjUF6i2L_normal.jpg,https://pbs.twimg.com/profile_banners/1529730361785057285/1676819351,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:33:44 +0000 2023,1633294902023864320,1633294902023864320,@extramsg @theorigpundit @CitizenFreePres I have been to different parts of Mexico a couple of times. But in recent years I have decided not to go. A friend took his entire fam a few years ago. But I am not going to Mexico. I took the Fam to Barcelona. The kids speak fluent Spanish. Had a great time.,False,"[42, 301]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633248682014552e+18,1633248682014552064,20838160.0,20838160,extramsg,,,,False,0,0,False,False,en,en,recent,21706507,21706507,Dane,dane001,,"IT Guy, Project Studio Owner Talking about whatever",,[],False,307,1125,7,Mon Feb 23 23:20:42 +0000 2009,362,,,False,False,9793,,False,False,False,1A4F51,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/500694821900521474/EbbclXVN_normal.jpeg,https://pbs.twimg.com/profile_images/500694821900521474/EbbclXVN_normal.jpeg,https://pbs.twimg.com/profile_banners/21706507/1396012791,3200F0,355922,B8BEE0,20B13C,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:32:05 +0000 2023,1633294488662847489,1633294488662847489,"@SmiLe_In_D_dark @ReshadRahman_ Well academy or not, raphinha has been far Impressive than fati and honestly has a better all round game too. Barcelona is not in a position to let emotion override logic. Same with Raph and Ferran.",False,"[32, 230]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633204314511663e+18,1633204314511663104,1.0553311119857951e+18,1055331111985795073,SmiLe_In_D_dark,,,,False,0,1,False,False,en,en,recent,1619691282259116032,1619691282259116032,Kenin Jacob Cherian,Kenin_Jacob,"Cochin, India",,,[],False,0,10,0,Sun Jan 29 13:38:01 +0000 2023,654,,,False,False,60,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1619691337946894336/zlIcR_ne_normal.png,https://pbs.twimg.com/profile_images/1619691337946894336/zlIcR_ne_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:31:04 +0000 2023,1633294231027736576,1633294231027736576,"So,  Transfer Talk: Barcelona, Inter Milan in line for Liverpool's Firmino https://t.co/2o887j6hLx https://t.co/Mr7E0ucco6",False,"[0, 98]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,False,0,0,False,False,en,en,recent,415247944,415247944,Elisa,TrulyTG,DMV,"Stealth Transgender Survivalist. In other words: A Great Catch...with a Catch!  Sounding off about A&E, Sports, Tech, Men and...well, you know. THAT, too!",https://t.co/SBGzNcXaXp,[],False,242,999,19,Fri Nov 18 02:56:53 +0000 2011,43,,,False,False,80764,,False,False,False,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/1644600994/SS_in_miami-pix_normal.jpg,https://pbs.twimg.com/profile_images/1644600994/SS_in_miami-pix_normal.jpg,https://pbs.twimg.com/profile_banners/415247944/1464272990,9D582E,D9B17E,EADEAA,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,"[{'url': 'https://t.co/SBGzNcXaXp', 'expanded_url': 'http://trulytg.blogspot.com/', 'display_url': 'trulytg.blogspot.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:30:02 +0000 2023,1633293970536124419,1633293970536124419,"Barcelona Flip-Top Piano Bench - White with Matte Finish TAFIGEK

https://t.co/mqVJvMWSo1",False,"[0, 89]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1581482212402290689,1581482212402290689,Wava38tmWEG,wava38tm,,,,[],False,3,1,0,Sun Oct 16 03:08:49 +0000 2022,0,,,False,False,2975,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1581482333311483904/j6jXdeDH_normal.jpg,https://pbs.twimg.com/profile_images/1581482333311483904/j6jXdeDH_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:29:24 +0000 2023,1633293811022536706,1633293811022536706,Wait on me 'hand and foot'? Be my maid? Sessions in my beautiful Spanish home (Barcelona). Visit https://t.co/pUYlIObzhw and then call me. https://t.co/8vrxudJYWl,False,"[0, 138]","<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,,,False,0,0,False,False,en,en,recent,789392640991080448,789392640991080448,MissKimRub.com,misskimrub,City of London Shoreditch E2,"I'm the Queen Bee Strong Leader 👑🐝 and 👑♣️ Teach, play, own space in East 2 London.",https://t.co/bAnfGySCIm,[],False,34031,1276,84,Fri Oct 21 09:07:26 +0000 2016,67142,,,True,False,261582,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1362366776542175236/MxonUrmb_normal.jpg,https://pbs.twimg.com/profile_images/1362366776542175236/MxonUrmb_normal.jpg,https://pbs.twimg.com/profile_banners/789392640991080448/1644591728,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,True,"[{'url': 'https://t.co/bAnfGySCIm', 'expanded_url': 'http://MissKimLinktree.com', 'display_url': 'MissKimLinktree.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:28:40 +0000 2023,1633293625479012353,1633293625479012353,Barcelona actually sounds amazing right now,False,"[0, 43]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,en,en,recent,897950905886277632,897950905886277632,Haniya,mywilson_,"Washington, DC",Muslimah 🧕🏽 | Mother | Owner of Smokn Cocktails…Mobile Bar & Event Decor,https://t.co/RabhGyQ7W7,[],False,1100,478,2,Wed Aug 16 22:39:13 +0000 2017,17346,,,True,False,37978,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617829272596406272/J27i_CAe_normal.jpg,https://pbs.twimg.com/profile_images/1617829272596406272/J27i_CAe_normal.jpg,https://pbs.twimg.com/profile_banners/897950905886277632/1662374721,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,"[{'url': 'https://t.co/RabhGyQ7W7', 'expanded_url': 'http://www.smokncocktails.com', 'display_url': 'smokncocktails.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:28:12 +0000 2023,1633293511188525056,1633293511188525056,"Sad news today as Lince Works, the Barcelona-based studio behind Aragami, announces they will be closing their doors and pausing development on all future projects in April. #Aragami #LinceWorks #sadnews #Barcelona",False,"[0, 214]","<a href=""https://tsikopoulos.eu"" rel=""nofollow"">JimtotheBrim Automation</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1435532424239276037,1435532424239276037,Jim To The Brim,JimToTheBrim,,"I'm a gaming streamer (starting soon) who loves to share the latest news, tips, and tricks from the gaming world! Follow me for updates on the hottest games!",https://t.co/XJVW4eUDIA,[],False,7,22,0,Wed Sep 08 09:16:36 +0000 2021,2,,,False,False,744,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1618559580878868480/kdX6cmdM_normal.jpg,https://pbs.twimg.com/profile_images/1618559580878868480/kdX6cmdM_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,"[{'url': 'https://t.co/XJVW4eUDIA', 'expanded_url': 'https://linktr.ee/jimtothebrim', 'display_url': 'linktr.ee/jimtothebrim', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:26:15 +0000 2023,1633293017506349059,1633293017506349059,aint no way tht rich ass man leavin his barcelona villa to move to new york 💀💀💀 i don't remember all of these little details,False,"[0, 124]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332921077365965e+18,1633292107736596484,2383211301.0,2383211301,supjen__,,,,False,0,0,False,False,en,en,recent,2383211301,2383211301,✨ i talk too much ✨,supjen__,"level 22, any prns 💫",A paranoid schizophrenic walks into a bar- not me.,https://t.co/a1apBus8Sp,[],False,1397,1146,15,Tue Mar 04 18:14:20 +0000 2014,277805,,,True,False,74931,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1625858581848526850/-bQYnj17_normal.jpg,https://pbs.twimg.com/profile_images/1625858581848526850/-bQYnj17_normal.jpg,https://pbs.twimg.com/profile_banners/2383211301/1676469926,FFCC4D,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,"[{'url': 'https://t.co/a1apBus8Sp', 'expanded_url': 'http://cash.app/$supjen', 'display_url': 'cash.app/$supjen', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:25:59 +0000 2023,1633292953610342406,1633292953610342406,"115 dies
115 dias
115 days
115 يوم

The First One Out 😍
The rest is on the way 😤

#PiqueOut
#BusquetsOut
#AlbaOut
#RobertoOut
#AlbaFuera
#PiqueFuera
#BusquetsFuera
#RobertoFuera
#Barcelona
#FORCABARCA 
#Barca https://t.co/9BgJWXPatM",False,"[0, 208]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1254803591845511168,1254803591845511168,vacas afuera,Sult_83,Barcelona,,,[],False,2,6,0,Mon Apr 27 16:04:35 +0000 2020,4,,,False,False,257,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1542747564440707073/5g7O5oc8_normal.jpg,https://pbs.twimg.com/profile_images/1542747564440707073/5g7O5oc8_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:25:28 +0000 2023,1633292821904912384,1633292821904912384,"@NealGardner_ He would've been a Ballon d'Or winner,multiple UCL winner &amp; many other accolades if he stayed with Barcelona and accepted being 2nd to Messi. So I have no sympathy for him,he made a choice and it didn't take him anywhere,  the worst thing is that he is disliked even in Paris",False,"[14, 293]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6329944507703788e+18,1632994450770378754,4906917229.0,4906917229,NealGardner_,,,,False,0,0,False,False,en,en,recent,1543235161772462082,1543235161772462082,@R,Ram9397,,🇲🇦 🇲🇦 🇲🇦,,[],False,10,114,0,Sat Jul 02 14:09:18 +0000 2022,3803,,,False,False,1279,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1543938963257364481/PWqvlmyF_normal.jpg,https://pbs.twimg.com/profile_images/1543938963257364481/PWqvlmyF_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 08 02:24:16 +0000 2023,1633292517994033152,1633292517994033152,@chukky_10 @UTDTrey What has barcelona done from messi left? Nothing apart from not paying their players and being bamned from the transfer market😂,False,"[20, 147]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332563008166134e+18,1633256300816613384,1.1619300039044383e+18,1161930003904438272,chukky_10,,,,False,0,0,False,False,en,en,recent,1619115171732922370,1619115171732922370,mark hanna,markha977,,,,[],False,6,4,0,Fri Jan 27 23:28:41 +0000 2023,884,,,False,False,65,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632327217018556418/vUa_zdjm_normal.jpg,https://pbs.twimg.com/profile_images/1632327217018556418/vUa_zdjm_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
