created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries
Wed Mar 08 00:57:59 +0000 2023,1633270806158659584,1633270806158659584,"Granada vs Salesian College Preparatory - California High School Boys Basketball

[📅7-Mar-23 | 7:00 PM]

🌀 Salesian College Preparatory vs Granada
🌐WATCHING HERE ▶️ 

🔴 https://t.co/zxrZ6HQ87n ⬅
https://t.co/1qwx40f6kX
jpdpetxunqq",False,"[0, 230]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1491177846416416769,1491177846416416769,Poekemis 03,1986Andhika,united states,"Fast and accurate live scores from soccer, tennis, basketball, baseball and many other sports. Livescore, results, standings, statistics.",https://t.co/ZON0vsqmzs,"[{'url': 'https://t.co/ZON0vsqmzs', 'expanded_url': 'http://townsport.com', 'display_url': 'townsport.com', 'indices': [0, 23]}]",[],False,10,10,0,Tue Feb 08 22:31:28 +0000 2022,0,,,False,False,24979,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622303276019638272/hQD1RyWn_normal.jpg,https://pbs.twimg.com/profile_images/1622303276019638272/hQD1RyWn_normal.jpg,https://pbs.twimg.com/profile_banners/1491177846416416769/1654540981,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:57:51 +0000 2023,1633270773874925568,1633270773874925568,"@SpyFutbol such a talent! he’s all the qualities a CF needs, especially the way he moves near the box. olfato de goleador we call it. i believe that in granada they have him playing in the wing, seems a waste. he’s a clause in his contract to leave in july, so, shit jaja.saludos de un manya",False,"[11, 291]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332660982032302e+18,1633266098203230210,1.310585842335912e+18,1310585842335911937,SpyFutbol,,,,,False,0,2,False,False,,en,en,recent,174769899,174769899,Andrés 1891,AndresVallarino,Río de los Pájaros Pintados,Hincha enfermo del glorioso Club Atlético PEÑAROL. Siempre al 10.,,,[],False,475,455,0,Wed Aug 04 19:45:41 +0000 2010,3648,,,True,False,17599,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1488629815179550720/9PJm46vr_normal.jpg,https://pbs.twimg.com/profile_images/1488629815179550720/9PJm46vr_normal.jpg,https://pbs.twimg.com/profile_banners/174769899/1658499811,82B8CC,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[]
Wed Mar 08 00:52:25 +0000 2023,1633269405873328129,1633269405873328129,"@TheConnorMalone @KansasCity @QuintonLucasKC At this point he’d probably be at T-Mobile I’d assume. He played at Daily’s Place next to Everbank Stadium in Jax for BTvsE. I want to see him one more time at The Granada, that was so dope.",False,"[45, 235]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332680928421724e+18,1633268092842172419,2716359609.0,2716359609,TheConnorMalone,,,,,False,0,0,False,False,,en,en,recent,522857651,522857651,Chiefs Kingdom LVII,JeffLee913,"Lenexa, KS",#ChiefsKingdom #STLCards #SportingKC #LakeShow #RockChalk #FlyTogether Halloween 🎃💀🔪🩸 PS5: SkrillFx,,,[],False,441,789,8,Tue Mar 13 03:55:04 +0000 2012,8246,,,True,False,17073,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1487791008897191939/nZNGhxPR_normal.jpg,https://pbs.twimg.com/profile_images/1487791008897191939/nZNGhxPR_normal.jpg,https://pbs.twimg.com/profile_banners/522857651/1665948671,1B95E0,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,[]
Wed Mar 08 00:39:19 +0000 2023,1633266106961117184,1633266106961117184,"Granada vs. Salesian College Preparatory - 2023 CIF State Boys Basketball Championships
📅7-Mar-23 - ⏰7:00 PM
🔵Watch On⬇️⬇️⬇️
https://t.co/bdO2tUsAqV
https://t.co/MaPOk540kh
uknqjeknlr",False,"[0, 183]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1590295313125756931,1590295313125756931,jils ithils,ChanNunu,United States,"High School Sports news from Media, providing content to The Star-Ledger & || Live & on-demand video: https://t.co/DwUUZDftnA",https://t.co/7UHLu9n4mK,"[{'url': 'https://t.co/7UHLu9n4mK', 'expanded_url': 'http://jilsithils.com', 'display_url': 'jilsithils.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/DwUUZDftnA', 'expanded_url': 'http://afrtsportslive.com', 'display_url': 'afrtsportslive.com', 'indices': [102, 125]}]",False,82,279,0,Wed Nov 09 10:48:55 +0000 2022,343,,,False,False,8330,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630798299157659649/XYAQ405E_normal.jpg,https://pbs.twimg.com/profile_images/1630798299157659649/XYAQ405E_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:37:58 +0000 2023,1633265766685392897,1633265766685392897,"Arezo joined Peñarol on loan due to very little minutes at Granada (in 12 months he started just 3 league games)

He joined Granada in January 2022 after impressing very much so for River Plate UY since making his debut at aged 16.

Great to see him showing his quality once again",False,"[0, 280]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332657639969096e+18,1633265763996909568,1.605305982757634e+18,1605305982757634049,_TheNextWave_,,,,,False,0,0,False,False,,en,en,recent,1605305982757634049,1605305982757634049,The Next Wave,_TheNextWave_,Worldwide,Football scouting network. All things football with an extra focus on U25 talents.,,,[],False,368,26,3,Tue Dec 20 20:55:53 +0000 2022,100,,,False,False,451,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1605306804451303425/pl8DgJXf_normal.jpg,https://pbs.twimg.com/profile_images/1605306804451303425/pl8DgJXf_normal.jpg,https://pbs.twimg.com/profile_banners/1605305982757634049/1671569953,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:37:57 +0000 2023,1633265765188247556,1633265765188247556,"Greater Nanticoke Area vs Mahanoy Area
Dunham vs Newman
Granada vs Salesian College Preparatory
Half Moon Bay vs Chico
 
2023 High School Basketball Live Game
Broadcast On Demand 👉 🔗 https://t.co/xq45tlLZz1
#Live #Stream #High #School #Basketball #Boyy #Today2023 #Playoffs",False,"[0, 273]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1557348537465466880,1557348537465466880,rekia ayu,AyuRekia,,high school,,,[],False,46,6,0,Wed Aug 10 12:50:07 +0000 2022,12,,,False,False,15837,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1596071758003458048/GTsDNgZ-_normal.jpg,https://pbs.twimg.com/profile_images/1596071758003458048/GTsDNgZ-_normal.jpg,https://pbs.twimg.com/profile_banners/1557348537465466880/1669368136,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:37:57 +0000 2023,1633265763996909568,1633265763996909568,"Stunning finish on the turn by Matías Arezo (2002)🇺🇾

He’s been on fire since joining Peñarol on loan from Granada in January - This was his first of two goals tonight, 9 goals in 6 games since joining. 

https://t.co/rHxNBTfYux",False,"[0, 228]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,1605305982757634049,1605305982757634049,The Next Wave,_TheNextWave_,Worldwide,Football scouting network. All things football with an extra focus on U25 talents.,,,[],False,368,26,3,Tue Dec 20 20:55:53 +0000 2022,100,,,False,False,451,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1605306804451303425/pl8DgJXf_normal.jpg,https://pbs.twimg.com/profile_images/1605306804451303425/pl8DgJXf_normal.jpg,https://pbs.twimg.com/profile_banners/1605305982757634049/1671569953,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:34:43 +0000 2023,1633264948850860033,1633264948850860033,"Granada vs Salesian College Preparatory - California High School Boys Basketball

[📅7-Mar-23 - ⌚7:00 PM]

Salesian College Preparatory vs Granada
(Live Broadcast :) 

➡ https://t.co/L1PpYJjUoZ ⬅
https://t.co/hJE9ZW2D7J
gnewsowsckd",False,"[0, 230]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1621163862954229762,1621163862954229762,Inem The Radm,LewisCr03529590,south dakota,"💯 Get access to stream nearly 20,000 live events per year - high school, college & pro!
Watch high school sports live.",https://t.co/qe8TJNcpez,"[{'url': 'https://t.co/qe8TJNcpez', 'expanded_url': 'http://dakotasirf.com', 'display_url': 'dakotasirf.com', 'indices': [0, 23]}]",[],False,0,0,0,Thu Feb 02 15:09:30 +0000 2023,0,,,False,False,696,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625442841777573890/J6A5t9K1_normal.jpg,https://pbs.twimg.com/profile_images/1625442841777573890/J6A5t9K1_normal.jpg,https://pbs.twimg.com/profile_banners/1621163862954229762/1675594683,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:34:17 +0000 2023,1633264841480867840,1633264841480867840,"Granada VS Salesian College Preparatory 2023
California High School Basketball
honrzajldp
📅7-Mar-23 - ⏰7p
🔵Liveᴴᴰ⬇️⬇️⬇️
https://t.co/tfBONMGZIE
https://t.co/jC31tLP5nX",False,"[0, 167]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,2651484861,2651484861,christine,colferburrito,usa,,,,[],False,22,72,0,Sat Jun 28 23:04:15 +0000 2014,1,,,False,False,451,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1631795893786783747/P8sdqX3N_normal.jpg,https://pbs.twimg.com/profile_images/1631795893786783747/P8sdqX3N_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
Wed Mar 08 00:33:39 +0000 2023,1633264682613235713,1633264682613235713,"Granada VS Salesian College Preparatory 2023
2023 CIF State Div. 1 Boys Basketball Regional Final
yjjnmntijs
📅7-Mar-23 - ⏰10:00 PM EST
🔵Liveᴴᴰ⬇️⬇️⬇️
https://t.co/hQOGyV5vyK
https://t.co/BHsraPkYXa",False,"[0, 196]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,1,False,False,True,en,en,recent,809022674,809022674,Ryan sedia,dryani61,jakarta,,,,[],False,27,25,0,Fri Sep 07 14:55:44 +0000 2012,0,,,True,False,224,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[]
Wed Mar 08 00:25:02 +0000 2023,1633262514699108353,1633262514699108353,Council of Granada database was sold by hacker. Should anyone be concerned? - https://t.co/fyYsjNJUx8 #hacker https://t.co/f3u7tnwUrL,False,"[0, 133]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,524083472,524083472,Hacker News,N0H4ck,Internet,"I share hacker news. 
1⃣0⃣1⃣0⃣1⃣0⃣1⃣0⃣1⃣0⃣1⃣
1⃣0⃣1⃣0⃣1⃣0⃣1⃣0⃣1⃣0⃣1⃣
1⃣0⃣1⃣0⃣1⃣0⃣1⃣0⃣1⃣0⃣1⃣",,,[],False,258,44,2,Wed Mar 14 06:45:43 +0000 2012,85,,,False,False,2229,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1551874860200390656/nC5-hlLe_normal.jpg,https://pbs.twimg.com/profile_images/1551874860200390656/nC5-hlLe_normal.jpg,https://pbs.twimg.com/profile_banners/524083472/1658830791,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
Wed Mar 08 00:11:07 +0000 2023,1633259012618866688,1633259012618866688,"Granada VS Salesian College Preparatory - California High School Basketball
📅 7-Mar-23
⏰ 7p
🔴Live Now➠https://t.co/DVCBSC4HEM

#yaifgdbksa
https://t.co/cHhcSRRIok",False,"[0, 162]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1602083928831295488,1602083928831295488,rogerbradford45,rogerbradford45,,,,,[],False,182,253,0,Sun Dec 11 23:32:33 +0000 2022,7,,,False,False,7639,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621098150143606784/9ylpQaPp_normal.jpg,https://pbs.twimg.com/profile_images/1621098150143606784/9ylpQaPp_normal.jpg,https://pbs.twimg.com/profile_banners/1602083928831295488/1675334910,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:10:29 +0000 2023,1633258850240327680,1633258850240327680,"Amazing strike from Matias Arezo formerly of Granada AND also a former RP player, great start. #CopaSudamericana #Penarol #vamospena",False,"[0, 132]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1632441004086157312,1632441004086157312,KingOfSpadesBRO,KingOfSpadesBRO,,"Self proclaimed Football expert. Professional Wrestling fan, lifelong Gamer. PSN trophy hunter and FM player.",,,[],False,3,24,0,Sun Mar 05 18:00:58 +0000 2023,0,,,False,False,47,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632517745232289794/JcoccyRV_normal.jpg,https://pbs.twimg.com/profile_images/1632517745232289794/JcoccyRV_normal.jpg,https://pbs.twimg.com/profile_banners/1632441004086157312/1678057557,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:05:54 +0000 2023,1633257700137259010,1633257700137259010,Granada vs Salesian College Preparatory High School Boys BasketballToday's Full Match Game 𝐋𝐈𝐕𝐄 👉 : https://t.co/Au9mKbqXpq  | https://t.co/2kHJ5mgjJC |,False,"[0, 152]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1597814626942472192,1597814626942472192,alberta,alberta_satu,usa,,,,[],False,137,1,0,Wed Nov 30 04:48:05 +0000 2022,0,,,False,False,20540,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597814799693324290/Tjt6imqF_normal.jpg,https://pbs.twimg.com/profile_images/1597814799693324290/Tjt6imqF_normal.jpg,https://pbs.twimg.com/profile_banners/1597814626942472192/1669784563,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Wed Mar 08 00:03:39 +0000 2023,1633257134526988288,1633257134526988288,"Granada VS Salesian College Preparatory 2023
California High School Basketball
hccurgxetf
📅7-Mar-23 - ⏰7p
🔵Liveᴴᴰ⬇️⬇️⬇️
https://t.co/qJmbj5C8om
https://t.co/8POYagiomk",False,"[0, 167]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1118268266,1118268266,sagar karki,sagarkarki64,,,,,[],False,16,9,0,Fri Jan 25 02:51:23 +0000 2013,1,,,False,False,444,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3159359444/a601c3378ce8d6478d643ae99bee4d64_normal.jpeg,https://pbs.twimg.com/profile_images/3159359444/a601c3378ce8d6478d643ae99bee4d64_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
Wed Mar 08 00:02:21 +0000 2023,1633256803722231810,1633256803722231810,"Quartz countertops for kitchens have a natural gloss and appealing look, while adding a fantastic quantity of value to the well worth of a residential property.

Granada Kitchen and Flooring
https://t.co/wWnF36sim9
714.772.3888

#kitchenisland #dreamkitchen #countertops #marble https://t.co/D2DyTScHzJ",False,"[0, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,764301455318585344,764301455318585344,Granada Kitchen & Flooring,granada_kf,"Anaheim, CA","Based in Anaheim and the City of Industry. We offer kitchen cabinets, complete hardware, sinks and countertops. Visit our showroom today.",https://t.co/bgB8gKrGG2,"[{'url': 'https://t.co/bgB8gKrGG2', 'expanded_url': 'http://www.granadacabinets.com', 'display_url': 'granadacabinets.com', 'indices': [0, 23]}]",[],False,294,4,1,Sat Aug 13 03:24:01 +0000 2016,456,,,True,False,295,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1608617327054196736/AWWbnsSB_normal.jpg,https://pbs.twimg.com/profile_images/1608617327054196736/AWWbnsSB_normal.jpg,https://pbs.twimg.com/profile_banners/764301455318585344/1472549565,234318,000000,000000,000000,False,False,False,False,False,False,False,none,[]
Tue Mar 07 23:57:00 +0000 2023,1633255457434247169,1633255457434247169,@ThatDavidHarper Is that Itv Granada?,False,"[17, 37]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330792389148754e+18,1633079238914875392,809522707.0,809522707,ThatDavidHarper,,,,,False,0,0,False,False,,en,en,recent,14926187,14926187,Lee Smith 🌻,djleekee,"Cardiff, Wales.",Check out street art and graffiti from Cardiff at https://t.co/sTwrMLqOTp,https://t.co/sTwrMLqOTp,"[{'url': 'https://t.co/sTwrMLqOTp', 'expanded_url': 'http://diffgraff.wordpress.com', 'display_url': 'diffgraff.wordpress.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/sTwrMLqOTp', 'expanded_url': 'http://diffgraff.wordpress.com', 'display_url': 'diffgraff.wordpress.com', 'indices': [50, 73]}]",False,1403,2632,37,Tue May 27 22:03:56 +0000 2008,21425,,,True,False,27319,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/627162449792401408/RNysfaS3_normal.jpg,https://pbs.twimg.com/profile_images/627162449792401408/RNysfaS3_normal.jpg,https://pbs.twimg.com/profile_banners/14926187/1668726504,D47E52,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,[]
Tue Mar 07 23:54:08 +0000 2023,1633254736031014912,1633254736031014912,"Granada vs Salesian College Preparatory - California High School Boys Basketball

[📅7-Mar-23 - ⌚7:00 PM]

Salesian College Preparatory vs Granada
(Live Broadcast :) 

➡ https://t.co/opTKD9H4uD ⬅
https://t.co/t4QigaLjwG
lpaqrrgmpua",False,"[0, 230]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1562928092556824577,1562928092556824577,Shonds jenda,KSandoslie,"Double Springs, AL","high school sports and events nationwide, live and on demand
⚾️🥎⚽️🏐🏀🏈🏒🏆",https://t.co/S7LqdFx18D,"[{'url': 'https://t.co/S7LqdFx18D', 'expanded_url': 'http://www.streamlive-tv.com', 'display_url': 'streamlive-tv.com', 'indices': [0, 23]}]",[],False,6,18,0,Thu Aug 25 22:22:07 +0000 2022,34,,,False,False,14057,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1622005264013746176/H06Cj5kN_normal.jpg,https://pbs.twimg.com/profile_images/1622005264013746176/H06Cj5kN_normal.jpg,https://pbs.twimg.com/profile_banners/1562928092556824577/1675551171,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Tue Mar 07 23:52:20 +0000 2023,1633254283461410816,1633254283461410816,"Granada vs Salesian College Preparatory - California High School Boys Basketball

📅 Date ➠ On Tuesday. Feb 07 /2023
⏰ Time ➠ 7:00 PM

🎥𝑳𝒊𝒗𝒆 𝒉𝒆𝒓𝒆 ➤ https://t.co/k4RtgoICOu ☑️

wrtyfgjdkl
https://t.co/juKhFtNHsu",False,"[0, 209]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1300839891769589760,1300839891769589760,Rentino roval,RentinoRoval,,We present online services for ALL SPORTS. in the form of live streaming with the best quality full HD quality. enjoy your favorite Sports.,,,[],False,85,138,0,Tue Sep 01 16:56:25 +0000 2020,30,,,False,False,44210,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1300840269189795842/0X-4Kqj9_normal.jpg,https://pbs.twimg.com/profile_images/1300840269189795842/0X-4Kqj9_normal.jpg,https://pbs.twimg.com/profile_banners/1300839891769589760/1640709702,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Tue Mar 07 23:48:23 +0000 2023,1633253292087332866,1633253292087332866,"Granada VS Salesian College Preparatory 2023
California High School Basketball
onxoxlfojw
📅7-Mar-23 - ⏰7p
🔵Liveᴴᴰ⬇️⬇️⬇️
https://t.co/Wk6Enfk21U
https://t.co/anocLdxR6x",False,"[0, 167]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1586035970205327360,1586035970205327360,Maxpreps High School Sports,Habibanwar23,United States,"Watch your favorite team at home or on the go through our website, mobile apps in the iOS App Store and Google Play Store, and connected TV apps on Roku, tvOS",https://t.co/uUHcISlvM3,"[{'url': 'https://t.co/uUHcISlvM3', 'expanded_url': 'http://www.livedirect.online/hs.php', 'display_url': 'livedirect.online/hs.php', 'indices': [0, 23]}]",[],False,4,98,0,Fri Oct 28 16:44:08 +0000 2022,172,,,True,False,1485,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623416520306216960/xSdRouoU_normal.jpg,https://pbs.twimg.com/profile_images/1623416520306216960/xSdRouoU_normal.jpg,https://pbs.twimg.com/profile_banners/1586035970205327360/1675887636,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[]
Tue Mar 07 23:44:07 +0000 2023,1633252215069523969,1633252215069523969,"@gkhannyy @sco1905 Granada, Genk, Girona, Getafe, Giresun, Gaziantep :)))",False,"[19, 73]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633184542059053e+18,1633184542059053057,1.0699672341755658e+18,1069967234175565825,gkhannyy,,,,,False,0,0,False,False,,en,en,recent,252075211,252075211,Ercan Eryilmaz,ercan777,"Lyon, France",☝🏽الصلاة والصبر والنجاح,,,[],False,28,41,0,Mon Feb 14 12:47:42 +0000 2011,3456,,,True,False,860,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1622709603430531092/DwZPxpPZ_normal.jpg,https://pbs.twimg.com/profile_images/1622709603430531092/DwZPxpPZ_normal.jpg,https://pbs.twimg.com/profile_banners/252075211/1642367757,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,none,[]
Tue Mar 07 23:40:10 +0000 2023,1633251222118596608,1633251222118596608,"Granada vs Salesian College Preparatory - California High School Boys Basketball

[📅7-Mar-23 - ⌚7:00 PM]

Salesian College Preparatory vs Granada
(Live Broadcast :) 

➡ https://t.co/r7OkJ8sS8n ⬅
https://t.co/HrqCQVhjSf
kzpyyghrcbq",False,"[0, 230]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1537723646344474624,1537723646344474624,Timonty,2_plaxz,usa,America's source for high school sports.,,,[],False,5,31,0,Fri Jun 17 09:07:55 +0000 2022,0,,,False,False,6659,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623642041560473601/Snl4O_rO_normal.jpg,https://pbs.twimg.com/profile_images/1623642041560473601/Snl4O_rO_normal.jpg,https://pbs.twimg.com/profile_banners/1537723646344474624/1675941410,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
Tue Mar 07 23:30:09 +0000 2023,1633248703464210432,1633248703464210432,"Granada VS Salesian 2023
2023 CIF State Div. 1 Boys Basketball Regional Final
mjjykbhjcp
📅7-Mar-23 - ⏰10:00 PM EST
🔵Liveᴴᴰ⬇️⬇️⬇️
https://t.co/3iAvlxzNmA
https://t.co/MKZTr39rIa",False,"[0, 176]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1601734048522436608,1601734048522436608,Kalem'we'mang,kalem_mang,,,,,[],False,141,260,0,Sun Dec 11 00:24:25 +0000 2022,8,,,False,False,9097,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1616047008606982144/7kAh5gf7_normal.jpg,https://pbs.twimg.com/profile_images/1616047008606982144/7kAh5gf7_normal.jpg,https://pbs.twimg.com/profile_banners/1601734048522436608/1674130613,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[]
