created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.user.entities.url.urls
Tue Mar 07 19:10:12 +0000 2023,1633183283751055360,1633183283751055360,"chelsea vs leeds united
citadel
barcelona vs real madrid
mumbai weather
atlético madrid vs sevilla
wolves vs tottenham
bengaluru fc
nawazuddin siddiqui wife https://t.co/yMY3SEEOqi",False,"[0, 156]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1335108914191470592,1335108914191470592,Sahal Robleh Omar,SahalRoblehOma1,,,,[],False,1,40,0,Sat Dec 05 06:29:36 +0000 2020,0,,,False,False,39,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626680374041497611/NGMrTCC0_normal.jpg,https://pbs.twimg.com/profile_images/1626680374041497611/NGMrTCC0_normal.jpg,https://pbs.twimg.com/profile_banners/1335108914191470592/1676665800,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:08:28 +0000 2023,1633182848113942530,1633182848113942530,"liverpool vs wolves
women's day quotes
mumbai city vs bengaluru
chelsea vs leeds united
citadel
imran khan
mumbai weather
atlético madrid vs sevilla
stock market holidays 2023 https://t.co/K2hoC68SSK",False,"[0, 175]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1335836642171637760,1335836642171637760,"Max,edibnu",MEdibnu,,"max,ed",,[],False,0,0,0,Mon Dec 07 06:41:54 +0000 2020,1,,,False,False,39,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626710349104705537/gcAQ-6se_normal.jpg,https://pbs.twimg.com/profile_images/1626710349104705537/gcAQ-6se_normal.jpg,https://pbs.twimg.com/profile_banners/1335836642171637760/1676672946,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:06:52 +0000 2023,1633182446027153410,1633182446027153410,@Lewandowski302 @ElPistolzero Real madrid and atletico are small teams? 😭,False,"[30, 73]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331822736117473e+18,1633182273611747329,1.6207972334897398e+18,1620797233489739779,Lewandowski302,,,,,False,0,0,False,False,en,en,recent,1552083433006026754,1552083433006026754,Refraud 🇸🇩 محمد,Refdrld,,| FC Barcelona 💙❤️ | @refdrldpriv,,[],False,1049,836,10,Wed Jul 27 00:08:29 +0000 2022,19751,,,False,False,13456,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1614967405427527680/h3bRzR0I_normal.jpg,https://pbs.twimg.com/profile_images/1614967405427527680/h3bRzR0I_normal.jpg,https://pbs.twimg.com/profile_banners/1552083433006026754/1671749093,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:00:39 +0000 2023,1633180881966845952,1633180881966845952,"📰 A big week for Arbeloa's team. 

• Juvenile A will face Atletico Madrid in the Copa del Rey semi-final and then prepare for the UEFA Youth League quarter-final game within just 8 days, two big challenges for Arbeloa's boys. @marca https://t.co/Z6iQaV2tEL",False,"[0, 232]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,21,False,False,en,en,recent,1490759657211707395,1490759657211707395,͏ Mohamed ✆,RMreports,,"• covering @realmadrid reports, stats, matches and much more 📲 / Part of @BlancaRemontada team ",https://t.co/ywApdTYZ4g,[],False,2949,4970,4,Mon Feb 07 18:49:40 +0000 2022,92255,,,False,False,18462,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623385488122847243/C0J-0d3S_normal.jpg,https://pbs.twimg.com/profile_images/1623385488122847243/C0J-0d3S_normal.jpg,https://pbs.twimg.com/profile_banners/1490759657211707395/1675366979,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/ywApdTYZ4g', 'expanded_url': 'https://instagram.com/rm_reports', 'display_url': 'instagram.com/rm_reports', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:00:31 +0000 2023,1633180847414321152,1633180847414321152,"Another successful training camp with FC MÖHLIN RIBURG!⚽️⚡️ The team has been able to enjoy a few days in Madrid. Including a friendly match against Club Unión Zona Norte, and the opportunity to attend the exciting match between Atlético de Madrid and Sevilla FC. https://t.co/St81wxuY0q",False,"[0, 263]","<a href=""https://www.socialgest.net"" rel=""nofollow"">SocialGest</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1397418409,1397418409,Intursports,Intursports,"Benicássim, Spain",InturSports is born to promote a healthy lifestyle around sports activities in an excellent environment with a first class service.,http://t.co/UPer1WlOVJ,[],False,272,305,13,Thu May 02 14:59:53 +0000 2013,16,,,True,False,870,,False,False,False,CED0D9,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/692635001515589632/dNk7T1rC_normal.png,https://pbs.twimg.com/profile_images/692635001515589632/dNk7T1rC_normal.png,https://pbs.twimg.com/profile_banners/1397418409/1561633154,0050A0,FFFFFF,F6FFD1,333333,True,False,False,False,False,False,False,none,[],False,"[{'url': 'http://t.co/UPer1WlOVJ', 'expanded_url': 'http://www.intursports.com', 'display_url': 'intursports.com', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:00:28 +0000 2023,1633180835150004224,1633180835150004224,Getting mad Atletico Madrid vs Man United 2022 tie from this game. Hopefully Joao Felix’s team wins again this time,False,"[0, 115]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1546881889549651972,1546881889549651972,‎ً,farid17i,,@chelseafc #netsworld,,[],False,539,533,0,Tue Jul 12 15:39:29 +0000 2022,10528,,,False,False,5374,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632007641600802821/oX3qPqYT_normal.jpg,https://pbs.twimg.com/profile_images/1632007641600802821/oX3qPqYT_normal.jpg,https://pbs.twimg.com/profile_banners/1546881889549651972/1675975835,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 19:00:00 +0000 2023,1633180716447186945,1633180716447186945,"He's right - since Felix left, Atletico Madrid are unbeaten in La Liga. #Chelsea #Atletico https://t.co/bB6Z8lQ2VE",False,"[0, 90]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,2,False,False,en,en,recent,467781580,467781580,Football España,footballespana_,"Madrid, Spain",The place to go for English-speaking lovers of Spanish football. 🇪🇸,https://t.co/LNbdEIJmDs,[],False,51554,103,1126,Wed Jan 18 20:57:10 +0000 2012,2733,,,True,False,124913,,False,False,False,FAFAFA,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1417884633644077062/TvDfmntV_normal.jpg,https://pbs.twimg.com/profile_images/1417884633644077062/TvDfmntV_normal.jpg,https://pbs.twimg.com/profile_banners/467781580/1651472939,FAA525,0B3E57,FC4E54,FAA525,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/LNbdEIJmDs', 'expanded_url': 'http://www.football-espana.net', 'display_url': 'football-espana.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:56:06 +0000 2023,1633179733415579649,1633179733415579649,"The last time Thiago Silva and Mason Mount were unavailable for a #UCL RO16 2nd leg at the Bridge and Joao Felix on the pitch was on 17th March 2021 against Atletico Madrid. 

Chelsea won the match 2-0. 
Chelsea also went on to win the #UCL 

#CFC",False,"[0, 247]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,521422143,521422143,Sushen Sharma,sushensharma26,Spain - but the S is silent,KTBFFH || Host of @flaggoesuppod Podcast,https://t.co/v65j6HeGuH,[],False,150,349,0,Sun Mar 11 15:41:51 +0000 2012,56172,,,False,False,4594,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1589502907145392128/9c7enRrX_normal.jpg,https://pbs.twimg.com/profile_images/1589502907145392128/9c7enRrX_normal.jpg,https://pbs.twimg.com/profile_banners/521422143/1391758113,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/v65j6HeGuH', 'expanded_url': 'https://anchor.fm/the-flag-goes-up-podcast', 'display_url': 'anchor.fm/the-flag-goes-…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:51:54 +0000 2023,1633178679382536193,1633178679382536193,"@Abuy2j His contract expires in 2024, but he could be set for an early departure this summer alongside Conte.

Destiny Udogie and Sergio Reguilon are set to return from their loan spells at Udinese and Atletico Madrid, whilst Perisic, at 34, seems to be past his prime. https://t.co/f0heYUGJgp",False,"[8, 269]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331779001186222e+18,1633177900118622212,7.23254408671273e+17,723254408671272961,BTLvid,,,,,False,8,16,False,False,en,en,recent,723254408671272961,723254408671272961,Breaking The Lines,BTLvid,Worldwide,Curated ⚽️ opinions 📧: hello@breakingthelines.com 🎙 https://t.co/w0SnyJqRf1 📱🇪🇸: @BTLes_,https://t.co/IXaO8P8L0T,"[{'url': 'https://t.co/w0SnyJqRf1', 'expanded_url': 'https://linktr.ee/BreakingTheLines', 'display_url': 'linktr.ee/BreakingTheLin…', 'indices': [52, 75]}]",False,63060,122,802,Thu Apr 21 20:57:43 +0000 2016,4356,,,True,False,23953,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/888852269713829888/ZBNmPJ7Q_normal.jpg,https://pbs.twimg.com/profile_images/888852269713829888/ZBNmPJ7Q_normal.jpg,https://pbs.twimg.com/profile_banners/723254408671272961/1631210666,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/IXaO8P8L0T', 'expanded_url': 'http://www.breakingthelines.com', 'display_url': 'breakingthelines.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:49:19 +0000 2023,1633178026946211840,1633178026946211840,"Atlético de Madrid March Break Camp ‼️ SIGN UP NOW🚨🚨🚨

Learn from @Atleti coaches and train like Miguel &amp; Diego 🔴⚪️

Open to ages U8-U14 Boys &amp; Girls, March 13 - March 17 🗓️

📍: @RACentreOttawa

🔗 Sign Up 👇✍️: https://t.co/va8ynltDe4

#ForOttawa | #PourOttawa https://t.co/xjpAT43TfO",False,"[0, 267]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,5,19,False,False,en,en,recent,1219431281840267265,1219431281840267265,Atlético Ottawa,atletiOttawa,"Ottawa, Ontario",Ottawa & Gatineau’s Soccer Team 🔴⚪⚽ l #ForOttawa | #PourOttawa | 2022 Regular Season Champions🏆| Join us in 2023. Season Seats and Flex Passes NOW on sale 🎟️,https://t.co/pQPEJAkOuH,[],False,10190,103,122,Tue Jan 21 01:27:40 +0000 2020,3363,,,True,True,4897,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1591186350937710609/7sQRqS4W_normal.jpg,https://pbs.twimg.com/profile_images/1591186350937710609/7sQRqS4W_normal.jpg,https://pbs.twimg.com/profile_banners/1219431281840267265/1673987493,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/pQPEJAkOuH', 'expanded_url': 'http://linktr.ee/AtleticoOttawa', 'display_url': 'linktr.ee/AtleticoOttawa', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:40:09 +0000 2023,1633175720158543873,1633175720158543873,🇪🇸🔙🔵⚪😘 Atletico Madrid 23-24 Jersey Polo Leaked: https://t.co/rr8djqr0T5,False,"[0, 72]","<a href=""http://www.footyheadlines.com"" rel=""nofollow"">Footy Headlines auto-tweet</a>",,,,,,,,,,False,5,25,False,False,en,en,recent,1304451457,1304451457,Footy Headlines,Footy_Headlines,,Official Footy Headlines Twitter Account. New football kits and the latest boot releases. Be the first to know them.,https://t.co/1GBPfdmp02,[],False,157740,158,685,Tue Mar 26 15:09:37 +0000 2013,1319,,,False,False,29392,,False,False,False,E8E8E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1624848109409914880/Q4iirlEn_normal.jpg,https://pbs.twimg.com/profile_images/1624848109409914880/Q4iirlEn_normal.jpg,https://pbs.twimg.com/profile_banners/1304451457/1676228757,FF881F,000000,DDEEF6,333333,False,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/1GBPfdmp02', 'expanded_url': 'http://www.footyheadlines.com', 'display_url': 'footyheadlines.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:27:24 +0000 2023,1633172511830552579,1633172511830552579,"Reminds me of Chelsea V Atletico Madrid when we won the UCL
TT Ball mehnnn https://t.co/oX5STtxlOn",False,"[0, 74]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,2333121390,2333121390,Ajala The Traveller,Ajala4PF,"Lagos, Nigeria",McDave,,[],False,330,723,0,Sat Feb 08 08:34:24 +0000 2014,4243,,,True,False,4491,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1623280406316318722/6G8kSzyy_normal.jpg,https://pbs.twimg.com/profile_images/1623280406316318722/6G8kSzyy_normal.jpg,https://pbs.twimg.com/profile_banners/2333121390/1591172065,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],False,,1.6328275479173775e+18,1632827547917377536,Mon Mar 06 19:36:38 +0000 2023,1.6328275479173775e+18,1632827547917377536,"João Félix on why he picked Chelsea as January move: “Chelsea is a team that likes to attack, has the ball, dominate the game. So that is the game I like to play”. 🔵 #CFC

“I feel very free to play here and as I like. I love it!”. https://t.co/VhM1oJvnwb",False,"[0, 230]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,330262748.0,330262748,Fabrizio Romano,FabrizioRomano,"Milano, Italia",Here we go! ©,https://t.co/Mdq8Bad5GG,[],False,14163902.0,2263.0,18305.0,Wed Jul 06 10:58:55 +0000 2011,9705.0,,,True,True,24390.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1486761402853380113/3ifAqala_normal.jpg,https://pbs.twimg.com/profile_images/1486761402853380113/3ifAqala_normal.jpg,https://pbs.twimg.com/profile_banners/330262748/1635957145,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,False,1685.0,32825.0,False,False,False,en,"[{'url': 'https://t.co/Mdq8Bad5GG', 'expanded_url': 'https://m.youtube.com/c/FabrizioRomanoYT', 'display_url': 'm.youtube.com/c/FabrizioRoma…', 'indices': [0, 23]}]"
Tue Mar 07 18:25:53 +0000 2023,1633172130421526532,1633172130421526532,@WilooFootball Atletico de Madrid sous Simeone?,False,"[15, 47]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331636239576883e+18,1633163623957688330,9.051303040919429e+17,905130304091942913,WilooFootball,,,,,False,0,0,False,False,en,en,recent,1422216719389675528,1422216719389675528,Alex,alexclement1802,,Voyages - Sports ⚽️🏀🎾🏎️🏒 - Kassandra 🖤.,,[],False,71,1230,2,Mon Aug 02 15:24:35 +0000 2021,544,,,False,False,531,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631417407821475841/3kzbc1Ef_normal.jpg,https://pbs.twimg.com/profile_images/1631417407821475841/3kzbc1Ef_normal.jpg,https://pbs.twimg.com/profile_banners/1422216719389675528/1678202962,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:23:11 +0000 2023,1633171449803419648,1633171449803419648,@ZakariaOutten @avisualgame If that’s ur argument Courtois was worldclass for Atletico in 2012 til now for Madrid…,False,"[28, 114]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331705015005594e+18,1633170501500559362,2740208211.0,2740208211,ZakariaOutten,,,,,False,0,1,False,False,en,en,recent,1249441309263155200,1249441309263155200,🕳️,BigSighhhhhh,Gent,Professioneel Belgische arbitrage haat account. KAA Gent fan. Kan serieuze 🥕 zijn.,,[],False,232,251,0,Sun Apr 12 20:56:49 +0000 2020,37695,,,False,False,19178,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630320693324787714/6y7CfJ8j_normal.jpg,https://pbs.twimg.com/profile_images/1630320693324787714/6y7CfJ8j_normal.jpg,https://pbs.twimg.com/profile_banners/1249441309263155200/1655467014,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:18:16 +0000 2023,1633170212613660675,1633170212613660675,"@avisualgame Courtois shown levels at Atletico, Chelsea and Real Madrid, people saying Alison for having a couple good seasons is funny",False,"[13, 135]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331697267959235e+18,1633169726795923458,1.4365222595948503e+18,1436522259594850304,avisualgame,,,,,False,0,24,False,False,en,en,recent,1274693082794143744,1274693082794143744,T.,BallWithFlair,,Fan account. @PepTeam | @ManCity | @TeamMessi,,[],False,13963,2182,33,Sun Jun 21 13:18:32 +0000 2020,15928,,,True,False,4282,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625573148123881480/2B38Lr7b_normal.jpg,https://pbs.twimg.com/profile_images/1625573148123881480/2B38Lr7b_normal.jpg,https://pbs.twimg.com/profile_banners/1274693082794143744/1673698351,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:16:46 +0000 2023,1633169835067678722,1633169835067678722,"⚽ Goles más significativos de la era Diego Simeone 🇦🇷 en Atlético de Madrid 🇪🇦

1️⃣ @FALCAO 🇨🇴

5️⃣0️⃣0️⃣ @AngelCorrea32 🇦🇷

1️⃣0️⃣0️⃣0️⃣ @Memphis 🇳🇱 https://t.co/i8lpSTAb0D",False,"[0, 149]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,3,13,False,False,en,en,recent,48110502,48110502,El Gráfico,elgraficoweb,Argentina,"Historias del deporte. Del archivo más completo a la actualidad, con el estilo de la Revista El Gráfico.",https://t.co/9augKAF5sa,[],False,71787,558,680,Wed Jun 17 20:50:19 +0000 2009,1019,,,False,True,134907,,False,False,False,8C0000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1334176437260197891/zfgNKFdt_normal.jpg,https://pbs.twimg.com/profile_images/1334176437260197891/zfgNKFdt_normal.jpg,https://pbs.twimg.com/profile_banners/48110502/1671512566,C20000,E3A6A6,EDEDED,333333,True,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/9augKAF5sa', 'expanded_url': 'http://www.elgrafico.com.ar', 'display_url': 'elgrafico.com.ar', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:09:54 +0000 2023,1633168109866450947,1633168109866450947,"Diego Simeone hits historic milestone at Atlético Madrid – and he's not finished yet #Atleti

New piece on Substack after the Argentine surpassed the legendary Luis Aragonés in his 613th game in charge on Saturday... 

https://t.co/0Vv8BnlZ4f",False,"[0, 242]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,8,30,False,False,en,en,recent,236893969,236893969,Ben Hayward,bghayward,Working from a café near you,"European football journalist. Weekend editor, @FourFourTwo. Previously @standardsport, @goal. Substack newsletter: https://t.co/UFXzH3fCFG",,"[{'url': 'https://t.co/UFXzH3fCFG', 'expanded_url': 'http://benhayward.substack.com', 'display_url': 'benhayward.substack.com', 'indices': [115, 138]}]",False,58215,1020,679,Tue Jan 11 16:20:09 +0000 2011,30415,,,True,True,48403,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1614438516137623552/Q9t2yeqY_normal.jpg,https://pbs.twimg.com/profile_images/1614438516137623552/Q9t2yeqY_normal.jpg,https://pbs.twimg.com/profile_banners/236893969/1562801645,9266CC,A8C7F7,C0DFEC,333333,True,True,False,False,False,False,False,regular,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:06:51 +0000 2023,1633167339473469442,1633167339473469442,"📊| Ferguson, Wenger and Simeone’s first 613 matches at Manchester United, Arsenal and Atlético de Madrid:

Alex Ferguson: 331 wins, 169 draws &amp; 113 losses.

Arsene Wenger: 349 wins, 153 draws and 111 losses.

Diego Simeone: 359 wins, 143 draws, 111 losses.

[via @Statsatm] https://t.co/NvLfkipzjt",False,"[0, 277]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,188,1139,False,False,en,en,recent,1416051864315985924,1416051864315985924,Atletico Universe,atletiuniverse,"Madrid, Spain",📲 All things Atlético de Madrid | DM for inquiries | 📧: atleticouniverse@gmail.com,https://t.co/4XcD5DSymu,[],False,42111,261,220,Fri Jul 16 15:07:54 +0000 2021,5,,,True,False,20468,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1543913352707338240/2IWLyR4F_normal.jpg,https://pbs.twimg.com/profile_images/1543913352707338240/2IWLyR4F_normal.jpg,https://pbs.twimg.com/profile_banners/1416051864315985924/1647655602,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/4XcD5DSymu', 'expanded_url': 'http://instagram.com/atletiuniverse', 'display_url': 'instagram.com/atletiuniverse', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
