created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Tue Mar 07 19:03:21 +0000 2023,1633181558071869442,1633181558071869442,"🚨 Real Sociedad are keeping tabs on Montader Madjed according to @Expressen. 

Real Sociedad's youth scout Tomas Martinez is said to have followed the Hammarby talent for a long time. 

🇪🇸🇮🇶🇸🇪 https://t.co/vNC7r5LJKx",False,"[0, 192]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,50,False,False,en,en,recent,620129852,620129852,Iraq Football Podcast,IraqFootballPod,"Baghdad, Iraq ",🎙 ⚽️ Home Of The Iraq National Team & The Voice Of Iraqi Football Fans Worldwide 🇮🇶 Yallah Ya Iraq! 🦁 Facebook/Instagram: @IraqFootballPod,https://t.co/QNb3B1Vc6K,[],False,10060,222,58,Wed Jun 27 16:19:22 +0000 2012,356,,,False,False,8630,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1603076506128994304/chCsF9rh_normal.jpg,https://pbs.twimg.com/profile_images/1603076506128994304/chCsF9rh_normal.jpg,https://pbs.twimg.com/profile_banners/620129852/1674321282,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/QNb3B1Vc6K', 'expanded_url': 'https://iraqfootball.me/', 'display_url': 'iraqfootball.me', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:32:08 +0000 2023,1633173704019439618,1633173704019439618,@dvantebynature_ @SeanAvfc @Slakonbothsides @asherdgreat @honeamwine @Landmind111 @dyer_dyer @Bossman19903913 @L0AOfficial @fvckitmane @Shaun_Hazey @HeisJayyy He will be killing it for Real Sociedad in 3 years from now.,False,"[159, 219]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.633173247108821e+18,1633173247108820992,1.487811135306875e+18,1487811135306874883,dvantebynature_,,,,,False,0,0,False,False,en,en,recent,1275420147264749569,1275420147264749569,L,lifeizgod_1,Leeds England,🔴⚪️ AFC,,[],False,3223,3041,5,Tue Jun 23 13:27:34 +0000 2020,89887,,,True,False,53426,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617365753182752770/LRb9dhmO_normal.jpg,https://pbs.twimg.com/profile_images/1617365753182752770/LRb9dhmO_normal.jpg,https://pbs.twimg.com/profile_banners/1275420147264749569/1657328018,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 18:22:25 +0000 2023,1633171259742646273,1633171259742646273,"@JokDuut Pliz beat real sociedad
We need a home and away tie with u soon
Just to settle this",False,"[9, 92]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331707302285435e+18,1633170730228543489,1.24983186927906e+18,1249831869279059968,JokDuut,,,,,False,0,0,False,False,en,en,recent,1430440225294192640,1430440225294192640,Rashford's Season🧏,JosephGrace256,,"Manchester United addict♥️, Economist💰, Freelancer.",,[],False,6455,6821,4,Wed Aug 25 08:01:55 +0000 2021,5096,,,False,False,3268,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620540086826815488/xp2gMK1Z_normal.jpg,https://pbs.twimg.com/profile_images/1620540086826815488/xp2gMK1Z_normal.jpg,https://pbs.twimg.com/profile_banners/1430440225294192640/1660921807,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:42:36 +0000 2023,1633161240234319872,1633161240234319872,"Real Sociedad's Brais Mendez previews Roma showdown in Europa League: ""We know how good Mourinho is in knockout competitions, and the fact that they won the Conference League last year is no accident."" https://t.co/0g2YBkWDu7",False,"[0, 225]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,6,70,False,False,en,en,recent,1020947527,1020947527,RomaPress,ASRomaPress,Italy,"The official page of https://t.co/jBGwlZnhbr. The place for Roma news, exclusive interviews, and more. Member of the @OneFootball network.",https://t.co/uNVrxj1tpT,"[{'url': 'https://t.co/jBGwlZnhbr', 'expanded_url': 'http://RomaPress.net', 'display_url': 'RomaPress.net', 'indices': [21, 44]}]",False,35275,414,381,Wed Dec 19 00:05:33 +0000 2012,6420,,,True,False,42947,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1438937044974194689/j9Aa8I0c_normal.jpg,https://pbs.twimg.com/profile_images/1438937044974194689/j9Aa8I0c_normal.jpg,https://pbs.twimg.com/profile_banners/1020947527/1645377704,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/uNVrxj1tpT', 'expanded_url': 'http://www.RomaPress.net', 'display_url': 'RomaPress.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 17:00:30 +0000 2023,1633150643060834304,1633150643060834304,@EuropaLeague Real Sociedad no doubt,False,"[14, 36]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331502645083177e+18,1633150264508317696,789605024.0,789605024,EuropaLeague,,,,,False,0,3,False,False,en,en,recent,1423720930610716683,1423720930610716683,Versace,vers7ace,"Pittsburgh, PA",@RMU Alumni 😎 Real Estate contracts Manager,,[],False,109,732,2,Fri Aug 06 19:01:50 +0000 2021,17484,,,True,False,9910,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1617501929940156416/Nibl0485_normal.jpg,https://pbs.twimg.com/profile_images/1617501929940156416/Nibl0485_normal.jpg,https://pbs.twimg.com/profile_banners/1423720930610716683/1657345370,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:58:42 +0000 2023,1633150191510474752,1633150191510474752,"The reason this is on a Tuesday is that Roma-Real Sociedad is already taking up the Thursday slot. 

Both had to be at home in the first leg as they're unseeded for the last 16 

There are 5 games in 8 days here between Serie A, Six Nations &amp; Europe. Good luck to the pitch...",False,"[0, 280]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,410016725,410016725,Alasdair Mackenzie,aksmackenzie,"Rome, Lazio",Sports journalist in Rome. Freelance. @FourFourTwo @eurosport @iPaperSport and others.,https://t.co/E9rNAae1zE,[],False,3895,2254,106,Fri Nov 11 14:39:53 +0000 2011,3001,,,True,False,16963,,False,False,True,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1617538659749617665/ydhAv7_d_normal.jpg,https://pbs.twimg.com/profile_images/1617538659749617665/ydhAv7_d_normal.jpg,https://pbs.twimg.com/profile_banners/410016725/1534433404,91D2FA,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/E9rNAae1zE', 'expanded_url': 'https://muckrack.com/alasdair-mackenzie-1', 'display_url': 'muckrack.com/alasdair-macke…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:43:18 +0000 2023,1633146314375548928,1633146314375548928,"I wonder if Cristante might play at CB against Sociedad on Thursday. I wouldn’t trust Kumbulla and Llorente has barely played so far, so I think Cristante replacing Ibañez might be a real possibility.",False,"[0, 200]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1537252133459861509,1537252133459861509,0 Star Skiller,0StarSkiller,,"No skill, just vibes @OfficialASRoma @MNUFC",,[],False,53,1011,0,Thu Jun 16 01:54:32 +0000 2022,6107,,,False,False,1261,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1556101319311638528/SXuUmYPn_normal.jpg,https://pbs.twimg.com/profile_images/1556101319311638528/SXuUmYPn_normal.jpg,https://pbs.twimg.com/profile_banners/1537252133459861509/1672381358,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 16:06:36 +0000 2023,1633137077104549888,1633137077104549888,"Hi, good afternoon 

A new Podcast 🎙️🎧 EP 185

@scot_munroe and @PalmsyJ are back to recap on 

- Roma 1-0 Juventus
- Tactical battle chat
- Nerves in stoppage time
- Preview Europa League tie vs Real Sociedad 
-Listeners questions/thoughts

https://t.co/PHe398mWhV",False,"[0, 265]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,,False,3,4,False,False,en,en,recent,234108640,234108640,La Magicast 🎙,LaMagicast,,"The official Twitter account of the first AS Roma podcast, La Magicast, founded in 2010. Host @scot_munroe and producer @samuelrubio99.",https://t.co/YHAxzi1Jq6,[],False,1155,596,33,Tue Jan 04 21:37:05 +0000 2011,515,,,False,False,1171,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1533863864479121408/aK84GRvX_normal.jpg,https://pbs.twimg.com/profile_images/1533863864479121408/aK84GRvX_normal.jpg,https://pbs.twimg.com/profile_banners/234108640/1653668285,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/YHAxzi1Jq6', 'expanded_url': 'http://www.lamagicast.com', 'display_url': 'lamagicast.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:56:16 +0000 2023,1633134477328130048,1633134477328130048,"EuropaLeague: 🔵⚪️ Real Sociedad have won 14 of their 19 away games this season (all competitions) 👊

How will they get on at Stadio Olimpico this week?

@RealSociedadEN || #UEL https://t.co/Gxn2lfjz92",False,"[0, 200]","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,921266752775966720,921266752775966720,Tyler Allen,gators4096,"Gainesville, FL","Tyler Allen is a Gainesville, FL-based undergraduate research assistant at the University of Florida.",https://t.co/lIDTCblyoh,[],False,17,12,0,Fri Oct 20 06:48:04 +0000 2017,12,,,False,False,6033,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1445790716764983304/fUTocOu9_normal.jpg,https://pbs.twimg.com/profile_images/1445790716764983304/fUTocOu9_normal.jpg,https://pbs.twimg.com/profile_banners/921266752775966720/1625675392,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/lIDTCblyoh', 'expanded_url': 'http://www.abouttylerallen.com/', 'display_url': 'abouttylerallen.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:41:07 +0000 2023,1633130665142112257,1633130665142112257,Had a friend once who turned down an invite to a house party to watch Real Sociedad.,False,"[0, 84]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,1,False,False,en,en,recent,293684627,293684627,James Allen,JamesAllen27,Wirral,2018 Chortle Student Finalist. Comedy. The Bravery. Host of @thanksmempod,https://t.co/eT8JPikq6i,[],False,1063,1482,6,Thu May 05 19:52:23 +0000 2011,9546,,,True,False,14213,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1412143675572957186/s9TvwWTN_normal.jpg,https://pbs.twimg.com/profile_images/1412143675572957186/s9TvwWTN_normal.jpg,https://pbs.twimg.com/profile_banners/293684627/1516076627,89C9FA,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/eT8JPikq6i', 'expanded_url': 'https://youtu.be/oaWCS3ZNqiw', 'display_url': 'youtu.be/oaWCS3ZNqiw', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:39:49 +0000 2023,1633130337005096960,1633130337005096960,@MadnessFc4 @Ebe4Eva Yeah and real sociedad,False,"[21, 43]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330510102593905e+18,1633051010259390466,3953714299.0,3953714299,MadnessFc4,,,,,False,0,0,False,False,en,en,recent,1166338872118149120,1166338872118149120,Fardil of the endless / TLOU era,Fardilhusain,a galaxy far far away,"21 years old . he/him.Love star wars,dc and marvel. MUFC fan. Muslim",https://t.co/6poyGVGvUf,[],False,459,1463,2,Tue Aug 27 13:17:22 +0000 2019,252032,,,False,False,9219,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630194668230291460/fgrimftD_normal.jpg,https://pbs.twimg.com/profile_images/1630194668230291460/fgrimftD_normal.jpg,https://pbs.twimg.com/profile_banners/1166338872118149120/1676710039,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/6poyGVGvUf', 'expanded_url': 'http://boxd.it/1gPtb', 'display_url': 'boxd.it/1gPtb', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:38:22 +0000 2023,1633129972847243265,1633129972847243265,SportExpressen is saying that a lot of clubs will be scouting 17-year old Montader Madjed when Hammarby plays AIK in the quarter finals of the cup. Real Sociedad is said to be one of the clubs interested in him.,False,"[0, 211]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,1,27,False,False,en,en,recent,3303514089,3303514089,🇸🇪,SwedeStats,,Stats | Sweden | IFK Luleå,,[],False,8249,912,68,Sat May 30 09:41:27 +0000 2015,14723,,,False,False,52873,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1146222088539258880/hQr9y--w_normal.jpg,https://pbs.twimg.com/profile_images/1146222088539258880/hQr9y--w_normal.jpg,https://pbs.twimg.com/profile_banners/3303514089/1444530473,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 15:04:43 +0000 2023,1633121507495772162,1633121507495772162,Real Sociedad will seek to take advantage of Manchester United situation.... its not gonna be easy #UEL https://t.co/kny022JNbx,False,"[0, 103]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,3026331367,3026331367,Ronoh K Clinton,RonohClinton,"Nairobi, Kenya",Sharing ideas that motivate and help you in the daily practice of virtues to help you become your personal best. Call 📞 Sms ✉️ or WhatsApp      020 2028080,https://t.co/7OmCW5OENw,[],False,78822,45350,24,Wed Feb 18 15:20:20 +0000 2015,13284,,,True,False,13885,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1629222942352580608/V1YDq3Ft_normal.jpg,https://pbs.twimg.com/profile_images/1629222942352580608/V1YDq3Ft_normal.jpg,https://pbs.twimg.com/profile_banners/3026331367/1677438626,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/7OmCW5OENw', 'expanded_url': 'https://wa.me/message/DBNZG7ZTSMNSG1', 'display_url': 'wa.me/message/DBNZG7…', 'indices': [0, 23]}]",1.6331205695027118e+18,1633120569502711809,Tue Mar 07 15:01:00 +0000 2023,1.6331205695027118e+18,1633120569502711809,"🔵⚪️ Real Sociedad have won 14 of their 19 away games this season (all competitions) 👊

How will they get on at Stadio Olimpico this week?

@RealSociedadEN || #UEL https://t.co/6k8AiK0Xa6",False,"[0, 162]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,789605024.0,789605024,UEFA Europa League,EuropaLeague,"Nyon, Switzerland",The official home of the #UEL on Twitter.,https://t.co/bkAxAv0nmc,"[{'url': 'https://t.co/bkAxAv0nmc', 'expanded_url': 'http://uefa.com/uefaeuropaleague', 'display_url': 'uefa.com/uefaeuropaleag…', 'indices': [0, 23]}]",[],False,11627861.0,256.0,11342.0,Wed Aug 29 15:45:49 +0000 2012,1431.0,,,True,True,38269.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1417053169788542977/6uLZ5iz7_normal.jpg,https://pbs.twimg.com/profile_images/1417053169788542977/6uLZ5iz7_normal.jpg,https://pbs.twimg.com/profile_banners/789605024/1626686779,FF691F,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,False,15.0,428.0,False,False,False,en,,,,,,,,,,,,,
Tue Mar 07 15:01:00 +0000 2023,1633120569502711809,1633120569502711809,"🔵⚪️ Real Sociedad have won 14 of their 19 away games this season (all competitions) 👊

How will they get on at Stadio Olimpico this week?

@RealSociedadEN || #UEL https://t.co/6k8AiK0Xa6",False,"[0, 162]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,15,428,False,False,en,en,recent,789605024,789605024,UEFA Europa League,EuropaLeague,"Nyon, Switzerland",The official home of the #UEL on Twitter.,https://t.co/bkAxAv0nmc,[],False,11627861,256,11342,Wed Aug 29 15:45:49 +0000 2012,1431,,,True,True,38269,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1417053169788542977/6uLZ5iz7_normal.jpg,https://pbs.twimg.com/profile_images/1417053169788542977/6uLZ5iz7_normal.jpg,https://pbs.twimg.com/profile_banners/789605024/1626686779,FF691F,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/bkAxAv0nmc', 'expanded_url': 'http://uefa.com/uefaeuropaleague', 'display_url': 'uefa.com/uefaeuropaleag…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:57:05 +0000 2023,1633119583392473088,1633119583392473088,"Spanish Iberdrola: Goals Against Real Sociedad Excites Ajibade, Urges Team To Keep Focus https://t.co/6h3QTu5LSc",False,"[0, 112]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,2305181856,2305181856,Newsafricanow,newsafricanow,Africa,News|Events|Happenings|Rumours & More Across Africa +2348023229520 For Further Info!,https://t.co/cW9Kc9BRa5,[],False,1466,1653,52,Wed Jan 22 17:16:07 +0000 2014,354,,,False,False,547144,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1204388615884857347/RnSOQXCd_normal.jpg,https://pbs.twimg.com/profile_images/1204388615884857347/RnSOQXCd_normal.jpg,https://pbs.twimg.com/profile_banners/2305181856/1592494182,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/cW9Kc9BRa5', 'expanded_url': 'https://newsafricanow.com/', 'display_url': 'newsafricanow.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:49:40 +0000 2023,1633117716704899073,1633117716704899073,@ilRomanistaweb Damn. It’s good thing he’s out vs Real Sociedad with the giallo,False,"[16, 79]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331174813498573e+18,1633117481349857282,425695522.0,425695522,ilRomanistaweb,,,,,False,0,0,False,False,en,en,recent,1557522809663983616,1557522809663983616,Tac0 deletion,DeletionTac0,"Charleston, SC",🟨🟥Romanista in 🇺🇸,,[],False,21,257,0,Thu Aug 11 00:22:38 +0000 2022,607,,,False,False,664,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1615416308060897280/qLtdCpfa_normal.jpg,https://pbs.twimg.com/profile_images/1615416308060897280/qLtdCpfa_normal.jpg,https://pbs.twimg.com/profile_banners/1557522809663983616/1667338657,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 14:08:37 +0000 2023,1633107385517592578,1633107385517592578,"New Overtime AMM position bought
AS Roma - Real Sociedad
Amount: 14.333028943018258
Paid: 9.133 sUSD
Position: U(2.5)
Potential profit: 5 sUSD (57%)",False,"[0, 148]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
