created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Tue Mar 07 16:06:04 +0000 2023,1633136945391079424,1633136945391079424,"The crime of ""Judaizing"" - what's old is new again: Times of Israel has an interesting article about how crypto-Jews in Mallorca would continue to celebrate Purim by calling it the ""Feast of St. Esther."" 
A brave woman named Ana Cortés… https://t.co/lNCv9DaTdR ElderofZiyon",False,"[0, 273]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,111128893,111128893,Jewish Community,JComm_BlogFeeds,Germany,"Blog-Feeds about Israel, Jewish Life, Middle East etc. / über Israel, jüdisches Leben, Nahost,  etc",http://t.co/jZMMjonqFl,"[{'url': 'http://t.co/jZMMjonqFl', 'expanded_url': 'http://romanischersalon.wordpress.com', 'display_url': 'romanischersalon.wordpress.com', 'indices': [0, 22]}]",[],False,2314,1,65,Wed Feb 03 22:20:21 +0000 2010,0,,,False,False,235884,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/688658566/j-commlogoneu_normal.jpg,https://pbs.twimg.com/profile_images/688658566/j-commlogoneu_normal.jpg,,0084B4,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 15:55:23 +0000 2023,1633134257303441410,1633134257303441410,@tricafaldetes @sferroviarism @TIB_Mallorca @mobihab_GOIB @incaciutat @ajManacor @AjMarratxi @ajuntpalma @jaume_mateu @pep_gustinet @goib @UIBuniversitat Exacte!!,False,"[154, 162]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331306306858353e+18,1633130630685835264,236998152.0,236998152,tricafaldetes,,,,,False,0,1,False,False,,en,en,recent,393598713,393598713,Miquel Mariando,miquelmorey,Maria de la Salut - Mallorca ,"Qui perd els orígens, perd la identitat. #vermutòleg des Pla. M’agrada cuinar i el vi compartit amb amics. Fins no fa gaire, m’apassionava la política.",,,[],False,570,1410,3,Tue Oct 18 19:44:56 +0000 2011,11432,,,False,False,6091,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1597484737647476736/N5Ng4bn4_normal.jpg,https://pbs.twimg.com/profile_images/1597484737647476736/N5Ng4bn4_normal.jpg,https://pbs.twimg.com/profile_banners/393598713/1676358280,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 15:52:14 +0000 2023,1633133461769781250,1633133461769781250,"My 5th grandchild &amp; 3rd granddaughter born today. Luna Mae 3.0Kg. Born at Inca, Mallorca on the day of a full moon. Luna is Spanish for moon. https://t.co/Bvun22zKDq",False,"[0, 145]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,364272591,364272591,Happyfeet Bob 🐧,RobertCave53,"East Midlands, England",Semi-retired Biomedical Scientist. Erstwhile wildlife photographer. Grandad. LCFC fan 🦊. 🐧lover. General sceptic. Global warming - don’t get me started.,https://t.co/2IU29ZiR1W,"[{'url': 'https://t.co/2IU29ZiR1W', 'expanded_url': 'http://www.robertcave.me', 'display_url': 'robertcave.me', 'indices': [0, 23]}]",[],False,42,215,1,Mon Aug 29 14:06:59 +0000 2011,1261,,,True,False,746,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1531232580808413184/33gS4Y3t_normal.jpg,https://pbs.twimg.com/profile_images/1531232580808413184/33gS4Y3t_normal.jpg,https://pbs.twimg.com/profile_banners/364272591/1653908422,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 15:45:43 +0000 2023,1633131821482254338,1633131821482254338,"Going to Mallorca will be a THIRD more expensive in 2023 as prices rocket, Palma tourism body warns #BODY #DAILYMAIL #EUROPEAN_UNION #EXPENSIVE #MALLORCA #PALMA #PRICES #ROCKET #SPAIN #TOURISM #TRAVEL #TRAVEL_NEWS #WARNS
https://t.co/yW5T6gTdh2",False,"[0, 244]","<a href=""https://www.fs-poster.com/"" rel=""nofollow"">FS POSTER - Twitter App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1497244956540366854,1497244956540366854,WhatsNew2Day,whatsn2day,United States,Latest News And Breaking Headlines #News #BreakingNews,https://t.co/bdbqeV04jR,"[{'url': 'https://t.co/bdbqeV04jR', 'expanded_url': 'http://whatsnew2day.com', 'display_url': 'whatsnew2day.com', 'indices': [0, 23]}]",[],False,4599,626,4,Fri Feb 25 16:20:01 +0000 2022,199,,,False,False,147592,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1497245239341314050/lzf8B8IU_normal.jpg,https://pbs.twimg.com/profile_images/1497245239341314050/lzf8B8IU_normal.jpg,https://pbs.twimg.com/profile_banners/1497244956540366854/1645806619,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 15:36:28 +0000 2023,1633129494667198469,1633129494667198469,"Holidays to Mallorca are about to become a third more expensive, a tourism body has warned, as the island seeks to limit ‘budget tourists from the UK.’

In full 👇
 https://t.co/lu3hfJGmVO",False,"[0, 187]","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,,,,,False,6,13,False,False,False,en,en,recent,2717209752,2717209752,Euronews Travel,euronewstravel,Europe,Change how you see the world 🌎 Discover hidden stories from around the globe ✨ By @euronews,https://t.co/9rKtTHdq7A,"[{'url': 'https://t.co/9rKtTHdq7A', 'expanded_url': 'http://euronews.com/travel', 'display_url': 'euronews.com/travel', 'indices': [0, 23]}]",[],False,8577,112,113,Fri Aug 08 14:36:25 +0000 2014,748,,,False,True,3854,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1377186496705224707/r12oAgtw_normal.jpg,https://pbs.twimg.com/profile_images/1377186496705224707/r12oAgtw_normal.jpg,https://pbs.twimg.com/profile_banners/2717209752/1650620363,E09109,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 15:34:35 +0000 2023,1633129022614827018,1633129022614827018,"No one is safe from robbery in Barcelona. Avoid the city like the plague. Use other ports even if you have to drive a bit further. Boycott Barcelona for your own good.

Britons heading for Mallorca robbed in port of Barcelona https://t.co/9h2bcWnXIK via @MajorcaDaily",False,"[0, 267]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,104588291,104588291,Chris Ogilvie-Taylor,ogilviet,,"British entrepreneur working worldwide. 
Try to eliminate the blather. Life's too short.
Enjoy the journey, the destination is unknown.",https://t.co/tKFjCsmobc,"[{'url': 'https://t.co/tKFjCsmobc', 'expanded_url': 'https://www.linkedin.com/in/chrisogilvietaylor/', 'display_url': 'linkedin.com/in/chrisogilvi…', 'indices': [0, 23]}]",[],False,203,1325,8,Wed Jan 13 19:58:20 +0000 2010,520,,,False,False,2804,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1523950407218864129/MFEf6fAS_normal.jpg,https://pbs.twimg.com/profile_images/1523950407218864129/MFEf6fAS_normal.jpg,https://pbs.twimg.com/profile_banners/104588291/1432662914,FA743E,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 15:01:00 +0000 2023,1633120570391789572,1633120570391789572,the hills of Mallorca 😍 https://t.co/S7YvkNCki6,False,"[0, 23]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,64,False,False,False,en,en,recent,1254167126,1254167126,Doris,Dorli_Wi,,Rafa is the greatest athlete ever 🎾 🇦🇹 🇪🇸,,,[],False,934,374,22,Sat Mar 09 11:42:28 +0000 2013,241896,,,False,False,174226,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1553717240817655808/Ph9m1yJd_normal.jpg,https://pbs.twimg.com/profile_images/1553717240817655808/Ph9m1yJd_normal.jpg,https://pbs.twimg.com/profile_banners/1254167126/1631731953,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:57:44 +0000 2023,1633119749096763393,1633119749096763393,"New on the market!
Magnificent property with holiday licence, Playa de Palma
🛏️4   🛁4   🏠380㎡

1.100.000 EUR
See full details: https://t.co/iMNxzIz7pS

📍#PlayaDePalma #Arenal #Mallorca #Palma #RealEstate #Immobilien https://t.co/xViQ34zEYd",False,"[0, 215]","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1923546216,1923546216,Engel & Völkers Mallorca,EVMallorca,Mallorca,Engel & Völkers is working successfully in luxury real estate in Mallorca as from 1990 and remains one of the most successful companies in real estate worldwide,https://t.co/IN45YSX5Xp,"[{'url': 'https://t.co/IN45YSX5Xp', 'expanded_url': 'http://www.engelvoelkers.com/mallorca', 'display_url': 'engelvoelkers.com/mallorca', 'indices': [0, 23]}]",[],False,772,222,46,Tue Oct 01 14:09:42 +0000 2013,181,,,True,False,5785,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/872765261321039872/-RpxffCE_normal.jpg,https://pbs.twimg.com/profile_images/872765261321039872/-RpxffCE_normal.jpg,https://pbs.twimg.com/profile_banners/1923546216/1591257638,ABB8C2,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:57:04 +0000 2023,1633119582071209987,1633119582071209987,Six stunning new hotels are coming to Ibiza and Mallorca just in time for summer https://t.co/RmvSgB05Ca,False,"[0, 104]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,,,,,,,,,False,1,3,False,False,False,en,en,recent,1222018640,1222018640,Bloomberg Pursuits,luxury,New York  |   London,"Your global source for the best in cars, food, drinks, travel, watches, gadgets, fashion, and real estate. Pursuits are what make life worth living.",https://t.co/h1ehsQvwfU,"[{'url': 'https://t.co/h1ehsQvwfU', 'expanded_url': 'http://www.bloomberg.com/pursuits', 'display_url': 'bloomberg.com/pursuits', 'indices': [0, 23]}]",[],False,56365,214,893,Tue Feb 26 14:58:42 +0000 2013,349,,,False,True,57670,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1631727782643343370/i9FysVl0_normal.jpg,https://pbs.twimg.com/profile_images/1631727782643343370/i9FysVl0_normal.jpg,https://pbs.twimg.com/profile_banners/1222018640/1421868035,0084B4,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:49:07 +0000 2023,1633117579601379330,1633117579601379330,"@Antares45713464 @KiyanSo Ton of hindsight here and very little context. Perez handed Eto'o to Mallorca, not Barca. He spent 4 seasons at Mallorca before going to Barca. Also when Eto'o was sold, Real had prime Raul (LaLiga top-scorer that very season) &amp; Morientes. Perez made blunders but this isn't one",False,"[26, 308]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331107298416886e+18,1633110729841688576,1.4135283796183654e+18,1413528379618365442,Antares45713464,,,,,False,1,12,False,False,,en,en,recent,527143055,527143055,Rahul Kalvapalle,Kalvapalle,Toronto,"Recovering journalist @UofTNews | Ex- @GlobalNews, @DiscoveryCanada | Former Real Madrid ⚽️ columnist @MarcaInEnglish, @BleacherReport | 🇮🇳→ 🇦🇪🇰🇼→🇨🇦",https://t.co/lEJSjzePgu,"[{'url': 'https://t.co/lEJSjzePgu', 'expanded_url': 'http://seedisclaimer.com/', 'display_url': 'seedisclaimer.com', 'indices': [0, 23]}]",[],False,2335,3974,36,Sat Mar 17 05:56:23 +0000 2012,22290,,,True,True,21630,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1621307439957016576/IevmV-Mm_normal.jpg,https://pbs.twimg.com/profile_images/1621307439957016576/IevmV-Mm_normal.jpg,https://pbs.twimg.com/profile_banners/527143055/1589944383,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:44:57 +0000 2023,1633116530966708225,1633116530966708225,"@ExJohnHonestyy Its sad really. He has probably one of the best stories in football. Joining the biggest club of his dreams at 18, struggling and being criticized, and then emerging out as the main star after all that. But then throwing it all away bc some bum from mallorca got into his head",False,"[16, 292]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331160232001208e+18,1633116023200120838,1.6176117880187167e+18,1617611788018716684,NikolasV0,,,,,False,0,2,False,False,,en,en,recent,1617611788018716684,1617611788018716684,Nikolas,NikolasV0,,Madrid. Never ratioed. $20k in $DOGE. #FreeTopG,,,[],False,173,445,4,Mon Jan 23 19:54:46 +0000 2023,3374,,,False,False,1893,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633150168026476557/OavwcSdS_normal.jpg,https://pbs.twimg.com/profile_images/1633150168026476557/OavwcSdS_normal.jpg,https://pbs.twimg.com/profile_banners/1617611788018716684/1677556035,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:30:26 +0000 2023,1633112877245554688,1633112877245554688,"Check out this spacious apartment with stunning views in Son Armadans, Palma de Mallorca! With 4 bedrooms, 2 bathrooms, a large living-dining room, and balcony, it has tons of potential. Includes parking &amp; storage in the building. #PalmaDeMallorca #RealEstate #ForSale https://t.co/IAQNCXWMeR",False,"[0, 272]","<a href=""https://metricool.com"" rel=""nofollow"">Metricool</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,843085411329228800,843085411329228800,Hugo Rodrigues,hugo_rodsi,Palma de Mallorca,Mᴀᴋᴇ ᴀ ᴅɪғғᴇʀᴇɴᴄᴇ ↠ Investments | ☯︎︎ Freedom | ☏ Sales Expert | ♛ Real Estate ♛,,,[],False,36,435,1,Sat Mar 18 13:03:20 +0000 2017,1791,,,True,False,606,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1317782099785633793/GnY_uLhi_normal.jpg,https://pbs.twimg.com/profile_images/1317782099785633793/GnY_uLhi_normal.jpg,https://pbs.twimg.com/profile_banners/843085411329228800/1598794643,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:29:35 +0000 2023,1633112662748942338,1633112662748942338,"@SignalMichael Oh Sorry, I forgot he was from Mallorca",False,"[15, 54]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6331121638112215e+18,1633112163811221506,1.0539656834559181e+18,1053965683455918080,SignalMichael,,,,,False,0,1,False,False,,en,en,recent,1516029247021895686,1516029247021895686,OGUNNIYI ABAYOMI,OGUNNIYIABAYOM1,,"Sport Writer  @BTLvid, @weetracker  and beyond the pitch.",https://t.co/NvTjaYIQQc,"[{'url': 'https://t.co/NvTjaYIQQc', 'expanded_url': 'https://muckrack.com/ogunniyi-abayomi', 'display_url': 'muckrack.com/ogunniyi-abayo…', 'indices': [0, 23]}]",[],False,149,375,0,Mon Apr 18 12:22:16 +0000 2022,1561,,,False,False,4500,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1549113547325685763/NgeF2fke_normal.jpg,https://pbs.twimg.com/profile_images/1549113547325685763/NgeF2fke_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:27:43 +0000 2023,1633112195708928002,1633112195708928002,"New on the market!
Villa right by the sea for sale in beautiful Mal Pas
🛏️6   🛁6   🏠349㎡   🌳703㎡

3.500.000 EUR
See full details: https://t.co/Yt5pgQxBYv

📍#AlcudiaBonaire #Mallorca #North #RealEstate #Immobilien https://t.co/6HxRn9zjG8",False,"[0, 212]","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1923546216,1923546216,Engel & Völkers Mallorca,EVMallorca,Mallorca,Engel & Völkers is working successfully in luxury real estate in Mallorca as from 1990 and remains one of the most successful companies in real estate worldwide,https://t.co/IN45YSX5Xp,"[{'url': 'https://t.co/IN45YSX5Xp', 'expanded_url': 'http://www.engelvoelkers.com/mallorca', 'display_url': 'engelvoelkers.com/mallorca', 'indices': [0, 23]}]",[],False,772,222,46,Tue Oct 01 14:09:42 +0000 2013,181,,,True,False,5785,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/872765261321039872/-RpxffCE_normal.jpg,https://pbs.twimg.com/profile_images/872765261321039872/-RpxffCE_normal.jpg,https://pbs.twimg.com/profile_banners/1923546216/1591257638,ABB8C2,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:18:21 +0000 2023,1633109835590823939,1633109835590823939,Britons heading for Mallorca robbed in port of Barcelona #BritonsMallorca #BritonsRobbed #BritsRobbedBarcelona #MajorcaTravelSecurity #MallorcaHoliday #MallorcaTravelTheft https://t.co/LDl846uGOM,False,"[0, 195]","<a href=""https://wwwmajorcadailybulletin.com/"" rel=""nofollow"">Majorca Daily Bulletin</a>",,,,,,,,,,False,0,1,False,False,False,en,en,recent,378599199,378599199,Majorca Daily,MajorcaDaily,España,The Majorca Daily Bulletin is the only English language daily newspaper in Spain serving residents and tourists who live in the Balearic Islands.,https://t.co/h7mp7cE8c9,"[{'url': 'https://t.co/h7mp7cE8c9', 'expanded_url': 'https://www.majorcadailybulletin.com', 'display_url': 'majorcadailybulletin.com', 'indices': [0, 23]}]",[],False,6124,428,111,Fri Sep 23 13:47:49 +0000 2011,100,,,True,False,29936,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1349657286655012871/E0Wd2_vN_normal.jpg,https://pbs.twimg.com/profile_images/1349657286655012871/E0Wd2_vN_normal.jpg,https://pbs.twimg.com/profile_banners/378599199/1610619615,E2001A,000000,252429,666666,True,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:05:49 +0000 2023,1633106683722358785,1633106683722358785,@MadridistaR0 @MadridXtra Mallorca look at u 😆,False,"[26, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331046663208796e+18,1633104666320879617,1.5976196785993236e+18,1597619678599323648,MadridistaR0,,,,,False,0,0,False,False,,en,en,recent,1621285183533228032,1621285183533228032,FancydeTwi,FancydeTwiwi,,,,,[],False,0,24,0,Thu Feb 02 23:11:35 +0000 2023,38,,,False,False,19,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1621285531937280001/_nAVoFIo_normal.jpg,https://pbs.twimg.com/profile_images/1621285531937280001/_nAVoFIo_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:04:41 +0000 2023,1633106396383260679,1633106396383260679,"Coming up this Friday.  Lot 854.   Adrian Paul Allinson (British, 1890-1959), Blossom in Mallorca, signed l.r., oil, 65 by 80cm.  Note: Allinson was one of the founding members of Camden Town Group.  Est £3,000-5,000.  @artpricedotcom @ATG_Editorial https://t.co/jZLoOP01Qw",False,"[0, 249]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,828312368501383169,828312368501383169,Kinghams Auctioneers,Kinghamsauction,The Cotswolds,"Kinghams Auctioneers, Cotswold Auctioneers and Valuers based in Moreton-in-Marsh",https://t.co/frgNEHnWgN,"[{'url': 'https://t.co/frgNEHnWgN', 'expanded_url': 'http://kinghamsauctioneers.com', 'display_url': 'kinghamsauctioneers.com', 'indices': [0, 23]}]",[],False,290,406,5,Sun Feb 05 18:40:32 +0000 2017,81,,,True,False,656,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1376456583920631810/c7rPpUZI_normal.jpg,https://pbs.twimg.com/profile_images/1376456583920631810/c7rPpUZI_normal.jpg,https://pbs.twimg.com/profile_banners/828312368501383169/1562161486,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:00:55 +0000 2023,1633105449951043589,1633105449951043589,"We wanted to let you know about our new listing - Windy 29 Coho, CURRENT LIABILITY. Asking €159,950, VAT paid. Lying Palma de Mallorca. https://t.co/B4u6CDgLIv #motoryacht #yachtforsale #yachting #yachtbroker https://t.co/wALyEizmJH",False,"[0, 208]","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,116802025,116802025,Berthon International,BerthonIntl,"Lymington, Hampshire, UK","Part of the Berthon Sales Group - which has offices in the UK, France, Scandinavia, Spain & USA. Dealing with all things yacht sales and services related.",https://t.co/dgDkREpQqu,"[{'url': 'https://t.co/dgDkREpQqu', 'expanded_url': 'https://linktr.ee/berthonint', 'display_url': 'linktr.ee/berthonint', 'indices': [0, 23]}]",[],False,2961,1536,49,Tue Feb 23 16:27:15 +0000 2010,1096,,,True,False,6320,,False,False,False,4F93E1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1572135878595575810/0YBSy047_normal.jpg,https://pbs.twimg.com/profile_images/1572135878595575810/0YBSy047_normal.jpg,https://pbs.twimg.com/profile_banners/116802025/1672747721,0E57AB,818181,D7D7D7,000000,True,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 14:00:52 +0000 2023,1633105436512583680,1633105436512583680,"New on the market!
Frontline Villa in prime location for sale, Puerto Alcudia
🛏️6   🛁5   🏠572㎡   🌳985㎡

5.990.000 EUR
See full details: https://t.co/JoUMMbuWN1

📍#PuertoAlcudia #Mallorca #North #RealEstate #Immobilien https://t.co/7uVlQdXREH",False,"[0, 217]","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1923546216,1923546216,Engel & Völkers Mallorca,EVMallorca,Mallorca,Engel & Völkers is working successfully in luxury real estate in Mallorca as from 1990 and remains one of the most successful companies in real estate worldwide,https://t.co/IN45YSX5Xp,"[{'url': 'https://t.co/IN45YSX5Xp', 'expanded_url': 'http://www.engelvoelkers.com/mallorca', 'display_url': 'engelvoelkers.com/mallorca', 'indices': [0, 23]}]",[],False,772,222,46,Tue Oct 01 14:09:42 +0000 2013,181,,,True,False,5785,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/872765261321039872/-RpxffCE_normal.jpg,https://pbs.twimg.com/profile_images/872765261321039872/-RpxffCE_normal.jpg,https://pbs.twimg.com/profile_banners/1923546216/1591257638,ABB8C2,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 13:46:09 +0000 2023,1633101732019412992,1633101732019412992,Guardia Civil excavate Magalluf field in search of missing girl #Calvia #Magalluf #MagallufSearch #MajorcaMissingGirl #MallorcaHunt #MallorcaMissingGirl #MallorcaSearch #SantaPonsa https://t.co/t6RHLAxvpy,False,"[0, 204]","<a href=""https://wwwmajorcadailybulletin.com/"" rel=""nofollow"">Majorca Daily Bulletin</a>",,,,,,,,,,False,0,2,False,False,False,en,en,recent,378599199,378599199,Majorca Daily,MajorcaDaily,España,The Majorca Daily Bulletin is the only English language daily newspaper in Spain serving residents and tourists who live in the Balearic Islands.,https://t.co/h7mp7cE8c9,"[{'url': 'https://t.co/h7mp7cE8c9', 'expanded_url': 'https://www.majorcadailybulletin.com', 'display_url': 'majorcadailybulletin.com', 'indices': [0, 23]}]",[],False,6124,428,111,Fri Sep 23 13:47:49 +0000 2011,100,,,True,False,29936,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1349657286655012871/E0Wd2_vN_normal.jpg,https://pbs.twimg.com/profile_images/1349657286655012871/E0Wd2_vN_normal.jpg,https://pbs.twimg.com/profile_banners/378599199/1610619615,E2001A,000000,252429,666666,True,False,False,False,False,False,False,none,[],,,,,,,,,,,
Tue Mar 07 13:42:05 +0000 2023,1633100711067111424,1633100711067111424,👺 Futur garantit ☺️ ❤️‍🔥 https://t.co/AiEgiHH3lh,False,"[0, 24]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,126,False,False,False,en,en,recent,234298046,234298046,Real Mallorca,RCD_Mallorca,"Mallorca, Paradise","Cap amunt, sempre amunt. 🇯🇵 @RCD_Mallorca_JP 🇰🇷 @RCD_MallorcaKR 👦🏻@RCDMallorcaBase 🏝️ @RCD_MallorcaEN",https://t.co/w101Q9Rj1b,"[{'url': 'https://t.co/w101Q9Rj1b', 'expanded_url': 'http://www.rcdmallorca.es', 'display_url': 'rcdmallorca.es', 'indices': [0, 23]}]",[],False,360211,254,1940,Wed Jan 05 09:18:28 +0000 2011,6644,,,True,True,42167,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1610907427175555072/hs33WCkc_normal.jpg,https://pbs.twimg.com/profile_images/1610907427175555072/hs33WCkc_normal.jpg,https://pbs.twimg.com/profile_banners/234298046/1661623637,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,
