created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Mon Mar 06 22:37:59 +0000 2023,1632873184159571970,1632873184159571970,"🇪🇦 #LaLigaSantander, tras la 24ª Jornada:
1️⃣ FC Barcelona, 62.
2️⃣ Real Madrid, 53.
3️⃣ Atlético Madrid, 45.
4️⃣ Real Sociedad, 44.
5️⃣ Real Betis, 41.
6️⃣ Villarreal CF, 37.
7️⃣ Rayo Vallecano, 35.
8️⃣ CA Osasuna, 34.
9️⃣ Athletic Club, 33.
🔟 RCD Mallorca, 31. https://t.co/xE54ik8qhy",False,"[0, 262]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,1,False,False,en,en,recent,323847146,323847146,Albertö,Alberto__Diaz,Que miras bobo,"⚽ Fútbol,🏀 Basket,🏈 NFL,📺 series y programas también. https://t.co/EmzI56RCGU",,,"[{'url': 'https://t.co/EmzI56RCGU', 'expanded_url': 'http://instagram.com/alberto_90_/', 'display_url': 'instagram.com/alberto_90_/', 'indices': [54, 77]}]",False,1061,1499,23,Sat Jun 25 14:51:39 +0000 2011,16496,,,True,False,215631,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1557048922379534338/rZIz5sEN_normal.jpg,https://pbs.twimg.com/profile_images/1557048922379534338/rZIz5sEN_normal.jpg,https://pbs.twimg.com/profile_banners/323847146/1658271768,0084B4,000000,000000,000000,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 17:43:58 +0000 2023,1632799196171456512,1632799196171456512,'Most important thing': Star delighted to see 40-year-old coach reject #Leeds https://t.co/Ekwm5XolGR,False,"[0, 101]","<a href=""https://www.google.com"" rel=""nofollow"">Sgt Wilkos 1919</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1141436762197245952,1141436762197245952,Sgt Wilkos 1919,sgtwilkos1919,,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,https://t.co/FpuhO3arqw,"[{'url': 'https://t.co/FpuhO3arqw', 'expanded_url': 'https://sgtwilkos1919.bigcartel.com/', 'display_url': 'sgtwilkos1919.bigcartel.com', 'indices': [0, 23]}]",[],False,1041,1546,3,Wed Jun 19 20:05:05 +0000 2019,1600,,,False,False,44024,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg,https://pbs.twimg.com/profile_banners/1141436762197245952/1560975676,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 17:17:34 +0000 2023,1632792550661554177,1632792550661554177,'Most important thing': Star delighted to see 40-year-old coach reject Leeds: https://t.co/s3bec6hQUk,False,"[0, 101]","<a href=""http://www.james-miller.co.uk"" rel=""nofollow"">Leeds News App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,892758842378944512,892758842378944512,Leeds News App,leedsnews_app,"Leeds, England","iOS: https://t.co/ITnL8VCxh1
Android: https://t.co/VfbAk8KV3k",,,"[{'url': 'https://t.co/ITnL8VCxh1', 'expanded_url': 'https://apps.apple.com/gb/app/leeds-news-fan-app/id1269120224', 'display_url': 'apps.apple.com/gb/app/leeds-n…', 'indices': [5, 28]}, {'url': 'https://t.co/VfbAk8KV3k', 'expanded_url': 'https://play.google.com/store/apps/details?id=com.jimhunty.leedsnews', 'display_url': 'play.google.com/store/apps/det…', 'indices': [38, 61]}]",False,537,278,3,Wed Aug 02 14:47:49 +0000 2017,19,,,False,False,77707,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg,https://pbs.twimg.com/profile_banners/892758842378944512/1504686956,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 14:14:34 +0000 2023,1632746498067955712,1632746498067955712,"1-2-0 yesterday for -1.45 units:

❌ Houston -5 🏀
❌ Indiana -4 🏀
✅ Nebraska +11.5 🏀
❌ 0.25u ⚽️ parlay:
    Liverpool Draw +260 🏴󠁧󠁢󠁥󠁮󠁧󠁿
    Wolfsburg Draw +255 🇩🇪
    AS Roma Draw +195 🇮🇹
    Rayo Vallecano Draw +205 🇪🇸",False,"[0, 217]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1581766372052303872,1581766372052303872,OnlyDawgs,OnlyDawgWinners,,🏈⚽️🏀 handicappers  • Full play sheet $50 per week • DM ⬆️ ✉️ for access.,,,[],False,8,7,0,Sun Oct 16 21:58:22 +0000 2022,0,,,False,False,67,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1581770041204391946/1wfUMxbw_normal.jpg,https://pbs.twimg.com/profile_images/1581770041204391946/1wfUMxbw_normal.jpg,https://pbs.twimg.com/profile_banners/1581766372052303872/1665958365,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 13:39:58 +0000 2023,1632737789765615616,1632737789765615616,@MadridXtra @relevo That’s not true lmao for anyone wondering we let Rayo Vallecano keep him till the end of the season because they really needed him,False,"[20, 150]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632731413886673e+18,1632731413886672896,1.3265641522913157e+18,1326564152291315713,MadridXtra,,,,False,0,0,False,False,en,en,recent,3732152832,3732152832,🇵🇸🇲🇪,maj_rma,#15 incoming,Real Madrid/KB9,,,[],False,911,684,1,Wed Sep 30 02:38:46 +0000 2015,48292,,,False,False,7194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1631250594198347777/q07fQauE_normal.jpg,https://pbs.twimg.com/profile_images/1631250594198347777/q07fQauE_normal.jpg,https://pbs.twimg.com/profile_banners/3732152832/1638710977,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 13:28:59 +0000 2023,1632735024515522561,1632735024515522561,@MadridXtra @relevo We going for a Rayo vallecano player 😭😭😭,False,"[20, 60]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632731413886673e+18,1632731413886672896,1.3265641522913157e+18,1326564152291315713,MadridXtra,,,,False,0,0,False,False,en,en,recent,620521180,620521180,Azrael,Alejvndrxx,Lost in the World,🇵🇷,https://t.co/1ir3g0iZ8C,"[{'url': 'https://t.co/1ir3g0iZ8C', 'expanded_url': 'http://Instagram.com/alejandroroena', 'display_url': 'Instagram.com/alejandroroena', 'indices': [0, 23]}]",[],False,206,335,3,Thu Jun 28 01:32:12 +0000 2012,4017,,,True,False,17085,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1193881406612619264/PHS007MT_normal.jpg,https://pbs.twimg.com/profile_images/1193881406612619264/PHS007MT_normal.jpg,https://pbs.twimg.com/profile_banners/620521180/1573844322,000000,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 09:30:00 +0000 2023,1632674883229618176,1632674883229618176,"Athletic Club will miss one of their star attacking talents this season in Oihan Sancet against Barcelona.

The Basque forward picked up a straight red against Rayo Vallecano in the dying minutes. #fcblive #AthleticClub https://t.co/5w0loFKRhf",False,"[0, 219]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,False,1,9,False,False,en,en,recent,467781580,467781580,Football España,footballespana_,"Madrid, Spain",The place to go for English-speaking lovers of Spanish football. 🇪🇸,https://t.co/LNbdEIJmDs,"[{'url': 'https://t.co/LNbdEIJmDs', 'expanded_url': 'http://www.football-espana.net', 'display_url': 'football-espana.net', 'indices': [0, 23]}]",[],False,51554,103,1126,Wed Jan 18 20:57:10 +0000 2012,2733,,,True,False,124913,,False,False,False,FAFAFA,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1417884633644077062/TvDfmntV_normal.jpg,https://pbs.twimg.com/profile_images/1417884633644077062/TvDfmntV_normal.jpg,https://pbs.twimg.com/profile_banners/467781580/1651472939,FAA525,0B3E57,FC4E54,FAA525,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 09:22:53 +0000 2023,1632673091695386627,1632673091695386627,"Abdul Mumin for Rayo Vallecano in goalless draw against Athletic Club: 

•90 minutes 
•55 touches 
•8 duels won
•7 final 3rd passes 
•27 completed passes 
•2/3 successful dribbles
•1 tackle won https://t.co/Ldz037xVdx",False,"[0, 193]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6326730727580262e+18,1632673072758026243,4842452951.0,4842452951,JoySportsGH,,,,False,0,23,False,False,en,en,recent,4842452951,4842452951,#JoySports,JoySportsGH,"Accra, Ghana",Sports page of the Joy brands – @Joy997FM @JoyNewsOnTV @JoyPrimeTV and @Hitz1039FM – of the Multimedia Group.,https://t.co/GsWgnCBDR1,"[{'url': 'https://t.co/GsWgnCBDR1', 'expanded_url': 'https://linktr.ee/JoySports', 'display_url': 'linktr.ee/JoySports', 'indices': [0, 23]}]",[],False,135752,78,116,Sun Jan 24 16:17:25 +0000 2016,1848,,,True,True,41501,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1611044478789222407/W6AsZ5eS_normal.jpg,https://pbs.twimg.com/profile_images/1611044478789222407/W6AsZ5eS_normal.jpg,https://pbs.twimg.com/profile_banners/4842452951/1676308247,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 09:02:34 +0000 2023,1632667979849555969,1632667979849555969,"New Overtime Arbitrum AMM position bought
Celta Vigo - Rayo Vallecano
Amount: 36.303584503316216
Paid: 11.065 sUSD
Position: Draw
Potential profit: 25 sUSD (228%)",False,"[0, 162]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 07:50:30 +0000 2023,1632649841615437826,1632649841615437826,"Real Sociedad - Draw
Real Betis - Draw
Villarreal - Win
Rayo Vallecano - Draw
Athletic Club - Draw

That's a good weekend.",False,"[0, 122]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,11,False,False,en,en,recent,133348223,133348223,Villarreal USA Fan Blog,VillarrealUSA,USA,"Endavant, a triomfar, a guanyar Villarreal!

2021 Europa League Champions 🏆

Villarreal fans - not an official club account. Views our own.",https://t.co/PUHqgin8rl,"[{'url': 'https://t.co/PUHqgin8rl', 'expanded_url': 'http://www.villarrealusa.com', 'display_url': 'villarrealusa.com', 'indices': [0, 23]}]",[],False,5206,287,82,Thu Apr 15 15:23:23 +0000 2010,8000,,,False,True,23032,,False,False,False,E4EB0E,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1571188321287606273/Q5uKu9sn_normal.jpg,https://pbs.twimg.com/profile_images/1571188321287606273/Q5uKu9sn_normal.jpg,https://pbs.twimg.com/profile_banners/133348223/1622208390,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 07:27:13 +0000 2023,1632643983074631682,1632643983074631682,Better start applying to Rayo Vallecano and them likes. Bum ass https://t.co/Lc84L2gFn3,False,"[0, 63]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,0,False,False,en,en,recent,911558000988626945,911558000988626945,Jay,ojthorpe_,,MUFC | MILAN | ANIME,,,[],False,195,786,1,Sat Sep 23 11:48:58 +0000 2017,1592,,,False,False,28118,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1614338227401261058/AOVw6uv3_normal.jpg,https://pbs.twimg.com/profile_images/1614338227401261058/AOVw6uv3_normal.jpg,https://pbs.twimg.com/profile_banners/911558000988626945/1652982362,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,1.6325147752120812e+18,1632514775212081156,Sun Mar 05 22:53:47 +0000 2023,1.6325147752120812e+18,1632514775212081156,https://t.co/I72eNMiCIu,False,"[0, 0]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,265982289.0,265982289,David de Gea,D_DeGea,,⚽ Goalkeeper @ManUtd 🇪🇸 International with @SeFutbol ♦️ Founder & President @RebelsGaming,https://t.co/uUPm1FlRse,"[{'url': 'https://t.co/uUPm1FlRse', 'expanded_url': 'http://daviddegea.com', 'display_url': 'daviddegea.com', 'indices': [0, 23]}]",[],False,14376793.0,272.0,11578.0,Mon Mar 14 13:03:14 +0000 2011,750.0,,,False,True,2911.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1471229198111055878/qTo-1fDL_normal.jpg,https://pbs.twimg.com/profile_images/1471229198111055878/qTo-1fDL_normal.jpg,https://pbs.twimg.com/profile_banners/265982289/1639342784,0084B4,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,none,[],,,,,False,4814.0,60182.0,False,False,False,zxx
Mon Mar 06 06:58:37 +0000 2023,1632636785615421442,1632636785615421442,"2022-23 #LaLigaSantander results:

Real Betis 0 - 0 Real Madrid
Rayo Vallecano 0 - 0 Athletic Club 
FC Barcelona 1 - 0 Valencia
Valladolid  2 - 1 Espanyol

Raphinha's header ensure @FCBarcelona  move nine points clear at the top of the #LaLigaSantander table. SG https://t.co/0EVpWsTY3z",False,"[0, 262]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,2437050074,2437050074,RISEfmNEWS,RISEfmNEWS,,,,,[],False,3490,205,8,Thu Apr 10 13:51:30 +0000 2014,572,,,False,False,16599,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/623850594864726017/qzq9NHqP_normal.jpg,https://pbs.twimg.com/profile_images/623850594864726017/qzq9NHqP_normal.jpg,https://pbs.twimg.com/profile_banners/2437050074/1589951782,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 05:46:40 +0000 2023,1632618680390656001,1632618680390656001,FULL TIME: #LaLigaSantander: RAYO VALLECANO 0 vs 0 ATHLETIC BILBAO. #RayoAthletic https://t.co/GeS07fNlCu,False,"[0, 81]","<a href=""https://twitter.com"" rel=""nofollow"">TweetDeck Web App</a>",,,,,,,,,False,0,0,False,False,en,en,recent,152200989,152200989,Mr. Brightside. ❁,kakyuds,I'm Still Around You,Penikmat sepakbola yang hobi menonton film sambil bergulat.  🖤,,,[],False,689,167,11,Sat Jun 05 10:00:35 +0000 2010,164,,,False,False,74276,,False,False,False,186BF0,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,True,http://pbs.twimg.com/profile_images/1613933044171411456/4eRZbkC8_normal.jpg,https://pbs.twimg.com/profile_images/1613933044171411456/4eRZbkC8_normal.jpg,https://pbs.twimg.com/profile_banners/152200989/1596017238,DAA520,944A94,AECDE8,7D2585,True,True,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 05:24:26 +0000 2023,1632613085340123136,1632613085340123136,"So far we have been knocked out of UCL and UEL, lost to Almeria and Madrid and drew with Espanyol and Rayo Vallecano in La Liga while playing mediocre football in the past few weeks. 

I think we’ve suffered enough this season tbh. https://t.co/W06AZyuBcE",False,"[0, 231]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,0,False,False,en,en,recent,1281110544045367298,1281110544045367298,FDJ,FCXaviBall,"Brisbane, Queensland",FC Barcelona | Midfield enthusiast,,,[],False,131,313,0,Thu Jul 09 06:19:06 +0000 2020,178760,,,False,False,7945,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1580385651627036672/zHPxxDm5_normal.jpg,https://pbs.twimg.com/profile_images/1580385651627036672/zHPxxDm5_normal.jpg,https://pbs.twimg.com/profile_banners/1281110544045367298/1677495774,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,1.6325316909113098e+18,1632531690911309825,Mon Mar 06 00:01:00 +0000 2023,1.6325316909113098e+18,1632531690911309825,"🎙️ RAPHINHA: ""We need to know how to suffer if we want to win."" #BarçaValencia https://t.co/AzkLLiPdss",False,"[0, 78]",en,recent,"<a href=""http://grabyo.com"" rel=""nofollow"">Grabyo</a>",,,,,,96951800.0,96951800,FC Barcelona,FCBarcelona,NEW KIT 👉,#ForçaBarça! Join us: @fcbarcelona_cat @fcbarcelona_es @fcbarcelona_br @fcbarcelona_jp @fcbarcelona_id @fcbarcelona_ara @fcbarcelona_fra @fcbarcelona_tr,https://t.co/zlbHwPtbWD,"[{'url': 'https://t.co/zlbHwPtbWD', 'expanded_url': 'http://barca.link/sw9v30slhfb', 'display_url': 'barca.link/sw9v30slhfb', 'indices': [0, 23]}]",[],False,46625552.0,112.0,33899.0,Tue Dec 15 09:53:50 +0000 2009,4190.0,,,True,True,131061.0,,False,False,True,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1631945271763509249/_0Qly9Gc_normal.jpg,https://pbs.twimg.com/profile_images/1631945271763509249/_0Qly9Gc_normal.jpg,https://pbs.twimg.com/profile_banners/96951800/1677921111,9B0034,FFFFFF,CBC9C4,333333,False,False,False,False,False,False,False,regular,[],,,,,False,207.0,4405.0,False,False,False,en
Mon Mar 06 03:32:52 +0000 2023,1632585008840843264,1632585008840843264,Get ready to go to Rayo Vallecano next season hermano https://t.co/cgl4V3YlVt,False,"[0, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,True,0,2,False,False,en,en,recent,1169478092735340545,1169478092735340545,MR,Manchestereds_,"Manchester, England",⚽️ X 🏎 | Manchester United Football Club | Mercedes F1,,,[],False,1334,2163,5,Thu Sep 05 05:11:40 +0000 2019,202271,,,False,False,27486,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1600456685721722882/6YknF1O9_normal.jpg,https://pbs.twimg.com/profile_images/1600456685721722882/6YknF1O9_normal.jpg,https://pbs.twimg.com/profile_banners/1169478092735340545/1618575702,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,False,1.6325147752120812e+18,1632514775212081156,Sun Mar 05 22:53:47 +0000 2023,1.6325147752120812e+18,1632514775212081156,https://t.co/I72eNMiCIu,False,"[0, 0]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,265982289.0,265982289,David de Gea,D_DeGea,,⚽ Goalkeeper @ManUtd 🇪🇸 International with @SeFutbol ♦️ Founder & President @RebelsGaming,https://t.co/uUPm1FlRse,"[{'url': 'https://t.co/uUPm1FlRse', 'expanded_url': 'http://daviddegea.com', 'display_url': 'daviddegea.com', 'indices': [0, 23]}]",[],False,14376793.0,272.0,11578.0,Mon Mar 14 13:03:14 +0000 2011,750.0,,,False,True,2911.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1471229198111055878/qTo-1fDL_normal.jpg,https://pbs.twimg.com/profile_images/1471229198111055878/qTo-1fDL_normal.jpg,https://pbs.twimg.com/profile_banners/265982289/1639342784,0084B4,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,none,[],,,,,False,4814.0,60182.0,False,False,False,zxx
Mon Mar 06 01:10:42 +0000 2023,1632549231473967104,1632549231473967104,Leeds interested in Rayo Vallecano's Andoni Iraola as manager search continues - https://t.co/sVWq0HfK0N,False,"[0, 104]","<a href=""https://sportson.co.za/"" rel=""nofollow"">SportsOn Autopost Bot</a>",,,,,,,,,False,0,0,False,False,en,en,recent,1963328778,1963328778,SportsON,MySportsON,,SportsON provide a feature-rich sports news experience of Local & International sporting news with unparalleled in-depth sport analysis by sport experts.,https://t.co/0gnUHJJ5Ho,"[{'url': 'https://t.co/0gnUHJJ5Ho', 'expanded_url': 'http://www.sportson.co.za', 'display_url': 'sportson.co.za', 'indices': [0, 23]}]",[],False,2362,1288,2,Tue Oct 15 20:46:10 +0000 2013,15,,,False,False,1562,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/641507327728746496/dkbE9QRK_normal.png,https://pbs.twimg.com/profile_images/641507327728746496/dkbE9QRK_normal.png,https://pbs.twimg.com/profile_banners/1963328778/1441782298,DD2E44,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
