created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang
Mon Mar 06 20:30:00 +0000 2023,1632840978053701641,1632840978053701641,"Osasuna vs Celta Vigo
(21:00 GMT +2)

Villarreal B vs Alaves
(21:00 GMT +2)

Watch live stream on this link
https://t.co/zdDm9LWGVm",False,"[0, 131]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1596224390986874882,1596224390986874882,StreamFootball,StreamF95870582,Manchester,Football News,,[],False,73,130,0,Fri Nov 25 19:28:58 +0000 2022,1605,,,False,False,1278,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1596225186969550848/_kxyTZW9_normal.jpg,https://pbs.twimg.com/profile_images/1596225186969550848/_kxyTZW9_normal.jpg,https://pbs.twimg.com/profile_banners/1596224390986874882/1669404727,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 20:30:00 +0000 2023,1632840977248296962,1632840977248296962,"Osasuna vs Celta Vigo
(21:00 GMT +2)

Villarreal B vs Alaves
(21:00 GMT +2)

Watch live stream on this link
https://t.co/8SuqS8WrLk",False,"[0, 131]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1586354683509186561,1586354683509186561,EmpireTeam11,EmpireTeam11,London,Football News,https://t.co/FqMgUqUISz,[],False,27,118,0,Sat Oct 29 13:50:16 +0000 2022,796,,,False,False,1309,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1586356714697367553/-BymnROE_normal.jpg,https://pbs.twimg.com/profile_images/1586356714697367553/-BymnROE_normal.jpg,https://pbs.twimg.com/profile_banners/1586354683509186561/1667051889,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/FqMgUqUISz', 'expanded_url': 'http://livefootballempire.com', 'display_url': 'livefootballempire.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 20:30:00 +0000 2023,1632840977005318147,1632840977005318147,"Osasuna vs Celta Vigo
(21:00 GMT +2)

Villarreal B vs Alaves
(21:00 GMT +2)

Watch live stream on this link
https://t.co/8LOajM1lTu",False,"[0, 131]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1578836129146720259,1578836129146720259,FutbollEMP,FutbollEmp,England,"Futboll , Live , Free",https://t.co/KZPB3ViXt3,[],False,28,107,0,Sat Oct 08 19:54:16 +0000 2022,926,,,False,False,1483,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1578836710753976320/zoJdAnsn_normal.jpg,https://pbs.twimg.com/profile_images/1578836710753976320/zoJdAnsn_normal.jpg,https://pbs.twimg.com/profile_banners/1578836129146720259/1665259035,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/KZPB3ViXt3', 'expanded_url': 'http://Livefootballempire.com', 'display_url': 'Livefootballempire.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 20:24:03 +0000 2023,1632839479470718976,1632839479470718976,Yeeeeeeeahhh 👊🏻👊🏻👊🏻 https://t.co/i4q497GO9v https://t.co/GOK7Imlc1Y,False,"[0, 43]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,3,False,False,en,en,recent,1258136423825395712,1258136423825395712,DOU🇪🇸🇸🇳,elp1p4as_4,"Araba/Álava, País Vasco",Nacionalismo Alaves,,[],False,151,159,0,Wed May 06 20:48:08 +0000 2020,13577,,,False,False,3266,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633170951943647233/PsqdlVF0_normal.jpg,https://pbs.twimg.com/profile_images/1633170951943647233/PsqdlVF0_normal.jpg,https://pbs.twimg.com/profile_banners/1258136423825395712/1671105741,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,1.6328383131732132e+18,1632838313173213184,Mon Mar 06 20:19:25 +0000 2023,1.6328383131732132e+18,1632838313173213184,"🧤 Homenaje conjunto a #Iribar80 👏

@AntonioSivera1 e Iker Álvarez, de negro 🖤

#VillarrealBAlavés #AltaLaFrente 🔵⚪️ https://t.co/Uc75U5rqTq",False,"[0, 115]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,186055984.0,186055984,Deportivo Alavés,Alaves,"Araba/Álava, País Vasco","📌 𝗧𝘄𝗶𝘁𝘁𝗲𝗿 𝗢𝗳𝗶𝗰𝗶𝗮𝗹  | ♀ @AlavesFem | @Alaves_eus | @alaveseng

📸 𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: https://t.co/706JHPgE2B  
👥 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://t.co/tUx0KBNaTz",https://t.co/pBvw1oi5LM,"[{'url': 'https://t.co/pBvw1oi5LM', 'expanded_url': 'http://www.deportivoalaves.com', 'display_url': 'deportivoalaves.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/706JHPgE2B', 'expanded_url': 'http://bit.ly/2xEwvP3', 'display_url': 'bit.ly/2xEwvP3', 'indices': [75, 98]}, {'url': 'https://t.co/tUx0KBNaTz', 'expanded_url': 'http://bit.ly/3Ncvei', 'display_url': 'bit.ly/3Ncvei', 'indices': [113, 136]}]",False,245963.0,360.0,1765.0,Thu Sep 02 13:51:41 +0000 2010,29593.0,,,True,True,80615.0,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1583396306311122945/9oqd2pIj_normal.png,https://pbs.twimg.com/profile_images/1583396306311122945/9oqd2pIj_normal.png,https://pbs.twimg.com/profile_banners/186055984/1678135640,0061A6,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,[],,,,,False,16.0,310.0,False,False,False,es
Mon Mar 06 20:20:48 +0000 2023,1632838664307843072,1632838664307843072,"20' Villarreal B 0-0 Alaves

Villarreal have gone into the break level in 5 of their last 7 home matches when it was all-square after 20 minutes.

First Half Result (1X2): Draw

#VILBALA #LaLiga2",False,"[0, 195]","<a href=""https://twitter.com/BiRPrompts"" rel=""nofollow"">rtweet_prompts</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1204003139462008832,1204003139462008832,BetItRightPrompts,BiRPrompts,,Pre-match and in-play bet prompts brought to you by BetItRight. Followers must be 18+. Please gamble responsibly. https://t.co/WRPYrQuyg0,https://t.co/dGzLVRr3n2,"[{'url': 'https://t.co/WRPYrQuyg0', 'expanded_url': 'http://begambleaware.org', 'display_url': 'begambleaware.org', 'indices': [114, 137]}]",False,1624,9,7,Mon Dec 09 11:42:10 +0000 2019,125,,,False,False,53898,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1481038403600883713/rhALq6Rp_normal.jpg,https://pbs.twimg.com/profile_images/1481038403600883713/rhALq6Rp_normal.jpg,https://pbs.twimg.com/profile_banners/1204003139462008832/1641942260,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/dGzLVRr3n2', 'expanded_url': 'http://www.betitright.com', 'display_url': 'betitright.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 20:11:31 +0000 2023,1632836326771810305,1632836326771810305,"📸 𝐎𝐍𝐂𝐄 𝐈𝐍𝐈𝐂𝐈𝐀𝐋

#VillarrealBAlavés #AltaLaFrente 🔵⚪️ https://t.co/ESAh2zDsmQ",False,"[0, 52]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,33,False,False,en,en,recent,186055984,186055984,Deportivo Alavés,Alaves,"Araba/Álava, País Vasco","📌 𝗧𝘄𝗶𝘁𝘁𝗲𝗿 𝗢𝗳𝗶𝗰𝗶𝗮𝗹  | ♀ @AlavesFem | @Alaves_eus | @alaveseng

📸 𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: https://t.co/706JHPgE2B  
👥 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://t.co/tUx0KBNaTz",https://t.co/pBvw1oi5LM,"[{'url': 'https://t.co/706JHPgE2B', 'expanded_url': 'http://bit.ly/2xEwvP3', 'display_url': 'bit.ly/2xEwvP3', 'indices': [75, 98]}, {'url': 'https://t.co/tUx0KBNaTz', 'expanded_url': 'http://bit.ly/3Ncvei', 'display_url': 'bit.ly/3Ncvei', 'indices': [113, 136]}]",False,245963,360,1765,Thu Sep 02 13:51:41 +0000 2010,29593,,,True,True,80615,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1583396306311122945/9oqd2pIj_normal.png,https://pbs.twimg.com/profile_images/1583396306311122945/9oqd2pIj_normal.png,https://pbs.twimg.com/profile_banners/186055984/1678135640,0061A6,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/pBvw1oi5LM', 'expanded_url': 'http://www.deportivoalaves.com', 'display_url': 'deportivoalaves.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 20:00:01 +0000 2023,1632833430470766592,1632833430470766592,"LaLiga 2

Villarreal B vs Alaves
(21:00 GMT +2)

Watch live stream on this link
https://t.co/Hh2MdnL6t4",False,"[0, 103]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1568653480138620928,1568653480138620928,Sport Matches,MatchesSport,London,SPORT,https://t.co/S8g4EvOC4O,[],False,34,149,0,Sat Sep 10 17:31:57 +0000 2022,742,,,False,False,1439,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1570066362525007873/0Ay7Pk6D_normal.jpg,https://pbs.twimg.com/profile_images/1570066362525007873/0Ay7Pk6D_normal.jpg,https://pbs.twimg.com/profile_banners/1568653480138620928/1663167985,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/S8g4EvOC4O', 'expanded_url': 'http://Livefootballempire.com', 'display_url': 'Livefootballempire.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:58:35 +0000 2023,1632833069894754304,1632833069894754304,Villarreal II vs Alavés has World Feed coverage. With commentary from Carlos Ponte.  For more details see https://t.co/0phJP6nXAS #VillarrealII #Alavs,False,"[0, 150]","<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1183712712146198528,1183712712146198528,Internet Commentator Database ICDb,ICDb_tv,UK,Internet Commentator Database,https://t.co/NZTJcBgu2b,[],False,1939,5004,20,Mon Oct 14 11:54:42 +0000 2019,32336,,,False,False,269765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_images/1183713659471745024/rrBuraMz_normal.jpg,https://pbs.twimg.com/profile_banners/1183712712146198528/1675285658,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/NZTJcBgu2b', 'expanded_url': 'https://www.icdb.tv', 'display_url': 'icdb.tv', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:48:45 +0000 2023,1632830595418947587,1632830595418947587,"Spain
Segunda Division

ALAVES 1.3
beat
VILLARREAL CF B
Hollywoodbets https://t.co/8oX1W4SWBY  

#sports #BNB #ETH #Bitcoin #BTC #loveisland #BBTitans #Crypto #soccer  #GamblingTwitter #NFT #MondayThoughts https://t.co/boRtdamEzv",False,"[0, 205]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,1365269072598941698,1365269072598941698,TerryTheTipsterSA,TerryTheTipste1,South Africa,"Sports Nut, Tipping Enthusiast. 80s music addict who loves betting on horses and all sport. Follow for FREE Betting Tips on variety of Sports.",,[],False,2057,4534,25,Fri Feb 26 11:55:09 +0000 2021,6260,,,False,False,23976,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1611319209476194305/WkwN6sjN_normal.jpg,https://pbs.twimg.com/profile_images/1611319209476194305/WkwN6sjN_normal.jpg,https://pbs.twimg.com/profile_banners/1365269072598941698/1673003415,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:45:00 +0000 2023,1632829651893764096,1632829651893764096,"[📺 LIVE - 20H55] 🇪🇸 #LaLiga2
⚽️ Villarreal B - Alaves en direct sur beIN SPORTS MAX 6 !",False,"[0, 87]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,18,False,False,en,en,recent,569138069,569138069,beIN SPORTS,beinsports_FR,France,"beIN SPORTS, le plus grand des spectacles. Découvrez comment vous abonner sur notre site web 👇👇👇",https://t.co/pqFzXynddR,[],False,3533218,6538,3323,Wed May 02 14:16:08 +0000 2012,423,,,True,True,257023,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1536734733287231493/8C01uQs-_normal.jpg,https://pbs.twimg.com/profile_images/1536734733287231493/8C01uQs-_normal.jpg,https://pbs.twimg.com/profile_banners/569138069/1672675856,5C2F8D,FFFFFF,7AC3EE,3D1957,False,False,False,False,False,False,False,none,[],,"[{'url': 'https://t.co/pqFzXynddR', 'expanded_url': 'http://www.beinsports.com', 'display_url': 'beinsports.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:20:03 +0000 2023,1632823373339283456,1632823373339283456,"#TeamParieur #Teamparieurs #football 

Alaves https://t.co/7EFLDuziNU",False,"[0, 45]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1600950156383461376,1600950156383461376,amomo,amomo591,,Tu veut encaissé gratuitement rejoint nous,https://t.co/SahAWa85NG,[],False,23,402,0,Thu Dec 08 20:27:27 +0000 2022,751,,,False,False,131,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1601870191901687809/2oWqxKqd_normal.jpg,https://pbs.twimg.com/profile_images/1601870191901687809/2oWqxKqd_normal.jpg,https://pbs.twimg.com/profile_banners/1600950156383461376/1670750610,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/SahAWa85NG', 'expanded_url': 'https://t.me/+kP2mHrQat5oyMzE0', 'display_url': 't.me/+kP2mHrQat5oyM…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:16:01 +0000 2023,1632822359760486400,1632822359760486400,"20:00 Villarreal B v Alaves

Alaves have scored in both halves in 4 of their last 6 games.

To Score In Both Halves: Alaves

#VILBALA #LaLiga2",False,"[0, 142]","<a href=""https://twitter.com/BiRPrompts"" rel=""nofollow"">rtweet_prompts</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1204003139462008832,1204003139462008832,BetItRightPrompts,BiRPrompts,,Pre-match and in-play bet prompts brought to you by BetItRight. Followers must be 18+. Please gamble responsibly. https://t.co/WRPYrQuyg0,https://t.co/dGzLVRr3n2,"[{'url': 'https://t.co/WRPYrQuyg0', 'expanded_url': 'http://begambleaware.org', 'display_url': 'begambleaware.org', 'indices': [114, 137]}]",False,1624,9,7,Mon Dec 09 11:42:10 +0000 2019,125,,,False,False,53898,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1481038403600883713/rhALq6Rp_normal.jpg,https://pbs.twimg.com/profile_images/1481038403600883713/rhALq6Rp_normal.jpg,https://pbs.twimg.com/profile_banners/1204003139462008832/1641942260,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/dGzLVRr3n2', 'expanded_url': 'http://www.betitright.com', 'display_url': 'betitright.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:08:17 +0000 2023,1632820414073262083,1632820414073262083,"Monday in Segunda 

#VillarrealBAlaves

Alaves can capitalise on the dropped points from Las Palmas &amp; Levante this weekend to move level 2nd, if they can win

After an avalanche of goals they drew a blank last time out

Villarreal B almost safe

Both sides are at full strength https://t.co/p9SeDBlUg1",False,"[0, 281]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,1379037442561486851,1379037442561486851,Spanish Segunda,SegundaSpanish,Spain,"Covering the Spanish Segunda Division, (LaLiga Smartbank) All of the teams, news & analysis, in one place 🎙The Spanish Segunda Show - host @mallorcalex100🎙",https://t.co/f8muTep6Wc,[],False,2491,698,34,Mon Apr 05 11:45:36 +0000 2021,4973,,,True,False,7489,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1406552490271707136/emDK2ybz_normal.jpg,https://pbs.twimg.com/profile_images/1406552490271707136/emDK2ybz_normal.jpg,https://pbs.twimg.com/profile_banners/1379037442561486851/1619525398,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/f8muTep6Wc', 'expanded_url': 'http://www.otbfootball.net/segunda/', 'display_url': 'otbfootball.net/segunda/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:06:58 +0000 2023,1632820083339800579,1632820083339800579,"NEW GAME ON⚽️⚽️🏟️⚽️⚽️

&gt;Spain🇪🇸&gt;LaLiga&gt;Villarreal B - Alaves⏰50'

   Villarreal B vs. Alaves – Under 2,25 Goals – 1,85

AH - ASIAN HANDICAP

❤️&amp;🔁

#bettingexpert #footballpredictionstoday #ParisSportifs #Sportwetten #ScommesseSportive #freetips #oddswin #apuestasdeportivas https://t.co/hWOeR7vhIM",False,"[0, 286]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,1127561263654088706,1127561263654088706,FOOTBALL BET TODAY,Bettor_Club,,"Football tipster research the best football bet for winning bets soccer matches tips.
Follow us for our betting predictions.
Only 18+ Please Gamble Responsibly!",,[],False,2865,841,24,Sun May 12 13:08:49 +0000 2019,113287,,,False,False,108479,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1137047225404678144/k7JU_jMg_normal.png,https://pbs.twimg.com/profile_images/1137047225404678144/k7JU_jMg_normal.png,https://pbs.twimg.com/profile_banners/1127561263654088706/1559751219,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Mar 06 19:05:02 +0000 2023,1632819594703372291,1632819594703372291,"coming up soon frog's top selections include the following gold bets:

🇪🇸Villarreal B v Alaves
🏴󠁧󠁢󠁥󠁮󠁧󠁿Stourbridge v Alvechurch
🇵🇪Deportivo Municipal v Deportivo Garcilaso
🇮🇪Shamrock Rovers v Cork City
🇺🇾Potencia v Rentistas https://t.co/YRLQ3s9FcO",False,"[0, 223]","<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">ftg321</a>",,,,,,,,,,False,1,0,False,False,en,en,recent,2826009522,2826009522,Free Football Betting Tips,FrogTheGambler,"London, England",frog the gambler gold predictions have made over £70000 profit at £10 a bet using the latest #AI to extract value in betting markets. #frogknew 🔞,https://t.co/4rXVuzyGs9,[],False,7391,60,31,Mon Sep 22 09:49:01 +0000 2014,485,,,False,False,11810,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1394296354097274884/vzHlgbEi_normal.jpg,https://pbs.twimg.com/profile_images/1394296354097274884/vzHlgbEi_normal.jpg,https://pbs.twimg.com/profile_banners/2826009522/1621260699,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/4rXVuzyGs9', 'expanded_url': 'http://www.frogthegambler.com', 'display_url': 'frogthegambler.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
