created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,place,user.entities.url.urls
Wed Mar 08 02:01:11 +0000 2023,1633286712611971073,1633286712611971073,"Florida Panthers - Vegas Golden Knights
Sibir Novosibirsk - HK Avangard Omsk
FC Bayern Munich - Paris Saint-Germain FC
Tottenham Hotspur FC - AC Milan

Bet slip link: https://t.co/PhQNPbBcPp https://t.co/m3DpgH1ERH",False,"[0, 190]","<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">StakeSportsBet</a>",,,,,,,,,False,1,0,False,False,False,en,en,recent,1343392701660610562,1343392701660610562,Crypto Sports Today,btcbettingtips,,"➡ USA https://t.co/TkvLIKEKA5
➡ Non-USA https://t.co/JzaDRD8dJZ",https://t.co/JzaDRD8dJZ,"[{'url': 'https://t.co/TkvLIKEKA5', 'expanded_url': 'https://stake.us/?c=sportsbook', 'display_url': 'stake.us/?c=sportsbook', 'indices': [6, 29]}, {'url': 'https://t.co/JzaDRD8dJZ', 'expanded_url': 'https://stake.com/?c=betid', 'display_url': 'stake.com/?c=betid', 'indices': [40, 63]}]",False,1331,0,10,Mon Dec 28 03:06:01 +0000 2020,1326,,,False,False,85100,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1357957789495160833/yhzcj8AT_normal.png,https://pbs.twimg.com/profile_images/1357957789495160833/yhzcj8AT_normal.png,https://pbs.twimg.com/profile_banners/1343392701660610562/1641808235,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/JzaDRD8dJZ', 'expanded_url': 'https://stake.com/?c=betid', 'display_url': 'stake.com/?c=betid', 'indices': [0, 23]}]"
Wed Mar 08 01:30:22 +0000 2023,1633278953765961728,1633278953765961728,🔵🔴 Six clubs possibles pour Pep Guardiola #PSG #AllezParis #TeamPSG https://t.co/BGUReht38x,False,"[0, 91]","<a href=""https://saas.mashup-web.com/"" rel=""nofollow"">Mashup-Web 2</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,3466864756,3466864756,Paris Addict,PSGAddictFR,"Paris, France",Toutes les news du PSG sur un seul compte ! #PSG,https://t.co/cUwNlL4uz3,[],False,6532,5805,90,Fri Aug 28 09:00:05 +0000 2015,10,,,False,False,195936,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1016595496276807681/kQlCJH1j_normal.jpg,https://pbs.twimg.com/profile_images/1016595496276807681/kQlCJH1j_normal.jpg,https://pbs.twimg.com/profile_banners/3466864756/1456752257,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/cUwNlL4uz3', 'expanded_url': 'https://www.football-addict.com/fr/news/ligue-1/paris-saint-germain-psg', 'display_url': 'football-addict.com/fr/news/ligue-…', 'indices': [0, 23]}]"
Wed Mar 08 01:25:54 +0000 2023,1633277832305741824,1633277832305741824,"I bet 50 USDC on Bayern Munich - Paris Saint Germain, Total Goals: Over (3.5), wish me luck!
 https://t.co/25vwgdhUjf
https://t.co/9pHBc4SNzs",False,"[0, 141]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1603297632973111296,1603297632973111296,webbbb,wydsfchs,,,,[],False,30,283,2,Thu Dec 15 07:55:32 +0000 2022,37,,,False,False,34,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1603298504935366656/w1J7IzQ6_normal.jpg,https://pbs.twimg.com/profile_images/1603298504935366656/w1J7IzQ6_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Wed Mar 08 01:12:44 +0000 2023,1633274519237582848,1633274519237582848,"New Overtime AMM position bought
Bayern Munich - Paris Saint-Germain 
Amount: 72.23
Paid: 19.956 sUSD
Position: Paris Saint-Germain 
Potential profit: 52 sUSD (262%)",False,"[0, 165]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,False,0,0,False,False,,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]"
Wed Mar 08 00:48:16 +0000 2023,1633268362242568193,1633268362242568193,@Realrclark25 Lamar made a mistake in representing himself. Trying to get Deshaun Watson type of deal is a mistake. The Browns paying Watson that much $ is similar to European Soccer where Paris Saint Germain paid a ridiculous transfer fee of €222m for Neymar. Not even Ronaldo or Messi cost =,False,"[14, 293]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633231870895829e+18,1633231870895828992,2312904278.0,2312904278,Realrclark25,,,,False,0,0,False,False,,en,en,recent,937811395365675008,937811395365675008,Gevoux,Guccifeller,,,,[],False,113,4998,0,Mon Dec 04 22:30:35 +0000 2017,28644,,,True,False,10817,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1191170189682827264/8Xx_skm3_normal.jpg,https://pbs.twimg.com/profile_images/1191170189682827264/8Xx_skm3_normal.jpg,https://pbs.twimg.com/profile_banners/937811395365675008/1593195123,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Wed Mar 08 00:40:00 +0000 2023,1633266279196028930,1633266279196028930,Kylian Mbappe heads to Munich fresh from a record-breaking weekend with Paris Saint-Germain and determined to lead the French giants past Bayern and into the quarter-finals of the Champions League. https://t.co/lfqtyN3DG6,False,"[0, 221]","<a href=""https://www.socialchamp.io"" rel=""nofollow"">SocialChamp IO </a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,2579852005,2579852005,Khmer Times,KhmerTimes,"Phnom Penh, Cambodia","Virtus Media Pte., Ltd.",http://t.co/pwutudZxM6,[],False,17935,79,157,Sat Jun 21 04:53:22 +0000 2014,27,,,False,False,73316,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/858831548266631172/JLQqThso_normal.jpg,https://pbs.twimg.com/profile_images/858831548266631172/JLQqThso_normal.jpg,https://pbs.twimg.com/profile_banners/2579852005/1495304192,1500B3,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'http://t.co/pwutudZxM6', 'expanded_url': 'http://khmertimeskh.com', 'display_url': 'khmertimeskh.com', 'indices': [0, 22]}]"
Wed Mar 08 00:35:52 +0000 2023,1633265241680146433,1633265241680146433,"Tomorrow's game: #PSG vs #Bayern in Munich
https://t.co/VLPGeqPN8T",False,"[0, 66]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,363389577,363389577,Igor Makarov,Makarov_Igor,Boston area,"Поэт и просто добрый собеседник; мой WebSite - внизу. True visionary: witty, kind, passionate. Poet writing in Russian & English. Follow/unfollow symmetrically.",http://t.co/SF9welRsAz,[],False,5966,5711,86,Sun Aug 28 00:49:46 +0000 2011,100,,,True,False,69306,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1516667017/Makarov_normal.JPEG,https://pbs.twimg.com/profile_images/1516667017/Makarov_normal.JPEG,https://pbs.twimg.com/profile_banners/363389577/1401412550,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,[],,,,,,,,,,,,,"[{'url': 'http://t.co/SF9welRsAz', 'expanded_url': 'http://igormakarov.webs.com/', 'display_url': 'igormakarov.webs.com', 'indices': [0, 22]}]"
Tue Mar 07 23:56:33 +0000 2023,1633255344901173250,1633255344901173250,"Paris Saint-Germain's Lionel Messi set for Barcelona tribute match
https://t.co/PEZE3mxQLW",False,"[0, 90]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1428962869970878465,1428962869970878465,Jaun News Usa,jaunnewsusa,,100%follow back,,[],False,1168,3670,3,Sat Aug 21 06:12:48 +0000 2021,734,,,False,False,250102,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1428965910631616515/URzRTj2__normal.png,https://pbs.twimg.com/profile_images/1428965910631616515/URzRTj2__normal.png,https://pbs.twimg.com/profile_banners/1428962869970878465/1629527010,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 23:50:06 +0000 2023,1633253721386762246,1633253721386762246,"When and Where to Watch Champions League 2022-23 Live Coverage on Live TV Online

https://t.co/rmRdZ7jfqG 
#Bayern_Munich_vs_Paris_Saint_Germain #Bayern_Munich_vs_Paris_Saint_Germain_Live_Streaming #Bayern_Munich_vs_Paris_Saint_Germain_Match #Champi...
https://t.co/rmRdZ7jfqG",False,"[0, 276]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,0,0,False,False,False,en,en,recent,1929486847,1929486847,India24hourslive,India24hoursliv,,,,[],False,1572,1,2,Thu Oct 03 05:23:28 +0000 2013,14,,,False,False,15095,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000550878249/b8a6629994846439a4fd68d26a61ba0d_normal.jpeg,https://pbs.twimg.com/profile_images/378800000550878249/b8a6629994846439a4fd68d26a61ba0d_normal.jpeg,https://pbs.twimg.com/profile_banners/1929486847/1461433041,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 23:46:05 +0000 2023,1633252711238959105,1633252711238959105,"The success in the first leg enabled FC Bayern to level up their overall record against Paris Saint-Germain. Of the 12 previous meetings, both teams have now won six, with FCB winning five of the last seven. #FCBPSG #UCL https://t.co/lLGsgdZnKt",False,"[0, 220]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,4,False,False,False,en,en,recent,1398270298408067073,1398270298408067073,FC Bayern English & Germany National team,FCBayernGER,,,,[],False,2138,2299,18,Fri May 28 13:30:09 +0000 2021,112365,,,False,False,64780,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_banners/1398270298408067073/1669122145,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
Tue Mar 07 23:43:15 +0000 2023,1633252000157556738,1633252000157556738,"FC Bayern have won 15 of their last 17 home matches in the Champions League (one draw, one defeat). However, the only defeat in this period came in the 2020/21 quarter-finals against Paris Saint- Germain (3-2). #FCBPSG #UCL https://t.co/uAc1l0CBrk",False,"[0, 223]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,0,8,False,False,False,en,en,recent,1398270298408067073,1398270298408067073,FC Bayern English & Germany National team,FCBayernGER,,,,[],False,2138,2299,18,Fri May 28 13:30:09 +0000 2021,112365,,,False,False,64780,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_images/1597711083862646785/iyCHo_cv_normal.jpg,https://pbs.twimg.com/profile_banners/1398270298408067073/1669122145,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,
