created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,user.entities.url.urls,geo.type,geo.coordinates,coordinates.type,coordinates.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.possibly_sensitive,quoted_status.place.id,quoted_status.place.url,quoted_status.place.place_type,quoted_status.place.name,quoted_status.place.full_name,quoted_status.place.country_code,quoted_status.place.country,quoted_status.place.contained_within,quoted_status.place.bounding_box.type,quoted_status.place.bounding_box.coordinates,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Tue Mar 07 23:30:04 +0000 2023,1633248680403935233,1633248680403935233,"We've added more stock in Strasbourg, France! Deploy a #VPS in Strasbourg, France now! https://t.co/VasGtlQkrK",False,"[0, 110]","<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">EvoStatusReport</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1706384851,1706384851,Evolution Host,EvoHostin,https://evolution-host.com,"Evolution Host offer premium quality VPS hosting, Game Server Hosting and a multitude of other services. Find us at https://t.co/Bw71F1h5TB",https://t.co/Bw71F1h5TB,"[{'url': 'https://t.co/Bw71F1h5TB', 'expanded_url': 'https://evolution-host.com', 'display_url': 'evolution-host.com', 'indices': [116, 139]}]",False,15995,0,8,Wed Aug 28 04:54:53 +0000 2013,97,,,False,False,3135,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183053071435419648/xZ7Pr5lu_normal.png,https://pbs.twimg.com/profile_images/1183053071435419648/xZ7Pr5lu_normal.png,https://pbs.twimg.com/profile_banners/1706384851/1597824721,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/Bw71F1h5TB', 'expanded_url': 'https://evolution-host.com', 'display_url': 'evolution-host.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:26:26 +0000 2023,1633247768138350596,1633247768138350596,"“I think there are interesting indications that actually in Strasbourg our case is being listened to”  

Conservative MP Richard Graham tells #Newsnight we will have to wait to see what the courts say about the UK’s refugee policy

https://t.co/P0zxS1DNGF https://t.co/Ha1v4iMK6a",False,"[0, 255]","<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>",,,,,,,,,,False,2,1,False,False,en,en,recent,20543416,20543416,BBC Newsnight,BBCNewsnight,"London, UK","Welcome! Find us weekdays 10:30pm on BBC Two with @KirstyWark, @vicderbyshire & @faisalislam, or anytime on Facebook and YouTube https://t.co/PYmstwQbyP",https://t.co/kOz7JcH6BR,"[{'url': 'https://t.co/PYmstwQbyP', 'expanded_url': 'http://bbc.in/3Tmev0C', 'display_url': 'bbc.in/3Tmev0C', 'indices': [129, 152]}]",False,726903,3090,6409,Tue Feb 10 20:37:57 +0000 2009,2180,,,True,True,56967,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1612935137125191682/nCfRhVsI_normal.jpg,https://pbs.twimg.com/profile_images/1612935137125191682/nCfRhVsI_normal.jpg,https://pbs.twimg.com/profile_banners/20543416/1673602022,16023D,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],"[{'url': 'https://t.co/kOz7JcH6BR', 'expanded_url': 'http://bbc.co.uk/newsnight', 'display_url': 'bbc.co.uk/newsnight', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:11:46 +0000 2023,1633244076706349056,1633244076706349056,Strasbourg with more colors. 🌈 https://t.co/2j7RlGHF7e,False,"[0, 30]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,1092541413701632001,1092541413701632001,kinky linking 🦎,pensueurs,"Strasbourg, France","Slutty Poet 💦 Queer UX Writer 🏳️‍🌈 #PornStudies 🍿 

Alternatives conviviales  🌶 🍢 Plaisirs pops 🍑 🍹 

🕳️ https://t.co/hjoqZcUb2d 🕳️",https://t.co/60COEPSQde,"[{'url': 'https://t.co/hjoqZcUb2d', 'expanded_url': 'http://bio.link/wordhub', 'display_url': 'bio.link/wordhub', 'indices': [105, 128]}]",False,514,1357,3,Mon Feb 04 21:52:26 +0000 2019,96390,,,False,False,12192,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1598008886274973696/jA47PK3d_normal.jpg,https://pbs.twimg.com/profile_images/1598008886274973696/jA47PK3d_normal.jpg,https://pbs.twimg.com/profile_banners/1092541413701632001/1669829984,981CEB,000000,000000,000000,False,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/60COEPSQde', 'expanded_url': 'https://wordhubpremium.blogspot.com', 'display_url': 'wordhubpremium.blogspot.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,False,1.6331726781891215e+18,1633172678189121540,Tue Mar 07 18:28:04 +0000 2023,1.6331726781891215e+18,1633172678189121540,"Journée de mobilisation historique à Strasbourg.  25 000 en manifestation, un cortège de jeunesse plus déterminé qu'à l'accoutumée, et divers blocages toute la matinée. #grevedu7mars #BlocageDeLaFrance https://t.co/bNStAU9nm6",False,"[0, 201]",en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.3645597141813412e+18,1364559714181341192,Action Antifasciste Strasbourg 🇵🇸,AFA_SXB,Strasbourg,"Organisation antifasciste autonome à Strasbourg. 
Fb : @afasxb
Insta : @afa_sxb",https://t.co/II60rznlOn,"[{'url': 'https://t.co/II60rznlOn', 'expanded_url': 'http://www.instagram.com/afa_sxb', 'display_url': 'instagram.com/afa_sxb', 'indices': [0, 23]}]",[],False,901.0,141.0,1.0,Wed Feb 24 12:57:35 +0000 2021,200.0,,,True,False,275.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1364560201303683074/Biq3jwUy_normal.jpg,https://pbs.twimg.com/profile_images/1364560201303683074/Biq3jwUy_normal.jpg,https://pbs.twimg.com/profile_banners/1364559714181341192/1614173641,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,False,39.0,134.0,False,False,fr,False,,,,,,,,,,,,
Tue Mar 07 23:10:28 +0000 2023,1633243746547429379,1633243746547429379,"An Istanbul Armenian, Acharian studied at local Armenian schools &amp; at Sorbonne, under Antoine Meillet, and the University of Strasbourg, under Heinrich Hübschmann. He then taught in various Armenian communities in Russian Empire &amp; Iran before settling in the Armenian SSR in 1923. https://t.co/WD6DffqH06",False,"[0, 288]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332437403272765e+18,1633243740327276544,1.3986636928336773e+18,1398663692833677312,historyarmenia,,,,,False,0,11,False,False,en,en,recent,1398663692833677312,1398663692833677312,History Armenia,historyarmenia,Berwick-upon-Tweed,"I edit mainly history and cultural studies based on credible scientific journals, books and reports.",,[],False,2694,600,12,Sat May 29 15:33:14 +0000 2021,789,,,True,False,2204,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1558122104142368769/B2DJ4h1y_normal.jpg,https://pbs.twimg.com/profile_images/1558122104142368769/B2DJ4h1y_normal.jpg,https://pbs.twimg.com/profile_banners/1398663692833677312/1660316526,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:53:26 +0000 2023,1633239460623048706,1633239460623048706,"@margarethodge They know it isn't compatible! This Bill is purposely designed to be unworkable. The Tories want to pursue the narrative that it's those leftie lawyers, Gary Lineker, Keir Starmer, Strasbourg, etc that are to blame. Will lead to 2024 election manifesto pledge to pull out of ECHR.",False,"[15, 295]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332109021482025e+18,1633210902148202499,111411358.0,111411358,margarethodge,,,,,False,0,6,False,False,en,en,recent,1335652189306560513,1335652189306560513,ModSocDem,mod_soc_dem,,Moderate Social Democrat,,[],False,1680,394,4,Sun Dec 06 18:27:57 +0000 2020,13160,,,False,False,18171,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620389737616785408/gHlRvS0T_normal.jpg,https://pbs.twimg.com/profile_images/1620389737616785408/gHlRvS0T_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:48:00 +0000 2023,1633238093301186560,1633238093301186560,Strasbourg https://t.co/qQtEcQ4kUC,False,"[0, 10]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,111356159,111356159,Random Pics,RandomBestof,,Sharing the most amazing pics/wallpapers/gifs from internet each hour *I dont own any content*,https://t.co/39asMJmBt7,[],False,1874,3990,49,Thu Feb 04 16:49:37 +0000 2010,228,,,False,False,34818,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/434105797547532290/FUwt8uN0_normal.jpeg,https://pbs.twimg.com/profile_images/434105797547532290/FUwt8uN0_normal.jpeg,https://pbs.twimg.com/profile_banners/111356159/1392334002,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],"[{'url': 'https://t.co/39asMJmBt7', 'expanded_url': 'https://randomwallpapersandpics.wordpress.com/', 'display_url': 'randomwallpapersandpics.wordpress.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:44:21 +0000 2023,1633237177608859649,1633237177608859649,"@Blue_Footy I like this guy

@todd_boehly make him the manager of Strasbourg after we buy them.",False,"[12, 95]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332367797246198e+18,1633236779724619779,317750296.0,317750296,Blue_Footy,,,,,False,0,29,False,False,en,en,recent,1529609182067957762,1529609182067957762,CFC_Enzo,NAOTENL_Footbal,,Enzo fucking Fernandez is a Chelsea player 💙💙💙💙,,[],False,125,152,0,Wed May 25 23:43:55 +0000 2022,6215,,,False,False,5061,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620546836338450432/2Nrc1yuG_normal.jpg,https://pbs.twimg.com/profile_images/1620546836338450432/2Nrc1yuG_normal.jpg,https://pbs.twimg.com/profile_banners/1529609182067957762/1662556392,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:38:21 +0000 2023,1633235667957293062,1633235667957293062,"Strasbourg, 1518 colorized https://t.co/A48ZH3gx6J https://t.co/FwBHGy1z73",False,"[0, 50]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,1095300558,1095300558,Phyrexian agent,GoldExperienceR,"Lebrija, España",25. Recuerda el código de hierro.,https://t.co/IAsAtVdZwr,[],False,216,623,0,Wed Jan 16 14:06:22 +0000 2013,80265,,,True,False,62926,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1606063305134690320/H0Nswi5O_normal.jpg,https://pbs.twimg.com/profile_images/1606063305134690320/H0Nswi5O_normal.jpg,https://pbs.twimg.com/profile_banners/1095300558/1655125608,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],"[{'url': 'https://t.co/IAsAtVdZwr', 'expanded_url': 'http://www.youtube.com/user/xXTigrexTiranosXx', 'display_url': 'youtube.com/user/xXTigrexT…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,True,1.6329168959375729e+18,1632916895937572865,Tue Mar 07 01:31:40 +0000 2023,1.6329168959375729e+18,1632916895937572865,🫠 https://t.co/8Kno4bl0ZW,False,"[0, 1]",en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.1918344961208689e+18,1191834496120868865,vino y pastillas,vinoypastillas,seguime para mas placer,Memes esquizofrenicos y videos diarios / parody account / advertising DM,https://t.co/Cob451sGyz,"[{'url': 'https://t.co/Cob451sGyz', 'expanded_url': 'https://linktr.ee/vinoypastillas', 'display_url': 'linktr.ee/vinoypastillas', 'indices': [0, 23]}]",[],False,216365.0,356.0,181.0,Tue Nov 05 21:47:52 +0000 2019,51059.0,,,True,False,24317.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632749778000912387/48NvbNlB_normal.jpg,https://pbs.twimg.com/profile_images/1632749778000912387/48NvbNlB_normal.jpg,https://pbs.twimg.com/profile_banners/1191834496120868865/1677600300,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,1009.0,22717.0,False,False,und,False,,,,,,,,,,,,
Tue Mar 07 22:22:28 +0000 2023,1633231668600340481,1633231668600340481,"One of my friends lives in Strasbourg. In her neighborhood park, there’s a compost bin open for residents to use all the time.I know we have compost now, but it’s currently on a drop off at specific times system. I’d love more neighborhood efforts",False,"[0, 247]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1269419477365637123,1269419477365637123,Catherine,femme_farouche,Nouvelle Orleans ,"Louisianaise, lesbienne, épiscopalienne, French language teacher.
Support my students! https://t.co/RiYhBHJd8G",,"[{'url': 'https://t.co/RiYhBHJd8G', 'expanded_url': 'https://www.amazon.com/hz/wishlist/ls/KYZCWQU63ZYE?ref_=wl_share', 'display_url': 'amazon.com/hz/wishlist/ls…', 'indices': [87, 110]}]",False,138,586,1,Sun Jun 07 00:02:59 +0000 2020,13482,,,False,False,3634,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1269432231312982018/zY-zNEGP_normal.jpg,https://pbs.twimg.com/profile_images/1269432231312982018/zY-zNEGP_normal.jpg,https://pbs.twimg.com/profile_banners/1269419477365637123/1591491204,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 22:17:28 +0000 2023,1633230408853618689,1633230408853618689,@defaut_zero Strasbourg,False,"[13, 23]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332156402060165e+18,1633215640206016513,1.3808473640181678e+18,1380847364018167814,defaut_zero,,,,,False,0,0,False,False,en,en,recent,1243895010036273154,1243895010036273154,Tradoulier,LaLuneLedoigt,,,,[],False,3,103,0,Sat Mar 28 13:38:18 +0000 2020,968,,,False,False,36,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1243896034184568833/HF_GL_gC_normal.jpg,https://pbs.twimg.com/profile_images/1243896034184568833/HF_GL_gC_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:55:37 +0000 2023,1633224912935571457,1633224912935571457,@jas_flw Strasbourg:,False,"[9, 20]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6309493928228168e+18,1630949392822816773,1.3395678492795126e+18,1339567849279512577,jas_flw,,,,,False,0,0,False,False,en,en,recent,3252484498,3252484498,هوغو,gl0ryb0ii,France,🇫🇷🇩🇿 https://t.co/hd0w9Vanf3,https://t.co/BT8cxBDtCn,"[{'url': 'https://t.co/hd0w9Vanf3', 'expanded_url': 'https://instagram.com/hugo.tahraoui?igshid=YmMyMTA2M2Y=', 'display_url': 'instagram.com/hugo.tahraoui?…', 'indices': [5, 28]}]",False,145,248,0,Wed May 13 18:38:58 +0000 2015,7701,,,False,False,5194,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1632837197853257728/fn4iEpJI_normal.jpg,https://pbs.twimg.com/profile_images/1632837197853257728/fn4iEpJI_normal.jpg,https://pbs.twimg.com/profile_banners/3252484498/1674853597,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/BT8cxBDtCn', 'expanded_url': 'https://open.spotify.com/playlist/4bTygDvZD8qTPhSHzr9ee2?si=7eGHnoWPR5qnCwNkKASB_g', 'display_url': 'open.spotify.com/playlist/4bTyg…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:44:20 +0000 2023,1633222074150842368,1633222074150842368,@meilleursagents Strasbourg,False,"[17, 27]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6331127148463882e+18,1633112714846388230,25293259.0,25293259,meilleursagents,,,,,False,0,0,False,False,en,en,recent,1355240737856749573,1355240737856749573,Psquale,Psquale7,🇨🇵☀️🇮🇹,"''Anna avrebbe voluto morire
 Marco voleva andarsene lontano
 Qualcuno li ha visti tornare
 Tenendosi per mano''

🎸🎶
🎵💞",,[],False,3506,2022,14,Fri Jan 29 19:46:08 +0000 2021,250867,,,False,False,51477,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1626328131005997058/TDPgf7vw_normal.jpg,https://pbs.twimg.com/profile_images/1626328131005997058/TDPgf7vw_normal.jpg,https://pbs.twimg.com/profile_banners/1355240737856749573/1676576710,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:43:53 +0000 2023,1633221960833417216,1633221960833417216,"@Conservatives We see you. Unworkable ‘plan’ fails due to ‘ECHR’, ‘Strasbourg’, ‘leftie lawyers’, ‘Labour’ (who have been in opposition for 13 yrs). Dog whistle, dead cat. Etc. Transparent. And massively cunty.",False,"[15, 210]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633208348236456e+18,1633208348236455942,14281853.0,14281853,Conservatives,,,,,False,0,0,False,False,en,en,recent,1541447809995603969,1541447809995603969,Ben Ripley,benripleyphoto,,Freelance photographer. Royal Navy veteran. Gen Xer. Climate. Right to Roam. Rewilding. I block and report all racists. #YNWA,https://t.co/DXyQ2JEglj,[],False,195,334,1,Mon Jun 27 15:46:18 +0000 2022,5352,,,False,False,4517,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1601487199307956224/60FcQz1i_normal.jpg,https://pbs.twimg.com/profile_images/1601487199307956224/60FcQz1i_normal.jpg,https://pbs.twimg.com/profile_banners/1541447809995603969/1676710443,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/DXyQ2JEglj', 'expanded_url': 'http://benripleyphoto.com', 'display_url': 'benripleyphoto.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:30:49 +0000 2023,1633218669143552000,1633218669143552000,"@DT_NerdyGeek @DanielaNadj /in certain circumstances, but that is why this bill has a statement on its face saying it isn't intended to be compatible in the first place. Anyone who wants to challenge it will have to sue the UK government in Strasbourg, but it won't prevent the law being implemented.",False,"[27, 300]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633218360346329e+18,1633218360346329094,1.504959456202924e+18,1504959456202924038,E_Vargas_MP,,,,,False,0,1,False,False,en,en,recent,1504959456202924038,1504959456202924038,Epifanio Vargas KC MP ❁⁣ 🏳️STATE AFFILIATED MEDIA,E_Vargas_MP,Slava Cocayina,"Labour MP for Culiacan and Sinaloa West.

She / Him / Xey
#TRANSWOMENAREWOMEN
#FBPE
#BLM
#GTTO
#SAVEOURNHS",https://t.co/yPqFKxXts8,[],False,647,1896,4,Fri Mar 18 23:14:36 +0000 2022,40006,,,False,False,5371,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1574747163942330369/Ge0qWA_E_normal.jpg,https://pbs.twimg.com/profile_images/1574747163942330369/Ge0qWA_E_normal.jpg,https://pbs.twimg.com/profile_banners/1504959456202924038/1664284074,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],"[{'url': 'https://t.co/yPqFKxXts8', 'expanded_url': 'http://labour.org.uk', 'display_url': 'labour.org.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:24:58 +0000 2023,1633217197966237696,1633217197966237696,@diegoefectivo @carlaconwifi strasbourg 17€,False,"[29, 43]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6331042859143332e+18,1633104285914333184,1.5036482213773148e+18,1503648221377314817,diegoefectivo,,,,,False,0,0,False,False,en,en,recent,965058175580991489,965058175580991489,camilajacome,camilajacome13,,🇪🇨 ig:camilajacomep,,[],False,499,236,0,Sun Feb 18 02:59:33 +0000 2018,14765,,,True,False,5967,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1333502600424132612/A9s4BkX4_normal.jpg,https://pbs.twimg.com/profile_images/1333502600424132612/A9s4BkX4_normal.jpg,https://pbs.twimg.com/profile_banners/965058175580991489/1525992586,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 21:23:55 +0000 2023,1633216933578395649,1633216933578395649,"When judges in Strasbourg inevitably overrule these ‘new’ policies from the @Conservatives government (despite having ample opportunity to fix our broken asylum system in the past) you watch, The Tories will have a GE campaign centred around leaving The ECHR.",False,"[0, 259]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,4,42,False,False,en,en,recent,1069439375669379072,1069439375669379072,Cold957,cold957,North Yorkshire,#Veteran. 1st Bn Coldstream Guards/Guards Para. We can forgive a child who is afraid of the dark. The real tragedy of life is when men fear the light. NO DMs.,,[],False,13818,7711,28,Mon Dec 03 03:53:11 +0000 2018,166384,,,False,False,96511,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1592043842102083584/l5jNUwt5_normal.jpg,https://pbs.twimg.com/profile_images/1592043842102083584/l5jNUwt5_normal.jpg,https://pbs.twimg.com/profile_banners/1069439375669379072/1672602717,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
